,ID,Job tenure,Age,Car price,Funding amount,Default (y)
3265,3266,5,54,12690,11083,1
3803,3804,11,42,23590,23591,0
4401,4402,15,53,8938,9711,0
7323,7324,7,59,9035,9742,0
132,133,10,76,4764,4764,1
2498,2499,22,48,6825,7370,0
7359,7360,1,35,10522,11363,1
2902,2903,15,45,11500,6500,0
434,435,23,45,11850,9704,0
3501,3502,31,50,11722,12641,0
3017,3018,11,54,13189,10041,0
2688,2689,5,31,16190,13390,0
6977,6978,2,68,8950,11055,0
4271,4272,6,33,23989,19989,0
5277,5278,14,49,16500,14821,0
468,469,15,49,26290,14590,0
4428,4429,19,52,14560,9775,0
1835,1836,8,69,24050,15235,0
3277,3278,9,39,22472,22030,0
3195,3196,4,55,6700,6700,1
2684,2685,29,52,10744,10744,0
6527,6528,4,43,26500,21500,0
3309,3310,25,49,9250,10380,0
5359,5360,34,51,5870,6449,0
864,865,15,56,16990,18177,0
6321,6322,0,39,21490,19290,0
3903,3904,3,27,9500,2695,1
222,223,23,62,8480,8725,1
4404,4405,2,55,15487,16361,0
50,51,1,19,18990,20450,1
325,326,7,49,7980,6480,1
5418,5419,24,60,16500,13500,0
4126,4127,14,52,9400,9400,0
3616,3617,0,35,7980,8593,1
6763,6764,8,37,18690,15047,0
1158,1159,9,40,13990,12002,0
2707,2708,3,61,15700,15700,0
812,813,33,50,9295,4912,0
4101,4102,9,48,9130,3990,0
3703,3704,4,64,12100,12100,0
5013,5014,28,82,6780,5280,1
4487,4488,3,39,21475,20327,0
2651,2652,12,34,8500,9426,0
1360,1361,48,64,10445,11000,0
5918,5919,5,58,17500,11200,0
5994,5995,0,42,7200,8025,1
1436,1437,4,42,14900,16190,0
706,707,11,76,6900,7407,1
501,502,14,59,6000,7036,0
2778,2779,26,47,16490,16490,0
3698,3699,5,24,19100,17990,0
1536,1537,0,60,13990,15355,0
6552,6553,3,37,8650,7165,1
3781,3782,1,37,15450,16027,0
1223,1224,11,49,15990,11570,0
3996,3997,7,24,23850,22850,0
4442,4443,6,25,13990,13990,0
798,799,10,34,8182,8682,1
7008,7009,11,37,13548,15290,0
88,89,39,63,15990,13142,0
4482,4483,11,48,14380,14380,0
7384,7385,4,46,9000,8200,1
5495,5496,3,26,7000,7573,1
997,998,5,44,22229,24339,0
1706,1707,12,33,35290,26829,0
834,835,4,70,11974,11974,0
4291,4292,2,26,20100,16100,0
1010,1011,12,57,8490,7721,1
1075,1076,10,51,9767,9767,0
1426,1427,4,59,28180,19458,0
1295,1296,24,49,25480,25480,0
5455,5456,6,49,16250,10380,0
2417,2418,11,55,22880,22656,0
1090,1091,4,38,17990,17565,0
701,702,30,50,9990,4990,0
5480,5481,14,30,20850,25599,0
5683,5684,16,46,13100,14209,0
3024,3025,36,58,22487,14084,0
752,753,7,40,10990,13288,0
93,94,9,34,19990,14190,0
3768,3769,23,41,10990,10990,0
2531,2532,3,37,20922,24245,0
332,333,48,64,13620,9000,0
1330,1331,2,37,16110,18266,0
4058,4059,8,39,12100,9497,0
5427,5428,31,51,23000,15000,0
6767,6768,15,58,5037,5618,1
319,320,12,37,9990,12131,0
877,878,8,26,18200,15200,0
7347,7348,1,35,21400,7680,0
5077,5078,28,52,12800,6443,0
6936,6937,34,52,26410,23410,0
6428,6429,17,51,21471,18786,0
6470,6471,0,52,10980,10980,1
3166,3167,2,47,17975,16412,0
267,268,9,56,11790,11790,0
2306,2307,4,62,34460,26960,0
1578,1579,1,40,17990,19571,0
4814,4815,19,56,12500,10622,0
1502,1503,21,48,9898,9898,0
1702,1703,1,28,7656,8354,1
339,340,0,21,8684,9259,1
1858,1859,22,46,23390,11869,0
3544,3545,22,42,14665,16068,0
1046,1047,10,70,7190,8393,1
3879,3880,0,64,4240,4832,1
4634,4635,2,60,17067,15154,0
3931,3932,12,32,14090,10822,0
1450,1451,2,56,15560,15250,0
2069,2070,16,39,13870,12752,0
2877,2878,1,20,6400,6940,1
5979,5980,15,58,15550,16469,0
1775,1776,26,51,17000,19275,0
5738,5739,1,42,18485,18585,0
2609,2610,8,51,24740,16740,0
2127,2128,1,27,20390,23768,0
3984,3985,33,50,29800,27300,0
3467,3468,6,50,8200,8816,0
6966,6967,6,25,7579,8541,1
3469,3470,38,54,18590,16590,0
1575,1576,5,70,20830,14184,0
7133,7134,2,65,11500,11500,0
1499,1500,18,57,20990,15923,0
1979,1980,0,20,11365,12225,1
373,374,23,55,5205,5590,0
592,593,6,25,8500,8500,1
3749,3750,4,30,9970,11025,1
3433,3434,4,48,13680,13691,1
387,388,5,54,5900,6329,1
2815,2816,30,55,15350,12350,0
533,534,8,30,22650,12650,0
1033,1034,19,49,9000,9650,0
6307,6308,16,35,9700,9584,0
4395,4396,5,59,9500,9937,1
2087,2088,21,77,7600,8026,1
4691,4692,16,48,10390,9226,0
1514,1515,30,52,6900,5569,0
2628,2629,9,39,10450,11636,1
2034,2035,7,61,12000,11000,0
2585,2586,0,24,3600,3983,1
3783,3784,3,29,14500,14500,0
6017,6018,7,67,21250,21250,0
2937,2938,23,42,7490,6773,0
530,531,2,50,20000,12655,0
4829,4830,19,59,13990,9990,1
6223,6224,15,50,27590,22906,0
4173,4174,0,26,16985,18290,0
4423,4424,1,33,4990,5427,1
5775,5776,7,47,28190,19876,0
7070,7071,12,39,23980,23980,0
4690,4691,24,55,7500,3500,0
1454,1455,7,55,11000,12038,1
3786,3787,20,79,15958,15958,0
4367,4368,15,42,4529,4864,0
585,586,1,23,12990,12623,1
4996,4997,14,46,12790,9113,0
445,446,28,52,16790,1548,0
2298,2299,19,54,7719,8230,0
7051,7052,2,38,11154,8293,1
4903,4904,5,41,6340,5470,1
5189,5190,28,47,9380,9380,0
5060,5061,34,55,17500,15532,0
2316,2317,5,21,23000,6473,0
2638,2639,4,38,19100,14068,0
6635,6636,13,42,20700,10700,0
5846,5847,5,48,21500,7000,0
2110,2111,0,53,12480,12480,1
5579,5580,4,54,15600,14600,0
1726,1727,32,54,18990,13840,0
6746,6747,3,54,22000,22000,0
4961,4962,26,61,34490,19490,0
252,253,19,36,19500,18200,0
1718,1719,3,37,19400,16490,0
3044,3045,1,45,21000,22789,0
6329,6330,35,54,11000,11718,0
453,454,2,30,32000,27000,0
2453,2454,7,27,11130,8630,0
2036,2037,7,47,14800,13649,0
4722,4723,12,40,8990,9828,1
2149,2150,3,26,22795,22795,0
4778,4779,4,28,13985,15199,0
2245,2246,8,28,24900,12100,0
573,574,17,74,24990,16990,0
6569,6570,11,61,15900,10900,0
3870,3871,9,42,10270,10270,0
2699,2700,9,57,15000,10728,0
5441,5442,10,51,15980,13738,0
4288,4289,4,47,14600,5412,0
5261,5262,5,36,13259,13803,0
7403,7404,10,41,29000,25500,0
1512,1513,0,25,16750,18434,0
4532,4533,4,64,12990,12198,0
3787,3788,4,39,16700,12674,0
1608,1609,20,53,13785,13785,0
543,544,2,20,5990,5990,1
7229,7230,10,51,26999,19897,0
5368,5369,1,28,14990,16254,0
2534,2535,11,48,10025,8167,1
6501,6502,5,62,10400,9827,0
2133,2134,2,23,15500,12500,0
3947,3948,16,46,24590,21251,0
7014,7015,3,67,12000,10000,0
4577,4578,20,49,11490,10086,0
1765,1766,7,30,9890,11478,0
4230,4231,43,59,11839,3954,0
7026,7027,4,66,25950,21150,0
4629,4630,5,29,12490,13871,0
6115,6116,10,33,15500,10000,0
1041,1042,32,57,5254,5547,0
4015,4016,33,57,5682,6365,0
2984,2985,3,48,14777,16998,0
2689,2690,28,58,11060,10270,0
3668,3669,0,25,21495,21495,0
5814,5815,0,47,15990,13990,0
4766,4767,30,51,15901,15990,0
59,60,28,48,29139,9139,0
7002,7003,5,35,5500,6175,1
6391,6392,17,51,11576,11576,0
4635,4636,8,52,6500,4950,1
6462,6463,1,66,5287,5287,1
6889,6890,2,34,16480,15480,1
7137,7138,15,54,17500,12000,0
4606,4607,1,21,10800,11639,1
5673,5674,3,31,18990,20897,0
346,347,13,53,12500,12470,0
1860,1861,2,19,13990,14237,1
57,58,28,52,22990,15410,0
3482,3483,19,46,23950,11600,0
3904,3905,36,61,7095,7330,0
7025,7026,14,79,11990,8282,0
5755,5756,2,39,7862,7862,1
3194,3195,16,33,13490,14111,0
3250,3251,22,54,8203,8203,0
5080,5081,28,54,10205,10205,0
5030,5031,1,31,20250,18250,0
2189,2190,5,34,13580,16174,0
1535,1536,22,47,11318,11318,0
527,528,0,46,8990,8938,1
5945,5946,3,35,17845,14470,0
5011,5012,5,54,14780,10780,0
1438,1439,16,55,16499,17664,0
712,713,12,73,12688,12688,0
5746,5747,23,46,6968,7503,0
6733,6734,6,32,11970,11005,0
5447,5448,1,32,11300,10551,1
5635,5636,1,23,5666,5666,1
6244,6245,2,45,5900,4296,1
3939,3940,7,37,6237,6999,1
5702,5703,16,62,9950,11553,1
3554,3555,1,21,11987,11987,1
535,536,20,40,26000,11000,0
4653,4654,2,32,6985,7544,1
6784,6785,32,59,13900,10283,0
1092,1093,27,52,17000,12696,0
1783,1784,5,58,20660,22237,0
4791,4792,26,52,9950,12973,0
5656,5657,33,53,6078,6957,0
3163,3164,35,55,13140,15372,0
7392,7393,39,62,15995,10995,0
6106,6107,0,36,9890,9890,1
4553,4554,2,29,12800,14209,1
763,764,15,49,15000,10000,0
4559,4560,1,44,13000,11952,1
6314,6315,8,51,15900,12897,0
3047,3048,1,30,7990,7324,1
7129,7130,22,65,9596,10497,0
2515,2516,18,56,15975,11676,0
4828,4829,4,31,13000,14793,0
4696,4697,35,65,7500,6561,0
4640,4641,1,54,15990,18408,0
7289,7290,4,64,35200,25200,0
95,96,10,51,18500,20378,0
6900,6901,33,55,6990,7658,0
1024,1025,4,26,20990,22381,0
5969,5970,19,49,11062,11062,0
4195,4196,0,36,14990,14580,0
1971,1972,23,63,19500,15477,0
4582,4583,8,37,34829,13829,0
4935,4936,3,66,17900,19003,0
4386,4387,8,37,21990,16990,0
506,507,19,60,7350,7500,0
1562,1563,5,51,11149,13334,0
321,322,26,46,15300,17384,0
7054,7055,11,47,29500,29500,0
842,843,0,28,9500,10453,1
2291,2292,30,56,12700,2792,0
4787,4788,4,44,16000,16000,0
2996,2997,7,47,7500,6551,1
2499,2500,3,46,13499,12137,0
6299,6300,2,54,11532,11532,0
5594,5595,3,40,12990,12025,0
1966,1967,0,23,17495,17495,0
1372,1373,2,54,17021,16224,0
3150,3151,10,37,19490,21202,0
2586,2587,22,77,11800,3800,0
4922,4923,11,35,14689,14358,0
3929,3930,12,47,13500,9800,0
5086,5087,27,51,20467,8000,0
6393,6394,6,30,13992,15090,0
349,350,1,29,16800,14000,0
1870,1871,15,75,6660,6660,1
3971,3972,26,59,15500,15500,0
3751,3752,3,24,17490,18403,0
2481,2482,23,51,10980,6412,0
410,411,6,29,19890,19890,0
286,287,28,46,16990,18789,0
4086,4087,5,70,15740,11004,0
351,352,14,31,8950,10206,0
1672,1673,23,57,13500,13500,0
7242,7243,35,59,26470,27490,0
4575,4576,24,61,20149,5264,0
5014,5015,34,51,3075,3075,0
1922,1923,4,55,18620,21884,0
642,643,11,67,19190,19190,0
4706,4707,2,39,13701,14958,1
6062,6063,26,54,13300,14149,0
4730,4731,14,44,24390,7690,0
3080,3081,35,61,7439,8056,0
5812,5813,1,21,21990,21990,0
2126,2127,33,51,19990,22863,0
3053,3054,1,27,14790,17249,0
4608,4609,0,24,6950,7080,1
1173,1174,13,33,12030,10280,0
3626,3627,7,49,16388,16388,0
7264,7265,23,83,6420,6420,1
1599,1600,12,42,13600,13093,0
3159,3160,14,42,9200,10330,0
6433,6434,0,59,10050,9164,1
1406,1407,1,18,10990,11822,1
4098,4099,1,41,12500,13965,1
625,626,2,22,8900,8900,1
6451,6452,4,23,12035,13167,1
2020,2021,7,81,7590,7590,1
4028,4029,2,65,10895,11455,0
1669,1670,23,54,17990,10990,0
7106,7107,0,27,11990,12088,1
2850,2851,22,54,11591,12649,0
2206,2207,4,29,22750,14742,0
4794,4795,0,29,16730,11730,0
4692,4693,19,57,19990,15781,0
6003,6004,25,50,14990,3710,0
6261,6262,1,36,10880,12588,1
2927,2928,4,30,22450,24689,0
3038,3039,3,44,18500,18500,0
3881,3882,3,23,6750,7073,1
2676,2677,4,66,10940,5158,1
3125,3126,0,27,14890,14890,0
233,234,0,27,3546,3809,1
5106,5107,1,19,15950,16449,1
420,421,5,41,7990,8908,1
435,436,31,47,11400,5400,0
2526,2527,1,38,12950,12950,1
5331,5332,28,57,14990,9678,0
7107,7108,1,46,16410,17678,1
1805,1806,1,19,9900,9490,1
2963,2964,4,47,5250,6161,1
7150,7151,0,31,21850,12837,0
3567,3568,7,33,17500,12500,0
5094,5095,27,49,16500,11500,0
604,605,28,59,6475,6475,1
1188,1189,7,50,13500,13677,0
6162,6163,1,24,7900,8969,1
5761,5762,6,43,16690,15690,0
2301,2302,6,31,19985,13985,0
4915,4916,10,63,11900,11900,0
7216,7217,24,53,22300,23627,0
5686,5687,23,58,8870,9000,0
2991,2992,2,49,19179,22929,0
3333,3334,1,43,6000,2693,1
6664,6665,23,63,21950,17352,0
3377,3378,31,54,13970,15159,0
4125,4126,22,63,16650,15804,0
1483,1484,3,31,11149,9078,1
4172,4173,2,20,13195,16129,1
6341,6342,3,67,7233,7233,1
4004,4005,36,58,17165,6855,0
3341,3342,1,37,24900,26597,0
5166,5167,32,57,5389,3783,0
4758,4759,21,57,5490,5607,1
3849,3850,15,48,10000,11271,0
1161,1162,10,48,23940,10704,0
452,453,38,60,5534,5534,0
2519,2520,0,25,8000,8938,1
5170,5171,4,53,12138,13274,1
4537,4538,2,41,22329,26658,0
3590,3591,12,44,14990,16098,0
957,958,20,53,26980,24203,0
7146,7147,10,56,19880,21779,0
5395,5396,34,51,14990,4490,0
7140,7141,8,68,14400,14400,0
4881,4882,2,34,21950,21950,0
5230,5231,7,26,14240,14240,0
376,377,1,59,14900,15818,0
7113,7114,7,43,11990,13186,0
2223,2224,7,39,19340,14254,0
4733,4734,13,49,5924,6368,0
7064,7065,6,42,14600,13100,0
2229,2230,1,60,8990,9650,1
3221,3222,19,78,13950,9895,0
491,492,10,31,21593,11571,0
2521,2522,7,43,10700,11853,0
710,711,7,40,6490,7315,1
1893,1894,20,66,13385,9485,0
7309,7310,2,59,12985,14339,1
4717,4718,15,38,20790,24038,0
5473,5474,13,49,10980,10980,0
65,66,9,36,19683,22848,0
865,866,23,49,19990,21880,0
7191,7192,20,48,22250,11150,0
3745,3746,11,52,12838,10953,0
1049,1050,6,72,11700,7300,0
6492,6493,31,53,19480,18965,0
3914,3915,15,53,9192,9192,0
3620,3621,6,34,6190,6720,1
2107,2108,0,23,10990,11941,1
168,169,2,27,26228,21368,0
1793,1794,14,36,29493,25993,0
1905,1906,4,34,16750,15050,0
5516,5517,25,46,13500,15118,0
6605,6606,8,27,15899,14665,0
1027,1028,20,56,29480,27480,0
904,905,12,39,12500,9500,0
6395,6396,2,43,21959,15959,0
6757,6758,24,57,10881,10881,0
3688,3689,6,51,10205,10205,0
2728,2729,0,29,10980,13133,1
6429,6430,21,57,3486,3682,1
5703,5704,15,71,19400,20397,0
4708,4709,5,27,15150,13766,0
4168,4169,12,29,28900,27937,0
1115,1116,3,31,17205,18000,0
3942,3943,23,50,22670,22670,0
80,81,16,38,14900,14900,0
3458,3459,4,57,15655,19299,0
960,961,21,54,12628,14237,0
1844,1845,16,47,9985,10859,0
2441,2442,8,27,24000,22500,0
626,627,5,21,18800,20539,0
308,309,9,73,20000,20411,0
2164,2165,20,45,7990,8318,0
265,266,16,54,11990,6847,0
1039,1040,28,49,4800,5470,1
1263,1264,3,20,6960,7729,1
1916,1917,6,24,13500,13500,0
5968,5969,0,26,9900,9323,1
2138,2139,10,26,12000,12000,0
1728,1729,7,66,9659,9758,1
3893,3894,19,44,9380,10116,0
6957,6958,2,43,19340,19340,0
3933,3934,0,32,15600,17283,0
4201,4202,5,25,14690,14152,0
4338,4339,41,59,13250,14102,0
6723,6724,5,31,19990,24490,0
3000,3001,4,30,16900,20346,0
3908,3909,0,22,10333,11181,1
486,487,11,57,15800,10800,0
4601,4602,2,26,27500,25502,0
786,787,5,66,29990,28494,0
3966,3967,4,21,14950,17447,0
5767,5768,25,51,16750,10750,0
1662,1663,14,61,14900,12900,0
547,548,4,67,23900,12900,0
809,810,15,34,10990,10990,0
228,229,4,50,17460,18490,0
4236,4237,0,21,8900,8965,1
5246,5247,11,50,20780,19409,0
156,157,5,40,20849,20849,0
1195,1196,6,73,12500,12500,0
457,458,0,63,19615,22096,0
7095,7096,36,65,14990,8364,0
1005,1006,5,32,8450,8184,1
5155,5156,1,29,14990,12768,0
4320,4321,0,43,15990,15572,0
2225,2226,18,51,16365,15461,0
6230,6231,1,27,11984,10318,1
2199,2200,28,51,16000,7250,0
1544,1545,1,26,5675,5675,1
1419,1420,1,34,12890,14338,1
1921,1922,3,42,8140,8854,1
1880,1881,9,50,14351,14351,0
5792,5793,21,45,13500,11000,0
4852,4853,6,70,22290,17498,0
323,324,26,61,21300,18300,0
2977,2978,3,29,24900,26833,0
7321,7322,9,69,11885,12000,0
5316,5317,3,31,16900,16394,0
5834,5835,4,67,16359,14359,0
1563,1564,25,48,17900,15041,0
1129,1130,2,66,18198,10798,0
5380,5381,18,51,13049,13853,0
1144,1145,27,46,6244,6244,0
2423,2424,11,41,12814,13933,0
2080,2081,20,55,21500,16500,0
4671,4672,2,34,13980,14555,0
324,325,2,38,11480,12522,1
1210,1211,0,18,10078,11118,1
6779,6780,15,76,15390,9885,1
1755,1756,27,51,6040,6693,0
4385,4386,4,21,10900,10081,1
1328,1329,0,18,10990,11955,1
4216,4217,9,37,10890,9178,0
2184,2185,0,49,28975,28975,0
4253,4254,23,50,8650,5150,0
421,422,2,42,9800,9800,1
208,209,21,46,8914,8914,0
5711,5712,4,22,8000,8130,1
7284,7285,2,20,16877,17016,1
7361,7362,15,47,9700,9532,0
6426,6427,2,67,16339,19779,0
599,600,14,52,14200,13945,0
4483,4484,7,55,15100,15100,0
6045,6046,14,32,21657,18766,0
4705,4706,0,22,8900,9826,1
2445,2446,12,54,9990,11686,1
6392,6393,1,48,11990,3990,1
7084,7085,37,55,23622,25560,0
4304,4305,30,48,5900,5900,0
479,480,32,54,23990,22990,0
2112,2113,2,47,14000,13200,0
465,466,1,41,20950,21800,0
3653,3654,13,58,18900,8900,0
7145,7146,1,25,12900,12400,1
503,504,14,77,10046,10046,1
1057,1058,5,64,5199,5875,1
6430,6431,11,28,8910,3889,0
26,27,44,61,19312,19312,0
4894,4895,8,48,15809,14509,0
7050,7051,0,25,14900,14273,0
5707,5708,1,23,28400,26448,0
2338,2339,11,53,14440,15666,0
2317,2318,18,40,8912,9464,0
1509,1510,16,55,23250,25080,0
2266,2267,18,49,14600,7086,0
565,566,6,29,13990,16903,0
1433,1434,0,24,9990,10879,1
91,92,2,56,22129,17629,0
1565,1566,25,52,8590,9031,1
5552,5553,4,42,29184,29561,0
2495,2496,1,30,15100,16384,0
1055,1056,3,58,5628,4243,1
6840,6841,15,38,12485,11184,0
4715,4716,8,72,13900,13900,0
2197,2198,3,35,13500,11504,0
500,501,1,56,7950,6950,1
4371,4372,25,49,14623,14623,0
37,38,25,58,18538,9273,0
4381,4382,0,30,20950,22352,0
3027,3028,40,57,7106,7489,0
2921,2922,31,48,5890,3890,0
1480,1481,26,56,9000,9739,0
2890,2891,26,45,15990,17495,0
7368,7369,9,55,10760,8639,0
3006,3007,24,55,14990,7490,0
3392,3393,5,67,13900,8900,0
1142,1143,5,35,10105,11339,1
6768,6769,1,33,5490,5530,1
683,684,11,45,27500,5312,0
1872,1873,4,55,11343,10343,1
6820,6821,7,38,29490,21490,0
240,241,22,40,23049,17931,0
4519,4520,0,37,15150,8940,0
3934,3935,0,32,12490,12490,1
4545,4546,0,40,3990,2213,1
1940,1941,27,50,7185,7517,0
5302,5303,0,29,19414,22300,0
3499,3500,5,66,15990,19138,0
7060,7061,2,58,19680,12825,0
216,217,42,59,16450,5600,0
5386,5387,1,35,23232,23232,0
889,890,15,36,9170,10084,0
3927,3928,1,49,13750,13012,0
1869,1870,19,51,18990,19027,0
5064,5065,2,26,10000,10832,1
730,731,24,53,15990,7517,0
4076,4077,2,63,20590,17590,0
5650,5651,6,57,15627,14007,0
1467,1468,1,65,19690,9820,0
6591,6592,2,26,21000,21000,0
3308,3309,38,57,11110,9110,0
1362,1363,16,52,17200,15908,0
3862,3863,0,28,9950,9550,1
1737,1738,13,53,12960,12099,0
6057,6058,11,38,15340,11340,0
6773,6774,23,58,15775,10000,0
931,932,11,72,13819,12819,0
7421,7422,8,44,17980,18719,0
550,551,29,55,6800,6800,0
4180,4181,7,30,9070,9638,0
6618,6619,10,26,4554,5101,1
5338,5339,12,58,20290,21813,0
1618,1619,0,43,12600,14708,1
2345,2346,15,35,14500,12259,0
937,938,4,50,15800,12000,0
548,549,18,40,6300,6236,0
2549,2550,12,66,8900,7400,0
6189,6190,10,66,30970,19970,0
5548,5549,23,45,7813,8381,0
2024,2025,27,57,17250,13750,0
6762,6763,0,46,15439,3939,0
4382,4383,2,49,8490,5631,1
4355,4356,7,36,18500,2500,0
2098,2099,2,26,20500,20500,0
4574,4575,15,53,11895,9695,0
2650,2651,2,68,20950,16950,0
5838,5839,7,35,16200,13000,0
742,743,13,46,15635,9035,0
5121,5122,4,39,10400,11432,1
2458,2459,3,47,17999,12600,0
1056,1057,26,50,12850,9750,0
380,381,0,19,9999,10882,1
4857,4858,24,51,14990,5350,0
1373,1374,8,68,8990,8990,1
7005,7006,5,70,11557,12032,0
3936,3937,19,40,13490,13490,0
1385,1386,3,25,11290,12337,1
1617,1618,0,33,14950,14950,0
6253,6254,40,66,16150,14104,0
5330,5331,5,56,15695,16911,0
6240,6241,8,33,13750,15154,0
473,474,17,47,8300,8300,0
5698,5699,3,32,6550,7318,1
3182,3183,30,61,9100,9100,0
2471,2472,11,52,19900,13000,0
2706,2707,1,27,15185,12185,0
3480,3481,7,37,18970,1810,0
940,941,12,54,5480,5826,1
2287,2288,12,43,15500,17684,0
5717,5718,26,45,14800,10902,0
1559,1560,1,31,15000,14000,0
4877,4878,15,58,11950,9795,0
5458,5459,4,53,11000,12033,1
5701,5702,5,61,14490,14490,0
3563,3564,25,51,19910,17914,0
6356,6357,0,25,13900,12900,0
2614,2615,14,70,13820,9820,0
1235,1236,11,44,12790,11490,0
3753,3754,41,59,19630,17830,0
1553,1554,16,36,10000,9065,0
3656,3657,26,55,18402,3500,0
3460,3461,1,37,10270,8626,1
6539,6540,1,38,8000,8710,1
3399,3400,0,36,35000,29750,0
1101,1102,3,23,21942,21942,0
2755,2756,18,49,12950,11933,0
7288,7289,6,59,13880,11077,0
7200,7201,14,38,14950,16950,0
518,519,0,63,19300,13300,0
6312,6313,2,44,12990,12990,1
1412,1413,9,52,14410,17302,0
1009,1010,10,58,24500,16329,0
4001,4002,8,73,12750,9750,0
4081,4082,0,20,21600,21612,0
3312,3313,8,57,12400,12212,0
4709,4710,6,39,9500,10546,0
1430,1431,28,46,17100,14300,0
5210,5211,4,35,15490,17585,0
1623,1624,30,47,8469,9202,0
4508,4509,13,48,8839,8839,0
425,426,30,55,8900,9573,0
5856,5857,28,55,17945,20863,0
5676,5677,1,58,9900,10619,1
3550,3551,0,63,11300,11300,0
3649,3650,29,58,6680,6992,0
1894,1895,1,27,14933,13499,0
2486,2487,0,20,10890,10890,1
6847,6848,17,42,10905,12401,0
7301,7302,2,52,16700,16700,0
620,621,4,52,4781,4781,1
1699,1700,9,36,29172,16172,0
33,34,14,41,16200,17569,0
4446,4447,1,41,25900,16900,0
5888,5889,5,36,24783,27112,0
5910,5911,9,34,7990,9489,0
4660,4661,0,25,9281,9281,1
3871,3872,4,59,11420,11420,0
3078,3079,3,48,19250,19250,0
6602,6603,16,41,16300,13800,0
1498,1499,9,37,11007,11007,0
3886,3887,1,52,16800,17941,0
2576,2577,34,51,9500,9325,0
4264,4265,16,55,3032,3032,1
4761,4762,1,63,16450,18180,0
3439,3440,9,35,9300,10084,0
1883,1884,22,50,10450,6570,0
2124,2125,0,54,16937,18330,0
6020,6021,1,54,33485,26485,0
4030,4031,1,23,8990,10088,1
5955,5956,20,44,8999,9529,0
4084,4085,29,46,16809,16939,0
3560,3561,5,28,16200,13128,0
5025,5026,2,33,23500,23500,0
2620,2621,4,27,14975,7396,0
3779,3780,6,38,16490,14490,0
4647,4648,18,41,7490,4742,0
6422,6423,14,57,20600,20600,0
2283,2284,9,51,11980,11980,0
4680,4681,1,58,6165,6607,1
7265,7266,7,32,4634,4998,1
2399,2400,3,68,10990,7367,1
2310,2311,25,42,15980,15980,0
893,894,0,35,10470,11612,1
4220,4221,31,59,16400,11923,0
7203,7204,7,55,21524,21524,0
6082,6083,11,35,15999,16755,0
2114,2115,0,31,17000,15641,0
6016,6017,20,44,7990,8672,0
7255,7256,1,36,23490,25708,0
5329,5330,36,61,15947,15947,0
5547,5548,1,32,25030,28437,0
5413,5414,10,46,34960,28179,0
1002,1003,24,53,25530,16420,0
1867,1868,14,39,17090,17990,0
3792,3793,0,50,16500,9500,0
7423,7424,22,43,23900,27815,0
3045,3046,15,55,7890,8804,1
6213,6214,1,46,13900,13038,0
6503,6504,3,31,11800,12905,0
733,734,8,82,25990,23315,0
4769,4770,15,49,5900,4691,0
4898,4899,4,33,10000,10892,1
5046,5047,0,37,9945,9945,1
7153,7154,3,51,23100,18568,0
5195,5196,6,41,13750,13750,0
3123,3124,14,35,12500,13839,0
4738,4739,0,64,4500,4816,1
3956,3957,6,45,15490,12484,0
7275,7276,19,49,19118,19118,0
7269,7270,15,64,7890,8133,1
4118,4119,23,58,18142,18142,0
