,ID,Job tenure,Age,Car price,Funding amount,Default (y)
1281,1282,22,40,6500,6980,0
7382,7383,8,25,4267,4420,0
6143,6144,19,55,20590,16071,1
6851,6852,7,70,13690,13600,0
5303,5304,2,60,18000,19422,1
1020,1021,1,25,12500,12650,0
5038,5039,7,49,5239,5693,0
6050,6051,11,72,10490,10490,0
6133,6134,7,60,5360,1948,0
2118,2119,7,37,7200,6591,0
2758,2759,1,58,11400,4606,0
1370,1371,1,61,24135,22871,1
6967,6968,35,58,14971,17289,1
1811,1812,6,70,7930,8885,0
2273,2274,7,49,10990,7990,0
3003,3004,2,48,5590,6370,0
6454,6455,0,23,15990,15579,1
3103,3104,3,68,10500,9990,0
5905,5906,1,35,13730,15520,1
6854,6855,4,41,8990,4115,0
3578,3579,2,48,13990,6646,0
640,641,5,37,5789,5968,0
6370,6371,0,33,29990,29990,1
696,697,13,53,16760,17924,1
3641,3642,1,55,18100,6100,0
969,970,0,20,15300,18662,1
794,795,3,64,10700,10700,0
5391,5392,2,46,5200,5584,0
734,735,6,61,7258,7529,0
6841,6842,10,67,4475,4478,0
3898,3899,1,59,3980,4294,0
2570,2571,17,54,9900,8008,0
5629,5630,6,50,5100,5100,0
4034,4035,4,42,2657,2825,0
1220,1221,0,25,10750,10750,0
429,430,0,38,11199,11510,0
23,24,3,26,14140,4840,0
1550,1551,15,33,12900,4600,0
6333,6334,20,63,7000,7000,0
672,673,0,23,14590,16383,0
3844,3845,4,27,10000,3615,0
7148,7149,11,76,6850,4992,0
2732,2733,22,57,2700,2700,0
2227,2228,7,54,5031,5031,0
2995,2996,0,24,15990,17714,1
1452,1453,22,63,9500,8418,0
5643,5644,1,19,21950,21950,1
5857,5858,18,36,14550,15828,1
2131,2132,1,27,3700,1600,0
6012,6013,3,26,7650,9225,0
1174,1175,1,35,9500,8800,0
1397,1398,21,45,15490,17575,1
1287,1288,14,79,4932,4932,0
61,62,24,58,13500,11950,0
5553,5554,2,37,23660,23660,1
5973,5974,17,77,6990,6990,0
2654,2655,4,31,15995,17214,1
1320,1321,20,58,7641,7903,0
4331,4332,2,25,6990,5790,0
7164,7165,16,52,4246,4572,0
6453,6454,1,44,12950,12950,0
2691,2692,1,26,11990,4501,0
3437,3438,4,26,8726,8726,0
2333,2334,1,21,4900,4900,0
4222,4223,1,24,17970,21228,1
4938,4939,12,72,7780,2580,0
1683,1684,18,47,5582,5582,0
2653,2654,0,22,16990,16990,1
2249,2250,5,50,9900,9673,0
5250,5251,2,25,5990,6594,0
5488,5489,0,28,10900,10900,0
4122,4123,1,48,11440,10181,0
6870,6871,2,34,25877,25877,1
1465,1466,21,60,3200,3200,0
3381,3382,1,23,19990,19990,1
443,444,17,83,12490,12490,1
1891,1892,3,19,27290,26911,1
6077,6078,4,58,11504,12041,0
5095,5096,12,79,8441,8441,0
3258,3259,1,37,13890,15313,1
2540,2541,2,45,6250,4945,0
6088,6089,29,45,5173,5173,0
5218,5219,6,42,9990,10124,0
3268,3269,8,52,6990,5058,0
3102,3103,11,46,4084,4342,0
2280,2281,2,52,10500,8992,0
6116,6117,2,29,22850,22850,1
4121,4122,3,23,23000,23000,1
3686,3687,2,20,27500,27000,1
7000,7001,1,31,3950,2000,0
6234,6235,6,49,7900,7900,0
4472,4473,1,67,11215,7865,0
7253,7254,2,40,13980,15434,0
248,249,4,42,19400,21925,1
196,197,3,19,7990,4255,0
1671,1672,3,35,11940,5435,0
2348,2349,1,18,17964,17797,1
408,409,9,43,10520,5340,0
4303,4304,9,55,4775,2575,0
5337,5338,3,23,6480,7055,0
2031,2032,6,64,3477,3592,0
3693,3694,13,38,10990,6057,0
4233,4234,2,24,15490,15490,1
3944,3945,12,74,11900,12525,1
4022,4023,2,50,11073,11073,0
1886,1887,0,28,11500,11500,0
1168,1169,1,27,17069,20660,1
6049,6050,8,45,8104,8104,0
3007,3008,16,33,7990,7995,0
3558,3559,4,60,25900,21854,1
6100,6101,3,49,5704,5704,0
6257,6258,0,44,11750,13562,0
4656,4657,3,23,8990,8990,0
3370,3371,3,68,16990,4058,0
7241,7242,5,44,5489,5964,0
2862,2863,1,47,10795,3167,0
751,752,22,60,10490,12019,1
1807,1808,0,48,7900,8331,0
5620,5621,4,38,6990,4990,0
6412,6413,12,51,6147,6147,0
2272,2273,15,56,4471,4471,0
6121,6122,3,53,6500,5976,0
4024,4025,0,36,18900,18900,1
6198,6199,26,48,1700,1743,0
1729,1730,1,55,8010,5113,0
6134,6135,2,25,8990,9748,0
5901,5902,5,23,10450,10841,0
2846,2847,4,62,24980,26146,1
756,757,2,67,13680,11680,0
3470,3471,2,40,13980,4286,0
2473,2474,3,55,12390,4390,0
743,744,6,40,6999,7989,0
4467,4468,5,36,8154,8622,0
2874,2875,3,28,8100,4531,0
6943,6944,1,41,6350,1912,0
7354,7355,1,23,15500,15723,0
5259,5260,6,53,6298,6782,0
1760,1761,1,19,22890,22890,1
1557,1558,0,22,3870,3455,0
176,177,1,23,13000,11248,0
5781,5782,6,53,6000,6000,0
5477,5478,3,19,18990,20281,1
5943,5944,1,30,13070,13423,0
5021,5022,0,22,15250,16836,1
2178,2179,10,63,19890,21137,1
6147,6148,0,25,10990,10100,0
3580,3581,3,60,25990,27927,1
2432,2433,0,29,19550,21260,1
5061,5062,13,39,4600,3022,0
881,882,46,62,13420,16278,1
4871,4872,3,24,11995,12578,0
1593,1594,2,24,20000,19510,1
1203,1204,0,22,8900,8900,0
5351,5352,0,20,8500,8000,0
5096,5097,4,45,8990,9958,0
131,132,10,52,715,715,0
3982,3983,0,53,8990,10258,0
6338,6339,2,46,12189,7189,0
3846,3847,21,56,14069,3335,0
7378,7379,8,56,3490,3490,0
5275,5276,3,38,6360,3360,0
6808,6809,21,54,10989,9489,0
7333,7334,7,72,6790,6790,0
478,479,1,22,10400,12202,0
1022,1023,4,56,13500,7327,0
1768,1769,3,37,6700,6700,0
4664,4665,18,56,7449,7449,0
655,656,4,55,5550,6109,0
576,577,6,28,9450,5794,0
505,506,1,26,9500,7196,0
3213,3214,3,35,7490,8078,0
1543,1544,2,36,8500,9197,0
6533,6534,6,49,5900,6499,0
3050,3051,16,37,7430,5430,0
1652,1653,15,60,5865,5865,0
4450,4451,11,50,6500,6128,0
7396,7397,18,44,5850,5850,0
6192,6193,18,35,7500,7000,0
7030,7031,1,22,9990,11087,0
5432,5433,1,59,9300,7689,0
2182,2183,0,54,7705,7705,0
5039,5040,1,18,21990,23346,1
1820,1821,1,56,10639,11396,0
4813,4814,1,27,10200,7753,0
1079,1080,2,34,11715,11840,0
1201,1202,18,39,14300,5800,0
681,682,18,57,10390,5674,0
6357,6358,2,44,4990,4052,0
3196,3197,5,29,10220,7905,0
2168,2169,2,31,3730,4061,0
6914,6915,2,67,15118,10394,0
808,809,22,80,6089,5602,0
4581,4582,0,23,9650,9764,0
2406,2407,1,32,7650,8305,0
6850,6851,1,64,9480,7619,0
6560,6561,1,22,25040,25154,1
4890,4891,44,61,3490,2617,0
1375,1376,0,61,5653,6128,0
5903,5904,5,59,14023,14023,1
185,186,0,37,10120,11306,0
4207,4208,44,63,9900,8900,0
833,834,0,34,12000,12828,0
5689,5690,4,47,22900,22900,1
2827,2828,15,57,8900,5493,0
1926,1927,8,24,8453,9166,0
5112,5113,2,18,7600,7600,0
5266,5267,0,21,6350,7254,0
4071,4072,1,24,25500,25810,1
5825,5826,2,22,12150,12512,0
3614,3615,0,32,6600,6600,0
5360,5361,4,31,12537,13594,0
221,222,8,54,8999,10364,0
586,587,1,28,10990,10990,0
5027,5028,2,45,5450,5450,0
5291,5292,15,77,9259,3259,0
6365,6366,1,38,14980,17142,1
553,554,4,43,4875,5685,0
3892,3893,29,49,21900,3833,1
3071,3072,16,79,12950,7972,0
6214,6215,18,51,5364,6160,0
1912,1913,12,76,16490,6990,0
322,323,7,57,15990,17518,1
7247,7248,5,62,5200,5624,0
6027,6028,0,28,14500,6000,0
6114,6115,0,27,9950,9950,0
2907,2908,2,46,12980,13718,0
1839,1840,1,21,21690,25931,1
1047,1048,0,50,7990,5827,0
5866,5867,8,46,13850,13850,1
7079,7080,7,29,5990,7196,0
2226,2227,2,34,15840,15950,0
3148,3149,25,53,3700,3758,0
5928,5929,6,68,2948,3088,0
1108,1109,1,45,11233,8866,0
7087,7088,0,61,6500,6500,0
3689,3690,11,75,18300,18300,1
2794,2795,2,40,10900,8900,0
5908,5909,3,53,14010,10104,0
1335,1336,18,44,6300,6884,0
7260,7261,2,25,13900,13900,0
1945,1946,2,20,7990,7955,0
2826,2827,2,30,10700,10700,0
4965,4966,9,31,6795,7429,0
198,199,13,48,10360,10094,0
4623,4624,13,52,10490,7490,0
6598,6599,16,76,8630,9162,0
4919,4920,9,55,10990,5166,0
5564,5565,0,49,12190,12190,0
1317,1318,12,71,5000,5205,0
3100,3101,0,33,10950,9715,0
1786,1787,29,54,4264,4535,0
1965,1966,6,36,19400,22603,1
4950,4951,7,50,6269,6877,0
6869,6870,4,39,12500,12500,0
2627,2628,5,36,3612,3907,0
6878,6879,5,51,14390,7890,0
3454,3455,2,54,16390,17914,1
4525,4526,20,80,6862,6862,0
5880,5881,3,32,9650,7850,0
6156,6157,1,25,9385,7867,0
6827,6828,7,39,12100,6200,0
6246,6247,4,30,7990,8122,0
1606,1607,5,42,7430,8596,0
3494,3495,37,58,4450,4711,0
2954,2955,0,32,4045,4468,0
31,32,9,71,22830,12330,0
230,231,2,65,7500,7499,0
4159,4160,0,39,5500,5886,0
2934,2935,29,57,4940,5171,0
7227,7228,32,62,3629,3629,0
4987,4988,0,25,11550,12537,0
6606,6607,4,68,4342,3342,0
1632,1633,5,36,6900,7831,0
6599,6600,0,30,9589,9202,0
2251,2252,5,27,23999,23999,1
4393,4394,10,29,8500,6059,0
6000,6001,5,31,21895,24053,1
5538,5539,3,30,9790,9790,0
48,49,3,61,9710,9220,0
6185,6186,0,49,10750,9362,0
5144,5145,1,50,4990,3211,0
1018,1019,1,22,15885,17642,1
3601,3602,8,67,10100,10501,0
3954,3955,2,30,9246,9725,0
4094,4095,0,27,13550,14796,0
303,304,0,23,25280,20280,1
6888,6889,3,50,10000,9799,0
172,173,6,58,11950,12709,0
5965,5966,40,57,10500,5500,0
6815,6816,2,51,6500,2500,0
3206,3207,4,57,9000,9000,0
5388,5389,6,40,10430,10430,0
199,200,5,50,10338,11242,0
6538,6539,1,28,2950,1900,0
4112,4113,2,26,7750,8829,0
7139,7140,7,40,8675,9425,0
5156,5157,21,43,10780,6683,0
378,379,0,56,5648,5648,0
4434,4435,8,24,13990,15958,1
1038,1039,3,41,7890,8958,0
549,550,1,29,5850,6090,0
5786,5787,1,24,28990,29777,1
911,912,19,81,6995,6995,0
6098,6099,1,43,15890,15890,1
5584,5585,0,20,11313,8490,0
6289,6290,1,34,4900,5424,0
5044,5045,1,28,10600,6379,0
1383,1384,10,59,6795,7154,0
1084,1085,0,63,14500,3400,0
1128,1129,2,28,7200,7200,0
1352,1353,12,44,10985,7774,0
5700,5701,1,26,5990,5649,0
3715,3716,6,33,13659,14449,1
2764,2765,7,56,2373,2373,0
6193,6194,4,51,3810,4211,0
3143,3144,6,56,5037,5037,0
347,348,2,23,8875,4649,0
4974,4975,23,88,4000,4000,0
184,185,0,60,13490,12147,0
6318,6319,1,23,3888,4216,0
415,416,17,48,8000,3273,0
601,602,16,79,10489,8104,0
6520,6521,4,67,8575,7662,0
558,559,1,58,9490,8490,0
755,756,1,26,8900,9725,0
290,291,3,48,9950,10533,0
3605,3606,40,63,13488,13488,1
6971,6972,3,42,5990,5647,0
7380,7381,24,62,9000,4462,0
6398,6399,8,73,22990,22990,1
3121,3122,17,45,13794,14925,1
3721,3722,0,56,13300,14970,1
5835,5836,6,59,7500,7991,0
3592,3593,10,68,9990,10482,0
1420,1421,1,52,3750,2750,0
4962,4963,8,28,5450,6120,0
5102,5103,1,57,9600,4600,0
5492,5493,7,41,3500,3000,0
6274,6275,22,62,9790,5480,0
6248,6249,4,41,9150,10313,0
3980,3981,1,32,6598,1598,0
2952,2953,2,67,8980,8980,0
3801,3802,13,65,6100,6490,0
4825,4826,1,51,6300,7200,0
3187,3188,0,28,9300,6818,0
4239,4240,10,74,8999,6599,0
4836,4837,11,47,26797,26797,1
773,774,17,77,5190,5150,0
6081,6082,3,64,15115,8527,0
6804,6805,4,34,12790,12790,0
4607,4608,4,34,10360,9990,0
3528,3529,14,32,6390,3637,0
7029,7030,1,29,3798,1911,0
4332,4333,2,54,6500,2400,0
254,255,22,57,4472,4472,0
3438,3439,13,52,8833,5190,0
1339,1340,15,74,14090,15056,1
6980,6981,7,44,19400,21018,1
1915,1916,0,30,8700,9506,0
6048,6049,1,22,10900,11934,0
63,64,0,65,11490,7690,0
6991,6992,4,41,3900,2900,0
5049,5050,36,52,4322,4696,0
3589,3590,6,34,13659,17476,1
100,101,8,25,5900,3315,0
367,368,5,45,5249,5249,0
5045,5046,19,74,6500,3400,0
5071,5072,3,46,7800,6800,0
2592,2593,7,72,9480,4942,0
509,510,0,21,13590,14830,1
4781,4782,0,27,9700,4997,0
6881,6882,1,31,19286,19286,0
994,995,4,62,9300,6869,0
2629,2630,0,44,10950,11080,0
4712,4713,4,68,15590,18706,1
7048,7049,3,27,12890,17259,0
432,433,3,68,7990,2190,0
4489,4490,0,63,6800,3800,0
5141,5142,0,52,12129,11562,0
2304,2305,2,24,14999,15108,1
5743,5744,4,40,8440,5364,0
4842,4843,7,52,11500,7595,0
1345,1346,14,77,4939,5077,0
5062,5063,1,24,18380,11801,0
181,182,4,52,3927,4349,0
1511,1512,10,74,3860,2663,0
5382,5383,2,49,8298,5701,0
856,857,4,21,9985,10114,0
7391,7392,1,25,7738,6803,0
7001,7002,1,25,11000,7896,0
3126,3127,0,36,12717,12717,0
996,997,37,57,15790,14590,1
5433,5434,7,65,5490,5915,0
6826,6827,0,43,10420,10334,0
6499,6500,2,32,3500,3759,0
5904,5905,2,55,14290,4290,0
6277,6278,0,47,11288,12647,0
5282,5283,20,39,8395,5818,0
1183,1184,0,54,8000,8765,0
7338,7339,2,26,13990,11990,1
7076,7077,14,55,7000,5000,0
1862,1863,3,26,24962,24962,1
7411,7412,3,33,7500,6000,0
5668,5669,1,20,15334,15334,0
6761,6762,8,50,6194,6680,0
622,623,6,49,7200,3600,0
5212,5213,0,21,11950,10333,0
6421,6422,0,35,13200,7381,0
1087,1088,2,26,10360,10490,0
544,545,0,41,8490,9371,0
6660,6661,4,35,8900,2900,0
4091,4092,5,29,5500,5500,0
1871,1872,0,26,11700,6108,0
5517,5518,1,54,7600,2758,0
75,76,4,23,9000,8591,0
1941,1942,10,31,10500,7000,0
746,747,1,23,24890,23890,1
5885,5886,1,46,11250,13360,0
6961,6962,3,38,15190,15732,1
1175,1176,1,50,6350,6350,0
6094,6095,5,31,9080,9080,0
2405,2406,15,41,4401,4401,0
3878,3879,2,24,6300,4300,0
2855,2856,7,29,4780,5126,0
2615,2616,0,41,14500,16911,1
2183,2184,22,41,8000,8000,0
6273,6274,0,21,8690,7330,0
3979,3980,1,24,14050,15462,1
245,246,14,60,11385,11485,0
611,612,14,72,9540,7654,0
29,30,2,29,8200,7352,0
5740,5741,18,54,5971,6138,0
5768,5769,3,43,6887,6887,0
5963,5964,6,55,5990,6695,0
4812,4813,1,65,5800,4300,0
2864,2865,0,20,22990,25703,1
3154,3155,2,35,5990,5030,0
4994,4995,6,32,8500,9941,0
4927,4928,15,74,12500,10200,0
5285,5286,0,22,14000,9000,0
7167,7168,6,34,7190,7951,0
2510,2511,11,75,12020,1510,0
2398,2399,17,82,13995,10695,0
6099,6100,24,45,7991,7991,0
1446,1447,7,68,6400,4025,0
1400,1401,1,29,8990,4129,0
6704,6705,3,26,13430,10089,0
3210,3211,1,47,10490,6490,0
2115,2116,30,57,6900,3050,0
6055,6056,0,58,5990,2059,0
4092,4093,1,25,13210,11900,0
188,189,6,38,12159,10659,0
2173,2174,13,49,4700,3700,0
4317,4318,4,23,7701,7701,0
926,927,3,59,7500,7850,0
6179,6180,8,26,7970,8709,0
2802,2803,9,67,9485,7441,0
1244,1245,0,36,15990,18984,1
662,663,5,54,6731,6731,0
19,20,44,60,13800,11808,0
5865,5866,18,47,6220,3564,0
907,908,1,52,11500,11500,0
7303,7304,3,34,8900,3085,0
6073,6074,11,77,17460,5350,0
4952,4953,7,47,18490,21146,1
6171,6172,3,36,2897,3140,0
6336,6337,29,48,6500,6645,0
1978,1979,3,21,23000,21250,1
1582,1583,19,51,11670,7270,0
1153,1154,0,26,10950,11226,0
2478,2479,17,59,4300,2967,0
1677,1678,0,43,11990,11990,0
7013,7014,3,68,17950,13190,1
2678,2679,17,60,11900,6400,0
554,555,22,52,4000,4112,0
7193,7194,13,44,9000,4500,0
3774,3775,5,44,5500,5900,0
1569,1570,1,21,25490,27214,0
58,59,15,56,11801,12500,0
2903,2904,8,55,13750,10230,0
6250,6251,2,22,19085,19674,0
6204,6205,1,46,6409,7476,0
3383,3384,2,26,14950,14950,1
121,122,1,59,11650,5906,0
2908,2909,40,62,7617,7617,0
2929,2930,2,21,27000,29425,1
2578,2579,13,53,5388,5589,0
2275,2276,2,42,24500,26201,1
4213,4214,2,64,10250,9109,0
5852,5853,10,74,4430,4555,0
6337,6338,5,52,10990,10990,0
6764,6765,4,57,7800,7800,0
847,848,0,25,26000,29175,1
5296,5297,5,44,6500,7231,0
3827,3828,6,26,7950,8095,0
2574,2575,22,61,8970,6970,0
3813,3814,21,77,5800,5800,0
5610,5611,5,50,6200,6200,0
6725,6726,27,58,7067,7067,0
2142,2143,1,22,14000,11756,0
7023,7024,10,39,5900,5900,0
96,97,5,41,12968,12968,0
5187,5188,7,28,6701,4701,0
5137,5138,5,30,15800,15822,1
5758,5759,1,57,7900,8057,0
1600,1601,14,73,7078,4000,0
4100,4101,1,39,1600,1600,0
3896,3897,9,63,11508,11508,1
2847,2848,16,77,5990,2990,0
3238,3239,8,60,7990,5690,0
381,382,2,62,28930,26930,1
2523,2524,1,29,2239,2239,0
7083,7084,39,56,5985,6004,0
6409,6410,0,22,16000,18241,1
2926,2927,2,44,5641,5851,0
6258,6259,3,26,14030,14598,1
1650,1651,0,27,10100,11696,0
4025,4026,3,52,13490,14424,1
2462,2463,1,32,6000,6000,0
5404,5405,3,25,18000,19599,1
3286,3287,1,24,11400,8400,0
3012,3013,8,37,18500,19881,1
1034,1035,11,45,9990,7698,0
1061,1062,1,52,10990,11917,0
7067,7068,5,41,9100,4415,0
6304,6305,7,53,7990,8796,0
0,1,34,55,4875,3087,0
1586,1587,10,30,20710,5710,0
4198,4199,1,25,20000,20000,1
2997,2998,5,57,13309,5294,0
17,18,3,22,9078,9909,0
371,372,2,22,26480,29039,1
1149,1150,1,38,10790,4790,0
5377,5378,8,32,7940,9463,0
5783,5784,11,55,9990,10503,0
4436,4437,10,60,11200,5200,0
2440,2441,18,46,9900,7100,0
110,111,3,30,6012,6456,0
4215,4216,7,44,6200,6315,0
6063,6064,5,61,10561,10542,0
3937,3938,0,30,10900,8900,0
4325,4326,2,33,15990,17661,1
6974,6975,15,82,7995,7995,0
4905,4906,2,33,19625,16125,1
789,790,9,48,7990,7990,0
6947,6948,1,43,10390,7389,0
496,497,1,48,13000,10000,0
5659,5660,4,37,9900,10172,0
6722,6723,4,32,22777,25107,1
2760,2761,4,43,13750,7549,0
257,258,4,35,12490,13838,0
3077,3078,9,61,7700,8098,0
5362,5363,3,22,18990,17490,1
3091,3092,0,50,3990,4454,0
6822,6823,7,32,5750,6248,0
2543,2544,2,45,9090,6665,0
6141,6142,20,65,26495,26989,1
6587,6588,12,53,9850,6000,0
393,394,8,69,8021,8021,0
6021,6022,9,32,14050,7886,0
4048,4049,1,20,15078,15217,1
1103,1104,4,28,6560,7140,0
4047,4048,9,37,4000,3759,0
747,748,1,22,25658,25772,1
4745,4746,2,68,1600,1675,0
5286,5287,24,51,6749,6164,0
1477,1478,17,55,8500,8500,0
5716,5717,24,47,5255,5255,0
2166,2167,9,52,20204,3285,0
6502,6503,17,44,10900,5900,0
5306,5307,0,50,7551,8125,0
4679,4680,15,54,7790,7790,0
2388,2389,21,76,5900,2400,0
2268,2269,17,50,4812,5173,0
3824,3825,15,54,6590,4506,0
4050,4051,0,50,12490,12490,0
2191,2192,32,51,4200,4200,0
1694,1695,2,58,6069,6546,0
4602,4603,1,39,16890,4218,0
7015,7016,11,43,4524,4524,0
4808,4809,0,43,7600,7600,0
5186,5187,15,60,9300,8514,0
6222,6223,24,51,4761,4761,0
2418,2419,25,55,4140,4140,0
4995,4996,0,39,9579,12756,0
4865,4866,8,57,5069,3140,0
1193,1194,2,55,7990,6508,0
6368,6369,24,83,9850,2592,0
6995,6996,3,35,11990,13005,1
1782,1783,8,62,6400,7159,0
1665,1666,1,66,7896,7896,0
4019,4020,0,37,16500,18798,1
1554,1555,3,54,18930,18930,1
3796,3797,2,27,10500,8728,0
6103,6104,3,65,5101,5271,0
5403,5404,6,69,13300,5300,0
5753,5754,7,46,12490,7611,0
858,859,1,30,20600,19086,1
6691,6692,12,77,10000,5000,0
6548,6549,2,54,4888,4888,0
87,88,8,47,9950,7950,0
4899,4900,3,33,9018,9018,0
6662,6663,2,58,11490,12948,0
1321,1322,8,51,9540,7113,0
3032,3033,18,45,9276,9276,1
7306,7307,13,46,8028,6824,0
5617,5618,9,57,3260,3587,0
476,477,12,76,11770,9770,0
3269,3270,0,24,10500,10500,0
6220,6221,2,32,6500,5988,0
6498,6499,19,45,5390,5845,0
3332,3333,16,54,7700,3000,0
2476,2477,10,34,16900,16990,1
3263,3264,11,56,4450,4000,0
1410,1411,1,21,9190,10723,0
169,170,2,24,7560,6592,0
5171,5172,8,55,11395,8879,0
3113,3114,3,60,4016,4016,0
1371,1372,4,55,10470,4682,0
6671,6672,1,55,7860,5990,0
6695,6696,0,57,10990,8490,0
7168,7169,4,30,11479,12621,0
3780,3781,6,23,7340,8064,0
5679,5680,9,48,15340,15450,1
4947,4948,11,44,14185,15583,1
5899,5900,2,55,5900,5707,0
1789,1790,2,48,5602,5969,0
1902,1903,0,53,9030,10277,0
6347,6348,10,35,5281,5281,0
2157,2158,11,61,11900,7400,0
1649,1650,2,42,13870,15366,0
3661,3662,2,45,7900,6519,0
2446,2447,15,47,22500,18636,1
577,578,2,25,27839,27954,1
1615,1616,0,60,6637,7113,0
3543,3544,30,54,4598,4598,0
51,52,2,22,13000,2500,0
239,240,5,29,4467,4817,0
6696,6697,15,45,9600,6110,0
6634,6635,26,61,5000,5000,0
1888,1889,26,66,4856,4856,0
6199,6200,0,37,7475,7475,0
217,218,1,64,22610,18874,1
693,694,1,35,10900,9900,0
1170,1171,4,63,13230,13230,0
7138,7139,0,24,10548,12423,0
6623,6624,1,26,8890,8260,0
5091,5092,17,49,5890,7217,0
1840,1841,10,70,6490,4990,0
3771,3772,16,71,14590,14590,1
1513,1514,3,20,11900,13073,0
