,Job tenure,Age,Car price,Funding amount,Default (y)
196,3,19,7990,4255,0
5433,7,65,5490,5915,0
4707,1,42,9800,8500,0
4504,16,38,5500,3500,0
3907,2,26,10700,6147,0
1773,6,58,2791,2791,0
5839,1,32,12234,6635,0
2851,10,48,5895,5319,0
5842,3,45,12901,9990,0
295,7,58,4643,4894,0
485,17,62,5890,6567,0
3143,6,56,5037,5037,0
2934,29,57,4940,5171,0
6460,3,50,7900,8469,0
6600,5,67,12990,9024,0
2123,4,67,6500,3131,0
3063,4,37,5400,4314,0
3164,23,54,7039,4792,0
2841,0,64,20990,22486,1
5038,7,49,5239,5693,0
6116,2,29,22850,22850,1
2892,4,31,12790,14220,1
2540,2,45,6250,4945,0
862,0,18,19898,20037,1
2570,17,54,9900,8008,0
5466,4,33,4600,3600,0
7411,3,33,7500,6000,0
7071,8,59,10109,10238,0
2232,25,56,8375,9174,0
5681,34,51,9460,2009,0
4630,3,45,11290,2290,0
1480,26,56,9000,9739,0
1545,8,61,8238,8238,0
1515,0,25,12500,9000,0
41,21,40,6752,6752,0
5465,3,21,10090,11948,0
1095,3,33,5878,5878,0
5219,3,37,10575,9434,0
5844,7,41,12010,13401,1
1551,7,36,22739,20339,1
4257,3,33,8866,8866,0
1313,2,38,7513,7513,0
1647,6,29,7078,6666,0
4567,19,43,12282,14016,1
354,1,27,3690,2009,0
544,0,41,8490,9371,0
1444,23,45,8990,9936,0
5189,28,47,9380,9380,0
3289,1,60,5500,4500,0
4581,0,23,9650,9764,0
227,1,52,19350,22561,1
5998,8,33,25858,25972,1
5602,3,55,16490,16490,1
4407,4,33,9890,8227,0
3454,2,54,16390,17914,1
25,4,67,2986,2986,0
6098,1,43,15890,15890,1
2492,2,29,6350,6500,0
4113,4,57,5012,5282,0
348,24,52,5990,3490,0
3809,5,78,11940,12676,1
3955,3,24,8900,8922,0
2248,4,49,5300,4800,0
4803,7,56,9850,9767,0
2897,8,51,10480,9778,0
4103,9,50,4490,4490,0
4506,14,73,9750,10114,0
185,0,37,10120,11306,0
701,30,50,9990,4990,0
7271,13,60,8500,8500,0
1589,11,42,6390,6413,0
4498,0,37,12490,14046,1
3666,6,28,8600,5370,0
1965,6,36,19400,22603,1
5132,17,70,10500,10932,0
1873,1,23,4995,4995,0
3477,15,56,10650,8531,0
276,15,53,7000,6471,0
1322,1,32,4200,3759,0
4028,2,65,10895,11455,0
5349,17,76,8173,8173,0
4367,15,42,4529,4864,0
4273,0,21,4500,1894,0
6370,0,33,29990,29990,1
4704,0,46,11490,11490,1
7077,4,40,8500,8500,0
2464,0,32,10900,10874,0
79,0,44,5839,6067,0
611,14,72,9540,7654,0
6904,9,28,5961,5961,0
658,6,45,8500,8191,0
1610,13,51,13990,4690,0
2805,6,26,9700,6700,0
2868,10,49,9950,9950,0
2842,0,21,18970,19417,1
6317,6,39,16990,20762,1
3290,0,49,26926,29294,1
3473,4,51,12480,10422,0
3545,3,27,4847,5227,0
1661,1,44,12000,12941,1
640,5,37,5789,5968,0
4110,0,58,8100,8567,0
2651,12,34,8500,9426,0
1740,5,32,9830,6830,0
5110,1,64,9500,8500,0
6589,30,53,9900,8400,0
6592,3,65,9990,8490,0
3685,2,65,4625,5006,0
1482,2,30,10990,9490,0
4184,1,28,24790,23504,1
203,1,62,7980,6480,0
415,17,48,8000,3273,0
4326,2,40,23780,26125,1
869,2,49,20950,20827,1
4753,4,44,20600,23116,1
4127,9,77,19990,19990,1
6247,1,28,8500,9313,0
4251,9,31,10150,6168,0
6066,0,55,11299,8799,0
5804,16,77,5350,5350,0
1023,0,42,12290,8790,0
5628,9,70,21300,18300,1
3592,10,68,9990,10482,0
5643,1,19,21950,21950,1
4303,9,55,4775,2575,0
1108,1,45,11233,8866,0
3210,1,47,10490,6490,0
2765,20,43,10990,5990,0
6658,15,49,4490,4879,0
4284,8,52,24711,28946,1
1468,0,48,10800,12082,0
4302,5,55,5570,6350,0
621,19,46,10450,10237,0
5282,20,39,8395,5818,0
5967,13,68,6170,3859,0
5921,11,74,18740,18838,1
6595,4,49,8990,9829,0
2323,16,44,10580,9580,0
3425,22,61,5500,2791,0
2271,0,41,13425,13425,1
7391,1,25,7738,6803,0
3043,19,58,6437,6635,0
996,37,57,15790,14590,1
6365,1,38,14980,17142,1
3434,1,53,7748,1544,0
498,1,35,11850,11850,1
3680,20,46,4810,2391,0
4625,7,45,8995,6995,0
2787,13,47,6715,6991,0
4995,0,39,9579,12756,0
1051,2,49,8651,10211,0
2767,3,21,6300,4800,0
3297,6,45,4490,4842,0
2354,6,31,10500,10500,0
2656,0,31,14290,17753,1
1767,26,48,8470,2470,0
3878,2,24,6300,4300,0
5440,0,26,9600,8400,0
7067,5,41,9100,4415,0
4861,16,56,10418,10418,0
3218,5,65,8490,8521,0
2378,1,21,5595,5924,0
6026,14,75,8300,5300,0
4053,0,34,4100,4100,0
2641,5,31,8700,4995,0
4917,10,70,11985,2134,0
4017,38,63,6200,5565,0
4434,8,24,13990,15958,1
4525,20,80,6862,6862,0
4450,11,50,6500,6128,0
5780,0,32,4500,4500,0
5629,6,50,5100,5100,0
3107,45,65,7186,7769,0
2373,26,43,7200,6208,0
7092,3,48,9841,10901,0
2781,1,44,10840,5719,0
3431,21,47,10500,3200,0
6638,3,31,10990,9490,0
678,3,54,4790,2240,0
4774,0,49,12990,10076,0
5746,23,46,6968,7503,0
2633,2,25,34500,29207,1
4552,2,28,7529,8164,0
1979,0,20,11365,12225,1
3484,10,74,7990,4990,0
1671,3,35,11940,5435,0
972,8,57,11800,5800,0
1116,2,28,7990,5490,0
5151,0,56,9190,4834,0
6473,7,51,3981,3981,0
5964,4,51,8750,10469,0
1777,12,72,7450,5603,0
5970,0,32,13600,15329,1
4985,1,56,7900,8540,0
743,6,40,6999,7989,0
2997,5,57,13309,5294,0
5995,2,45,4500,4500,0
3313,7,43,7380,6677,0
2094,6,44,12300,6984,0
2916,7,58,10550,11158,0
1234,1,39,17990,20426,1
7378,8,56,3490,3490,0
2687,0,24,26490,29023,1
4165,7,43,8950,7604,0
0,34,55,4875,3087,0
2957,8,53,7250,5750,0
3649,29,58,6680,6992,0
2670,3,66,10990,3990,0
3260,2,61,9950,10100,0
4209,0,26,6700,3433,0
418,0,60,6415,2000,0
3655,17,54,18889,18889,1
6274,22,62,9790,5480,0
1391,35,69,7838,7838,0
3181,1,56,8190,6040,0
6216,15,48,6850,4684,0
7180,3,27,6490,1539,0
4122,1,48,11440,10181,0
6984,5,34,8250,8635,0
3570,13,37,9950,10872,0
6652,4,47,7990,6105,0
6870,2,34,25877,25877,1
3770,5,22,8234,8383,0
3693,13,38,10990,6057,0
318,17,56,8390,8926,0
5538,3,30,9790,9790,0
142,0,38,24880,27364,1
5168,7,55,13750,14551,1
2575,0,64,23175,20865,1
4899,3,33,9018,9018,0
3475,0,29,13116,10175,0
6048,1,22,10900,11934,0
6587,12,53,9850,6000,0
1215,34,57,6700,3825,0
2510,11,75,12020,1510,0
747,1,22,25658,25772,1
1261,2,35,30070,27441,1
7310,1,55,2681,2748,0
6134,2,25,8990,9748,0
2377,2,25,5660,4090,0
4180,7,30,9070,9638,0
4101,9,48,9130,3990,0
6995,3,35,11990,13005,1
5598,1,28,7500,6193,0
1287,14,79,4932,4932,0
6789,0,33,4500,4731,0
2559,1,25,20990,23877,1
7258,2,25,27750,26449,1
6159,2,68,5990,4490,0
5928,6,68,2948,3088,0
2498,22,48,6825,7370,0
7252,5,43,9990,9990,0
6631,17,49,6150,6150,0
4427,16,54,6502,6502,0
3196,5,29,10220,7905,0
2412,19,43,3990,4287,0
303,0,23,25280,20280,1
3534,33,63,5600,5600,0
5185,12,32,7500,6565,0
1554,3,54,18930,18930,1
3651,0,26,14790,9437,1
2476,10,34,16900,16990,1
1320,20,58,7641,7903,0
6290,4,29,4490,4827,0
7261,0,63,17150,3150,0
2662,2,48,10990,11955,0
2312,4,68,11100,8556,0
1501,3,23,4650,4650,0
6810,12,60,2900,3135,0
3003,2,48,5590,6370,0
2827,15,57,8900,5493,0
5359,34,51,5870,6449,0
1036,2,47,7200,7200,0
585,1,23,12990,12623,1
3262,1,21,8990,9768,0
6654,2,26,11400,9237,0
5269,0,60,3990,4105,0
6519,7,34,14390,6325,0
1216,1,53,4390,4000,0
3298,0,35,15000,15000,1
1075,10,51,9767,9767,0
2906,0,18,12800,13908,1
7124,4,24,5990,6489,0
3505,27,60,9735,10877,0
3113,3,60,4016,4016,0
4847,17,47,5652,5652,0
847,0,25,26000,29175,1
2900,0,46,7940,8610,0
2001,4,36,5990,5990,0
2683,2,21,22040,25333,1
103,0,41,16379,15374,1
861,2,24,15340,16688,1
5557,4,32,8800,10208,0
3559,2,20,13990,15289,1
480,4,36,10990,10990,0
6447,23,45,10380,8548,0
764,5,29,11600,8184,0
2182,0,54,7705,7705,0
5144,1,50,4990,3211,0
5112,2,18,7600,7600,0
5001,2,47,9250,10170,0
4248,2,30,5050,5164,0
3076,33,55,5990,6460,0
6780,2,32,4378,4490,0
4885,8,73,9500,9500,0
5389,12,55,15495,11495,1
3011,1,53,23005,23122,1
6977,2,68,8950,11055,0
7076,14,55,7000,5000,0
3203,11,49,8100,7992,0
4666,24,56,8000,6000,0
871,0,56,12990,10990,0
7295,0,40,8790,4983,0
5973,17,77,6990,6990,0
2052,1,45,6700,4700,0
3601,8,67,10100,10501,0
6304,7,53,7990,8796,0
2862,1,47,10795,3167,0
4955,11,33,10208,11125,0
6398,8,73,22990,22990,1
1582,19,51,11670,7270,0
7006,0,19,19900,21650,1
111,0,42,9990,11381,0
7164,16,52,4246,4572,0
633,5,24,10850,11957,0
4147,21,54,4750,4750,0
5786,1,24,28990,29777,1
401,1,29,30968,29107,1
1224,13,58,4401,4607,0
810,23,52,23450,23450,1
4905,2,33,19625,16125,1
1018,1,22,15885,17642,1
3820,2,45,3488,3488,0
3357,11,58,2787,2787,0
5785,2,36,10389,9191,0
903,9,38,10200,9900,0
6143,19,55,20590,16071,1
2213,2,32,5790,6442,0
2275,2,42,24500,26201,1
7249,0,33,10500,8341,0
3309,25,49,9250,10380,0
2375,1,31,11490,6518,0
2168,2,31,3730,4061,0
3328,5,51,4000,4433,0
5193,1,36,8147,8147,0
6993,5,52,10000,10866,0
7139,7,40,8675,9425,0
3488,6,49,11235,7864,0
5437,4,51,13000,5800,0
4691,16,48,10390,9226,0
3846,21,56,14069,3335,0
2536,0,46,4250,4583,0
2654,4,31,15995,17214,1
5216,1,64,6100,5400,0
576,6,28,9450,5794,0
6366,14,77,13990,8990,1
3774,5,44,5500,5900,0
1281,22,40,6500,6980,0
1658,3,33,6990,5990,0
4816,0,33,10900,10995,0
6270,1,27,6300,4821,0
2374,25,52,12000,6000,0
6182,25,61,17525,19012,1
2622,0,37,9790,10616,0
1830,1,23,7940,9430,0
5406,10,34,11825,8311,0
2960,1,38,10890,10841,0
4410,5,70,5425,5425,0
3246,3,48,4057,4057,0
373,23,55,5205,5590,0
2578,13,53,5388,5589,0
5403,6,69,13300,5300,0
4975,4,52,12500,13394,1
1634,20,57,4600,4812,0
879,5,48,3331,3331,0
1963,27,59,8895,9264,0
7103,3,58,7795,7795,0
3785,2,25,17410,13400,1
5041,0,18,11680,12557,1
5901,5,23,10450,10841,0
3285,0,32,7590,4590,0
2663,0,66,12058,10674,0
4679,15,54,7790,7790,0
2280,2,52,10500,8992,0
2727,1,44,11700,12721,1
3172,1,56,27000,27000,1
2880,2,18,14010,16122,1
6000,5,31,21895,24053,1
816,35,56,6945,7499,0
6234,6,49,7900,7900,0
2627,5,36,3612,3907,0
6350,7,70,8209,8462,0
3684,6,55,12200,6737,0
48,3,61,9710,9220,0
1691,24,53,5130,5130,0
6533,6,49,5900,6499,0
1315,14,79,4552,4680,0
6209,6,55,10680,7680,0
7233,6,23,8990,8469,0
1371,4,55,10470,4682,0
6347,10,35,5281,5281,0
5111,46,63,7650,9055,0
6990,2,43,5924,6423,0
6464,42,59,4538,4538,0
5850,1,30,15985,18442,1
1044,0,27,3500,3500,0
5294,2,51,8499,9206,0
4458,7,63,14295,15583,1
6123,5,22,14000,4000,0
5903,5,59,14023,14023,1
5666,1,30,9200,2200,0
3133,58,78,4250,4340,0
6853,22,53,9700,5200,0
2346,4,63,6940,6458,0
3524,1,56,5000,4700,0
5078,2,51,5300,5300,0
6900,33,55,6990,7658,0
1489,1,26,5150,3998,0
679,29,47,4950,1550,0
4712,4,68,15590,18706,1
2846,4,62,24980,26146,1
794,3,64,10700,10700,0
3437,4,26,8726,8726,0
6107,0,50,10990,8329,0
6901,19,52,9995,9995,0
102,3,22,6600,2764,0
5865,18,47,6220,3564,0
789,9,48,7990,7990,0
2754,3,29,10984,6426,0
5519,0,26,10001,10001,0
7169,2,37,12490,14129,1
2792,18,44,10990,12179,1
3007,16,33,7990,7995,0
6309,8,35,9250,9714,0
3782,27,52,9450,9450,0
4253,23,50,8650,5150,0
942,27,46,4114,4423,0
1507,2,22,7990,7990,0
2406,1,32,7650,8305,0
2918,37,54,5970,5970,0
3518,24,62,7625,4925,0
473,17,47,8300,8300,0
4813,1,27,10200,7753,0
888,5,61,9990,5915,0
5438,5,65,9990,7490,0
3149,25,57,13700,5896,0
5354,31,58,9068,9960,0
7053,0,23,11890,12948,1
6097,0,21,17990,19725,1
1511,10,74,3860,2663,0
3896,9,63,11508,11508,1
4325,2,33,15990,17661,1
4129,24,51,4100,3500,0
1321,8,51,9540,7113,0
2860,7,30,5990,5888,0
208,21,46,8914,8914,0
5620,4,38,6990,4990,0
3336,8,54,10490,11367,0
1128,2,28,7200,7200,0
209,4,25,7154,7749,0
4508,13,48,8839,8839,0
4301,0,45,22390,22390,1
3381,1,23,19990,19990,1
2716,8,73,26839,16839,1
6423,2,48,14500,4853,0
210,12,32,20016,23250,1
3106,15,35,8190,5890,0
3857,0,29,22000,24031,1
2807,5,26,10200,12113,0
6486,13,42,14736,4856,0
5394,13,58,7900,6732,0
5570,0,19,11900,11900,1
5218,6,42,9990,10124,0
912,8,48,1501,1598,0
4176,18,46,12500,9653,1
6761,8,50,6194,6680,0
4879,13,49,7037,3037,0
4880,25,58,7238,4427,0
4319,25,59,5546,5546,0
4013,4,53,11490,9768,0
1860,2,19,13990,14237,1
183,0,34,28650,26973,1
6498,19,45,5390,5845,0
5327,0,24,6114,6864,0
6621,0,37,6890,2890,0
4742,0,18,6000,2000,0
3734,4,49,5570,5570,0
7115,15,71,5990,6158,0
802,2,40,26490,29146,1
695,30,46,8485,6635,0
6805,2,21,24800,26756,1
433,3,23,4490,4275,0
1349,4,36,6560,6690,0
5521,4,27,10970,10290,0
101,1,40,15990,14990,1
2481,23,51,10980,6412,0
2582,5,49,10407,10582,0
5744,15,60,10500,6790,0
1973,9,55,8977,9470,0
2691,1,26,11990,4501,0
1180,24,43,6800,6800,0
3764,5,49,9690,9470,0
4907,1,45,22145,22145,1
2600,1,21,16890,6890,0
4401,15,53,8938,9711,0
5936,2,37,17890,16790,1
5202,3,35,6710,8228,0
4993,24,58,13130,14019,1
7417,20,51,11300,5000,0
705,1,19,23990,24105,1
4553,2,29,12800,14209,1
6146,32,54,9200,8694,0
5095,12,79,8441,8441,0
6826,0,43,10420,10334,0
3349,3,41,8968,9865,0
131,10,52,715,715,0
5574,3,44,4716,4716,0
6841,10,67,4475,4478,0
2045,0,26,9325,9450,0
4280,12,58,5098,5378,0
4098,1,41,12500,13965,1
4793,4,41,9710,6800,0
1892,0,22,7600,2600,0
2231,7,37,7079,7276,0
2437,26,52,4835,4835,0
5879,13,42,8983,8983,0
5167,20,52,8676,8919,0
432,3,68,7990,2190,0
1119,14,79,7490,2630,0
1807,0,48,7900,8331,0
6837,2,65,5254,5590,0
7029,1,29,3798,1911,0
5634,5,40,8990,8000,0
381,2,62,28930,26930,1
6762,0,46,15439,3939,0
1553,16,36,10000,9065,0
413,3,21,8990,8478,0
428,7,29,6990,6636,0
1228,2,65,11600,10455,0
4288,4,47,14600,5412,0
75,4,23,9000,8591,0
5166,32,57,5389,3783,0
1038,3,41,7890,8958,0
4424,2,33,22500,22500,1
3323,4,26,20770,20658,1
296,10,40,8475,9652,0
2018,1,26,11800,4298,0
2438,2,19,26980,29191,1
3347,21,47,4990,3419,0
6854,4,41,8990,4115,0
5807,8,47,11490,5301,0
3968,0,52,8000,5364,0
5660,7,27,8160,9340,0
4043,2,57,9950,9950,0
516,0,33,6335,6822,0
2750,6,33,13000,12510,1
1242,10,70,11990,6990,0
6513,1,35,8802,7900,0
3538,18,40,9300,6272,0
7045,15,46,16700,11828,1
4714,2,46,14080,15272,1
2415,5,30,12750,7005,0
2942,32,53,6500,7276,0
1862,3,26,24962,24962,1
4235,4,45,8480,3795,0
1675,10,41,9850,9850,0
6985,1,65,9985,8485,0
4516,19,57,5566,5566,0
5027,2,45,5450,5450,0
693,1,35,10900,9900,0
4559,1,44,13000,11952,1
2770,1,51,7990,4990,0
2453,7,27,11130,8630,0
3573,3,56,8000,8374,0
3220,11,79,4990,4990,0
353,0,50,5850,6356,0
7134,37,59,10490,5902,0
1731,5,70,14200,5000,0
3571,1,39,14600,14600,1
3558,4,60,25900,21854,1
6142,1,27,10950,6465,0
50,1,19,18990,20450,1
6315,1,32,9990,9140,0
643,0,59,16125,17111,1
7087,0,61,6500,6500,0
5065,26,65,9190,9190,0
1029,18,57,4200,4200,0
4119,0,37,25400,28502,1
4475,18,55,13000,8000,0
7409,2,22,7240,7240,0
787,1,27,5980,4980,0
5018,23,51,24900,26983,1
2344,0,65,8999,6252,0
6012,3,26,7650,9225,0
2272,15,56,4471,4471,0
7424,22,45,7900,9096,0
1729,1,55,8010,5113,0
5687,7,51,14490,14919,1
4701,17,68,5771,6074,0
1049,6,72,11700,7300,0
6889,2,34,16480,15480,1
1621,21,64,4335,4335,0
5153,1,54,9490,9490,0
4047,9,37,4000,3759,0
5120,0,34,15714,15003,1
1550,15,33,12900,4600,0
6754,5,32,10390,4658,0
3692,3,36,15890,17035,1
2145,30,47,5308,5308,0
2118,7,37,7200,6591,0
6846,0,23,8800,6264,0
1339,15,74,14090,15056,1
1502,21,48,9898,9898,0
2228,1,60,8880,6880,0
1375,0,61,5653,6128,0
3915,1,56,7975,8586,0
2155,13,60,8990,10542,0
1732,4,40,18087,18087,1
4984,9,48,9425,9575,0
6553,1,36,13490,14983,1
6088,29,45,5173,5173,0
4172,2,20,13195,16129,1
6364,3,20,10490,9076,0
5944,24,54,10850,6000,0
1825,21,60,6234,5000,0
1926,8,24,8453,9166,0
2314,0,21,8500,8924,0
3877,18,53,12328,6723,0
5566,22,45,12870,8353,0
1456,3,39,8980,4980,0
1226,2,33,6800,5260,0
7121,8,55,4200,4526,0
1411,8,69,3900,4743,0
1776,13,37,10470,6990,0
570,23,47,9880,9677,0
3413,20,80,13940,8440,0
4266,17,59,10950,10950,0
5551,20,40,8800,8800,0
99,3,37,9990,8052,0
2110,0,53,12480,12480,1
6333,20,63,7000,7000,0
1684,17,44,30809,24499,1
2298,19,54,7719,8230,0
3213,3,35,7490,8078,0
3370,3,68,16990,4058,0
3109,19,83,4455,4455,0
4781,0,27,9700,4997,0
2092,4,28,5500,5404,0
1345,14,77,4939,5077,0
1414,27,74,10985,8101,0
3487,4,40,20990,20990,1
817,0,21,20500,20500,1
494,0,56,14990,14990,1
3765,9,64,9900,9900,0
1172,7,51,10689,4153,0
2473,3,55,12390,4390,0
5322,0,38,4550,4892,0
3467,6,50,8200,8816,0
6501,5,62,10400,9827,0
6258,3,26,14030,14598,1
5075,20,50,3990,4405,0
4022,2,50,11073,11073,0
3142,2,68,6590,2722,0
2803,35,55,23596,5885,1
1595,1,64,13950,7309,0
2235,16,60,6990,7565,0
2422,0,29,11600,2045,0
2029,7,28,6975,7843,0
1183,0,54,8000,8765,0
5665,1,40,10078,11194,0
7110,2,26,12990,6990,0
3504,2,40,9625,10436,0
6403,0,33,5200,4839,0
5752,20,37,6495,6436,0
696,13,53,16760,17924,1
4690,24,55,7500,3500,0
5477,3,19,18990,20281,1
4332,2,54,6500,2400,0
2893,21,60,8250,3250,0
6268,15,62,4000,4000,0
179,1,20,16790,18821,1
5448,27,55,8102,8539,0
4241,5,34,9266,9266,0
911,19,81,6995,6995,0
4391,4,34,8650,8650,0
6721,12,57,5364,5864,0
4071,1,24,25500,25810,1
6536,27,61,14060,15873,1
5180,5,49,4900,4648,0
4914,10,69,8900,4378,0
3509,15,78,11990,1990,0
7404,8,69,4989,4989,0
4035,15,50,14950,14950,1
7023,10,39,5900,5900,0
4747,3,30,12790,9630,0
2952,2,67,8980,8980,0
5187,7,28,6701,4701,0
2925,12,48,8490,5990,0
221,8,54,8999,10364,0
6551,33,60,4400,4627,0
7022,13,51,5480,5047,0
3614,0,32,6600,6600,0
5857,18,36,14550,15828,1
4472,1,67,11215,7865,0
1479,2,40,9995,4199,0
3438,13,52,8833,5190,0
6675,5,54,7590,4620,0
7148,11,76,6850,4992,0
1832,2,30,14700,17351,1
2732,22,57,2700,2700,0
6454,0,23,15990,15579,1
2796,0,55,10400,9400,0
5119,0,43,9260,10197,0
1452,22,63,9500,8418,0
2091,26,47,7690,8660,0
5609,5,50,7685,8342,0
564,3,25,9000,7000,0
6147,0,25,10990,10100,0
121,1,59,11650,5906,0
6322,3,44,9250,7722,0
5758,1,57,7900,8057,0
5766,21,41,17305,20789,1
2462,1,32,6000,6000,0
2348,1,18,17964,17797,1
2513,2,29,12590,1751,0
6987,0,19,9000,10155,0
7116,9,36,9470,6420,0
857,0,22,13950,15914,1
1561,11,76,4405,2997,0
1883,22,50,10450,6570,0
2487,0,22,9600,8600,0
5391,2,46,5200,5584,0
45,1,22,8500,8500,0
4919,9,55,10990,5166,0
6388,11,61,6630,5168,0
5498,1,23,7970,7970,0
6273,0,21,8690,7330,0
426,5,24,9490,9768,0
7020,10,49,7450,2873,0
1871,0,26,11700,6108,0
5344,7,52,14200,15727,1
7311,21,47,6412,6894,0
5905,1,35,13730,15520,1
4294,16,76,6885,6949,0
6576,15,36,15040,18176,1
5723,11,46,6900,6000,0
7324,10,58,14980,14980,1
1859,8,34,4000,4000,0
7079,7,29,5990,7196,0
7273,24,45,7250,5566,0
1175,1,50,6350,6350,0
6219,8,54,6990,7277,0
4800,12,61,10030,4676,0
110,3,30,6012,6456,0
6601,0,31,11729,10573,0
5835,6,59,7500,7991,0
3187,0,28,9300,6818,0
3624,1,22,6008,6684,0
4246,5,44,2229,2251,0
4258,4,51,8237,4357,0
1064,13,57,6900,3400,0
4664,18,56,7449,7449,0
7228,26,47,8900,9547,0
3761,0,33,18990,18990,1
3148,25,53,3700,3758,0
1851,1,21,18500,19363,1
5593,15,61,9890,11742,0
2251,5,27,23999,23999,1
7111,0,35,8850,9833,0
6252,12,48,4440,4440,0
5101,0,22,7900,7408,0
2178,10,63,19890,21137,1
4416,8,50,11990,4398,0
5266,0,21,6350,7254,0
3758,11,76,5552,3000,0
6911,3,60,6849,5731,0
4988,1,38,31000,22000,1
945,7,59,32875,21252,1
174,3,84,10800,5000,0
322,7,57,15990,17518,1
6152,3,26,14990,16431,1
3844,4,27,10000,3615,0
6185,0,49,10750,9362,0
3422,5,29,19293,23164,1
4706,2,39,13701,14958,1
199,5,50,10338,11242,0
1506,14,52,3990,2146,0
812,33,50,9295,4912,0
6100,3,49,5704,5704,0
501,14,59,6000,7036,0
3014,1,58,9080,9775,0
3091,0,50,3990,4454,0
2941,5,55,8550,5422,0
1174,1,35,9500,8800,0
3077,9,61,7700,8098,0
6943,1,41,6350,1912,0
6623,1,26,8890,8260,0
4148,0,44,11140,11140,0
7158,36,55,4683,4683,0
6963,2,39,7625,8189,0
4190,14,74,7980,7278,0
5626,8,36,12120,5901,0
1850,0,19,8700,8200,0
4938,12,72,7780,2580,0
2937,23,42,7490,6773,0
4829,19,59,13990,9990,1
