,Job tenure,Age,Car price,Default (y)
2166,9,52,20204,0
5856,28,55,17945,0
5061,13,39,4600,0
7025,14,79,11990,0
7165,36,54,34705,0
3937,0,30,10900,0
1087,2,26,10360,0
4076,2,63,20590,0
4325,2,33,15990,1
1501,3,23,4650,0
1197,46,62,13699,0
6764,4,57,7800,0
676,5,39,19300,0
503,14,77,10046,1
4001,8,73,12750,0
5629,6,50,5100,0
6715,10,30,11689,0
2132,7,29,17290,0
957,20,53,26980,0
2284,1,46,7105,0
6977,2,68,8950,0
3721,0,56,13300,1
6847,17,42,10905,0
4630,3,45,11290,0
5375,11,54,9521,0
6808,21,54,10989,0
2298,19,54,7719,0
3949,3,22,13333,0
5386,1,35,23232,0
3979,1,24,14050,1
1193,2,55,7990,0
1330,2,37,16110,0
1487,4,36,8890,0
7200,14,38,14950,0
2746,1,50,15200,0
5026,23,53,18881,0
1281,22,40,6500,0
6854,4,41,8990,0
6534,19,47,19000,0
4708,5,27,15150,0
5480,14,30,20850,0
5904,2,55,14290,0
7264,23,83,6420,1
1886,0,28,11500,0
318,17,56,8390,0
1916,6,24,13500,0
5284,6,66,15125,0
1600,14,73,7078,0
7303,3,34,8900,0
5700,1,26,5990,0
6767,15,58,5037,1
2208,29,56,4785,0
41,21,40,6752,0
3478,41,57,9200,0
7093,39,56,10890,0
3989,6,66,9085,0
1595,1,64,13950,0
3539,2,21,22950,1
185,0,37,10120,0
4063,9,40,16085,0
3250,22,54,8203,0
554,22,52,4000,0
6671,1,55,7860,0
2802,9,67,9485,0
4994,6,32,8500,0
87,8,47,9950,0
2755,18,49,12950,0
5901,5,23,10450,0
6768,1,33,5490,1
2275,2,42,24500,1
4100,1,39,1600,0
4395,5,59,9500,1
1242,10,70,11990,0
858,1,30,20600,1
1871,0,26,11700,0
3256,2,46,16908,0
2439,7,39,12800,0
1163,38,55,18939,0
5168,7,55,13750,1
7191,20,48,22250,0
5404,3,25,18000,1
2992,11,33,8250,0
7064,6,42,14600,0
6691,12,77,10000,0
7014,3,67,12000,0
5964,4,51,8750,0
465,1,41,20950,0
2926,2,44,5641,0
6789,0,33,4500,0
706,11,76,6900,1
4382,2,49,8490,1
1817,5,51,15040,0
2860,7,30,5990,0
6073,11,77,17460,0
5071,3,46,7800,0
5707,1,23,28400,0
3032,18,45,9276,1
4050,0,50,12490,0
5302,0,29,19414,0
4791,26,52,9950,0
69,0,53,13200,0
2225,18,51,16365,0
5775,7,47,28190,0
3438,13,52,8833,0
3024,36,58,22487,0
927,8,52,17945,0
5245,3,26,23640,0
7201,4,33,18390,0
3753,41,59,19630,0
2759,6,54,8990,0
828,3,21,8299,0
4121,3,23,23000,1
1732,4,40,18087,1
1650,0,27,10100,0
6881,1,31,19286,0
3903,3,27,9500,1
3880,1,34,12790,0
3908,0,22,10333,1
1593,2,24,20000,1
19,44,60,13800,0
3197,4,62,4990,0
2991,2,49,19179,0
472,5,48,18985,0
5804,16,77,5350,0
3494,37,58,4450,0
239,5,29,4467,0
5857,18,36,14550,1
4128,19,38,5890,0
1728,7,66,9659,1
2576,34,51,9500,0
7079,7,29,5990,0
4487,3,39,21475,0
393,8,69,8021,0
786,5,66,29990,0
308,9,73,20000,0
5368,1,28,14990,0
2543,2,45,9090,0
5364,8,39,5591,0
2299,10,72,8990,1
2954,0,32,4045,0
5738,1,42,18485,0
2306,4,62,34460,0
3689,11,75,18300,1
4625,7,45,8995,0
2177,7,32,19968,1
3698,5,24,19100,0
3038,3,44,18500,0
4122,1,48,11440,0
6012,3,26,7650,0
5219,3,37,10575,0
6648,1,37,16810,0
3824,15,54,6590,0
1055,3,58,5628,1
6704,3,26,13430,0
7084,37,55,23622,0
496,1,48,13000,0
4019,0,37,16500,1
2478,17,59,4300,0
5261,5,36,13259,0
3790,5,57,2500,0
4030,1,23,8990,1
6758,1,24,8069,0
2781,1,44,10840,0
6204,1,46,6409,0
5360,4,31,12537,0
222,23,62,8480,1
3484,10,74,7990,0
1393,4,55,19950,0
2249,5,50,9900,0
6209,6,55,10680,0
2036,7,47,14800,0
4947,11,44,14185,1
2977,3,29,24900,0
1317,12,71,5000,0
2348,1,18,17964,1
1041,32,57,5254,0
5968,0,26,9900,1
3386,1,31,29990,1
3980,1,32,6598,0
3929,12,47,13500,0
1335,18,44,6300,0
1215,34,57,6700,0
789,9,48,7990,0
509,0,21,13590,1
7193,13,44,9000,0
5141,0,52,12129,0
6634,26,61,5000,0
6605,8,27,15899,0
4917,10,70,11985,0
3668,0,25,21495,0
3166,2,47,17975,0
3399,0,36,35000,0
2855,7,29,4780,0
1263,3,20,6960,1
2226,2,34,15840,0
6075,11,41,13990,0
5025,2,33,23500,0
1451,26,56,8500,0
1803,3,67,12705,0
4401,15,53,8938,0
6098,1,43,15890,1
6651,12,44,31000,0
7253,2,40,13980,0
642,11,67,19190,0
1740,5,32,9830,0
457,0,63,19615,0
2549,12,66,8900,0
6430,11,28,8910,0
2344,0,65,8999,0
1807,0,48,7900,0
6311,2,52,9290,0
7229,10,51,26999,0
2585,0,24,3600,1
3181,1,56,8190,0
1412,9,52,14410,0
50,1,19,18990,1
5096,4,45,8990,0
877,8,26,18200,0
245,14,60,11385,0
3050,16,37,7430,0
4705,0,22,8900,1
5865,18,47,6220,0
7083,39,56,5985,0
6822,7,32,5750,0
3656,26,55,18402,0
7260,2,25,13900,0
6539,1,38,8000,1
4903,5,41,6340,1
4326,2,40,23780,1
5413,10,46,34960,0
2628,9,39,10450,1
2646,4,54,15180,0
4925,42,59,16110,0
3580,3,60,25990,1
321,26,46,15300,0
3904,36,61,7095,0
1811,6,70,7930,0
3053,1,27,14790,0
2846,4,62,24980,1
2405,15,41,4401,0
6827,7,39,12100,0
1509,16,55,23250,0
3320,3,41,9000,1
2523,1,29,2239,0
7316,20,47,6900,0
468,15,49,26290,0
6153,1,25,10100,0
4004,36,58,17165,0
4987,0,25,11550,0
4758,21,57,5490,1
6520,4,67,8575,0
6189,10,66,30970,0
5950,3,60,13680,0
233,0,27,3546,1
65,9,36,19683,0
4381,0,30,20950,0
1729,1,55,8010,0
7247,5,62,5200,0
3383,2,26,14950,1
5231,1,23,14269,1
970,23,40,13970,0
4607,4,34,10360,0
381,2,62,28930,1
800,1,30,9590,1
1867,14,39,17090,0
5905,1,35,13730,1
3049,20,36,24990,0
5094,27,49,16500,0
217,1,64,22610,1
2184,0,49,28975,0
743,6,40,6999,0
7423,22,43,23900,0
6951,2,29,15730,0
6470,0,52,10980,1
1467,1,65,19690,0
2318,3,20,8450,1
2827,15,57,8900,0
2310,25,42,15980,0
4772,0,53,7800,0
435,31,47,11400,0
1656,0,63,19000,0
4161,8,49,17600,0
6057,11,38,15340,0
7048,3,27,12890,0
1869,19,51,18990,0
3540,16,80,22450,0
6479,10,32,8415,1
6127,2,51,3640,0
2881,1,27,15990,0
6045,14,32,21657,0
4015,33,57,5682,0
3796,2,27,10500,0
5780,0,32,4500,0
1199,28,49,28000,0
763,15,49,15000,0
1649,2,42,13870,0
2569,3,41,21990,0
6286,2,20,10880,0
996,37,57,15790,1
7207,13,67,7900,1
486,11,57,15800,0
1582,19,51,11670,0
2473,3,55,12390,0
3043,19,58,6437,0
1022,4,56,13500,0
3768,23,41,10990,0
2519,0,25,8000,1
6347,10,35,5281,0
5329,36,61,15947,0
5620,4,38,6990,0
4782,27,70,6850,1
4706,2,39,13701,1
4836,11,47,26797,1
5516,25,46,13500,0
7392,39,62,15995,0
48,3,61,9710,0
176,1,23,13000,0
1536,0,60,13990,0
6826,0,43,10420,0
3308,38,57,11110,0
5743,4,40,8440,0
4336,0,48,22262,0
2107,0,23,10990,1
91,2,56,22129,0
538,5,27,17877,1
6900,33,55,6990,0
742,13,46,15635,0
3470,2,40,13980,0
4828,4,31,13000,0
1005,5,32,8450,1
1499,18,57,20990,0
6289,1,34,4900,0
7015,11,43,4524,0
106,6,28,20400,0
4608,0,24,6950,1
5330,5,56,15695,0
3686,2,20,27500,1
3132,4,42,23070,0
5613,36,60,10379,0
3439,9,35,9300,0
3370,3,68,16990,0
1061,1,52,10990,0
2094,6,44,12300,0
5584,0,20,11313,0
5668,1,20,15334,0
2088,7,72,9400,0
2676,4,66,10940,1
6762,0,46,15439,0
3071,16,79,12950,0
5406,10,34,11825,0
167,0,25,16890,0
5755,2,39,7862,1
2462,1,32,6000,0
1315,14,79,4552,0
6321,0,39,21490,0
5291,15,77,9259,0
3651,0,26,14790,1
1755,27,51,6040,0
1858,22,46,23390,0
4766,30,51,15901,0
7145,1,25,12900,1
6567,5,57,10850,1
4467,5,36,8154,0
6761,8,50,6194,0
2287,12,43,15500,0
4313,8,43,6850,0
3379,28,45,22730,0
5451,13,36,12639,0
1385,3,25,11290,1
3018,1,28,15200,0
4355,7,36,18500,0
5866,8,46,13850,1
2333,1,21,4900,0
1512,0,25,16750,0
511,12,76,6711,1
1174,1,35,9500,0
997,5,44,22229,0
3688,6,51,10205,0
4861,16,56,10418,0
7241,5,44,5489,0
5643,1,19,21950,1
1374,22,55,3990,0
4195,0,36,14990,0
3482,19,46,23950,0
2684,29,52,10744,0
4936,0,54,11890,0
1883,22,50,10450,0
1057,5,64,5199,1
4291,2,26,20100,0
1623,30,47,8469,0
1934,0,51,22490,0
1074,11,28,9970,0
1480,26,56,9000,0
7290,8,39,12510,0
73,1,37,14700,0
3871,4,59,11420,0
6454,0,23,15990,1
2389,18,46,29490,0
2829,12,58,19199,0
1820,1,56,10639,0
3381,1,23,19990,1
4525,20,80,6862,0
6143,19,55,20590,1
2517,1,39,11950,0
179,1,20,16790,1
2516,8,50,13485,0
3125,0,27,14890,0
4717,15,38,20790,0
2885,19,46,22702,0
1559,1,31,15000,0
1042,5,49,11999,0
1097,2,30,4704,0
31,9,71,22830,0
6548,2,54,4888,0
3787,4,39,16700,0
5121,4,39,10400,1
168,2,27,26228,0
2481,23,51,10980,0
4371,25,49,14623,0
1261,2,35,30070,1
6903,0,40,13000,0
7006,0,19,19900,1
3896,9,63,11508,1
2531,3,37,20922,0
6599,0,30,9589,0
7378,8,56,3490,0
4664,18,56,7449,0
3849,15,48,10000,0
7060,2,58,19680,0
3543,30,54,4598,0
6123,5,22,14000,0
5246,11,50,20780,0
1383,10,59,6795,0
5049,36,52,4322,0
5746,23,46,6968,0
1002,24,53,25530,0
2091,26,47,7690,0
7384,4,46,9000,1
4974,23,88,4000,0
683,11,45,27500,0
5316,3,31,16900,0
1328,0,18,10990,1
1608,20,53,13785,0
3286,1,24,11400,0
2868,10,49,9950,0
1103,4,28,6560,0
1483,3,31,11149,1
7138,0,24,10548,0
1302,9,31,20880,1
500,1,56,7950,1
437,4,27,8990,1
3601,8,67,10100,0
1128,2,28,7200,0
2850,22,54,11591,0
2173,13,49,4700,0
5994,0,42,7200,1
80,16,38,14900,0
1426,4,59,28180,0
5681,34,51,9460,0
6525,1,34,17809,0
5296,5,44,6500,0
2728,0,29,10980,1
1543,2,36,8500,0
3866,3,34,11400,0
2115,30,57,6900,0
2087,21,77,7600,1
1561,11,76,4405,0
7289,4,64,35200,0
7076,14,55,7000,0
3458,4,57,15655,0
5039,1,18,21990,1
1662,14,61,14900,0
534,4,68,6600,1
711,10,46,6800,0
1075,10,51,9767,0
585,1,23,12990,1
6134,2,25,8990,0
737,2,63,34700,0
4220,31,59,16400,0
1153,0,26,10950,0
4328,2,56,13200,0
4418,10,74,13990,0
491,10,31,21593,0
7301,2,52,16700,0
4216,9,37,10890,0
6049,8,45,8104,0
1632,5,36,6900,0
1430,28,46,17100,0
6081,3,64,15115,0
2921,31,48,5890,0
6868,2,64,25800,0
852,17,63,21380,0
811,1,30,8490,1
4091,5,29,5500,0
3994,4,59,16950,0
2499,3,46,13499,0
1775,26,51,17000,0
2436,7,28,11990,0
1181,3,23,15317,1
1786,29,54,4264,0
4606,1,21,10800,1
401,1,29,30968,1
1244,0,36,15990,1
157,15,57,26790,0
4890,44,61,3490,0
7216,24,53,22300,0
1790,19,48,13500,0
6834,11,76,10500,0
6357,2,44,4990,0
3715,6,33,13659,1
994,4,62,9300,0
6606,4,68,4342,0
5380,18,51,13049,0
2699,9,57,15000,0
5686,23,58,8870,0
573,17,74,24990,0
3406,5,33,13000,0
4367,15,42,4529,0
6658,15,49,4490,0
3128,6,35,17700,0
1034,11,45,9990,0
535,20,40,26000,0
5888,5,36,24783,0
1862,3,26,24962,1
5969,19,49,11062,0
7261,0,63,17150,0
5046,0,37,9945,1
2495,1,30,15100,0
1172,7,51,10689,0
3745,11,52,12838,0
6162,1,24,7900,1
5277,14,49,16500,0
4129,24,51,4100,0
6142,1,27,10950,0
4416,8,50,11990,0
5259,6,53,6298,0
473,17,47,8300,0
1652,15,60,5865,0
4127,9,77,19990,1
1979,0,20,11365,1
6621,0,37,6890,0
7380,24,62,9000,0
1407,1,21,15000,0
469,18,77,7299,1
2181,4,40,17400,0
5610,5,50,6200,0
3194,16,33,13490,0
5979,15,58,15550,0
247,9,38,8950,0
7311,21,47,6412,0
4842,7,52,11500,0
4722,12,40,8990,1
6602,16,41,16300,0
2510,11,75,12020,0
4640,1,54,15990,0
6725,27,58,7067,0
2859,5,47,8990,0
1038,3,41,7890,0
3948,0,57,7300,1
7113,7,43,11990,0
228,4,50,17460,0
3154,2,35,5990,0
6147,0,25,10990,0
17,3,22,9078,0
7255,1,36,23490,0
2291,30,56,12700,0
6391,17,51,11576,0
6392,1,48,11990,1
2206,4,29,22750,0
5945,3,35,17845,0
2415,5,30,12750,0
5943,1,30,13070,0
3206,4,57,9000,0
6492,31,53,19480,0
6815,2,51,6500,0
6721,12,57,5364,0
2268,17,50,4812,0
5091,17,49,5890,0
982,4,36,17140,0
5095,12,79,8441,0
543,2,20,5990,1
1677,0,43,11990,0
3942,23,50,22670,0
2191,32,51,4200,0
866,0,29,16600,0
1618,0,43,12600,1
2929,2,21,27000,1
6533,6,49,5900,0
3996,7,24,23850,0
3513,3,27,11200,1
96,5,41,12968,0
960,21,54,12628,0
2155,13,60,8990,0
4864,20,42,7900,0
5579,4,54,15600,0
4935,3,66,17900,0
156,5,40,20849,0
3150,10,37,19490,0
3862,0,28,9950,1
1747,15,39,11490,1
2112,2,47,14000,0
2251,5,27,23999,1
611,14,72,9540,0
1295,24,49,25480,0
696,13,53,16760,1
425,30,55,8900,0
1514,30,52,6900,0
712,12,73,12688,0
3612,6,47,5359,0
932,8,68,3870,0
3454,2,54,16390,1
3749,4,30,9970,1
1670,7,59,16990,0
447,4,47,6268,1
3813,21,77,5800,0
4239,10,74,8999,0
5547,1,32,25030,0
592,6,25,8500,1
2157,11,61,11900,0
6329,35,54,11000,0
3966,4,21,14950,0
131,10,52,715,0
6996,4,29,15980,0
5703,15,71,19400,0
3956,6,45,15490,0
1965,6,36,19400,1
624,3,31,19585,0
3091,0,50,3990,0
3641,1,55,18100,0
4331,2,25,6990,0
3520,25,45,4300,1
5018,23,51,24900,1
5187,7,28,6701,0
2540,2,45,6250,0
756,2,67,13680,0
2907,2,46,12980,0
3185,30,47,20190,0
2189,5,34,13580,0
2572,0,27,16140,0
93,9,34,19990,0
3528,14,32,6390,0
6159,2,68,5990,0
4071,1,24,25500,1
4690,24,55,7500,0
6076,25,49,14990,0
1370,1,61,24135,1
2002,3,31,26490,0
2609,8,51,24740,0
5286,24,51,6749,0
6268,15,62,4000,0
764,5,29,11600,0
7114,32,48,21300,0
476,12,76,11770,0
5377,8,32,7940,0
2707,3,61,15700,0
4489,0,63,6800,0
2521,7,43,10700,0
5553,2,37,23660,1
6110,3,38,12990,0
4384,9,28,22910,0
1615,0,60,6637,0
6971,3,42,5990,0
2470,2,43,17900,0
2648,1,28,23800,0
752,7,40,10990,0
2095,0,37,7000,0
2890,26,45,15990,0
4486,15,37,14440,0
351,14,31,8950,0
487,3,43,18850,0
865,23,49,19990,0
4653,2,32,6985,1
2789,7,70,19377,0
4803,7,56,9850,0
4556,9,29,7990,1
3263,11,56,4450,0
7297,40,59,39136,0
6784,32,59,13900,0
4080,35,55,23723,0
561,1,35,19999,1
1718,3,37,19400,0
3362,2,18,7770,1
6257,0,44,11750,0
1078,35,52,19025,0
334,0,39,13990,0
4482,11,48,14380,0
4404,2,55,15487,0
7221,0,44,22000,0
2440,18,46,9900,0
6850,1,64,9480,0
1575,5,70,20830,0
4055,2,30,11387,0
23,3,26,14140,0
1832,2,30,14700,1
1554,3,54,18930,1
4905,2,33,19625,1
1730,18,51,25700,0
6318,1,23,3888,0
1429,18,49,20990,0
4104,3,32,13000,0
4373,1,42,22600,0
6553,1,36,13490,1
2899,7,25,12490,0
4421,4,38,16985,0
445,28,52,16790,0
6801,16,41,19248,0
1565,25,52,8590,1
4624,14,78,15490,0
4712,4,68,15590,1
3017,11,54,13189,0
6499,2,32,3500,0
5381,5,41,5990,1
5676,1,58,9900,1
5993,16,48,13870,0
2678,17,60,11900,0
3149,25,57,13700,0
1793,14,36,29493,0
3590,12,44,14990,0
3437,4,26,8726,0
3047,1,30,7990,1
6048,1,22,10900,0
2457,23,84,13429,0
5162,14,59,11290,0
842,0,28,9500,1
4671,2,34,13980,0
5391,2,46,5200,0
2182,0,54,7705,0
4808,0,43,7600,0
2592,7,72,9480,0
3121,17,45,13794,1
1539,21,50,4750,0
6156,1,25,9385,0
1839,1,21,21690,1
518,0,63,19300,0
1563,25,48,17900,0
7242,35,59,26470,0
6635,13,42,20700,0
2862,1,47,10795,0
378,0,56,5648,0
4603,0,56,11895,0
5006,28,60,13209,0
5345,22,52,15351,0
199,5,50,10338,0
1912,12,76,16490,0
6911,3,60,6849,0
2110,0,53,12480,1
1084,0,63,14500,0
2453,7,27,11130,0
6723,5,31,19990,0
58,15,56,11801,0
4475,18,55,13000,0
5673,3,31,18990,0
4660,0,25,9281,1
7403,10,41,29000,0
1056,26,50,12850,0
5783,11,55,9990,0
1840,10,70,6490,0
6598,16,76,8630,0
6245,25,53,12500,0
6086,7,32,15319,0
1533,12,51,21200,0
5689,4,47,22900,1
2388,21,76,5900,0
601,16,79,10489,0
6453,1,44,12950,0
6106,0,36,9890,1
2778,26,47,16490,0
4500,25,58,15617,0
4581,0,23,9650,0
4922,11,35,14689,0
3007,16,33,7990,0
5852,10,74,4430,0
1046,10,70,7190,1
3213,3,35,7490,0
1372,2,54,17021,0
4094,0,27,13550,0
4623,13,52,10490,0
4518,14,39,5000,0
6338,2,46,12189,0
5459,2,24,14000,0
1400,1,29,8990,0
4852,6,70,22290,0
3936,19,40,13490,0
6754,5,32,10390,0
3332,16,54,7700,0
4871,3,24,11995,0
6055,0,58,5990,0
1375,0,61,5653,0
3666,6,28,8600,0
6695,0,57,10990,0
547,4,67,23900,0
6222,24,51,4761,0
4787,4,44,16000,0
7361,15,47,9700,0
3469,38,54,18590,0
2398,17,82,13995,0
2149,3,26,22795,0
1835,8,69,24050,0
6220,2,32,6500,0
3195,4,55,6700,1
7106,0,27,11990,1
1421,0,55,14990,0
3102,11,46,4084,0
1795,4,67,14950,0
5662,1,38,7990,1
2932,12,55,11890,0
3578,2,48,13990,0
3123,14,35,12500,0
4639,0,18,10200,0
6623,1,26,8890,0
3971,26,59,15500,0
5910,9,34,7990,0
4252,26,48,8800,0
7420,0,36,13900,0
6213,1,46,13900,0
3841,1,40,15874,0
2354,6,31,10500,0
6451,4,23,12035,1
7023,10,39,5900,0
3613,18,77,6290,0
323,26,61,21300,0
5753,7,46,12490,0
7148,11,76,6850,0
5624,5,69,9500,1
6964,2,26,14040,1
2892,4,31,12790,1
3501,31,50,11722,0
324,2,38,11480,1
7164,16,52,4246,0
4201,5,25,14690,0
4207,44,63,9900,0
5531,0,42,13600,0
5942,7,29,18750,0
1617,0,33,14950,0
2418,25,55,4140,0
4012,24,40,17666,0
7411,3,33,7500,0
208,21,46,8914,0
747,1,22,25658,1
2412,19,43,3990,0
798,10,34,8182,1
88,39,63,15990,0
734,6,61,7258,0
5653,3,27,20239,0
4086,5,70,15740,0
5403,6,69,13300,0
6063,5,61,10561,0
198,13,48,10360,0
3499,5,66,15990,0
6757,24,57,10881,0
548,18,40,6300,0
1502,21,48,9898,0
2629,0,44,10950,0
2815,30,55,15350,0
2706,1,27,15185,0
3527,16,45,7179,1
3409,1,32,13495,1
1562,5,51,11149,0
2683,2,21,22040,1
4996,14,46,12790,0
5921,11,74,18740,1
6779,15,76,15390,1
937,4,50,15800,0
4273,0,21,4500,0
4304,30,48,5900,0
2441,8,27,24000,0
7338,2,26,13990,1
4434,8,24,13990,1
5102,1,57,9600,0
4657,2,35,10950,0
3296,2,52,11990,0
4962,8,28,5450,0
620,4,52,4781,1
6990,2,43,5924,0
3560,5,28,16200,0
4575,24,61,20149,0
478,1,22,10400,0
6604,0,21,11990,1
5517,1,54,7600,0
5325,5,54,10630,1
1322,1,32,4200,0
1373,8,68,8990,1
2638,4,38,19100,0
1033,19,49,9000,0
4508,13,48,8839,0
286,28,46,16990,0
550,29,55,6800,0
2024,27,57,17250,0
5965,40,57,10500,0
3100,0,33,10950,0
5111,46,63,7650,0
2080,20,55,21500,0
2582,5,49,10407,0
6540,11,65,6486,0
5156,21,43,10780,0
6026,14,75,8300,0
6773,23,58,15775,0
1765,7,30,9890,0
3023,47,64,25099,0
6460,3,50,7900,0
6088,29,45,5173,0
5064,2,26,10000,1
6141,20,65,26495,1
6317,6,39,16990,1
6889,2,34,16480,1
1221,2,27,23490,1
3312,8,57,12400,0
1465,21,60,3200,0
701,30,50,9990,0
6943,1,41,6350,0
4885,8,73,9500,0
2748,2,35,10950,0
7404,8,69,4989,0
2020,7,81,7590,1
833,0,34,12000,0
3944,12,74,11900,1
6866,3,19,7990,1
549,1,29,5850,0
1020,1,25,12500,0
248,4,42,19400,1
6290,4,29,4490,0
296,10,40,8475,0
5382,2,49,8298,0
3567,7,33,17500,0
5275,3,38,6360,0
3377,31,54,13970,0
100,8,25,5900,0
4288,4,47,14600,0
4222,1,24,17970,1
3784,6,46,12585,0
4262,2,38,16790,0
4844,1,55,28980,0
1566,2,57,13744,0
6851,7,70,13690,0
6336,29,48,6500,0
4919,9,55,10990,0
346,13,53,12500,0
2574,22,61,8970,0
4513,1,27,8900,1
681,18,57,10390,0
4315,3,23,22422,0
4271,6,33,23989,0
5807,8,47,11490,0
1535,22,47,11318,0
4028,2,65,10895,0
7333,7,72,6790,0
5388,6,40,10430,0
4385,4,21,10900,1
6625,1,32,11750,0
7223,17,62,12500,0
3392,5,67,13900,0
7137,15,54,17500,0
6171,3,36,2897,0
2283,9,51,11980,0
3893,19,44,9380,0
2653,0,22,16990,1
6145,0,47,8850,0
84,17,53,9800,0
5427,31,51,23000,0
2432,0,29,19550,1
3792,0,50,16500,0
1419,1,34,12890,1
7199,8,35,9900,0
418,0,60,6415,0
