,Job tenure,Age,Car price,Default (y)
1096,50,70,15990,0
4273,0,21,4500,0
4554,17,36,13849,0
3544,22,42,14665,0
2477,0,37,14700,0
7077,4,40,8500,0
2464,0,32,10900,0
79,0,44,5839,0
5459,2,24,14000,0
6907,11,76,18200,0
611,14,72,9540,0
6904,9,28,5961,0
658,6,45,8500,0
1817,5,51,15040,0
1610,13,51,13990,0
1192,16,43,10740,0
803,30,56,10403,0
6178,11,43,13990,0
2805,6,26,9700,0
3929,12,47,13500,0
1533,12,51,21200,0
2868,10,49,9950,0
6317,6,39,16990,1
1488,2,50,14319,0
3473,4,51,12480,0
5653,3,27,20239,0
4152,4,37,18900,0
5957,29,61,12844,0
5885,1,46,11250,0
3545,3,27,4847,0
6200,0,38,19480,0
5418,24,60,16500,0
5673,3,31,18990,0
640,5,37,5789,0
1793,14,36,29493,0
321,26,46,15300,0
4404,2,55,15487,0
6746,3,54,22000,0
7070,12,39,23980,0
4110,0,58,8100,0
6594,1,22,13000,0
2651,12,34,8500,0
2789,7,70,19377,0
1740,5,32,9830,0
3933,0,32,15600,0
4080,35,55,23723,0
5110,1,64,9500,0
6589,30,53,9900,0
5171,8,55,11395,0
5455,6,49,16250,0
2972,15,49,11790,0
6592,3,65,9990,0
3685,2,65,4625,0
1519,15,46,15284,0
6622,3,46,18459,0
1482,2,30,10990,0
7302,8,45,11090,0
2881,1,27,15990,0
6299,2,54,11532,0
203,1,62,7980,0
6277,0,47,11288,0
415,17,48,8000,0
6062,26,54,13300,0
3667,17,67,18500,0
397,16,52,17849,0
4376,1,40,17490,0
6247,1,28,8500,0
5277,14,49,16500,0
4251,9,31,10150,0
6066,0,55,11299,0
1436,4,42,14900,0
4085,33,49,19630,0
5804,16,77,5350,0
599,14,52,14200,0
1023,0,42,12290,0
3592,10,68,9990,0
4668,15,47,10800,0
4217,6,28,22368,0
4303,9,55,4775,0
1108,1,45,11233,0
355,24,60,13040,0
315,2,47,11490,0
3210,1,47,10490,0
2765,20,43,10990,0
2609,8,51,24740,0
6658,15,49,4490,0
6058,10,44,15990,0
1468,0,48,10800,0
4302,5,55,5570,0
621,19,46,10450,0
5282,20,39,8395,0
5967,13,68,6170,0
59,28,48,29139,0
3994,4,59,16950,0
6595,4,49,8990,0
4092,1,25,13210,0
4502,1,26,17950,0
2323,16,44,10580,0
3425,22,61,5500,0
7391,1,25,7738,0
4870,3,23,16109,0
7201,4,33,18390,0
3043,19,58,6437,0
6140,5,57,15990,0
3905,2,65,16900,0
3434,1,53,7748,0
1340,21,38,23580,0
3680,20,46,4810,0
4625,7,45,8995,0
2787,13,47,6715,0
937,4,50,15800,0
1113,1,48,11835,0
3001,8,50,11390,0
4995,0,39,9579,0
1051,2,49,8651,0
2767,3,21,6300,0
3297,6,45,4490,0
5564,0,49,12190,0
5230,7,26,14240,0
2517,1,39,11950,0
2354,6,31,10500,0
1767,26,48,8470,0
3878,2,24,6300,0
5440,0,26,9600,0
5243,42,60,9990,0
7067,5,41,9100,0
4861,16,56,10418,0
3218,5,65,8490,0
5623,19,39,22930,0
2378,1,21,5595,0
6026,14,75,8300,0
5281,37,57,13490,0
2685,1,30,15900,0
3366,2,37,13402,0
192,36,56,21400,0
4053,0,34,4100,0
62,4,23,19890,0
1426,4,59,28180,0
2641,5,31,8700,0
3306,23,50,21260,0
4917,10,70,11985,0
4017,38,63,6200,0
4525,20,80,6862,0
589,0,59,20500,0
4450,11,50,6500,0
2303,1,21,13890,0
5780,0,32,4500,0
5629,6,50,5100,0
3107,45,65,7186,0
7200,14,38,14950,0
2373,26,43,7200,0
7092,3,48,9841,0
2781,1,44,10840,0
3431,21,47,10500,0
5356,13,42,20289,0
6638,3,31,10990,0
678,3,54,4790,0
5798,1,44,16990,0
4774,0,49,12990,0
5746,23,46,6968,0
2288,2,35,14420,0
32,4,53,14900,0
4726,23,49,21989,0
1111,6,47,17300,0
5054,3,25,14990,0
1538,17,48,22300,0
1575,5,70,20830,0
96,5,41,12968,0
4552,2,28,7529,0
1129,2,66,18198,0
6952,25,59,13700,0
3484,10,74,7990,0
1671,3,35,11940,0
972,8,57,11800,0
7290,8,39,12510,0
1163,38,55,18939,0
6321,0,39,21490,0
4500,25,58,15617,0
1116,2,28,7990,0
5151,0,56,9190,0
6473,7,51,3981,0
4329,37,54,11485,0
5964,4,51,8750,0
3153,3,52,16400,0
1777,12,72,7450,0
4357,9,58,13990,0
7428,6,32,12300,0
4985,1,56,7900,0
2726,0,50,14985,0
5380,18,51,13049,0
743,6,40,6999,0
626,5,21,18800,0
2997,5,57,13309,0
58,15,56,11801,0
5995,2,45,4500,0
3313,7,43,7380,0
2398,17,82,13995,0
2094,6,44,12300,0
2916,7,58,10550,0
1429,18,49,20990,0
7378,8,56,3490,0
6912,4,27,17590,0
4165,7,43,8950,0
0,34,55,4875,0
2957,8,53,7250,0
676,5,39,19300,0
3649,29,58,6680,0
1337,11,48,19479,0
194,2,29,15000,0
6922,2,67,14400,0
3245,10,42,14525,0
6001,12,78,11155,0
1669,23,54,17990,0
3168,29,56,20000,0
2670,3,66,10990,0
841,1,26,13064,0
3089,2,35,11200,0
2572,0,27,16140,0
3260,2,61,9950,0
3932,16,48,10800,0
4209,0,26,6700,0
418,0,60,6415,0
6274,22,62,9790,0
4240,5,34,20980,0
1391,35,69,7838,0
2103,6,47,15900,0
3181,1,56,8190,0
6216,15,48,6850,0
7180,3,27,6490,0
4122,1,48,11440,0
6984,5,34,8250,0
3570,13,37,9950,0
4951,19,49,13730,0
6652,4,47,7990,0
3770,5,22,8234,0
3693,13,38,10990,0
3296,2,52,11990,0
6189,10,66,30970,0
318,17,56,8390,0
5454,37,56,27500,0
5538,3,30,9790,0
2576,34,51,9500,0
3021,3,29,13830,0
2126,33,51,19990,0
4899,3,33,9018,0
3475,0,29,13116,0
6048,1,22,10900,0
6003,25,50,14990,0
965,26,42,15250,0
6942,1,36,15990,0
4002,0,66,15078,0
4291,2,26,20100,0
4731,2,31,14115,0
4087,1,26,15300,0
4698,2,28,15890,0
6587,12,53,9850,0
1215,34,57,6700,0
2510,11,75,12020,0
7310,1,55,2681,0
6134,2,25,8990,0
6751,1,40,14500,0
2377,2,25,5660,0
4180,7,30,9070,0
4101,9,48,9130,0
3805,11,44,17980,0
5598,1,28,7500,0
6651,12,44,31000,0
1287,14,79,4932,0
6789,0,33,4500,0
5636,1,31,12950,0
1430,28,46,17100,0
2705,22,57,15151,0
7222,2,39,12990,0
4730,14,44,24390,0
6159,2,68,5990,0
5928,6,68,2948,0
5196,9,30,15990,0
2498,22,48,6825,0
4105,5,30,16900,0
7252,5,43,9990,0
6631,17,49,6150,0
4771,17,40,16140,0
2619,1,35,12849,0
4427,16,54,6502,0
3196,5,29,10220,0
1094,0,27,12200,0
2412,19,43,3990,0
3000,4,30,16900,0
93,9,34,19990,0
3455,29,46,11240,0
3534,33,63,5600,0
752,7,40,10990,0
4541,9,70,17750,0
4629,5,29,12490,0
5185,12,32,7500,0
2036,7,47,14800,0
1320,20,58,7641,0
4751,0,35,14890,0
6290,4,29,4490,0
1801,11,51,14330,0
7261,0,63,17150,0
3784,6,46,12585,0
2662,2,48,10990,0
2312,4,68,11100,0
1501,3,23,4650,0
6810,12,60,2900,0
139,15,42,11590,0
3003,2,48,5590,0
4987,0,25,11550,0
2827,15,57,8900,0
7173,7,55,10690,0
5359,34,51,5870,0
1036,2,47,7200,0
2910,13,39,13900,0
157,15,57,26790,0
7421,8,44,17980,0
3262,1,21,8990,0
1009,10,58,24500,0
1971,23,63,19500,0
6654,2,26,11400,0
5269,0,60,3990,0
1467,1,65,19690,0
465,1,41,20950,0
7297,40,59,39136,0
1886,0,28,11500,0
6519,7,34,14390,0
1216,1,53,4390,0
61,24,58,13500,0
7266,11,46,13900,0
4546,40,56,13500,0
1649,2,42,13870,0
6602,16,41,16300,0
668,1,47,12550,0
6759,20,43,13620,0
1075,10,51,9767,0
5195,6,41,13750,0
6914,2,67,15118,0
1992,25,54,20450,0
3718,6,31,14300,0
4441,0,45,11990,0
708,5,70,14690,0
7124,4,24,5990,0
3505,27,60,9735,0
3949,3,22,13333,0
5983,1,47,13200,0
3113,3,60,4016,0
439,32,49,12990,0
866,0,29,16600,0
4847,17,47,5652,0
2093,14,50,10995,0
2900,0,46,7940,0
4055,2,30,11387,0
2001,4,36,5990,0
4442,6,25,13990,0
2319,4,66,22980,0
1894,1,27,14933,0
960,21,54,12628,0
2533,2,54,18244,0
4695,8,35,12000,0
6081,3,64,15115,0
5929,20,51,27750,0
3049,20,36,24990,0
4487,3,39,21475,0
1880,9,50,14351,0
1270,20,48,18390,0
1499,18,57,20990,0
5557,4,32,8800,0
480,4,36,10990,0
6447,23,45,10380,0
764,5,29,11600,0
2182,0,54,7705,0
5144,1,50,4990,0
5001,2,47,9250,0
3698,5,24,19100,0
4248,2,30,5050,0
5958,17,49,22200,0
3733,1,48,12880,0
3480,7,37,18970,0
3319,37,54,9985,0
3076,33,55,5990,0
6780,2,32,4378,0
7354,1,23,15500,0
1666,0,39,12990,0
188,6,38,12159,0
4885,8,73,9500,0
979,2,53,18790,0
7095,36,65,14990,0
944,6,56,24100,0
7259,10,42,19980,0
4279,7,45,16950,0
5789,26,52,15834,0
6977,2,68,8950,0
7076,14,55,7000,0
5055,1,54,12490,0
3203,11,49,8100,0
4791,26,52,9950,0
5531,0,42,13600,0
6074,6,35,20111,0
7204,6,51,15990,0
3382,17,43,13490,0
4666,24,56,8000,0
5192,14,46,15900,0
871,0,56,12990,0
7295,0,40,8790,0
5973,17,77,6990,0
1393,4,55,19950,0
2052,1,45,6700,0
1079,2,34,11715,0
5239,14,37,10690,0
6115,10,33,15500,0
3601,8,67,10100,0
5470,19,51,13738,0
6682,4,66,17877,0
1323,2,62,16600,0
2862,1,47,10795,0
4955,11,33,10208,0
1582,19,51,11670,0
111,0,42,9990,0
7164,16,52,4246,0
300,2,42,11990,0
633,5,24,10850,0
6487,6,52,20600,0
6801,16,41,19248,0
4147,21,54,4750,0
1224,13,58,4401,0
12,2,48,13400,0
479,32,54,23990,0
4462,6,77,17600,0
3501,31,50,11722,0
52,30,58,35480,0
4766,30,51,15901,0
5775,7,47,28190,0
6982,31,48,25100,0
7133,2,65,11500,0
3820,2,45,3488,0
238,2,49,21145,0
5413,10,46,34960,0
3357,11,58,2787,0
5785,2,36,10389,0
903,9,38,10200,0
2213,2,32,5790,0
234,12,37,23000,0
5430,3,31,20990,0
7249,0,33,10500,0
3309,25,49,9250,0
2375,1,31,11490,0
2168,2,31,3730,0
360,25,45,10206,0
3328,5,51,4000,0
7203,7,55,21524,0
5193,1,36,8147,0
6993,5,52,10000,0
7047,20,47,26780,0
6444,2,57,18900,0
7139,7,40,8675,0
1434,0,38,12028,0
6240,8,33,13750,0
3166,2,47,17975,0
4852,6,70,22290,0
3488,6,49,11235,0
2144,3,53,13350,0
5437,4,51,13000,0
4691,16,48,10390,0
3846,21,56,14069,0
2536,0,46,4250,0
6056,6,47,11636,0
2138,10,26,12000,0
5216,1,64,6100,0
2223,7,39,19340,0
576,6,28,9450,0
5118,10,28,20490,0
3774,5,44,5500,0
1281,22,40,6500,0
6723,5,31,19990,0
1658,3,33,6990,0
4816,0,33,10900,0
2170,10,40,20795,0
2828,29,46,10000,0
6270,1,27,6300,0
2819,17,63,18900,0
2374,25,52,12000,0
7238,9,44,19800,0
1258,38,59,11600,0
2622,0,37,9790,0
1830,1,23,7940,0
5406,10,34,11825,0
3254,5,33,21920,0
566,23,46,14139,0
2960,1,38,10890,0
4410,5,70,5425,0
3246,3,48,4057,0
373,23,55,5205,0
2578,13,53,5388,0
5403,6,69,13300,0
1634,20,57,4600,0
5227,2,39,14710,0
879,5,48,3331,0
1775,26,51,17000,0
6693,1,42,11990,0
1963,27,59,8895,0
7103,3,58,7795,0
5979,15,58,15550,0
5901,5,23,10450,0
4582,8,37,34829,0
3285,0,32,7590,0
2663,0,66,12058,0
4679,15,54,7790,0
334,0,39,13990,0
1295,24,49,25480,0
4149,0,49,16450,0
2280,2,52,10500,0
5960,2,32,16260,0
2258,0,28,15545,0
7068,6,52,14990,0
6000,5,31,21895,1
5537,0,26,19886,0
816,35,56,6945,0
657,8,60,24400,0
2627,5,36,3612,0
6350,7,70,8209,0
3684,6,55,12200,0
48,3,61,9710,0
1691,24,53,5130,0
3535,0,22,14150,0
6533,6,49,5900,0
1315,14,79,4552,0
1330,2,37,16110,0
4575,24,61,20149,0
5302,0,29,19414,0
5011,5,54,14780,0
6209,6,55,10680,0
7233,6,23,8990,0
4510,11,30,12500,0
1770,30,58,15949,0
1371,4,55,10470,0
6347,10,35,5281,0
5111,46,63,7650,0
2684,29,52,10744,0
6990,2,43,5924,0
6464,42,59,4538,0
3939,7,37,6237,1
416,26,51,31000,0
1656,0,63,19000,0
1044,0,27,3500,0
3379,28,45,22730,0
5294,2,51,8499,0
73,1,37,14700,0
1362,16,52,17200,0
6123,5,22,14000,0
366,15,49,16771,0
3350,2,55,13900,0
5201,3,34,20500,0
5666,1,30,9200,0
1688,2,48,16000,0
5696,6,35,17000,0
4979,2,23,11820,0
3133,58,78,4250,0
6853,22,53,9700,0
2346,4,63,6940,0
3524,1,56,5000,0
3066,16,46,20859,0
5329,36,61,15947,0
5078,2,51,5300,0
2480,0,56,13462,0
6900,33,55,6990,0
1489,1,26,5150,0
2566,27,46,18078,0
5345,22,52,15351,0
679,29,47,4950,0
2984,3,48,14777,0
794,3,64,10700,0
3437,4,26,8726,0
1378,14,54,14500,0
6107,0,50,10990,0
829,14,41,15500,0
6901,19,52,9995,0
102,3,22,6600,0
5865,18,47,6220,0
789,9,48,7990,0
2754,3,29,10984,0
3194,16,33,13490,0
5692,31,51,13528,0
5519,0,26,10001,0
6017,7,67,21250,0
3007,16,33,7990,0
3499,5,66,15990,0
5328,30,53,16300,0
1092,27,52,17000,0
6309,8,35,9250,0
3782,27,52,9450,0
4253,23,50,8650,0
942,27,46,4114,0
1507,2,22,7990,0
4141,19,40,13000,0
2406,1,32,7650,0
2918,37,54,5970,0
4586,24,51,13000,0
3518,24,62,7625,0
473,17,47,8300,0
4813,1,27,10200,0
1310,39,58,23990,0
888,5,61,9990,0
6635,13,42,20700,0
5438,5,65,9990,0
3149,25,57,13700,0
5354,31,58,9068,0
6856,6,42,12900,0
4386,8,37,21990,0
3834,0,49,13327,0
1511,10,74,3860,0
2521,7,43,10700,0
6597,1,51,16290,0
2351,5,36,13684,0
6266,3,50,14200,0
852,17,63,21380,0
5451,13,36,12639,0
1599,12,42,13600,0
4129,24,51,4100,0
292,0,32,14900,0
1321,8,51,9540,0
2860,7,30,5990,0
208,21,46,8914,0
5620,4,38,6990,0
3336,8,54,10490,0
3653,13,58,18900,0
1128,2,28,7200,0
209,4,25,7154,0
4508,13,48,8839,0
2858,5,49,15700,0
7137,15,54,17500,0
6851,7,70,13690,0
5828,24,72,16490,0
3707,23,42,15547,0
2707,3,61,15700,0
6423,2,48,14500,0
3106,15,35,8190,0
2807,5,26,10200,0
2884,4,38,21180,0
6486,13,42,14736,0
2638,4,38,19100,0
122,5,31,16110,0
5394,13,58,7900,0
5218,6,42,9990,0
912,8,48,1501,0
6761,8,50,6194,0
4879,13,49,7037,0
1907,32,51,13950,0
2004,17,35,19900,0
1469,23,53,14990,0
4880,25,58,7238,0
4319,25,59,5546,0
2069,16,39,13870,0
4013,4,53,11490,0
2776,7,48,21383,0
5650,6,57,15627,0
2617,12,33,15450,0
6306,6,34,20081,0
834,4,70,11974,0
1102,30,43,13500,0
6498,19,45,5390,0
5327,0,24,6114,0
6621,0,37,6890,0
3734,4,49,5570,0
7115,15,71,5990,0
695,30,46,8485,0
1424,18,36,16190,0
433,3,23,4490,0
1349,4,36,6560,0
2236,3,67,12990,0
410,6,29,19890,0
637,0,44,11950,0
5521,4,27,10970,0
3885,10,32,17910,0
2302,9,38,19880,0
2481,23,51,10980,0
3668,0,25,21495,0
2582,5,49,10407,0
5744,15,60,10500,0
4084,29,46,16809,0
1973,9,55,8977,0
4060,16,49,30180,0
2691,1,26,11990,0
1180,24,43,6800,0
4776,10,54,16500,0
2795,7,68,13940,0
6284,15,43,14320,0
3764,5,49,9690,0
4787,4,44,16000,0
2600,1,21,16890,0
4401,15,53,8938,0
5284,6,66,15125,0
5612,8,53,13409,0
5202,3,35,6710,0
2417,11,55,22880,0
7417,20,51,11300,0
6146,32,54,9200,0
5095,12,79,8441,0
6826,0,43,10420,0
6727,2,34,17589,0
3349,3,41,8968,0
7403,10,41,29000,0
131,10,52,715,0
5574,3,44,4716,0
6841,10,67,4475,0
6999,30,58,24554,0
6957,2,43,19340,0
982,4,36,17140,0
2045,0,26,9325,0
6753,6,28,11318,0
4280,12,58,5098,0
330,10,39,14000,0
4793,4,41,9710,0
1566,2,57,13744,0
1892,0,22,7600,0
2231,7,37,7079,0
2437,26,52,4835,0
4461,33,58,22000,0
2244,23,43,17990,0
5879,13,42,8983,0
1795,4,67,14950,0
6424,17,53,13980,0
5167,20,52,8676,0
7237,6,47,12450,0
432,3,68,7990,0
1119,14,79,7490,0
1807,0,48,7900,0
6837,2,65,5254,0
7029,1,29,3798,0
2829,12,58,19199,0
5634,5,40,8990,0
6762,0,46,15439,0
1553,16,36,10000,0
413,3,21,8990,0
6733,6,32,11970,0
428,7,29,6990,0
1228,2,65,11600,0
1109,4,47,14950,0
4288,4,47,14600,0
272,6,28,14690,0
1813,6,43,12300,0
75,4,23,9000,0
5166,32,57,5389,0
1038,3,41,7890,0
5701,5,61,14490,0
296,10,40,8475,0
2018,1,26,11800,0
3347,21,47,4990,0
6854,4,41,8990,0
1988,3,35,11250,0
2879,1,28,20039,0
2389,18,46,29490,0
1448,18,85,18089,0
5807,8,47,11490,0
5888,5,36,24783,0
3968,0,52,8000,0
5660,7,27,8160,0
4381,0,30,20950,0
6478,3,65,12700,0
3023,47,64,25099,0
5482,20,58,13990,0
5008,10,33,19990,0
4043,2,57,9950,0
516,0,33,6335,0
2181,4,40,17400,0
1242,10,70,11990,0
5638,1,66,16500,0
6513,1,35,8802,0
2531,3,37,20922,0
607,8,33,23220,0
3538,18,40,9300,0
1427,2,27,14250,0
2415,5,30,12750,0
2942,32,53,6500,0
251,3,36,18470,0
2775,0,63,18339,0
535,20,40,26000,0
1563,25,48,17900,0
4235,4,45,8480,0
4295,1,26,11390,0
3984,33,50,29800,0
1675,10,41,9850,0
6985,1,65,9985,0
4516,19,57,5566,0
5027,2,45,5450,0
693,1,35,10900,0
6699,2,26,17650,0
1924,8,41,16500,0
2470,2,43,17900,0
2770,1,51,7990,0
1251,3,27,19390,0
5082,0,42,14500,0
7289,4,64,35200,0
2453,7,27,11130,0
3573,3,56,8000,0
3220,11,79,4990,0
353,0,50,5850,0
7134,37,59,10490,0
333,0,34,14160,0
5631,9,40,22900,0
4063,9,40,16085,0
1731,5,70,14200,0
3872,25,45,16950,0
2341,8,62,11900,0
4634,2,60,17067,0
5930,18,47,13500,0
4755,15,49,9990,0
5026,23,53,18881,0
6142,1,27,10950,0
3574,11,47,25870,0
7034,33,49,9818,0
6315,1,32,9990,0
6620,31,55,12669,0
7087,0,61,6500,0
5065,26,65,9190,0
843,26,47,14970,0
3058,0,23,12600,0
4935,3,66,17900,0
3017,11,54,13189,0
4960,40,63,12150,0
1029,18,57,4200,0
7140,8,68,14400,0
4475,18,55,13000,0
7409,2,22,7240,0
787,1,27,5980,0
2344,0,65,8999,0
5525,1,58,18390,0
3244,19,51,15000,0
6012,3,26,7650,0
2272,15,56,4471,0
756,2,67,13680,0
6637,6,31,13070,0
7424,22,45,7900,0
6393,6,30,13992,0
6590,16,35,16990,0
1729,1,55,8010,0
4701,17,68,5771,0
1049,6,72,11700,0
3660,0,48,13000,0
1621,21,64,4335,0
5153,1,54,9490,0
5471,0,39,17480,0
4047,9,37,4000,0
5220,4,21,12800,0
135,38,55,15800,0
279,5,32,11490,0
3096,1,51,15990,0
700,0,53,13590,0
