,Job tenure,Age,Car price,Funding amount,Default (y)
1538,17,48,22300,21300,0
1575,5,70,20830,14184,0
5522,16,58,6000,6722,1
6244,2,45,5900,4296,1
1129,2,66,18198,10798,0
6952,25,59,13700,11461,0
3484,10,74,7990,4990,0
972,8,57,11800,5800,0
1163,38,55,18939,17066,0
4500,25,58,15617,17055,0
5151,0,56,9190,4834,0
6473,7,51,3981,3981,0
4329,37,54,11485,13358,0
5964,4,51,8750,10469,0
3153,3,52,16400,12911,0
3395,19,44,8490,5912,1
1777,12,72,7450,5603,0
4357,9,58,13990,14950,0
4985,1,56,7900,8540,0
5380,18,51,13049,13853,0
2997,5,57,13309,5294,0
58,15,56,11801,12500,0
5995,2,45,4500,4500,0
3313,7,43,7380,6677,0
2398,17,82,13995,10695,0
2094,6,44,12300,6984,0
2916,7,58,10550,11158,0
1429,18,49,20990,19757,0
7378,8,56,3490,3490,0
4165,7,43,8950,7604,0
0,34,55,4875,3087,0
2957,8,53,7250,5750,0
3649,29,58,6680,6992,0
6922,2,67,14400,13400,0
6001,12,78,11155,11284,0
1669,23,54,17990,10990,0
3168,29,56,20000,19712,0
2670,3,66,10990,3990,0
3260,2,61,9950,10100,0
3932,16,48,10800,10800,0
418,0,60,6415,2000,0
3655,17,54,18889,18889,1
387,5,54,5900,6329,1
6274,22,62,9790,5480,0
1391,35,69,7838,7838,0
3181,1,56,8190,6040,0
6216,15,48,6850,4684,0
4122,1,48,11440,10181,0
4951,19,49,13730,12494,0
6652,4,47,7990,6105,0
3693,13,38,10990,6057,0
3296,2,52,11990,11990,0
6189,10,66,30970,19970,0
318,17,56,8390,8926,0
5454,37,56,27500,27500,0
2576,34,51,9500,9325,0
2126,33,51,19990,22863,0
4545,0,40,3990,2213,1
5168,7,55,13750,14551,1
2575,0,64,23175,20865,1
6003,25,50,14990,3710,0
965,26,42,15250,7625,0
4002,0,66,15078,9548,0
6587,12,53,9850,6000,0
1215,34,57,6700,3825,0
5007,20,48,7990,9100,1
2510,11,75,12020,1510,0
7310,1,55,2681,2748,0
4101,9,48,9130,3990,0
3805,11,44,17980,4180,0
1287,14,79,4932,4932,0
4229,24,45,6790,4950,1
1430,28,46,17100,14300,0
2705,22,57,15151,10000,0
4730,14,44,24390,7690,0
6159,2,68,5990,4490,0
5928,6,68,2948,3088,0
1703,3,51,8400,9127,1
2498,22,48,6825,7370,0
6631,17,49,6150,6150,0
4771,17,40,16140,7886,0
4427,16,54,6502,6502,0
2412,19,43,3990,4287,0
3455,29,46,11240,8335,0
3534,33,63,5600,5600,0
4541,9,70,17750,10000,0
2036,7,47,14800,13649,0
1320,20,58,7641,7903,0
1801,11,51,14330,12630,0
7261,0,63,17150,3150,0
3784,6,46,12585,10285,0
2312,4,68,11100,8556,0
6810,12,60,2900,3135,0
139,15,42,11590,12611,0
3003,2,48,5590,6370,0
2827,15,57,8900,5493,0
7173,7,55,10690,12184,0
5359,34,51,5870,6449,0
1036,2,47,7200,7200,0
157,15,57,26790,15790,0
1009,10,58,24500,16329,0
1971,23,63,19500,15477,0
5269,0,60,3990,4105,0
1467,1,65,19690,9820,0
7297,40,59,39136,21650,0
1216,1,53,4390,4000,0
61,24,58,13500,11950,0
7266,11,46,13900,11400,0
4546,40,56,13500,17013,0
6602,16,41,16300,13800,0
6759,20,43,13620,14907,0
1075,10,51,9767,9767,0
6914,2,67,15118,10394,0
1992,25,54,20450,16837,0
708,5,70,14690,14690,0
3505,27,60,9735,10877,0
3113,3,60,4016,4016,0
439,32,49,12990,14513,0
4847,17,47,5652,5652,0
2093,14,50,10995,11525,0
2319,4,66,22980,11680,0
2450,1,51,7480,8127,1
960,21,54,12628,14237,0
2533,2,54,18244,10241,0
2963,4,47,5250,6161,1
6081,3,64,15115,8527,0
5929,20,51,27750,12950,0
1880,9,50,14351,14351,0
1270,20,48,18390,15572,0
1499,18,57,20990,15923,0
6447,23,45,10380,8548,0
2020,7,81,7590,7590,1
3621,2,55,9630,11643,1
2182,0,54,7705,7705,0
5144,1,50,4990,3211,0
5001,2,47,9250,10170,0
5958,17,49,22200,18099,0
3319,37,54,9985,9985,0
3076,33,55,5990,6460,0
4885,8,73,9500,9500,0
979,2,53,18790,10542,0
7095,36,65,14990,8364,0
5389,12,55,15495,11495,1
944,6,56,24100,14600,0
641,15,58,6500,5500,1
5789,26,52,15834,17231,0
6977,2,68,8950,11055,0
7076,14,55,7000,5000,0
5055,1,54,12490,12490,0
3203,11,49,8100,7992,0
4791,26,52,9950,12973,0
7204,6,51,15990,10404,0
3382,17,43,13490,8490,0
4666,24,56,8000,6000,0
5192,14,46,15900,8226,0
871,0,56,12990,10990,0
5973,17,77,6990,6990,0
2052,1,45,6700,4700,0
3856,10,39,4200,3330,1
5239,14,37,10690,10230,0
3601,8,67,10100,10501,0
6304,7,53,7990,8796,0
5470,19,51,13738,8738,0
6682,4,66,17877,15516,0
1323,2,62,16600,14100,0
2862,1,47,10795,3167,0
6398,8,73,22990,22990,1
1582,19,51,11670,7270,0
7164,16,52,4246,4572,0
6487,6,52,20600,14600,0
4147,21,54,4750,4750,0
1224,13,58,4401,4607,0
810,23,52,23450,23450,1
479,32,54,23990,22990,0
4462,6,77,17600,17600,0
3501,31,50,11722,12641,0
52,30,58,35480,16000,0
4766,30,51,15901,15990,0
6982,31,48,25100,25100,0
7133,2,65,11500,11500,0
3820,2,45,3488,3488,0
3357,11,58,2787,2787,0
6143,19,55,20590,16071,1
3309,25,49,9250,10380,0
360,25,45,10206,11067,0
3328,5,51,4000,4433,0
7203,7,55,21524,21524,0
6993,5,52,10000,10866,0
6444,2,57,18900,10677,0
5568,8,72,5880,6302,1
4852,6,70,22290,17498,0
3488,6,49,11235,7864,0
2144,3,53,13350,12970,0
5437,4,51,13000,5800,0
4691,16,48,10390,9226,0
3846,21,56,14069,3335,0
2536,0,46,4250,4583,0
6056,6,47,11636,12539,0
5216,1,64,6100,5400,0
6366,14,77,13990,8990,1
3774,5,44,5500,5900,0
1281,22,40,6500,6980,0
2828,29,46,10000,12039,0
2819,17,63,18900,15400,0
2374,25,52,12000,6000,0
1258,38,59,11600,7182,0
6182,25,61,17525,19012,1
3948,0,57,7300,7572,1
566,23,46,14139,6650,0
4410,5,70,5425,5425,0
3246,3,48,4057,4057,0
373,23,55,5205,5590,0
2578,13,53,5388,5589,0
4108,24,79,4500,2500,1
5403,6,69,13300,5300,0
7305,5,41,6985,6736,1
4975,4,52,12500,13394,1
1634,20,57,4600,4812,0
4395,5,59,9500,9937,1
879,5,48,3331,3331,0
1775,26,51,17000,19275,0
1963,27,59,8895,9264,0
7103,3,58,7795,7795,0
4074,21,56,6500,5869,1
5979,15,58,15550,16469,0
2663,0,66,12058,10674,0
4679,15,54,7790,7790,0
1295,24,49,25480,25480,0
2280,2,52,10500,8992,0
7068,6,52,14990,6978,0
816,35,56,6945,7499,0
6234,6,49,7900,7900,0
1373,8,68,8990,8990,1
657,8,60,24400,19100,0
6350,7,70,8209,8462,0
3684,6,55,12200,6737,0
48,3,61,9710,9220,0
1691,24,53,5130,5130,0
411,41,70,6200,6200,1
6533,6,49,5900,6499,0
1315,14,79,4552,4680,0
4575,24,61,20149,5264,0
5011,5,54,14780,10780,0
6209,6,55,10680,7680,0
1770,30,58,15949,15949,0
1371,4,55,10470,4682,0
6347,10,35,5281,5281,0
5111,46,63,7650,9055,0
2684,29,52,10744,10744,0
6990,2,43,5924,6423,0
6464,42,59,4538,4538,0
416,26,51,31000,16000,0
1656,0,63,19000,13000,0
3379,28,45,22730,23480,0
5294,2,51,8499,9206,0
5639,20,54,8000,9175,1
4458,7,63,14295,15583,1
1362,16,52,17200,15908,0
366,15,49,16771,14771,0
3350,2,55,13900,15251,0
5903,5,59,14023,14023,1
3133,58,78,4250,4340,0
6853,22,53,9700,5200,0
2346,4,63,6940,6458,0
3524,1,56,5000,4700,0
3066,16,46,20859,15859,0
5329,36,61,15947,15947,0
5078,2,51,5300,5300,0
2480,0,56,13462,14344,0
6900,33,55,6990,7658,0
2566,27,46,18078,19959,0
5345,22,52,15351,7490,0
679,29,47,4950,1550,0
4712,4,68,15590,18706,1
6392,1,48,11990,3990,1
794,3,64,10700,10700,0
1378,14,54,14500,11273,0
6107,0,50,10990,8329,0
829,14,41,15500,7500,0
6901,19,52,9995,9995,0
5865,18,47,6220,3564,0
789,9,48,7990,7990,0
5692,31,51,13528,10528,0
6017,7,67,21250,21250,0
2792,18,44,10990,12179,1
3007,16,33,7990,7995,0
3499,5,66,15990,19138,0
5328,30,53,16300,22660,0
1092,27,52,17000,12696,0
3782,27,52,9450,9450,0
4253,23,50,8650,5150,0
942,27,46,4114,4423,0
4141,19,40,13000,11500,0
2918,37,54,5970,5970,0
4586,24,51,13000,11000,0
3518,24,62,7625,4925,0
473,17,47,8300,8300,0
1310,39,58,23990,12253,0
888,5,61,9990,5915,0
6635,13,42,20700,10700,0
5438,5,65,9990,7490,0
3149,25,57,13700,5896,0
5354,31,58,9068,9960,0
1511,10,74,3860,2663,0
5509,0,57,10300,9710,1
6597,1,51,16290,9557,0
3896,9,63,11508,11508,1
6266,3,50,14200,9869,0
852,17,63,21380,21380,0
1599,12,42,13600,13093,0
3575,9,57,9519,10845,1
4129,24,51,4100,3500,0
1321,8,51,9540,7113,0
208,21,46,8914,8914,0
3336,8,54,10490,11367,0
3653,13,58,18900,8900,0
4508,13,48,8839,8839,0
6150,1,55,6340,7455,1
7137,15,54,17500,12000,0
6851,7,70,13690,13600,0
5828,24,72,16490,16490,0
3707,23,42,15547,10329,0
2707,3,61,15700,15700,0
6470,0,52,10980,10980,1
2716,8,73,26839,16839,1
6423,2,48,14500,4853,0
3106,15,35,8190,5890,0
4782,27,70,6850,6621,1
6486,13,42,14736,4856,0
5394,13,58,7900,6732,0
912,8,48,1501,1598,0
4176,18,46,12500,9653,1
6761,8,50,6194,6680,0
4879,13,49,7037,3037,0
1907,32,51,13950,12833,0
1469,23,53,14990,14990,0
4880,25,58,7238,4427,0
4319,25,59,5546,5546,0
2069,16,39,13870,12752,0
981,4,37,1643,1643,1
4013,4,53,11490,9768,0
5650,6,57,15627,14007,0
450,13,57,6077,6077,1
834,4,70,11974,11974,0
1102,30,43,13500,8361,0
6498,19,45,5390,5845,0
3734,4,49,5570,5570,0
7115,15,71,5990,6158,0
695,30,46,8485,6635,0
2236,3,67,12990,11590,0
3527,16,45,7179,6438,1
2481,23,51,10980,6412,0
2582,5,49,10407,10582,0
5744,15,60,10500,6790,0
4084,29,46,16809,16939,0
1973,9,55,8977,9470,0
1180,24,43,6800,6800,0
4776,10,54,16500,15212,0
2795,7,68,13940,10513,0
6284,15,43,14320,13510,0
3764,5,49,9690,9470,0
4401,15,53,8938,9711,0
5284,6,66,15125,12939,0
5612,8,53,13409,15271,0
2417,11,55,22880,22656,0
4993,24,58,13130,14019,1
7417,20,51,11300,5000,0
6146,32,54,9200,8694,0
5095,12,79,8441,8441,0
131,10,52,715,715,0
5574,3,44,4716,4716,0
6841,10,67,4475,4478,0
6999,30,58,24554,8737,0
4280,12,58,5098,5378,0
1566,2,57,13744,14698,0
2437,26,52,4835,4835,0
4461,33,58,22000,22000,0
2244,23,43,17990,12434,0
5879,13,42,8983,8983,0
1795,4,67,14950,7450,0
6424,17,53,13980,11980,0
5167,20,52,8676,8919,0
6868,2,64,25800,21391,0
7237,6,47,12450,10924,0
432,3,68,7990,2190,0
1119,14,79,7490,2630,0
1807,0,48,7900,8331,0
6837,2,65,5254,5590,0
2829,12,58,19199,20327,0
6762,0,46,15439,3939,0
1553,16,36,10000,9065,0
1228,2,65,11600,10455,0
4288,4,47,14600,5412,0
5166,32,57,5389,3783,0
5701,5,61,14490,14490,0
296,10,40,8475,9652,0
3347,21,47,4990,3419,0
6854,4,41,8990,4115,0
1448,18,85,18089,15589,0
604,28,59,6475,6475,1
5807,8,47,11490,5301,0
3968,0,52,8000,5364,0
6478,3,65,12700,11200,0
3023,47,64,25099,19099,0
5482,20,58,13990,15871,0
4043,2,57,9950,9950,0
1242,10,70,11990,6990,0
5638,1,66,16500,18576,0
3879,0,64,4240,4832,1
3538,18,40,9300,6272,0
7045,15,46,16700,11828,1
2942,32,53,6500,7276,0
2775,0,63,18339,15639,0
535,20,40,26000,11000,0
1563,25,48,17900,15041,0
4235,4,45,8480,3795,0
3984,33,50,29800,27300,0
1675,10,41,9850,9850,0
6985,1,65,9985,8485,0
4516,19,57,5566,5566,0
5027,2,45,5450,5450,0
2770,1,51,7990,4990,0
3573,3,56,8000,8374,0
3220,11,79,4990,4990,0
353,0,50,5850,6356,0
7134,37,59,10490,5902,0
3951,4,51,10950,9450,1
1731,5,70,14200,5000,0
3872,25,45,16950,8950,0
2341,8,62,11900,10079,0
4634,2,60,17067,15154,0
5930,18,47,13500,12826,0
4755,15,49,9990,17290,0
3558,4,60,25900,21854,1
5026,23,53,18881,17988,0
1010,12,57,8490,7721,1
7034,33,49,9818,10429,0
6620,31,55,12669,13881,0
643,0,59,16125,17111,1
7087,0,61,6500,6500,0
5065,26,65,9190,9190,0
843,26,47,14970,10860,0
447,4,47,6268,7037,1
4935,3,66,17900,19003,0
3017,11,54,13189,10041,0
4960,40,63,12150,9650,0
1029,18,57,4200,4200,0
7140,8,68,14400,14400,0
4475,18,55,13000,8000,0
5018,23,51,24900,26983,1
2344,0,65,8999,6252,0
5525,1,58,18390,19471,0
4397,4,47,6717,7504,1
3244,19,51,15000,6500,0
2272,15,56,4471,4471,0
756,2,67,13680,11680,0
7424,22,45,7900,9096,0
6590,16,35,16990,8500,0
1729,1,55,8010,5113,0
5687,7,51,14490,14919,1
4701,17,68,5771,6074,0
1049,6,72,11700,7300,0
1621,21,64,4335,4335,0
5153,1,54,9490,9490,0
4047,9,37,4000,3759,0
135,38,55,15800,6315,0
4194,20,53,5990,6949,1
700,0,53,13590,13490,0
1550,15,33,12900,4600,0
5918,5,58,17500,11200,0
2145,30,47,5308,5308,0
4590,27,56,20000,18000,0
6119,19,42,12780,14341,0
1339,15,74,14090,15056,1
1502,21,48,9898,9898,0
2228,1,60,8880,6880,0
1375,0,61,5653,6128,0
3915,1,56,7975,8586,0
2155,13,60,8990,10542,0
4984,9,48,9425,9575,0
1450,2,56,15560,15250,0
1741,36,54,13140,8435,0
6088,29,45,5173,5173,0
5944,24,54,10850,6000,0
1825,21,60,6234,5000,0
7114,32,48,21300,16300,0
332,48,64,13620,9000,0
3877,18,53,12328,6723,0
5566,22,45,12870,8353,0
4619,0,62,14000,9979,0
7121,8,55,4200,4526,0
1411,8,69,3900,4743,0
1776,13,37,10470,6990,0
3717,5,46,9990,9990,1
570,23,47,9880,9677,0
3413,20,80,13940,8440,0
1151,15,60,13980,7522,0
4266,17,59,10950,10950,0
5551,20,40,8800,8800,0
1099,21,54,27450,21750,0
2110,0,53,12480,12480,1
263,32,59,13700,12700,0
6333,20,63,7000,7000,0
2298,19,54,7719,8230,0
1027,20,56,29480,27480,0
3370,3,68,16990,4058,0
422,20,46,11000,11000,0
6864,3,57,14990,15749,0
3109,19,83,4455,4455,0
1345,14,77,4939,5077,0
6475,7,65,16000,16000,0
5206,3,68,16289,14789,0
1956,11,56,12690,9815,0
1414,27,74,10985,8101,0
494,0,56,14990,14990,1
3765,9,64,9900,9900,0
5819,4,43,6900,7525,1
1172,7,51,10689,4153,0
3639,2,57,10690,10690,1
2473,3,55,12390,4390,0
3467,6,50,8200,8816,0
6501,5,62,10400,9827,0
5075,20,50,3990,4405,0
2784,5,46,7990,9281,1
4991,4,49,12840,12637,0
710,7,40,6490,7315,1
4022,2,50,11073,11073,0
5381,5,41,5990,6635,1
3142,2,68,6590,2722,0
3199,29,63,27500,10500,0
674,26,48,11900,9900,0
2803,35,55,23596,5885,1
1595,1,64,13950,7309,0
2235,16,60,6990,7565,0
1183,0,54,8000,8765,0
2414,27,60,19646,21324,0
468,15,49,26290,14590,0
5752,20,37,6495,6436,0
696,13,53,16760,17924,1
4690,24,55,7500,3500,0
4332,2,54,6500,2400,0
2893,21,60,8250,3250,0
6268,15,62,4000,4000,0
5448,27,55,8102,8539,0
1858,22,46,23390,11869,0
6341,3,67,7233,7233,1
6664,23,63,21950,17352,0
911,19,81,6995,6995,0
5993,16,48,13870,9725,0
4603,0,56,11895,13296,0
7262,4,68,4720,4366,1
47,3,49,6166,6841,1
6721,12,57,5364,5864,0
6536,27,61,14060,15873,1
5180,5,49,4900,4648,0
4075,33,49,13990,16761,0
4914,10,69,8900,4378,0
4761,1,63,16450,18180,0
3509,15,78,11990,1990,0
7404,8,69,4989,4989,0
4035,15,50,14950,14950,1
7023,10,39,5900,5900,0
2952,2,67,8980,8980,0
5469,12,77,17100,14200,0
6445,26,60,18990,16759,0
2925,12,48,8490,5990,0
221,8,54,8999,10364,0
6551,33,60,4400,4627,0
3402,8,51,11130,12433,0
7022,13,51,5480,5047,0
4472,1,67,11215,7865,0
777,9,55,26456,21569,0
3438,13,52,8833,5190,0
6675,5,54,7590,4620,0
4915,10,63,11900,11900,0
7148,11,76,6850,4992,0
288,7,55,11390,11390,0
2732,22,57,2700,2700,0
3469,38,54,18590,16590,0
2796,0,55,10400,9400,0
4267,3,53,13489,11098,0
2008,5,57,15550,17733,0
5140,1,58,15740,13280,0
1452,22,63,9500,8418,0
2091,26,47,7690,8660,0
