,Job tenure,Age,Car price,Funding amount,Default (y)
5958,17,49,22200,18099,0
3733,1,48,12880,15573,0
91,2,56,22129,17629,0
7354,1,23,15500,15723,0
1666,0,39,12990,14837,0
979,2,53,18790,10542,0
944,6,56,24100,14600,0
7259,10,42,19980,15180,0
4279,7,45,16950,16950,0
5789,26,52,15834,17231,0
3011,1,53,23005,23122,1
6074,6,35,20111,20290,0
1393,4,55,19950,21988,0
737,2,63,34700,24700,0
6682,4,66,17877,15516,0
1323,2,62,16600,14100,0
6398,8,73,22990,22990,1
7006,0,19,19900,21650,1
300,2,42,11990,17726,0
6487,6,52,20600,14600,0
6801,16,41,19248,20047,0
5786,1,24,28990,29777,1
401,1,29,30968,29107,1
810,23,52,23450,23450,1
479,32,54,23990,22990,0
4462,6,77,17600,17600,0
52,30,58,35480,16000,0
4905,2,33,19625,16125,1
1018,1,22,15885,17642,1
4766,30,51,15901,15990,0
5775,7,47,28190,19876,0
6982,31,48,25100,25100,0
238,2,49,21145,25455,0
5413,10,46,34960,28179,0
6143,19,55,20590,16071,1
234,12,37,23000,15181,0
5430,3,31,20990,22844,0
2275,2,42,24500,26201,1
7203,7,55,21524,21524,0
5074,1,50,23500,12000,0
7047,20,47,26780,26780,0
5025,2,33,23500,23500,0
6444,2,57,18900,10677,0
6240,8,33,13750,15154,0
3166,2,47,17975,16412,0
4852,6,70,22290,17498,0
453,2,30,32000,27000,0
2654,4,31,15995,17214,1
2223,7,39,19340,14254,0
5118,10,28,20490,17990,0
2316,5,21,23000,6473,0
6723,5,31,19990,24490,0
2170,10,40,20795,22634,0
2819,17,63,18900,15400,0
7238,9,44,19800,18776,0
6182,25,61,17525,19012,1
3254,5,33,21920,23354,0
1775,26,51,17000,19275,0
3785,2,25,17410,13400,1
5979,15,58,15550,16469,0
5041,0,18,11680,12557,1
4582,8,37,34829,13829,0
334,0,39,13990,13990,0
1295,24,49,25480,25480,0
4149,0,49,16450,16450,0
3172,1,56,27000,27000,1
2880,2,18,14010,16122,1
5960,2,32,16260,16260,0
2258,0,28,15545,10487,0
6000,5,31,21895,24053,1
2648,1,28,23800,12900,0
5537,0,26,19886,23192,0
657,8,60,24400,19100,0
2370,3,47,25000,13000,0
3535,0,22,14150,11038,0
1330,2,37,16110,18266,0
5302,0,29,19414,22300,0
1770,30,58,15949,15949,0
5850,1,30,15985,18442,1
416,26,51,31000,16000,0
1656,0,63,19000,13000,0
3379,28,45,22730,23480,0
6726,1,21,25990,25990,0
4458,7,63,14295,15583,1
1362,16,52,17200,15908,0
366,15,49,16771,14771,0
3350,2,55,13900,15251,0
5201,3,34,20500,16590,0
1688,2,48,16000,15500,0
5696,6,35,17000,18834,0
3066,16,46,20859,15859,0
5329,36,61,15947,15947,0
2480,0,56,13462,14344,0
2566,27,46,18078,19959,0
2984,3,48,14777,16998,0
4712,4,68,15590,18706,1
2846,4,62,24980,26146,1
3194,16,33,13490,14111,0
7169,2,37,12490,14129,1
6017,7,67,21250,21250,0
4456,0,21,18300,19359,0
3499,5,66,15990,19138,0
5328,30,53,16300,22660,0
1310,39,58,23990,12253,0
6635,13,42,20700,10700,0
7053,0,23,11890,12948,1
6856,6,42,12900,13990,0
4386,8,37,21990,16990,0
6097,0,21,17990,19725,1
2351,5,36,13684,13927,0
4325,2,33,15990,17661,1
852,17,63,21380,21380,0
178,6,29,35010,29010,0
292,0,32,14900,10900,0
4301,0,45,22390,22390,1
2858,5,49,15700,14950,0
7137,15,54,17500,12000,0
3381,1,23,19990,19990,1
5828,24,72,16490,16490,0
2707,3,61,15700,15700,0
2716,8,73,26839,16839,1
210,12,32,20016,23250,1
3857,0,29,22000,24031,1
2884,4,38,21180,20142,0
2638,4,38,19100,14068,0
122,5,31,16110,15870,0
2004,17,35,19900,14900,0
1469,23,53,14990,14990,0
2776,7,48,21383,23432,0
5650,6,57,15627,14007,0
1860,2,19,13990,14237,1
183,0,34,28650,26973,1
6306,6,34,20081,22174,0
802,2,40,26490,29146,1
6805,2,21,24800,26756,1
1424,18,36,16190,17829,0
410,6,29,19890,19890,0
101,1,40,15990,14990,1
3885,10,32,17910,13410,0
2302,9,38,19880,13880,0
3668,0,25,21495,21495,0
4084,29,46,16809,16939,0
4060,16,49,30180,24301,0
4776,10,54,16500,15212,0
4907,1,45,22145,22145,1
4787,4,44,16000,16000,0
5936,2,37,17890,16790,1
5612,8,53,13409,15271,0
2417,11,55,22880,22656,0
705,1,19,23990,24105,1
4553,2,29,12800,14209,1
6727,2,34,17589,18379,0
7403,10,41,29000,25500,0
6999,30,58,24554,8737,0
6957,2,43,19340,19340,0
982,4,36,17140,15940,0
4098,1,41,12500,13965,1
1566,2,57,13744,14698,0
4537,2,41,22329,26658,0
4461,33,58,22000,22000,0
2244,23,43,17990,12434,0
6868,2,64,25800,21391,0
2829,12,58,19199,20327,0
381,2,62,28930,26930,1
1109,4,47,14950,12950,0
272,6,28,14690,14690,0
5701,5,61,14490,14490,0
4424,2,33,22500,22500,1
3323,4,26,20770,20658,1
2438,2,19,26980,29191,1
2879,1,28,20039,21680,0
2389,18,46,29490,25813,0
1448,18,85,18089,15589,0
6089,8,32,33500,27500,0
5888,5,36,24783,27112,0
4381,0,30,20950,22352,0
3023,47,64,25099,19099,0
5482,20,58,13990,15871,0
5008,10,33,19990,8717,0
2181,4,40,17400,10200,0
5638,1,66,16500,18576,0
2531,3,37,20922,24245,0
607,8,33,23220,18495,0
7045,15,46,16700,11828,1
1427,2,27,14250,12050,0
4714,2,46,14080,15272,1
251,3,36,18470,20098,0
2775,0,63,18339,15639,0
535,20,40,26000,11000,0
1563,25,48,17900,15041,0
1862,3,26,24962,24962,1
3984,33,50,29800,27300,0
6699,2,26,17650,15150,0
3481,3,26,24800,24800,0
2470,2,43,17900,12000,0
1251,3,27,19390,17360,0
5082,0,42,14500,12384,0
7289,4,64,35200,25200,0
333,0,34,14160,14160,0
5631,9,40,22900,24093,0
4063,9,40,16085,11085,0
4168,12,29,28900,27937,0
4634,2,60,17067,15154,0
3571,1,39,14600,14600,1
3558,4,60,25900,21854,1
5026,23,53,18881,17988,0
50,1,19,18990,20450,1
3574,11,47,25870,26790,0
643,0,59,16125,17111,1
3058,0,23,12600,13705,0
4935,3,66,17900,19003,0
2780,2,22,26000,19122,0
4119,0,37,25400,28502,1
5018,23,51,24900,26983,1
5525,1,58,18390,19471,0
2185,9,29,33670,25670,0
6393,6,30,13992,15090,0
4694,1,44,29900,28250,0
5687,7,51,14490,14919,1
6889,2,34,16480,15480,1
3660,0,48,13000,14116,0
5471,0,39,17480,13480,0
5220,4,21,12800,13986,0
3096,1,51,15990,15990,0
5120,0,34,15714,15003,1
4614,1,42,18400,17698,0
2500,0,47,26800,19300,0
5918,5,58,17500,11200,0
3692,3,36,15890,17035,1
4590,27,56,20000,18000,0
107,0,45,16300,16300,0
2905,2,31,26877,22873,0
636,0,19,19248,19248,0
2833,17,33,24190,17370,0
1732,4,40,18087,18087,1
1450,2,56,15560,15250,0
6553,1,36,13490,14983,1
487,3,43,18850,8478,0
4172,2,20,13195,16129,1
7114,32,48,21300,16300,0
1305,16,33,21980,5480,0
1739,2,24,20990,17490,0
6649,7,30,13300,13544,0
1417,7,44,22440,24281,0
2706,1,27,15185,12185,0
1099,21,54,27450,21750,0
1684,17,44,30809,24499,1
1027,20,56,29480,27480,0
6864,3,57,14990,15749,0
2329,0,23,13400,14430,0
6475,7,65,16000,16000,0
5206,3,68,16289,14789,0
5825,2,22,12150,12512,0
6924,1,49,28365,27800,0
3487,4,40,20990,20990,1
817,0,21,20500,20500,1
494,0,56,14990,14990,1
1966,0,23,17495,17495,0
4534,13,32,14490,12490,0
6258,3,26,14030,14598,1
3199,29,63,27500,10500,0
1905,4,34,16750,15050,0
1359,4,33,16989,14589,0
1473,1,46,17611,17611,0
1922,4,55,18620,21884,0
2414,27,60,19646,21324,0
468,15,49,26290,14590,0
696,13,53,16760,17924,1
5802,6,29,34990,27306,0
7420,0,36,13900,13900,0
5477,3,19,18990,20281,1
896,0,51,15500,15500,0
179,1,20,16790,18821,1
6201,2,38,25200,12700,0
1858,22,46,23390,11869,0
4740,17,38,14000,15895,0
6664,23,63,21950,17352,0
4071,1,24,25500,25810,1
4075,33,49,13990,16761,0
4761,1,63,16450,18180,0
4035,15,50,14950,14950,1
3184,2,39,18219,18219,0
5469,12,77,17100,14200,0
6445,26,60,18990,16759,0
5857,18,36,14550,15828,1
777,9,55,26456,21569,0
3886,1,52,16800,17941,0
4881,2,34,21950,21950,0
1832,2,30,14700,17351,1
3469,38,54,18590,16590,0
6454,0,23,15990,15579,1
2008,5,57,15550,17733,0
5140,1,58,15740,13280,0
547,4,67,23900,12900,0
5704,1,34,17500,17500,0
2114,0,31,17000,15641,0
5766,21,41,17305,20789,1
5738,1,42,18485,18585,0
2348,1,18,17964,17797,1
2548,0,25,12105,13167,0
2970,4,27,14990,14600,0
857,0,22,13950,15914,1
3341,1,37,24900,26597,0
3024,36,58,22487,14084,0
5344,7,52,14200,15727,1
5905,1,35,13730,15520,1
877,8,26,18200,15200,0
1496,6,31,14590,14590,0
6576,15,36,15040,18176,1
2222,0,46,15950,12760,0
7347,1,35,21400,7680,0
7324,10,58,14980,14980,1
5579,4,54,15600,14600,0
2650,2,68,20950,16950,0
2306,4,62,34460,26960,0
5199,28,47,16300,17304,0
2836,4,62,21500,21500,0
1106,1,51,18747,19537,0
2384,9,26,21000,18257,0
3761,0,33,18990,18990,1
1851,1,21,18500,19363,1
977,6,24,12025,18473,0
491,10,31,21593,11571,0
2251,5,27,23999,23999,1
2178,10,63,19890,21137,1
4988,1,38,31000,22000,1
945,7,59,32875,21252,1
322,7,57,15990,17518,1
6152,3,26,14990,16431,1
3422,5,29,19293,23164,1
4706,2,39,13701,14958,1
5160,6,25,19280,18608,0
4920,0,40,15990,15990,0
3064,5,22,20000,18334,0
2876,0,38,19990,22738,1
5241,10,51,18500,18689,0
4942,3,27,19015,21407,0
274,9,49,19400,16900,0
4250,1,20,13000,13533,0
2778,26,47,16490,16490,0
3358,27,57,17790,19174,0
3433,4,48,13680,13691,1
4222,1,24,17970,21228,1
5846,5,48,21500,7000,0
3686,2,20,27500,27000,1
5330,5,56,15695,16911,0
5597,4,48,14990,14890,0
573,17,74,24990,16990,0
5100,6,35,17350,17500,1
4482,11,48,14380,14380,0
2245,8,28,24900,12100,0
2973,28,50,16490,19178,1
2431,4,23,17090,18688,0
746,1,23,24890,23890,1
1512,0,25,16750,18434,0
5409,1,23,13000,13000,0
7229,10,51,26999,19897,0
5735,18,37,21000,7549,0
3755,34,52,25750,28889,0
2673,30,54,17940,19521,0
2015,7,26,16889,18184,0
6008,16,42,19910,20336,0
2589,14,39,22000,22000,0
805,0,33,16400,10400,0
2127,1,27,20390,23768,0
518,0,63,19300,13300,0
4794,0,29,16730,11730,0
3026,3,19,18900,19677,1
350,19,41,19921,21775,0
4667,1,43,15110,16384,0
5943,1,30,13070,13423,0
2098,2,26,20500,20500,0
5680,0,20,20000,22677,1
5340,10,27,25858,25972,1
5769,7,24,25600,23300,0
4663,2,21,24000,24000,1
1783,5,58,20660,22237,0
3482,19,46,23950,11600,0
949,23,44,12490,16216,0
7313,4,52,17490,18741,1
7142,2,26,16850,18312,0
3625,16,47,19300,16300,0
3240,10,48,18990,20262,1
1397,21,45,15490,17575,1
3781,1,37,15450,16027,0
3563,25,51,19910,17914,0
4010,9,33,16980,15286,0
5817,8,39,29899,23899,0
3409,1,32,13495,15696,1
2225,18,51,16365,15461,0
1548,5,51,14800,14300,0
3611,1,49,32000,30000,1
5039,1,18,21990,23346,1
6961,3,38,15190,15732,1
396,0,31,15869,15869,0
497,0,26,16324,16423,0
4315,3,23,22422,22672,0
1839,1,21,21690,25931,1
5862,8,71,15980,18274,1
4210,3,23,14990,16451,0
256,7,32,15680,17430,0
2142,1,22,14000,11756,0
4640,1,54,15990,18408,0
5004,6,35,23819,21441,0
3150,10,37,19490,21202,0
3235,18,50,22680,20180,1
5360,4,31,12537,13594,0
4195,0,36,14990,14580,0
3258,1,37,13890,15313,1
1746,5,42,20990,21895,0
5860,4,45,16325,17570,0
6608,9,42,14990,15975,0
5484,7,57,20550,22207,0
4796,18,65,17290,17290,0
2101,5,43,26990,26990,1
647,14,55,20400,17048,0
1164,7,63,26000,21500,0
457,0,63,19615,22096,0
5840,4,37,17000,17000,1
1372,2,54,17021,16224,0
2917,1,51,14519,15594,0
7013,3,68,17950,13190,1
2215,3,20,24377,24016,1
57,28,52,22990,15410,0
3606,0,26,14490,13055,0
3971,26,59,15500,15500,0
2364,7,27,25000,24679,0
4982,21,39,16500,13500,0
7107,1,46,16410,17678,1
1822,0,43,18950,18950,0
5833,0,63,14990,13990,0
7242,35,59,26470,27490,0
3689,11,75,18300,18300,1
4483,7,55,15100,15100,0
3715,6,33,13659,14449,1
642,11,67,19190,19190,0
2968,8,71,20540,20540,0
4051,6,33,15079,15769,1
2338,11,53,14440,15666,0
5812,1,21,21990,21990,0
3053,1,27,14790,17249,0
3626,7,49,16388,16388,0
5515,0,51,18710,19700,0
1161,10,48,23940,10704,0
6527,4,43,26500,21500,0
4025,3,52,13490,14424,1
2369,36,60,25890,25890,0
6282,18,43,19990,21815,1
314,5,58,18950,16133,0
3025,22,43,26014,26014,1
7418,26,49,19800,23458,0
219,0,19,13000,11615,0
6451,4,23,12035,13167,1
2206,4,29,22750,14742,0
6459,1,33,17690,16150,0
3875,0,24,12890,13704,0
859,3,50,13450,15228,1
1379,2,19,16500,15000,1
31,9,71,22830,12330,0
490,10,55,21189,21189,0
6371,2,24,23900,23900,0
3038,3,44,18500,18500,0
4446,1,41,25900,16900,0
5303,2,60,18000,19422,1
6476,0,49,14900,16223,1
6937,24,62,22990,20000,0
2301,6,31,19985,13985,0
3125,0,27,14890,14890,0
220,1,26,12490,13112,0
1405,7,41,15785,17151,0
6989,6,33,15340,16330,0
4003,1,35,21080,21080,0
1088,0,42,22000,24804,1
3567,7,33,17500,12500,0
4154,0,31,17303,17303,1
2561,3,47,22000,20355,0
438,4,38,20590,21810,0
7312,12,48,22500,21565,0
4094,0,27,13550,14796,0
1104,0,33,30069,20069,0
4411,0,48,15000,15000,0
7216,24,53,22300,23627,0
2991,2,49,19179,22929,0
4335,0,23,12950,13781,1
2308,19,51,15995,15995,0
1115,3,31,17205,18000,0
1419,1,34,12890,14338,1
3786,20,79,15958,15958,0
76,0,34,16700,14886,0
4838,2,20,21990,24215,1
2886,6,23,19400,9400,0
4959,5,34,17900,17397,0
596,2,21,13660,14966,0
6666,1,21,11750,12767,1
864,15,56,16990,18177,0
6243,0,52,29500,23101,0
3552,7,52,19500,20954,0
3590,12,44,14990,16098,0
957,20,53,26980,24203,0
4830,5,29,16990,23509,1
5255,23,49,24100,22100,0
6091,0,29,11800,13266,1
6283,13,54,25500,13690,0
6122,4,52,18100,18100,0
1472,7,49,23987,23011,0
5814,0,47,15990,13990,0
1068,7,50,13600,15494,0
2121,6,38,13500,14647,0
6483,39,56,19987,15000,0
7064,6,42,14600,13100,0
7028,0,37,16885,13885,0
3119,0,32,29990,29990,1
4118,23,58,18142,18142,0
2715,1,24,13490,15007,1
1541,1,26,14686,14782,0
3753,41,59,19630,17830,0
7058,8,39,12990,14585,1
15,1,30,18400,13169,0
5246,11,50,20780,19409,0
4717,15,38,20790,24038,0
683,11,45,27500,5312,0
65,9,36,19683,22848,0
5035,11,40,25049,15049,0
3121,17,45,13794,14925,1
865,23,49,19990,21880,0
7191,20,48,22250,11150,0
3721,0,56,13300,14970,1
1532,9,44,26990,23344,0
1891,3,19,27290,26911,1
1121,2,45,19209,21002,0
1162,0,38,16500,13500,0
5887,0,42,16950,17639,0
5076,0,28,14420,14420,0
718,23,45,18280,17454,0
5576,0,29,23000,25306,0
6680,1,21,22995,22995,1
5703,15,71,19400,20397,0
4708,5,27,15150,13766,0
257,4,35,12490,13838,0
5060,34,55,17500,15532,0
3942,23,50,22670,22670,0
3589,6,34,13659,17476,1
3458,4,57,15655,19299,0
2441,8,27,24000,22500,0
2153,1,42,13990,15227,0
4836,11,47,26797,26797,1
1471,14,51,17272,12643,0
1916,6,24,13500,13500,0
2588,2,45,26159,24159,0
4970,1,28,14351,14351,1
2112,2,47,14000,13200,0
4438,1,46,25590,22877,0
3891,0,30,19590,21705,0
759,0,63,21188,13976,0
1609,19,48,23665,20764,0
786,5,66,29990,28494,0
3966,4,21,14950,17447,0
6570,2,32,17780,16298,0
1309,1,26,18980,22948,1
228,4,50,17460,18490,0
6980,7,44,19400,21018,1
958,26,55,17999,14120,0
4713,7,34,14800,11785,0
5935,3,43,23779,21912,0
2337,12,43,22885,13885,0
3779,6,38,16490,14490,0
4320,0,43,15990,15572,0
509,0,21,13590,14830,1
3555,4,21,15900,17674,0
1416,2,32,13990,13048,0
6881,1,31,19286,19286,0
5707,1,23,28400,26448,0
1437,2,22,12990,13182,0
2804,0,20,12300,11944,0
7048,3,27,12890,17259,0
7267,2,25,19303,17573,0
6161,10,59,14750,14750,0
2977,3,29,24900,26833,0
3326,7,27,19181,17681,0
5397,16,52,19800,14658,0
3909,0,39,20900,19697,1
2525,10,69,16613,16613,0
2505,3,61,24990,24990,0
757,1,26,16790,18823,1
7008,11,37,13548,15290,0
4989,15,64,19550,12750,0
2080,20,55,21500,16500,0
4671,2,34,13980,14555,0
5062,1,24,18380,11801,0
268,5,28,16250,12750,0
6647,20,59,16400,17122,0
205,1,37,18490,20058,1
7284,2,20,16877,17016,1
6045,14,32,21657,18766,0
3127,7,28,16871,16818,0
7414,19,37,15550,14408,0
2254,1,23,11990,12939,0
2209,1,29,14400,11216,1
3973,4,47,22500,12741,0
240,22,40,23049,17931,0
5824,1,18,24990,24990,1
2086,9,31,15990,13990,0
7174,13,35,13990,13031,0
7084,37,55,23622,25560,0
7338,2,26,13990,11990,1
745,4,31,13990,12990,1
5668,1,20,15334,15334,0
7145,1,25,12900,12400,1
3426,0,49,26450,24170,0
6633,4,42,12990,14077,0
5787,23,40,20900,19200,0
4894,8,48,15809,14509,0
6250,2,22,19085,19674,0
7050,0,25,14900,14273,0
1881,16,43,16995,15191,0
7146,10,56,19880,21779,0
5257,4,46,22618,7378,0
1509,16,55,23250,25080,0
2077,2,33,16139,18458,1
252,19,36,19500,18200,0
1654,5,42,13670,13670,0
5103,1,25,15900,15300,0
371,2,22,26480,29039,1
2495,1,30,15100,16384,0
