,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Default (y)
2100,19,62,14490,12105,0,60,0
1480,26,56,9000,9739,0,96,0
5624,5,69,9500,9500,0,84,1
5013,28,82,6780,5280,0,24,1
4041,9,33,24885,22535,0,60,0
430,11,73,14990,14500,0,60,0
3274,1,49,2718,2890,0,24,1
6257,0,44,11750,13562,0,60,0
3075,2,43,14737,14876,0,24,0
3032,18,45,9276,9276,0,48,1
4290,28,58,15069,11184,0,60,0
1700,0,31,9119,9119,0,60,1
5395,34,51,14990,4490,1,24,0
283,10,71,2775,2804,0,12,1
970,23,40,13970,13970,0,96,0
6708,7,41,13900,12457,0,72,0
1626,1,51,15305,15500,0,12,0
2815,30,55,15350,12350,0,84,0
3656,26,55,18402,3500,1,36,0
3362,2,18,7770,8644,0,96,1
706,11,76,6900,7407,0,60,1
5552,4,42,29184,29561,0,72,0
1578,1,40,17990,19571,0,60,0
1056,26,50,12850,9750,0,48,0
6203,1,36,9690,8936,0,60,1
5461,33,54,12430,14009,0,48,0
5189,28,47,9380,9380,0,60,0
1803,3,67,12705,12828,0,60,0
3094,7,55,7990,7990,0,60,1
4004,36,58,17165,6855,1,24,0
1078,35,52,19025,9806,1,60,0
6362,2,33,13220,9887,0,48,0
6612,10,41,13980,16044,0,60,0
5316,3,31,16900,16394,0,72,0
1201,18,39,14300,5800,1,24,0
1728,7,66,9659,9758,0,12,1
1720,14,54,24136,23136,0,60,0
6690,5,47,8456,10114,0,84,1
2594,0,24,14400,15382,0,36,0
978,7,67,12200,12200,0,60,0
1361,0,27,22390,24720,0,84,0
5784,25,46,18650,14650,0,72,0
3809,5,78,11940,12676,0,72,1
1025,6,71,11990,9490,0,72,0
2646,4,54,15180,14180,1,48,0
4570,0,36,18990,20268,0,48,0
211,24,43,23000,9000,1,12,0
4803,7,56,9850,9767,0,96,0
2897,8,51,10480,9778,0,48,0
2410,0,19,6290,5790,0,60,1
4692,19,57,19990,15781,0,48,0
185,0,37,10120,11306,0,96,0
1535,22,47,11318,11318,0,48,0
7141,7,71,7950,7000,0,36,1
511,12,76,6711,7149,0,84,1
701,30,50,9990,4990,0,48,0
6648,1,37,16810,18488,0,72,0
298,24,47,15030,15158,0,48,0
3794,0,42,20719,23098,0,96,0
231,1,41,23860,20990,0,84,0
2166,9,52,20204,3285,1,12,0
736,5,67,14488,11627,0,48,0
2445,12,54,9990,11686,0,72,1
2895,6,43,18567,18567,0,96,0
4028,2,65,10895,11455,0,60,0
6929,20,41,13990,16557,0,84,0
1096,50,70,15990,12990,0,36,0
4273,0,21,4500,1894,1,12,0
4554,17,36,13849,10849,0,60,0
3544,22,42,14665,16068,0,72,0
2477,0,37,14700,11200,0,48,0
2464,0,32,10900,10874,0,96,0
5459,2,24,14000,15189,0,60,0
6907,11,76,18200,14800,0,60,0
1817,5,51,15040,10500,0,60,0
7018,1,41,22300,24302,0,72,0
1610,13,51,13990,4690,1,36,0
1192,16,43,10740,10740,0,72,0
803,30,56,10403,10889,0,36,0
6178,11,43,13990,13990,0,96,0
3929,12,47,13500,9800,0,60,0
1533,12,51,21200,10722,0,36,0
2868,10,49,9950,9950,0,84,0
1488,2,50,14319,14319,0,72,0
3473,4,51,12480,10422,0,60,0
5653,3,27,20239,19638,0,72,0
4152,4,37,18900,15628,0,60,0
5957,29,61,12844,14020,0,60,0
5885,1,46,11250,13360,0,84,0
5799,0,44,30850,20980,0,48,0
6200,0,38,19480,13619,0,72,0
5418,24,60,16500,13500,0,48,0
5673,3,31,18990,20897,0,72,0
6567,5,57,10850,7537,0,48,1
1793,14,36,29493,25993,0,96,0
321,26,46,15300,17384,0,60,0
4404,2,55,15487,16361,0,72,0
6746,3,54,22000,22000,0,48,0
7070,12,39,23980,23980,0,60,0
6462,1,66,5287,5287,0,36,1
6594,1,22,13000,10881,0,60,0
2789,7,70,19377,16377,0,96,0
3933,0,32,15600,17283,0,84,0
5242,5,54,27377,27439,1,60,0
4080,35,55,23723,12548,1,48,0
1921,3,42,8140,8854,0,60,1
5171,8,55,11395,8879,0,36,0
5455,6,49,16250,10380,0,96,0
2972,15,49,11790,12564,0,48,0
1519,15,46,15284,5404,0,24,0
6622,3,46,18459,17458,0,60,0
2250,4,35,13000,10220,0,48,1
7302,8,45,11090,9090,0,72,0
2881,1,27,15990,13490,0,60,0
6299,2,54,11532,11532,0,48,0
6277,0,47,11288,12647,0,48,0
6062,26,54,13300,14149,0,36,0
3667,17,67,18500,18500,0,72,0
397,16,52,17849,8446,0,48,0
4376,1,40,17490,19077,0,60,0
1105,4,60,5300,5806,0,48,1
5277,14,49,16500,14821,0,60,0
6066,0,55,11299,8799,0,60,0
1436,4,42,14900,16190,0,60,0
4085,33,49,19630,13532,1,24,0
4722,12,40,8990,9828,0,48,1
599,14,52,14200,13945,0,36,0
1023,0,42,12290,8790,0,48,0
4668,15,47,10800,9634,0,36,0
4217,6,28,22368,19483,0,60,0
1108,1,45,11233,8866,0,48,0
355,24,60,13040,16481,0,96,0
315,2,47,11490,10941,0,60,0
2765,20,43,10990,5990,1,36,0
2609,8,51,24740,16740,0,48,0
6058,10,44,15990,15990,0,60,0
621,19,46,10450,10237,0,60,0
59,28,48,29139,9139,1,36,0
3994,4,59,16950,15816,0,60,0
4092,1,25,13210,11900,0,60,0
4502,1,26,17950,16950,0,60,0
2323,16,44,10580,9580,0,60,0
3425,22,61,5500,2791,1,36,0
4264,16,55,3032,3032,0,15,1
3450,2,30,24500,14500,0,60,0
4870,3,23,16109,16109,0,60,0
2700,2,57,27280,18900,0,48,0
7201,4,33,18390,11146,0,48,0
6140,5,57,15990,15318,0,72,0
3905,2,65,16900,16847,0,72,0
3434,1,53,7748,1544,1,12,0
4306,1,18,6200,6845,0,36,1
1340,21,38,23580,13580,0,48,0
3680,20,46,4810,2391,1,48,0
1569,1,21,25490,27214,0,48,0
937,4,50,15800,12000,0,60,0
1113,1,48,11835,11501,0,60,0
3001,8,50,11390,9390,0,60,0
4995,0,39,9579,12756,0,96,0
7425,9,38,4502,4856,0,48,1
5564,0,49,12190,12190,0,72,0
5230,7,26,14240,14240,0,84,0
2517,1,39,11950,12100,0,84,0
7221,0,44,22000,23603,0,48,0
1767,26,48,8470,2470,1,12,0
5440,0,26,9600,8400,0,96,0
5243,42,60,9990,11641,0,84,0
3749,4,30,9970,11025,0,36,1
4861,16,56,10418,10418,0,60,0
5623,19,39,22930,22930,0,60,0
5281,37,57,13490,11990,0,60,0
2685,1,30,15900,15230,0,84,0
3366,2,37,13402,11146,1,48,0
192,36,56,21400,15925,0,60,0
62,4,23,19890,16747,0,48,0
1426,4,59,28180,19458,0,60,0
3306,23,50,21260,21900,0,72,0
4917,10,70,11985,2134,1,12,0
589,0,59,20500,21582,0,84,0
2303,1,21,13890,16162,0,96,0
7200,14,38,14950,16950,0,60,0
7092,3,48,9841,10901,0,72,0
3431,21,47,10500,3200,1,36,0
5356,13,42,20289,20289,0,60,0
6638,3,31,10990,9490,0,84,0
5798,1,44,16990,16990,0,48,0
4774,0,49,12990,10076,0,96,0
2288,2,35,14420,13247,0,48,0
32,4,53,14900,13500,0,72,0
4726,23,49,21989,21989,0,60,0
1111,6,47,17300,13300,0,48,0
469,18,77,7299,7299,0,24,1
5054,3,25,14990,12510,0,60,0
1538,17,48,22300,21300,0,72,0
1575,5,70,20830,14184,0,60,0
5522,16,58,6000,6722,0,60,1
96,5,41,12968,12968,0,48,0
6244,2,45,5900,4296,0,36,1
1129,2,66,18198,10798,0,60,0
6952,25,59,13700,11461,0,60,0
1979,0,20,11365,12225,0,60,1
1671,3,35,11940,5435,1,48,0
972,8,57,11800,5800,1,60,0
7290,8,39,12510,13200,0,60,0
1163,38,55,18939,17066,0,72,0
339,0,21,8684,9259,0,48,1
6321,0,39,21490,19290,0,60,0
4500,25,58,15617,17055,0,48,0
5151,0,56,9190,4834,1,36,0
4329,37,54,11485,13358,0,72,0
5964,4,51,8750,10469,0,84,0
3153,3,52,16400,12911,0,72,0
3395,19,44,8490,5912,0,48,1
4357,9,58,13990,14950,0,60,0
7428,6,32,12300,11300,0,72,0
2726,0,50,14985,16559,0,72,0
5380,18,51,13049,13853,0,72,0
626,5,21,18800,20539,0,72,0
2997,5,57,13309,5294,1,12,0
58,15,56,11801,12500,1,60,0
2094,6,44,12300,6984,0,84,0
2916,7,58,10550,11158,0,96,0
1429,18,49,20990,19757,0,48,0
6912,4,27,17590,15719,0,60,0
4165,7,43,8950,7604,0,72,0
5121,4,39,10400,11432,0,72,1
676,5,39,19300,8500,1,36,0
1337,11,48,19479,18979,0,96,0
194,2,29,15000,14724,0,24,0
6922,2,67,14400,13400,0,48,0
3245,10,42,14525,14536,0,60,0
1669,23,54,17990,10990,0,60,0
3168,29,56,20000,19712,0,60,0
2670,3,66,10990,3990,1,24,0
841,1,26,13064,14525,0,84,0
3089,2,35,11200,12433,0,96,0
2572,0,27,16140,12940,0,72,0
3932,16,48,10800,10800,0,60,0
387,5,54,5900,6329,0,36,1
6274,22,62,9790,5480,1,36,0
4240,5,34,20980,15780,0,36,0
2103,6,47,15900,13300,0,48,0
7180,3,27,6490,1539,1,12,0
4122,1,48,11440,10181,0,72,0
4951,19,49,13730,12494,0,60,0
3693,13,38,10990,6057,0,48,0
6479,10,32,8415,9429,0,48,1
3296,2,52,11990,11990,0,72,0
6189,10,66,30970,19970,0,48,0
5454,37,56,27500,27500,0,60,0
5538,3,30,9790,9790,0,72,0
2576,34,51,9500,9325,0,48,0
3021,3,29,13830,10866,0,60,0
2126,33,51,19990,22863,0,60,0
4545,0,40,3990,2213,0,24,1
5168,7,55,13750,14551,0,48,1
3475,0,29,13116,10175,0,48,0
6003,25,50,14990,3710,1,24,0
965,26,42,15250,7625,0,24,0
6942,1,36,15990,18850,0,72,0
4002,0,66,15078,9548,1,60,0
4291,2,26,20100,16100,0,48,0
4731,2,31,14115,13275,0,60,0
4087,1,26,15300,17038,0,48,0
4698,2,28,15890,15890,0,48,0
6587,12,53,9850,6000,0,60,0
5007,20,48,7990,9100,0,60,1
2510,11,75,12020,1510,1,12,0
6751,1,40,14500,16131,0,96,0
4101,9,48,9130,3990,1,36,0
3805,11,44,17980,4180,1,24,0
6651,12,44,31000,25000,0,96,0
4229,24,45,6790,4950,0,48,1
5636,1,31,12950,11435,0,72,0
1430,28,46,17100,14300,0,48,0
2705,22,57,15151,10000,0,36,0
7222,2,39,12990,12499,0,60,0
4730,14,44,24390,7690,1,36,0
1703,3,51,8400,9127,0,60,1
5196,9,30,15990,14143,0,60,0
4105,5,30,16900,12148,0,36,0
7252,5,43,9990,9990,0,60,0
4771,17,40,16140,7886,1,48,0
2619,1,35,12849,12165,0,60,0
1094,0,27,12200,12200,0,60,0
3000,4,30,16900,20346,0,96,0
93,9,34,19990,14190,0,60,0
3455,29,46,11240,8335,0,96,0
543,2,20,5990,5990,0,48,1
752,7,40,10990,13288,0,96,0
4541,9,70,17750,10000,0,60,0
2036,7,47,14800,13649,0,60,0
4751,0,35,14890,9990,0,48,0
1801,11,51,14330,12630,0,84,0
7261,0,63,17150,3150,1,24,0
3784,6,46,12585,10285,0,60,0
2662,2,48,10990,11955,0,60,0
2312,4,68,11100,8556,0,48,0
139,15,42,11590,12611,0,60,0
4987,0,25,11550,12537,0,60,0
7173,7,55,10690,12184,0,60,0
2910,13,39,13900,15076,0,60,0
157,15,57,26790,15790,0,48,0
7421,8,44,17980,18719,0,48,0
1009,10,58,24500,16329,0,48,0
1971,23,63,19500,15477,0,48,0
6654,2,26,11400,9237,0,60,0
1467,1,65,19690,9820,1,60,0
465,1,41,20950,21800,0,60,0
7297,40,59,39136,21650,1,60,0
1886,0,28,11500,11500,0,60,0
6519,7,34,14390,6325,1,36,0
61,24,58,13500,11950,0,60,0
7266,11,46,13900,11400,0,60,0
4546,40,56,13500,17013,0,60,0
1649,2,42,13870,15366,0,84,0
6602,16,41,16300,13800,0,60,0
6759,20,43,13620,14907,0,72,0
1075,10,51,9767,9767,0,48,0
5195,6,41,13750,13750,0,60,0
6914,2,67,15118,10394,0,36,0
2906,0,18,12800,13908,0,60,1
1992,25,54,20450,16837,0,72,0
3718,6,31,14300,13093,0,84,0
4441,0,45,11990,11990,0,72,0
3862,0,28,9950,9550,0,72,1
708,5,70,14690,14690,0,60,0
3949,3,22,13333,11747,0,60,0
5983,1,47,13200,10000,0,60,0
439,32,49,12990,14513,0,96,0
866,0,29,16600,6600,1,24,0
2093,14,50,10995,11525,0,96,0
4055,2,30,11387,11526,0,60,0
4442,6,25,13990,13990,0,84,0
2319,4,66,22980,11680,0,60,0
5495,3,26,7000,7573,0,60,1
2450,1,51,7480,8127,0,60,1
1894,1,27,14933,13499,0,96,0
960,21,54,12628,14237,0,96,0
2533,2,54,18244,10241,0,60,0
4695,8,35,12000,12000,0,72,0
2963,4,47,5250,6161,0,72,1
6081,3,64,15115,8527,1,60,0
5929,20,51,27750,12950,0,36,0
3049,20,36,24990,24990,0,60,0
4487,3,39,21475,20327,0,72,0
1880,9,50,14351,14351,1,60,0
1270,20,48,18390,15572,0,60,0
1499,18,57,20990,15923,0,60,0
3559,2,20,13990,15289,0,60,1
480,4,36,10990,10990,0,60,0
6447,23,45,10380,8548,0,60,0
2020,7,81,7590,7590,0,72,1
3621,2,55,9630,11643,0,96,1
3698,5,24,19100,17990,0,48,0
5958,17,49,22200,18099,0,96,0
3733,1,48,12880,15573,0,96,0
91,2,56,22129,17629,0,96,0
3480,7,37,18970,1810,1,12,0
3319,37,54,9985,9985,0,72,0
7354,1,23,15500,15723,0,60,0
1666,0,39,12990,14837,0,60,0
188,6,38,12159,10659,0,60,0
979,2,53,18790,10542,0,48,0
7095,36,65,14990,8364,0,48,0
944,6,56,24100,14600,0,48,0
641,15,58,6500,5500,0,36,1
7259,10,42,19980,15180,0,60,0
4279,7,45,16950,16950,0,96,0
5789,26,52,15834,17231,0,60,0
5055,1,54,12490,12490,0,60,0
4791,26,52,9950,12973,0,84,0
5531,0,42,13600,9100,0,72,0
6074,6,35,20111,20290,0,72,0
7204,6,51,15990,10404,0,48,0
3382,17,43,13490,8490,0,36,0
2318,3,20,8450,8874,0,72,1
5192,14,46,15900,8226,1,48,0
871,0,56,12990,10990,0,72,0
7295,0,40,8790,4983,1,24,0
1393,4,55,19950,21988,0,84,0
737,2,63,34700,24700,0,36,0
3616,0,35,7980,8593,0,48,1
1079,2,34,11715,11840,0,84,0
3856,10,39,4200,3330,0,36,1
5239,14,37,10690,10230,0,48,0
6115,10,33,15500,10000,0,60,0
5470,19,51,13738,8738,0,48,0
6682,4,66,17877,15516,0,60,0
1323,2,62,16600,14100,0,72,0
2862,1,47,10795,3167,1,24,0
4955,11,33,10208,11125,0,72,0
1582,19,51,11670,7270,0,36,0
111,0,42,9990,11381,0,60,0
300,2,42,11990,17726,0,48,0
6487,6,52,20600,14600,0,60,0
6801,16,41,19248,20047,1,60,0
12,2,48,13400,11800,0,96,0
479,32,54,23990,22990,0,96,0
4462,6,77,17600,17600,0,60,0
3501,31,50,11722,12641,0,48,0
52,30,58,35480,16000,0,60,0
4766,30,51,15901,15990,0,72,0
5775,7,47,28190,19876,0,72,0
6982,31,48,25100,25100,0,72,0
7133,2,65,11500,11500,0,48,0
238,2,49,21145,25455,0,72,0
5413,10,46,34960,28179,0,48,0
5785,2,36,10389,9191,0,72,0
903,9,38,10200,9900,0,84,0
234,12,37,23000,15181,0,60,0
5430,3,31,20990,22844,0,60,0
3309,25,49,9250,10380,0,96,0
360,25,45,10206,11067,0,60,0
7203,7,55,21524,21524,0,72,0
5074,1,50,23500,12000,0,36,0
7047,20,47,26780,26780,0,48,0
5025,2,33,23500,23500,0,48,0
6444,2,57,18900,10677,0,72,0
5568,8,72,5880,6302,0,60,1
1434,0,38,12028,12028,0,60,0
6240,8,33,13750,15154,0,84,0
3166,2,47,17975,16412,0,72,0
4852,6,70,22290,17498,0,36,0
453,2,30,32000,27000,0,60,0
3488,6,49,11235,7864,0,48,0
2144,3,53,13350,12970,0,60,0
5437,4,51,13000,5800,0,36,0
4691,16,48,10390,9226,0,60,0
3846,21,56,14069,3335,1,36,0
6056,6,47,11636,12539,0,48,0
2138,10,26,12000,12000,0,48,0
2223,7,39,19340,14254,0,96,0
5118,10,28,20490,17990,0,60,0
2316,5,21,23000,6473,1,24,0
6723,5,31,19990,24490,0,96,0
4816,0,33,10900,10995,0,72,0
2170,10,40,20795,22634,0,60,0
2828,29,46,10000,12039,0,96,0
2819,17,63,18900,15400,1,60,0
2374,25,52,12000,6000,0,48,0
7238,9,44,19800,18776,0,60,0
1258,38,59,11600,7182,0,60,0
3948,0,57,7300,7572,0,72,1
5406,10,34,11825,8311,0,48,0
3254,5,33,21920,23354,0,48,0
566,23,46,14139,6650,1,60,0
2960,1,38,10890,10841,0,60,0
2519,0,25,8000,8938,0,96,1
4108,24,79,4500,2500,0,24,1
5403,6,69,13300,5300,1,48,0
7305,5,41,6985,6736,0,48,1
4975,4,52,12500,13394,0,48,1
4395,5,59,9500,9937,0,36,1
5227,2,39,14710,10970,0,60,0
1775,26,51,17000,19275,0,60,0
6693,1,42,11990,11872,0,84,0
6645,0,33,9500,9500,0,72,1
4074,21,56,6500,5869,0,60,1
5979,15,58,15550,16469,0,60,0
5041,0,18,11680,12557,0,36,1
4582,8,37,34829,13829,1,36,0
6966,6,25,7579,8541,0,96,1
2663,0,66,12058,10674,0,60,0
334,0,39,13990,13990,0,48,0
1295,24,49,25480,25480,0,60,0
4149,0,49,16450,16450,0,60,0
3388,0,21,8990,10224,0,60,1
2880,2,18,14010,16122,0,60,1
6264,0,19,6450,7171,0,84,1
5960,2,32,16260,16260,0,60,0
2258,0,28,15545,10487,0,60,0
7068,6,52,14990,6978,0,48,0
2648,1,28,23800,12900,0,60,0
5537,0,26,19886,23192,0,72,0
1373,8,68,8990,8990,0,60,1
657,8,60,24400,19100,1,96,0
3684,6,55,12200,6737,0,60,0
2370,3,47,25000,13000,0,36,0
411,41,70,6200,6200,0,72,1
3535,0,22,14150,11038,0,48,0
1330,2,37,16110,18266,0,60,0
4575,24,61,20149,5264,1,36,0
5302,0,29,19414,22300,0,72,0
5011,5,54,14780,10780,0,24,0
6209,6,55,10680,7680,0,60,0
4510,11,30,12500,11964,0,60,0
1770,30,58,15949,15949,0,48,0
2684,29,52,10744,10744,0,48,0
3939,7,37,6237,6999,0,96,1
416,26,51,31000,16000,1,48,0
1656,0,63,19000,13000,0,48,0
3379,28,45,22730,23480,0,60,0
6726,1,21,25990,25990,0,60,0
3442,0,24,12500,10500,0,60,1
73,1,37,14700,7118,1,24,0
5639,20,54,8000,9175,0,60,1
1362,16,52,17200,15908,0,60,0
6123,5,22,14000,4000,1,36,0
366,15,49,16771,14771,0,48,0
3350,2,55,13900,15251,0,72,0
5201,3,34,20500,16590,0,60,0
5666,1,30,9200,2200,1,24,0
1688,2,48,16000,15500,0,60,0
5696,6,35,17000,18834,0,84,0
4979,2,23,11820,10633,0,60,0
3066,16,46,20859,15859,0,72,0
5329,36,61,15947,15947,0,36,0
2480,0,56,13462,14344,0,60,0
2566,27,46,18078,19959,0,72,0
5345,22,52,15351,7490,1,60,0
679,29,47,4950,1550,1,12,0
2984,3,48,14777,16998,0,60,0
794,3,64,10700,10700,0,72,0
1378,14,54,14500,11273,0,48,0
6107,0,50,10990,8329,0,36,0
829,14,41,15500,7500,0,36,0
6901,19,52,9995,9995,0,96,0
102,3,22,6600,2764,1,24,0
2754,3,29,10984,6426,1,36,0
3194,16,33,13490,14111,0,96,0
5692,31,51,13528,10528,0,60,0
6017,7,67,21250,21250,0,48,0
4456,0,21,18300,19359,0,60,0
3499,5,66,15990,19138,0,84,0
5328,30,53,16300,22660,0,96,0
1092,27,52,17000,12696,0,84,0
3782,27,52,9450,9450,0,60,0
4253,23,50,8650,5150,1,60,0
4141,19,40,13000,11500,0,96,0
4586,24,51,13000,11000,0,60,0
1310,39,58,23990,12253,0,48,0
6635,13,42,20700,10700,0,48,0
5438,5,65,9990,7490,0,72,0
3149,25,57,13700,5896,1,24,0
5354,31,58,9068,9960,0,48,0
7053,0,23,11890,12948,0,48,1
6856,6,42,12900,13990,0,60,0
4386,8,37,21990,16990,0,48,0
3834,0,49,13327,12327,0,60,0
5509,0,57,10300,9710,0,48,1
2521,7,43,10700,11853,0,96,0
6597,1,51,16290,9557,1,48,0
