,Job tenure,Age,Car price,Funding amount,Default (y)
6479,10,32,8415,9429,1
6189,10,66,30970,19970,0
318,17,56,8390,8926,0
5454,37,56,27500,27500,0
2576,34,51,9500,9325,0
2126,33,51,19990,22863,0
2575,0,64,23175,20865,1
6003,25,50,14990,3710,0
965,26,42,15250,7625,0
4002,0,66,15078,9548,0
4291,2,26,20100,16100,0
6587,12,53,9850,6000,0
1215,34,57,6700,3825,0
5007,20,48,7990,9100,1
2510,11,75,12020,1510,0
1261,2,35,30070,27441,1
4101,9,48,9130,3990,0
3805,11,44,17980,4180,0
6651,12,44,31000,25000,0
1287,14,79,4932,4932,0
5184,4,36,9335,2394,1
4229,24,45,6790,4950,1
1430,28,46,17100,14300,0
2705,22,57,15151,10000,0
4730,14,44,24390,7690,0
5196,9,30,15990,14143,0
2498,22,48,6825,7370,0
4105,5,30,16900,12148,0
6631,17,49,6150,6150,0
4771,17,40,16140,7886,0
4427,16,54,6502,6502,0
2412,19,43,3990,4287,0
303,0,23,25280,20280,1
93,9,34,19990,14190,0
3455,29,46,11240,8335,0
3534,33,63,5600,5600,0
4541,9,70,17750,10000,0
5185,12,32,7500,6565,0
3651,0,26,14790,9437,1
2476,10,34,16900,16990,1
1320,20,58,7641,7903,0
4751,0,35,14890,9990,0
1801,11,51,14330,12630,0
7261,0,63,17150,3150,0
6810,12,60,2900,3135,0
139,15,42,11590,12611,0
2827,15,57,8900,5493,0
5359,34,51,5870,6449,0
2910,13,39,13900,15076,0
157,15,57,26790,15790,0
1009,10,58,24500,16329,0
1971,23,63,19500,15477,0
1467,1,65,19690,9820,0
7297,40,59,39136,21650,0
6519,7,34,14390,6325,0
61,24,58,13500,11950,0
7266,11,46,13900,11400,0
4546,40,56,13500,17013,0
6602,16,41,16300,13800,0
6759,20,43,13620,14907,0
1075,10,51,9767,9767,0
6914,2,67,15118,10394,0
1992,25,54,20450,16837,0
3505,27,60,9735,10877,0
5983,1,47,13200,10000,0
439,32,49,12990,14513,0
866,0,29,16600,6600,0
4847,17,47,5652,5652,0
2093,14,50,10995,11525,0
2319,4,66,22980,11680,0
960,21,54,12628,14237,0
2533,2,54,18244,10241,0
6081,3,64,15115,8527,0
5929,20,51,27750,12950,0
3049,20,36,24990,24990,0
1270,20,48,18390,15572,0
1499,18,57,20990,15923,0
6447,23,45,10380,8548,0
764,5,29,11600,8184,0
5958,17,49,22200,18099,0
91,2,56,22129,17629,0
3480,7,37,18970,1810,0
3319,37,54,9985,9985,0
3076,33,55,5990,6460,0
979,2,53,18790,10542,0
7095,36,65,14990,8364,0
5389,12,55,15495,11495,1
944,6,56,24100,14600,0
641,15,58,6500,5500,1
7259,10,42,19980,15180,0
5789,26,52,15834,17231,0
7076,14,55,7000,5000,0
3203,11,49,8100,7992,0
4791,26,52,9950,12973,0
5531,0,42,13600,9100,0
7204,6,51,15990,10404,0
3382,17,43,13490,8490,0
4666,24,56,8000,6000,0
5192,14,46,15900,8226,0
7295,0,40,8790,4983,0
5973,17,77,6990,6990,0
737,2,63,34700,24700,0
3856,10,39,4200,3330,1
5239,14,37,10690,10230,0
6115,10,33,15500,10000,0
5470,19,51,13738,8738,0
6682,4,66,17877,15516,0
1323,2,62,16600,14100,0
2862,1,47,10795,3167,0
4955,11,33,10208,11125,0
1582,19,51,11670,7270,0
7164,16,52,4246,4572,0
300,2,42,11990,17726,0
6487,6,52,20600,14600,0
6801,16,41,19248,20047,0
4147,21,54,4750,4750,0
1224,13,58,4401,4607,0
810,23,52,23450,23450,1
479,32,54,23990,22990,0
3501,31,50,11722,12641,0
52,30,58,35480,16000,0
4905,2,33,19625,16125,1
4766,30,51,15901,15990,0
5775,7,47,28190,19876,0
6982,31,48,25100,25100,0
5413,10,46,34960,28179,0
3357,11,58,2787,2787,0
6143,19,55,20590,16071,1
234,12,37,23000,15181,0
3309,25,49,9250,10380,0
2375,1,31,11490,6518,0
360,25,45,10206,11067,0
5074,1,50,23500,12000,0
7047,20,47,26780,26780,0
6444,2,57,18900,10677,0
4852,6,70,22290,17498,0
453,2,30,32000,27000,0
3488,6,49,11235,7864,0
5437,4,51,13000,5800,0
4691,16,48,10390,9226,0
3846,21,56,14069,3335,0
2138,10,26,12000,12000,0
2223,7,39,19340,14254,0
576,6,28,9450,5794,0
6366,14,77,13990,8990,1
5118,10,28,20490,17990,0
1281,22,40,6500,6980,0
2316,5,21,23000,6473,0
2170,10,40,20795,22634,0
2828,29,46,10000,12039,0
2819,17,63,18900,15400,0
2374,25,52,12000,6000,0
7238,9,44,19800,18776,0
1258,38,59,11600,7182,0
6182,25,61,17525,19012,1
5406,10,34,11825,8311,0
566,23,46,14139,6650,0
373,23,55,5205,5590,0
2578,13,53,5388,5589,0
4108,24,79,4500,2500,1
5403,6,69,13300,5300,0
1634,20,57,4600,4812,0
5227,2,39,14710,10970,0
1775,26,51,17000,19275,0
1963,27,59,8895,9264,0
4074,21,56,6500,5869,1
3785,2,25,17410,13400,1
5979,15,58,15550,16469,0
4582,8,37,34829,13829,0
4679,15,54,7790,7790,0
1295,24,49,25480,25480,0
2258,0,28,15545,10487,0
7068,6,52,14990,6978,0
2648,1,28,23800,12900,0
816,35,56,6945,7499,0
657,8,60,24400,19100,0
3684,6,55,12200,6737,0
2370,3,47,25000,13000,0
1691,24,53,5130,5130,0
411,41,70,6200,6200,1
1315,14,79,4552,4680,0
4575,24,61,20149,5264,0
5011,5,54,14780,10780,0
6209,6,55,10680,7680,0
4510,11,30,12500,11964,0
1770,30,58,15949,15949,0
1371,4,55,10470,4682,0
6347,10,35,5281,5281,0
5111,46,63,7650,9055,0
2684,29,52,10744,10744,0
6464,42,59,4538,4538,0
416,26,51,31000,16000,0
1656,0,63,19000,13000,0
3379,28,45,22730,23480,0
73,1,37,14700,7118,0
5639,20,54,8000,9175,1
1362,16,52,17200,15908,0
6123,5,22,14000,4000,0
366,15,49,16771,14771,0
5201,3,34,20500,16590,0
5666,1,30,9200,2200,0
3133,58,78,4250,4340,0
6853,22,53,9700,5200,0
3066,16,46,20859,15859,0
5329,36,61,15947,15947,0
6900,33,55,6990,7658,0
2566,27,46,18078,19959,0
5345,22,52,15351,7490,0
679,29,47,4950,1550,0
6392,1,48,11990,3990,1
1378,14,54,14500,11273,0
829,14,41,15500,7500,0
6901,19,52,9995,9995,0
5865,18,47,6220,3564,0
2754,3,29,10984,6426,0
3194,16,33,13490,14111,0
5692,31,51,13528,10528,0
2792,18,44,10990,12179,1
3007,16,33,7990,7995,0
5328,30,53,16300,22660,0
1092,27,52,17000,12696,0
3782,27,52,9450,9450,0
4253,23,50,8650,5150,0
942,27,46,4114,4423,0
4141,19,40,13000,11500,0
2918,37,54,5970,5970,0
4586,24,51,13000,11000,0
3518,24,62,7625,4925,0
473,17,47,8300,8300,0
1310,39,58,23990,12253,0
888,5,61,9990,5915,0
6635,13,42,20700,10700,0
3149,25,57,13700,5896,0
5354,31,58,9068,9960,0
4386,8,37,21990,16990,0
6597,1,51,16290,9557,0
6266,3,50,14200,9869,0
852,17,63,21380,21380,0
178,6,29,35010,29010,0
5451,13,36,12639,12639,0
1599,12,42,13600,13093,0
4129,24,51,4100,3500,0
292,0,32,14900,10900,0
1321,8,51,9540,7113,0
208,21,46,8914,8914,0
3653,13,58,18900,8900,0
4508,13,48,8839,8839,0
7137,15,54,17500,12000,0
5828,24,72,16490,16490,0
3707,23,42,15547,10329,0
2716,8,73,26839,16839,1
6423,2,48,14500,4853,0
210,12,32,20016,23250,1
3106,15,35,8190,5890,0
4782,27,70,6850,6621,1
6486,13,42,14736,4856,0
2638,4,38,19100,14068,0
5394,13,58,7900,6732,0
4176,18,46,12500,9653,1
4879,13,49,7037,3037,0
1907,32,51,13950,12833,0
2004,17,35,19900,14900,0
1469,23,53,14990,14990,0
4880,25,58,7238,4427,0
4319,25,59,5546,5546,0
2069,16,39,13870,12752,0
450,13,57,6077,6077,1
2617,12,33,15450,8350,0
1102,30,43,13500,8361,0
6498,19,45,5390,5845,0
6621,0,37,6890,2890,0
7115,15,71,5990,6158,0
695,30,46,8485,6635,0
1424,18,36,16190,17829,0
3527,16,45,7179,6438,1
3885,10,32,17910,13410,0
2302,9,38,19880,13880,0
2481,23,51,10980,6412,0
5744,15,60,10500,6790,0
4084,29,46,16809,16939,0
4060,16,49,30180,24301,0
2691,1,26,11990,4501,0
1180,24,43,6800,6800,0
4776,10,54,16500,15212,0
2795,7,68,13940,10513,0
6284,15,43,14320,13510,0
2600,1,21,16890,6890,0
4401,15,53,8938,9711,0
2417,11,55,22880,22656,0
4993,24,58,13130,14019,1
7417,20,51,11300,5000,0
6146,32,54,9200,8694,0
5095,12,79,8441,8441,0
7403,10,41,29000,25500,0
131,10,52,715,715,0
6841,10,67,4475,4478,0
6999,30,58,24554,8737,0
4280,12,58,5098,5378,0
330,10,39,14000,12000,0
1892,0,22,7600,2600,0
2437,26,52,4835,4835,0
4461,33,58,22000,22000,0
2244,23,43,17990,12434,0
5879,13,42,8983,8983,0
1795,4,67,14950,7450,0
6424,17,53,13980,11980,0
5167,20,52,8676,8919,0
6868,2,64,25800,21391,0
432,3,68,7990,2190,0
1119,14,79,7490,2630,0
2829,12,58,19199,20327,0
381,2,62,28930,26930,1
6762,0,46,15439,3939,0
1553,16,36,10000,9065,0
4288,4,47,14600,5412,0
5166,32,57,5389,3783,0
296,10,40,8475,9652,0
2018,1,26,11800,4298,0
3347,21,47,4990,3419,0
6854,4,41,8990,4115,0
2389,18,46,29490,25813,0
1448,18,85,18089,15589,0
604,28,59,6475,6475,1
5807,8,47,11490,5301,0
6089,8,32,33500,27500,0
765,12,30,9999,7999,1
3023,47,64,25099,19099,0
5482,20,58,13990,15871,0
5008,10,33,19990,8717,0
2181,4,40,17400,10200,0
1242,10,70,11990,6990,0
607,8,33,23220,18495,0
3538,18,40,9300,6272,0
7045,15,46,16700,11828,1
2415,5,30,12750,7005,0
2942,32,53,6500,7276,0
2775,0,63,18339,15639,0
535,20,40,26000,11000,0
1563,25,48,17900,15041,0
4235,4,45,8480,3795,0
3984,33,50,29800,27300,0
1675,10,41,9850,9850,0
4516,19,57,5566,5566,0
1924,8,41,16500,10500,0
2470,2,43,17900,12000,0
7289,4,64,35200,25200,0
3220,11,79,4990,4990,0
7134,37,59,10490,5902,0
4063,9,40,16085,11085,0
1731,5,70,14200,5000,0
3872,25,45,16950,8950,0
2341,8,62,11900,10079,0
4168,12,29,28900,27937,0
5930,18,47,13500,12826,0
4755,15,49,9990,17290,0
3558,4,60,25900,21854,1
5026,23,53,18881,17988,0
6142,1,27,10950,6465,0
1010,12,57,8490,7721,1
3574,11,47,25870,26790,0
7034,33,49,9818,10429,0
6620,31,55,12669,13881,0
5065,26,65,9190,9190,0
843,26,47,14970,10860,0
2780,2,22,26000,19122,0
3017,11,54,13189,10041,0
4960,40,63,12150,9650,0
1029,18,57,4200,4200,0
4475,18,55,13000,8000,0
5018,23,51,24900,26983,1
2344,0,65,8999,6252,0
3244,19,51,15000,6500,0
2272,15,56,4471,4471,0
2185,9,29,33670,25670,0
7424,22,45,7900,9096,0
6590,16,35,16990,8500,0
4694,1,44,29900,28250,0
4701,17,68,5771,6074,0
1049,6,72,11700,7300,0
1621,21,64,4335,4335,0
5471,0,39,17480,13480,0
135,38,55,15800,6315,0
4194,20,53,5990,6949,1
2500,0,47,26800,19300,0
1550,15,33,12900,4600,0
5918,5,58,17500,11200,0
6754,5,32,10390,4658,0
2145,30,47,5308,5308,0
4590,27,56,20000,18000,0
6119,19,42,12780,14341,0
1339,15,74,14090,15056,1
1502,21,48,9898,9898,0
2905,2,31,26877,22873,0
2155,13,60,8990,10542,0
2833,17,33,24190,17370,0
1741,36,54,13140,8435,0
6088,29,45,5173,5173,0
487,3,43,18850,8478,0
5944,24,54,10850,6000,0
1825,21,60,6234,5000,0
7114,32,48,21300,16300,0
1305,16,33,21980,5480,0
332,48,64,13620,9000,0
1739,2,24,20990,17490,0
3877,18,53,12328,6723,0
5566,22,45,12870,8353,0
1456,3,39,8980,4980,0
4619,0,62,14000,9979,0
1776,13,37,10470,6990,0
570,23,47,9880,9677,0
3413,20,80,13940,8440,0
1151,15,60,13980,7522,0
4266,17,59,10950,10950,0
5551,20,40,8800,8800,0
1099,21,54,27450,21750,0
263,32,59,13700,12700,0
6333,20,63,7000,7000,0
1684,17,44,30809,24499,1
2298,19,54,7719,8230,0
1027,20,56,29480,27480,0
3370,3,68,16990,4058,0
422,20,46,11000,11000,0
3109,19,83,4455,4455,0
4781,0,27,9700,4997,0
1345,14,77,4939,5077,0
1956,11,56,12690,9815,0
1414,27,74,10985,8101,0
1172,7,51,10689,4153,0
4534,13,32,14490,12490,0
2473,3,55,12390,4390,0
5075,20,50,3990,4405,0
4750,10,41,13000,11952,0
1086,8,30,10990,6441,1
3142,2,68,6590,2722,0
3199,29,63,27500,10500,0
674,26,48,11900,9900,0
2803,35,55,23596,5885,1
1595,1,64,13950,7309,0
2235,16,60,6990,7565,0
2422,0,29,11600,2045,0
7110,2,26,12990,6990,0
149,8,32,14640,8122,0
2414,27,60,19646,21324,0
468,15,49,26290,14590,0
5752,20,37,6495,6436,0
696,13,53,16760,17924,1
5802,6,29,34990,27306,0
4690,24,55,7500,3500,0
1259,8,32,11598,9344,0
4332,2,54,6500,2400,0
2893,21,60,8250,3250,0
6268,15,62,4000,4000,0
6201,2,38,25200,12700,0
5448,27,55,8102,8539,0
1858,22,46,23390,11869,0
3903,3,27,9500,2695,1
4740,17,38,14000,15895,0
6664,23,63,21950,17352,0
911,19,81,6995,6995,0
5993,16,48,13870,9725,0
6721,12,57,5364,5864,0
6536,27,61,14060,15873,1
4075,33,49,13990,16761,0
4914,10,69,8900,4378,0
3509,15,78,11990,1990,0
4035,15,50,14950,14950,1
7023,10,39,5900,5900,0
5469,12,77,17100,14200,0
6445,26,60,18990,16759,0
2925,12,48,8490,5990,0
6551,33,60,4400,4627,0
7022,13,51,5480,5047,0
5857,18,36,14550,15828,1
4472,1,67,11215,7865,0
777,9,55,26456,21569,0
1479,2,40,9995,4199,0
3438,13,52,8833,5190,0
4915,10,63,11900,11900,0
7148,11,76,6850,4992,0
2732,22,57,2700,2700,0
3469,38,54,18590,16590,0
1452,22,63,9500,8418,0
2091,26,47,7690,8660,0
547,4,67,23900,12900,0
5767,25,51,16750,10750,0
121,1,59,11650,5906,0
5766,21,41,17305,20789,1
5683,16,46,13100,14209,0
2513,2,29,12590,1751,0
3010,4,51,15450,11575,0
7116,9,36,9470,6420,0
5080,28,54,10205,10205,0
1561,11,76,4405,2997,0
1883,22,50,10450,6570,0
3024,36,58,22487,14084,0
2903,8,55,13750,10230,0
4919,9,55,10990,5166,0
6388,11,61,6630,5168,0
6772,23,49,6990,8415,1
4764,10,50,10590,9417,1
7020,10,49,7450,2873,0
1871,0,26,11700,6108,0
1912,12,76,16490,6990,0
7311,21,47,6412,6894,0
1046,10,70,7190,8393,1
6767,15,58,5037,5618,1
877,8,26,18200,15200,0
4294,16,76,6885,6949,0
6576,15,36,15040,18176,1
2222,0,46,15950,12760,0
7347,1,35,21400,7680,0
5723,11,46,6900,6000,0
7324,10,58,14980,14980,1
2650,2,68,20950,16950,0
2306,4,62,34460,26960,0
7273,24,45,7250,5566,0
719,11,53,12490,9490,0
3520,25,45,4300,4564,1
5199,28,47,16300,17304,0
4800,12,61,10030,4676,0
6329,35,54,11000,11718,0
2384,9,26,21000,18257,0
5816,26,45,16695,10595,0
4046,19,50,21200,6500,0
5086,27,51,20467,8000,0
4258,4,51,8237,4357,0
2119,26,59,11990,11990,0
1064,13,57,6900,3400,0
245,14,60,11385,11485,0
4664,18,56,7449,7449,0
7228,26,47,8900,9547,0
3148,25,53,3700,3758,0
977,6,24,12025,18473,0
5593,15,61,9890,11742,0
491,10,31,21593,11571,0
6252,12,48,4440,4440,0
2178,10,63,19890,21137,1
4416,8,50,11990,4398,0
3758,11,76,5552,3000,0
4988,1,38,31000,22000,1
945,7,59,32875,21252,1
174,3,84,10800,5000,0
3414,35,52,9500,10465,0
3844,4,27,10000,3615,0
1506,14,52,3990,2146,0
812,33,50,9295,4912,0
501,14,59,6000,7036,0
70,13,73,14950,10950,0
2542,43,60,11990,6990,0
6943,1,41,6350,1912,0
2087,21,77,7600,8026,1
1158,9,40,13990,12002,0
2642,27,51,17900,9211,0
779,11,74,10496,10993,1
7158,36,55,4683,4683,0
4190,14,74,7980,7278,0
5626,8,36,12120,5901,0
6429,21,57,3486,3682,1
4938,12,72,7780,2580,0
4996,14,46,12790,9113,0
5087,15,60,11999,10150,0
2937,23,42,7490,6773,0
1173,13,33,12030,10280,0
4829,19,59,13990,9990,1
2239,3,47,6500,2500,0
7264,23,83,6420,6420,1
622,6,49,7200,3600,0
4624,14,78,15490,15490,0
5241,10,51,18500,18689,0
2932,12,55,11890,9890,0
274,9,49,19400,16900,0
1714,15,41,9800,9694,0
2778,26,47,16490,16490,0
3358,27,57,17790,19174,0
1350,10,73,8150,3384,0
4574,15,53,11895,9695,0
5846,5,48,21500,7000,0
4886,10,31,9990,10822,0
2788,34,52,15550,14118,0
2677,25,45,8500,8500,0
2342,15,46,6095,6605,0
6808,21,54,10989,9489,0
2016,3,31,14041,7137,0
408,9,43,10520,5340,0
573,17,74,24990,16990,0
4550,31,66,13550,10550,0
