,Benchmark,ID,Job tenure,Age,Car price,Funding amount
1357,0.28542845551565305,0.016459275423678043,0.06254573871560083,-0.009308560180124997,-0.0042156249207625255,0.2262672852795805
2095,0.24727029176692258,0.05752705719056968,0.013061710073162902,0.06392565362748026,0.0021467656093681294,0.2575815613638477
1261,0.984175342739056,0.05134452501075472,0.33670692938656754,0.069310846108062,-0.46267125136733034,0.9904515313770993
1354,0.8563755770146962,0.189318531852635,-0.0703700687124025,0.551652459410461,0.6752461146731779,-0.12378274754414244
5325,1.0112211993097837,-0.02085564837724104,0.20032577392367293,0.10030779399668974,0.49939343811346454,0.5029806552722808
6159,0.24515539527925548,0.07223530889553495,0.012324357910589489,0.017853588595471703,0.026047254984779885,0.24283155713785587
1044,0.24011499424152985,0.04964067184039293,-0.013961505746459291,0.03961988607726992,-0.055592192402289436,0.27627261225346345
5219,0.25727026007198395,0.0652935404491919,0.0017113181624675018,0.03883432424500442,0.036825591483158664,0.1563152074706194
3785,1.0616702648762684,0.16331192423641927,0.3707025208152333,0.23711216724762962,-0.16201076707645412,0.453513186540172
511,1.0461241994525772,0.34170990940585694,0.040858160757173134,0.4700768119885166,0.6875249806160433,-0.0966127931948628
73,0.3085376022078358,0.08218977160960923,-0.011281761247699695,0.03493854365316094,0.1198152884317256,0.13403333898837763
6237,1.0761134782225736,0.05030303002500498,0.23988604084843643,0.2789563012429314,0.629865416340265,0.0612316811595946
7297,0.279962785137676,0.05185859119668079,0.10895796133484388,0.018072857099644055,0.2257435333706556,-0.009726186174734537
5624,1.0691972472779045,0.09326804579129067,0.11761038763243437,0.28896020041543735,0.5141885172685153,0.22988596105503906
2057,0.2708400576647701,0.03238069955622653,-0.016213177432047223,0.05708788072293827,0.04303017805771646,0.17123522098378427
1954,0.26465317896897356,0.0444150105505223,0.08722719207199481,0.09341817276010207,0.1485782505494903,0.006341608103317086
676,0.3065256258582653,0.04945000176268356,0.021960971130692956,0.04112581964779262,0.1646389482195897,0.0903498003552502
14,0.28180625618051275,0.08933790121343814,0.0770751677162694,0.02550865649937533,-0.06966724040065954,0.22898690562537344
2829,0.25588511452215357,0.023524946057438868,0.0631809650597221,0.03438617246583963,0.2367740357732431,-0.048475893274578664
4885,0.2509488180123335,0.05193028709386563,0.07230878068236857,0.0194026439639715,0.011077454005639788,0.1171834130210815
3217,0.22238150430183706,0.023794968167160768,0.02124028661343689,0.048762878432005864,0.07346512116585784,0.16424903791960213
2436,0.25173809037661576,-0.00829244547247249,0.10098721253802825,0.13823650140369656,0.05059836638170144,0.016729787553831414
1620,1.005926516452675,-0.039458940430419205,0.24104636405117796,0.46048804700459506,0.4430134527220505,0.20230748258001693
4080,0.3029468202303119,0.029192101854854664,0.12755742010762477,0.028022096404437313,0.15071050668863295,0.03473060469939193
4600,0.2726462187604674,0.010904525447810702,0.07150826801395731,0.0920341083135046,0.08827021619951671,0.08837855936940198
2470,0.24646093648868103,0.02755062724283408,0.013541905768834694,0.08797346191135832,0.15928463397684073,0.09879145183614897
1634,0.2844770368502035,0.10478266752832428,0.07645158370155046,-0.006016314469173061,-0.1334590246166246,0.1858184201696803
6620,0.28656885274998617,0.07253292853892349,0.1814909837074669,0.026592400977227367,0.0570182873956904,0.03196904416517316
2623,0.22837307211365857,0.03322357292705108,0.08377498423037781,0.12119994020777645,0.0007140709790911862,0.19307217871674873
7311,0.2495126135846506,0.04966692442436446,0.0842987430899472,0.06752026627195912,-0.0009463684662272934,0.15404806017523193
2094,0.29571786867218874,0.030386121781740546,0.05203611065514871,0.058787553080681385,0.0613416299283406,0.1641714930551385
6621,0.26133123412750825,0.06256908245488316,-0.0016487866899497301,0.04335888098294797,0.02326459924474867,0.2272519100926916
4416,0.3190468264358472,-0.016217580665286613,0.03886499396350422,0.08080801130163676,0.05505690589895087,0.16596614596887097
5231,1.1037806807005175,0.03747750979985317,0.2359943472355113,0.21854857727537433,0.014734716283592072,0.8229222549847799
598,0.2984067271339366,0.009163006735341421,0.0881055693345129,0.12795106290366576,-0.010591833331998705,0.11706927648907275
5111,0.28326631188353324,0.0700363613231893,0.11649109060837799,-0.015413947157531041,-0.022048177390899242,0.11512929255117788
3790,0.2233179562836716,0.019547422411902694,0.04608766922872968,0.046286315170910294,-0.04385096923122082,0.2920659707625869
6178,0.27478550366927285,0.03353797837671212,0.0920715097311245,0.08526544219110122,0.07749416298782966,0.06188942064098957
4284,1.0165309823028799,0.1023029312980518,0.056688945011171776,0.1193569525127529,-0.2692222260867799,1.2177695386228964
3049,0.25313278277556894,0.04376304705463947,0.09890760405503925,0.10646965496000213,0.18161325249344648,-0.06652374890624657
1414,0.30217383739629056,-0.010508199703023885,0.10955215802495806,-0.08235322643909472,0.03557241809694256,0.197360013882383
3358,0.2621216091420212,0.022064156922419302,0.18827608462859965,0.04554912634848065,0.13820470915612296,-0.032754261940539826
4958,0.9261746411132055,0.35898140585847066,0.35519110824633315,0.2710430342754628,0.5246045514265395,-0.08219540858223276
44,0.24532187044176715,0.10456115049068221,0.0084846446919541,0.06575585213677274,0.1870882090713807,0.010280520919104355
4603,0.23662456411118699,0.03855966953077711,0.030608288704635556,0.08137840203461497,0.09416914471041511,0.06619937275716609
3518,0.28665155485359595,0.017205232484042512,0.08364872229917958,0.004478487866732791,-0.018010631455480486,0.23772258674181815
1507,0.22783893900025468,0.054786160922209476,0.021183551978364593,0.021731617241468323,0.032315283566274555,0.24065506709762893
2091,0.28833996424810904,0.03426602015108604,0.16892015247044787,0.06355858662037661,-0.019398518756508488,0.08549974146383021
3382,0.28796949045214976,0.00547606868104144,0.06954588562442132,0.06861332808865517,0.07692904431864347,0.14396091313451598
1416,0.23056899754581064,0.05845310892315957,0.012151571840970956,0.05046343004626799,0.15521585532072393,0.09613506497796041
6942,0.26020874453345694,0.13892325635022004,-0.036812892655804605,0.03762602074383691,0.09782682750235441,-0.06622821445618374
2177,0.9857509898829747,0.08810325824524436,0.12419715539038556,0.07381002256790883,-0.05343635967727597,1.0947173316097958
6715,0.31189515381053207,0.05224677773685253,0.052939266965021554,0.06348030151228239,0.07560143300601935,0.12773233654975802
3834,0.2491049015722022,-0.002279370003598666,0.013258552323116611,0.11782553440446665,0.08531321049487264,0.09287153237910445
6518,0.2905582746476522,0.022299286797156478,0.1595733081408615,0.029780710226855724,0.1468791168666896,0.011655452218934898
5168,1.052743588948007,0.09269457939815702,0.06795565116305942,0.12061940153394632,0.28840870500931337,0.7590835851968848
1744,0.2725684176952506,0.03798662017630846,0.04442936015592568,0.0629557398532825,0.15438518033085516,0.08238968256907385
4584,0.23215440506264898,0.03466759363240909,0.03557162919880078,0.061999803825011954,0.06730630110947863,0.1211581981127166
3570,0.2652640822280139,-0.01079427780135429,0.15301505192631812,0.05565737554565344,-0.000582505706200996,0.08290270963365988
5375,0.2665770383849058,0.06076710703725514,0.06977057563124071,0.04696912562672581,0.013872151737127381,0.12204761647389471
6577,0.3101085735142412,0.055619494533568514,0.08914994188705203,0.019622652711774557,0.02560561451370184,0.16481257879250516
6339,0.2800220813632425,0.012507149432849722,0.08040102674363303,0.04438433040605564,0.11311038404590225,0.09463238083370366
5026,0.2685687733458243,0.03859675469407608,0.15565162249726738,0.039457654561202087,0.1409298517889069,-0.04782924702167664
2412,0.2562625828906049,0.043658540640473704,0.08162460776123398,0.0836332397387359,-0.033998618434310006,0.2240885189033062
7155,0.30070888565934123,0.0655727756380916,0.10520773071246203,0.040735784236205434,0.01279846484174998,0.15020360661710255
1405,0.25019109045268356,0.05545199790435297,0.07521933523035874,0.08722920080823211,0.1323160849755761,-0.01732951695690327
6075,0.2742360085195993,0.030171975902505217,0.0846191052418757,0.082742500755118,0.07822937782724419,0.07410145266244163
3784,0.2652929830075091,0.003529888243646795,0.08472397308955137,0.04472800849468843,0.061414771559564596,0.13867141365097665
334,0.22680353375210668,0.031230795369469638,0.008205100199377778,0.06563081004367016,0.1726957320930271,0.07731262258156499
7057,0.2504629963260559,0.062094325638469595,0.017537163983606673,0.07101888009104129,0.17390215892020133,0.022017028077934535
1032,0.25762060591380836,0.07050897734112169,0.09983268617273261,0.046250084936874866,0.11197306747618885,0.010369346679460325
964,0.25221204981510154,0.033137093009186526,0.09724581270938115,0.07346574672385554,0.13952585289411498,0.02687233818121324
2517,0.24295522939795605,0.03159236094151549,-0.01426149208427257,0.06142311580818986,0.07843339661756077,0.09117515810213825
210,1.0431723664175099,0.1474280787629236,0.0074430593478265646,0.07992272509856606,-0.10853351675805889,1.1357047430752676
5471,0.2495787842755736,0.03177304641851654,0.01807836896066847,0.054254808483611895,0.1827511181640692,0.08762924167246075
1732,1.0751947353706164,0.08732901901273774,0.174981364627247,0.0022668310410668,-0.08237226425415856,0.9038812551351363
1731,0.2778787645246223,0.035019397024368126,0.03347265969578188,0.02352655513162195,0.10005694523959828,0.18513011870477353
2299,0.9678534919815132,0.29283835764835603,0.024163421827825896,0.3473517023017868,0.6134978581450212,0.010487691826665216
4500,0.2674001842977267,0.012814711973080052,0.1341463634172792,0.01209521254069749,0.17470168112178297,-0.014844039494340011
6754,0.285333117140489,0.055010969089983944,0.025776958324603198,0.023522513331892182,0.0238082369473572,0.2321978079446867
7261,0.283603634441922,0.013872878079469263,0.01746956896662925,0.04993492737188251,0.11268295764266181,0.19004703584486254
6311,0.2435574198852041,0.033057160598365005,0.007805945542312571,0.06332511794965558,0.07465368136155244,0.16123519332021943
1897,1.0225473071980198,0.21698458844733984,0.02748180196179398,0.4088939035008118,0.11504152676409618,0.47624949162986746
6101,0.24857623500162115,0.10159016356478875,0.0091409870938209,0.03238246154458669,-0.0107279408510167,0.15669894212304045
3265,1.0335624276854944,0.24308474131147262,0.25587034398572367,0.12324358953186279,0.21205676922147937,0.3541913171270997
3803,0.24809716266910067,0.02460664704583155,0.0936861513803646,0.09487399565968403,0.1979004890417809,-0.08782887113082645
4401,0.256746853193048,0.01857564934032273,0.0827155114028379,0.060758130279987596,0.04662675425924372,0.1323990687192976
4772,0.23411549435429718,0.030095862870792,0.027467709530234172,0.06832497712959971,0.007632040418942659,0.2243216052885841
2882,1.0222207008651711,0.054671461388002905,0.30670035101866355,0.008276295650164946,-0.316610201021533,1.1016014896398698
3181,0.25090835024842145,0.042603338983929366,0.007881923036459518,0.06508540340205697,0.02953463308715839,0.22804108973537737
7323,0.26536763793303597,0.033988776321812436,0.08679674908907625,-0.006094870652399661,0.07307425515226258,0.09999385424020449
132,1.0020287396357543,-0.07428870649841857,0.04278208523113723,0.4198172234911322,1.0925213762898731,-0.19843153565202373
2498,0.2725245752544601,0.007097334294412958,0.133315615445644,0.07569015103138672,-0.015428369744701093,0.12088618464336856
7359,1.0419314244973172,0.21388211965628934,0.43159283150014205,0.1405186759923188,0.2713253659764513,0.3287857456351067
2902,0.30203349387653766,0.023748652548072957,0.0661973049404512,0.04275234689898957,0.07335248944836575,0.15630163286206852
1595,0.2688864283607642,0.06448655673082622,0.016057562929466383,0.03384458867865702,0.1399932802559884,0.1428821626946793
434,0.2875546203880527,0.0162664402202321,0.12377864318861295,0.0506360180225206,0.08673233399192092,0.0977462486816018
3501,0.29547828829982997,0.009470659633949177,0.16138290146477308,0.11772755812073264,0.060571244828164526,0.03132251954854848
6834,0.2428845630302228,0.10058112808847722,0.07089540189293282,-0.0427936719553841,0.08169011063424134,0.12926586417862507
3017,0.25935746352413,0.02182233010178423,0.07642527203710144,0.03540856360540271,0.09635073999896811,0.1358475197376059
2688,0.25640724693092876,0.03515281116867365,0.031740857984210724,0.06927365320977433,0.14932534751553947,0.08067044762261272
6305,0.2664658909080231,0.014053476673415048,-0.0047283913361830495,0.029224140850305218,0.07890245738087272,0.20446584186427622
748,1.1346896097986057,0.08463486582809704,0.18240827762808826,0.046977904290627884,0.20248824798942963,0.7607181161151305
3386,1.0395472694977241,0.08421737537105378,0.2863782723355894,0.06169479564660594,-0.4884277782726633,1.1777446419706379
6977,0.20831500531807687,0.0033975375479373166,0.03794026285335401,0.04454395543046624,0.0871563823819737,0.14144538108548385
4271,0.25655265163192215,0.01961295656280964,0.048661322566395875,0.03248624161641079,0.26628324340311565,-0.06160360319182488
4365,0.24840303383951795,0.025975607742106117,-0.004607300684432822,0.08897963024684688,0.017050750936502084,0.2195500817284573
5277,0.28096127078687494,0.05417131734284772,0.07512992561587145,0.07909185896597548,0.14840931513687997,0.016301600055026903
468,0.2770934907270617,0.04444335180314177,0.08465580116908719,0.0726184214652804,0.18025771349154562,-0.0012880482445896812
4428,0.2765911376280974,0.015583181447851625,0.0488396969541274,0.047939793545842914,0.1155071295818093,0.13520401865130363
1835,0.25934656546973217,0.023084660962022642,0.05646665297667732,-0.011821190335112178,0.23761905341787104,0.02984648417499523
3277,0.24752565621868017,0.01607998223304078,0.06362852400452312,0.08706380674895348,0.2101459814654672,-0.011497839406083551
3195,0.9954613732115707,0.1550348396881132,0.2874502493724399,0.11167066231411771,0.7411843899480561,-0.008162729070997986
2684,0.26847784056711904,0.04010400193639406,0.1346401198202128,0.04464040604775021,0.03662835304647305,0.12915956797352127
6527,0.23853245428255315,0.037746506689522695,0.025091218172165093,0.10403881998854092,0.19635153445762518,0.003689461138224219
6153,0.2375072231096803,0.0553917983730378,-0.0037694178763013025,0.03600149527823267,0.06150809786218206,0.23544857220974447
6460,0.2517109845315353,0.026505146062510126,0.018414985194571243,0.17906210534240996,-0.004749993939037953,0.11243760684530606
3309,0.2829876666653319,0.024094874572563287,0.12983559112506116,0.08646869257377587,0.06013858111435408,0.10007377274973721
5359,0.3281542602668244,0.05689703687911855,0.12220478792082512,0.09750264597131768,0.0013336201447247318,0.09854122863705544
1425,0.23779682977215652,0.06429525066915256,0.026662074236885883,0.06353805789208425,0.0330807267582685,0.19551898626908545
4410,0.2506701294221109,-0.02113279837281509,0.03498553696007938,0.08223374138620547,-0.04986349212386327,0.18063090749170485
2312,0.24896821631562002,-0.005030393360877813,0.0008343484054442245,0.02126998671704054,0.0334465496000211,0.20487457103402903
864,0.25894226316541,0.010107780028674499,0.0933026356732427,0.05932682230327236,0.1718673577664611,-0.03258940655620359
6321,0.23700870009381683,0.04584323939175977,0.005833265773069524,0.058562828320639825,0.2558294359679947,0.006868724124140985
3903,1.0048914214812938,0.3847826184567747,0.3627292906383601,0.21883414102601764,0.281533694027295,-0.0930395850598733
6105,0.23239146818962492,0.09779171632207054,-0.00010374531860204601,0.08570666562351406,-0.02582985620395602,0.20446519197902316
222,0.8957240975616909,0.34785703847832317,-0.08923518806553239,0.2636220884028557,0.7841663722373694,0.13491322454073523
6286,0.20836056262185856,0.11693312379086594,-0.01526620425975535,0.03603534491655452,0.06334739824034158,0.049736371788079464
4404,0.22571686944754699,0.028203980867600644,0.022014310375966444,0.05567930482879622,0.17622181485885421,0.02981249899910727
1487,0.26789552447449766,0.03267577178843545,0.005499676544811219,0.05436385714390572,0.040875485238388305,0.22483785397685846
2759,0.24817611309287865,0.04531944230364612,0.06921168126413191,0.04338397975994595,0.009806667686465324,0.2088323652753812
7006,1.2429260366913946,0.16860251497113254,0.17981497481864883,0.5756539520752515,-0.13085457992418087,0.5530031746651349
7110,0.27011793353004193,0.03599732489158121,-0.01325044092107948,0.02511715102649347,0.0730071501557168,0.2160945132502637
50,1.1032796337666522,-0.13450953111286335,0.2814062921904111,0.6491984982548883,-0.12667999855871379,0.7474043756753248
325,0.9003391024794107,0.39607759287951544,0.2133048825385575,0.0028095234560341228,0.6934358538093759,0.03293114193972156
6110,0.2519022251181385,0.03608008273935916,0.004400035943172326,0.08886427040142036,0.07312286448400873,0.060784441944436725
3207,0.2685917188131811,0.03960391002107225,0.029822285506449414,0.03310866139818952,-0.0026039685733006013,0.20613875076568305
5418,0.294388631325809,0.021606241517433625,0.10863402655168398,0.005599470422060979,0.15851754000679733,0.04303500875558777
4126,0.26655369256043043,0.03617732920542909,0.09566347418007956,0.051033546228791735,0.0176267612654933,0.11857125166759867
4475,0.28565506765368015,0.005644653086108517,0.043066887886216584,0.015556390188937463,0.06886374938111472,0.20984975890160693
3616,1.060605932158151,0.1202046218282264,0.252495159710239,0.12272695160750094,0.7077734172214951,0.05116361711313139
6763,0.24875093249845506,0.05590748753443636,0.07486552657748481,0.06375475813314377,0.14852386523223168,0.04113401445756279
3666,0.27006710819384205,0.02130182414380309,0.0721846143704628,0.0912900001245556,-0.005702635361853769,0.18583256820639574
1158,0.2577634683470988,0.06791458328050852,0.07463639510888148,0.07161397341428562,0.11893958021666448,0.07725396609331085
2707,0.23070092188899147,0.04643117355125225,0.02780693225579437,0.04664151047734584,0.2252947615384034,0.004047728629493164
812,0.33100699657427735,-0.0010790180396468513,0.10784739084485563,0.08079022112724558,0.02094850898668285,0.1380649560241069
149,0.3082759988576474,0.08537379231163099,0.04706455449927991,0.03587668603171817,0.1130575382963827,0.09379966582969788
4101,0.2890438254256127,0.010764379604384956,0.07785047039737214,0.016828775156328437,0.0658153079491352,0.12523070231424208
1226,0.2347209327386694,0.06412135944707131,0.011969190406731587,0.06609834514053205,0.021593389775902402,0.21996318285354985
4630,0.28091275417672534,-0.021864954928685162,-0.0115127902422295,0.02925750046819548,0.03486604843186804,0.2230491647160378
3703,0.2410410636287566,-0.009122873714464309,0.034631238286773974,0.07873204843164557,0.06449505041830654,0.0835884428354537
2868,0.2549957745642445,0.03561442431649043,0.06231814333941422,0.09340749309495189,0.02784314511321887,0.136606283360313
5013,0.9005258924293793,0.21973212258112054,0.05242779336946343,0.6933369044354234,0.5969620769782203,-0.00699112844768623
4487,0.22819897014803847,0.023875494858080125,0.021662069093409085,0.06223945856926608,0.29435830024270543,-0.006056145137017752
2651,0.24439779283120522,0.0007314510654615788,0.06964708005652143,0.08546901266485267,-0.0030944234201350815,0.13954223208768898
6315,0.25343410822453616,0.05502320917480625,-0.03125776386981641,0.02246240799570998,0.05708686940417527,0.13357896146140136
1360,0.2841128136297576,-0.004942307844152435,0.089970541917835,-0.01639060305681553,0.04941603048808435,0.13894024372518066
1515,0.23871271173887085,0.04396973489241306,0.0015088875944008553,0.023435831845339414,0.12103992594727851,0.16251802510617253
5918,0.2578604081507369,0.018843495898341427,0.027730961712291727,0.026280876569678042,0.17215603540580426,0.0903405142943061
5994,0.9515103956062136,0.11258849143435959,0.36061130417221,0.07009136177247922,0.7330403963390902,-0.04567810250632437
1436,0.2335515129495508,0.060447047238358934,0.03600523124960794,0.07474038370003826,0.17478154402616033,0.045548198437450754
706,1.0374146555394066,0.18998753832863388,0.04156253558729941,0.4908939120918083,0.6958681032369766,-0.002473369439984534
3968,0.24566985084028262,0.006370613142478773,0.03135787400138696,0.054158215378117304,0.032714028135319026,0.2077787518410868
6907,0.2590151264928314,0.10362529139881668,0.05691658556654745,-0.06583713297261153,0.14165797697101382,0.03121274802123494
501,0.2739147202638084,-0.04222836214347628,0.12676944640174573,0.013813780225294385,-0.035941434759805616,0.17352531930704407
2778,0.28322748391565267,0.03865772574692191,0.1560942638611417,0.04501278334719019,0.13356452844826486,0.018750600535677835
3698,0.2224195282191713,0.030785773409881676,0.06804675325946295,0.03980698004842546,0.20965450139858094,-8.45719659714105e-05
1322,0.20066288295826523,0.07173508144264695,-0.001072637348070144,0.07115194322780372,-0.01159200326135349,0.25515049354579844
1536,0.22635771441459096,0.08904086194885845,0.047545226314094316,0.03270835988479508,0.1318719909270181,-0.011699943293862468
538,1.0433279702160987,0.1665414890359987,0.18258252680835688,0.2080544595779439,-0.1175873149682843,0.8851638960563936
6552,0.9862652435972881,0.15010706564144138,0.3185357449956471,0.14290965249335774,0.6711496272730835,-0.0023185716381233616
401,0.9831097705820248,0.13921480808103098,0.421713425319829,-0.04934070635451227,-0.46936268540426895,1.14598791914054
6663,0.29632282329170934,0.0803509647272034,0.1040687459880879,-0.05655781415355819,-0.031021379403761377,0.1472263154567207
3781,0.23831449819905998,0.031000517044537088,-0.010461154266272213,0.049436997106975085,0.180335602412908,-0.008470865039392806
5807,0.29291054120275256,0.032819076699749615,0.033614164390191506,0.018173297386824726,0.07347457404226805,0.18365363153933315
2796,0.23255681734774059,0.0418005465041485,0.023400449589923024,0.05376697402972346,0.04898868749257679,0.16292186102225412
5804,0.2286328655160402,0.07091214947066123,0.07944999439500015,-0.02164295134593384,-0.01661885179357753,0.24538174162464027
1223,0.2854237930233767,0.04579743116971457,0.05259604066827605,0.06926315078605681,0.1349744423414575,0.0715473271602714
3996,0.24796093615505008,0.029767132142982697,0.09541281309038763,0.0381091530867757,0.1767853870096571,-0.10818113646261346
4442,0.24680435782050905,-0.0022347225391715847,0.08206452794781824,0.015390846690803818,0.1311170744859971,0.07961042916948582
798,0.9661541061293333,0.24036998641677293,0.04018194298758915,0.051648681735219346,0.7927866135759767,0.14107180827520358
6107,0.2677303721586319,0.05592487804677348,0.007469680315952895,0.11927217202744854,0.0474931590367498,0.155303986016638
7008,0.24897700749068152,0.008423517249608952,0.12952427176152229,0.06281148617900509,0.08968633701817585,0.001180851931033582
88,0.31407417249519887,0.08943363243902461,0.07545161881620616,-0.00929279611858213,0.13080187666287224,0.039279210667026124
5609,0.26319171534341945,0.03952692468348453,0.030704162418432667,0.15483580450984508,-0.002272575748678779,0.13198285370550533
4482,0.2572998181044156,0.010228703864958742,0.06372563840834908,0.059245774314021483,0.13752527671349518,0.03207633083710674
2284,0.2475033196277744,0.05756442385496766,-0.000311086516950957,0.05770975487913005,0.011948421881207025,0.23848491952043446
7384,1.0020258604008099,0.17113320290032072,0.30660368840672525,0.14654252843536453,0.45868403852347456,0.3497829265093354
5495,1.0417542831539057,0.05615814167348404,0.28966679945177737,0.1379880749461856,0.7311395167266984,0.04377829676849539
997,0.23951959481190535,0.02108913789989565,0.043987844796447295,0.1000511518774748,0.2283688717002234,-0.0760242372307208
1281,0.27518337356922357,0.05038056793882382,0.12491401705321128,0.07082638546917189,-0.048861372538748914,0.15242894926163034
1706,0.2720713693281071,0.022840436169062863,0.08017473461327496,0.04379964914815136,0.24848015471467222,-0.0810348629588704
834,0.20788205245745853,0.05878946103257451,0.04502252120002144,0.073088038280146,0.10882566276896773,0.11899833053861829
4291,0.2305400400490569,0.04057667703480399,0.006539082861912814,0.04171775737847056,0.20182951109055955,0.01335190295298965
7382,0.25206537898472087,0.01584672903229689,0.05151995232525174,0.008876886933144439,-0.058965288009126225,0.2992743763548196
1010,0.9121724011151272,0.33403075751904066,0.10423811929129664,0.11096829622022883,0.8947607828683188,-0.08925189741471569
6143,0.8834990094497617,0.4536582569151689,0.09295542318192225,0.16866099421795375,-0.1227523006076971,0.7487614681462533
1075,0.27378466258569284,0.029435440440651,0.05961349815702261,0.14346627399974118,0.020870383743410284,0.11098942617926308
1426,0.2409393695843357,0.028651706627867674,0.025544726868589013,0.03323729349913462,0.30577196734487166,-0.0328716930780033
1295,0.28455107622666065,0.03208484190119819,0.16127928473309291,0.06728699916992638,0.14335085854915924,-0.08368905688874473
5455,0.29267429713971516,0.02914829541840222,0.061991494329608585,0.070790975411178,0.1104895254066628,0.10922780620313323
6851,0.25383956489188336,0.10662740678574188,0.08164961965517674,0.027303577012917794,0.06313503172607751,0.05294775022653544
2417,0.25115969945191097,0.029840798547860287,0.08785186386256534,0.04405955459492093,0.18438169764096246,-0.04963118421076038
5303,1.0837017803213789,-0.01879782321386173,0.18584569449838087,0.10432073465086432,-0.06789612584425271,1.0116597094886417
1020,0.2139548327107778,0.07159144985104499,-0.015444901852452442,0.06509418554128063,0.10009467333750603,0.08465562045233244
1090,0.2375384242744526,0.06822293124355823,0.043772145448184197,0.06429173711839861,0.18940653048630496,-0.03861008603007213
701,0.33064358074068717,0.0010164205360071023,0.1070628160040977,0.08079307436677971,0.022307516360148823,0.1370447473868914
5480,0.27199707138767765,0.03448326601773225,0.09539419926463286,0.08485306393302836,0.19819937022713158,-0.06512482398188071
5683,0.26197120498151005,0.012206315116417255,0.13835888487530867,0.05167185170839061,0.05279106184939199,0.019803035835743252
5038,0.2714641677042586,0.09153634486406334,0.03649116122692539,0.07053822912816021,-0.05198096424232622,0.15845987051005056
3024,0.29028929805386383,0.015393394101983522,0.12391071933386791,0.005010792543615603,0.16700499623441895,0.03099823723316759
6050,0.24894950462479176,0.06375315253428294,0.06853345475831098,0.03665798711895465,0.05908955858069845,0.15186880377852607
752,0.23341021858164132,0.03309164969597335,0.08468658209789792,0.08190332165180236,0.021272064959721976,0.07754218151480013
6133,0.2498227135271327,0.061019471034829874,0.052129183259244906,0.03177689360020255,-0.018787115746134363,0.27214170873752724
2118,0.26406248540364646,0.047754962009445866,0.040898401513038384,0.08068997545810873,-0.0038238448974262066,0.16658595230834794
93,0.28154252926944145,0.09951209464953858,0.06605511908288851,0.04638957394440292,0.1349640963072395,0.05235197574013798
2758,0.25771189234130154,0.03980492613299971,0.003447679496777732,0.03567276802574569,0.06390024554680564,0.24409438844449252
1370,1.07042043002358,-0.008601283455953257,0.25083535624888453,0.09448920798463373,-0.22956591863275339,1.0961059904323547
3768,0.26727491255533253,0.01498604811047019,0.1815270367000696,0.0649328541336651,0.025726938012040165,0.08633662685448758
2531,0.22326984503510444,0.015533018647077698,0.040283234728711315,0.10422697045764831,0.24474796101455837,-0.038146637912128675
332,0.2794798643723533,0.023403556527978597,0.07543196239378847,0.0008917607283475784,0.0784971166502743,0.1575937785115434
