,Benchmark,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History
188,0.2824262287070829,-0.05110294716518807,0.13908920991693308,0.0632822620538765,0.003120126602246865,0.17801554814820533
602,0.3236576878264827,0.21148705664136697,-0.0075170083992836525,-0.002587991219203512,0.00443337199901587,0.17558852105050637
55,0.3630166691100633,0.024945982712753608,0.10089355984907517,0.1017451050617751,0.011908639036564484,0.1665581069761979
271,0.3144356525026811,0.08048835678565595,0.01430169434563696,0.08640410975052491,0.0063099114461565905,0.19355973119206046
211,0.7102128069999452,0.13282500499396063,-0.03503817593142688,0.2138367898824513,0.036105474151863076,0.5903099009438371
492,0.33050498581543836,0.12059813495952125,0.01373076468031374,0.07865487149018927,0.011223523438176631,0.18353711584015564
432,0.2863364994611665,0.08015078222990414,0.05092553298199866,0.1289320469920929,0.018465810448993564,0.17439881186616366
460,0.3281254774268716,0.07091490313432099,0.14856945548259656,0.0477872148620254,0.02424540834304271,0.14779482904367172
467,0.3482525726396142,0.14839506875375638,0.006318324018418904,0.0596385733906376,0.00684043933131531,0.17737479949143067
180,0.8039574283120235,0.14664613784701644,-0.03983915590500417,-0.004225763647228371,-0.003768135791132927,0.618057993594014
126,0.3103085752939147,0.052575843893522996,0.040408692405494134,0.08860957005647246,0.005851962090484635,0.1879101530852386
243,0.35777681756570795,-0.00305475502160888,0.14787697218557122,0.05724956361790769,0.0029643332656042074,0.17964520271191317
331,0.3385974002258211,0.08726355849449052,-0.015249743014671474,0.10447860163116025,0.007948648372912237,0.18675527302172742
230,0.3584339755608879,0.07188023240561438,0.08931282358932419,0.10029278430636257,0.019785244712618118,0.1580603373259295
59,0.32762688302302173,0.03663514470481645,0.08645986313548681,0.09737455943841321,0.01593078628508541,0.1795750890125162
515,0.34608558833136555,0.05298326423235776,0.15410192736853018,0.055423687145761125,0.018417210429617824,0.1592679165284219
153,0.6089301908678683,0.2732068575431091,0.30913880229833596,0.10518129253975261,-0.009783526833211782,0.05704257147364266
266,0.3281597492817696,0.07885173639778176,0.06254107157094989,0.09748705749869897,0.014501801040629966,0.17166006413702237
355,0.3517014143409384,0.11058138697489495,0.022514829703817515,0.1223344202162364,0.012837826397087273,0.16055217338000652
161,0.6476026162349565,0.12727227863468177,0.09098293351645954,0.44529722207218925,0.0133485820582662,0.07537230722671044
541,0.6988188234144279,0.07778628679991362,0.16328577711591727,0.05266492606795733,0.035404819407257995,0.6048376094920394
419,0.35341881364084093,0.12021817604288049,0.03906110013725888,0.018726573397496154,0.00924924811965635,0.1821704211387259
192,0.6728267143000435,0.44528422813095614,0.11621405956229733,0.11101543819535024,0.010554857901474049,0.09726329379317225
333,0.2870221551788436,0.10893131718805343,0.055105268606466556,0.07415082316751674,0.05875852188211869,0.17294949177346888
470,0.3287644899859309,0.08373014418613042,0.10011384300018257,0.04168432235176524,0.013465232821420425,0.17438707713160664
114,0.3371582523797396,0.050930301892389576,0.00997688203709,0.15235353229441817,0.010055354725486661,0.1813052925689017
280,0.7085209733463984,0.09003922509171336,0.048440930668402,0.04170004903940227,0.02569550539304861,0.6598573860026802
558,0.3368918063903825,0.10775840635660415,0.029591839140473045,0.05908436170331343,0.009320245942889764,0.1820588339939079
324,0.3064828589285574,0.18611932006697496,0.048536496417637305,-0.014642564272051926,0.009642013436110458,0.18165103857223328
584,0.6552071100274428,0.11373987919331936,0.01831320531648853,0.03440632209628029,0.025133336591196154,0.7116776790988412
338,0.8783160880960271,0.19362732647810554,0.08346099545699663,0.12180306179050436,0.008077489328357765,0.39485460824633567
218,0.7657305241986294,0.17596590797053221,0.0885768574745223,0.04171778509939494,0.030572332475144057,0.5399983785704674
400,0.7185407391403867,0.09238719008512479,0.07680997295974215,-0.04791109936565972,0.005127891460028623,0.6867999346712861
54,0.8712130436236339,0.09593992115973082,0.030121536485057988,0.10219675838406625,0.004404249495674741,0.4885916143051024
440,0.3137734533941351,0.08887689695467048,0.035296366883314535,0.09943574680922392,0.01784279785221144,0.1874479170685412
585,0.7011087105809365,0.12288766740483016,0.32034282142884696,0.2586190017823937,0.020494017321540086,0.09661718681011545
366,0.5946620653647215,0.13833960686174435,0.29693834881246617,0.0866315439095551,0.2647342452347337,0.09102212967321074
229,0.2749181976476517,0.10966642597065018,0.010488602196999512,0.05981995273527557,0.006728905769760111,0.19735693590327247
539,0.2928625679328604,0.06921510807958459,0.028392994009819972,0.05907348430096131,0.04530657770987721,0.19370387016904034
24,0.6197173504319665,0.24205850499267428,0.3897472123843349,0.06656482631735555,0.0012071773280212326,0.06947530840382735
365,0.6687552565180819,0.4328253693601477,0.11107025387321251,0.16272315285633104,0.013410604684977788,0.08593180008041786
506,0.3214296571785709,0.03217409695055521,0.11069728757236952,0.07983809709973097,0.010068107542037269,0.17963981759400016
465,0.316848532547331,0.12695838788109512,0.010044959572499944,0.07742347452737422,0.010987408790570146,0.17956849827118962
18,0.6210821547158839,0.25156388110859956,0.1329963106851885,0.2759090614870085,0.004217967282488663,0.05933143412816613
448,0.6632179664251557,0.01095166875427086,0.04824872750467464,0.06041121724883837,0.019641936276212222,0.7418703741569211
399,0.7711649215669626,0.15424494109699122,-0.07034855483796852,-0.06881639502095738,-0.014553696430668384,0.711427445261482
87,0.3252949437118538,0.11402783564770179,0.03871270176241783,0.10998299588737744,0.024039862946873804,0.16825945594555597
445,0.3649230330012883,0.03504958916640756,0.12069203962760915,0.08213631003361613,0.0127633456617706,0.1654036019955265
595,0.33756278886736957,0.13269967374222957,0.01349732919584813,0.06945224080918447,0.00989768597464538,0.1795952631109671
525,0.3044193974840728,0.10652566981221871,0.04765172958199056,0.09655186881274072,0.0161678654314225,0.17467803424870704
387,0.7233505142707227,-0.08116213952395746,-0.16641378045779817,0.08219857378501003,-0.028900882966437644,0.8566657364612241
168,0.8565719786112755,0.013708420459719194,0.10538938314090529,0.11840419505507946,0.10583924142389209,0.44517923172746454
51,0.36404158404127507,0.12025568432685296,-0.0034421352201499003,0.12765387184083804,0.01462134529997643,0.1588510387436997
215,0.34889778371051633,0.10123568898216685,0.052639340059961855,0.10148586923626282,0.01733129202535324,0.16715041636338548
589,0.7219384109690508,0.1124028696194906,0.14531011956354933,0.043840271722869376,0.03253865067913598,0.5886893555348082
594,0.30515813921188856,0.19336699219570505,0.04249275982952795,-0.0269920863950808,0.007620584846310443,0.1852283643644726
186,0.7719009884182987,0.06352960239504356,0.12386111454043991,0.10711690753414992,0.054262055591135096,0.5248751992225711
552,0.36773063736648093,0.10544360940287689,0.11592942527020957,0.04290476153733404,0.017359959070960596,0.15285509842602382
193,0.3443378008914538,0.11087697904422911,0.01470831093552945,0.06502095855741857,0.0067134202068058505,0.18844606608831047
529,0.3513512884417041,0.12396152957496064,0.00440178466558477,0.0886635819853929,0.00791052388141745,0.1757317491120183
30,0.6061852017602739,0.3100595770865971,-0.025323369632778727,0.4019542030282689,0.0007730725243034435,0.05787477312846537
66,0.6253091797131191,-0.02285634262938628,-0.006931048628740044,-0.06611188699675673,0.04697114176931127,0.8744905035454976
197,0.3376386499075365,-0.04040882636365098,0.12302802876178089,0.12737821274527206,0.010248790304258768,0.17287994069833137
339,0.3319089230278571,0.07651872113469659,0.011328894924507622,0.08364108880332718,0.0059709973088343665,0.19561773035873364
505,0.2696876824510097,0.0857775338667656,0.12492064318776683,0.02961051290756513,0.023617064211610347,0.19581799780351497
429,0.3365733803494312,0.017982703751428696,-0.006206308207498293,0.17257545380736938,-0.000707004361248771,0.18039941392770467
439,0.32826772169967794,0.1685099844908606,0.005170249029285568,0.04557358310849801,0.008464548027321614,0.17396577872770203
523,0.335576255841647,0.08378956802459535,0.09682458082885155,0.06014908792713385,0.013596913689795063,0.17598953818943452
583,0.6827435616494724,0.33167072506299283,0.2055806539558594,0.20031909904673256,0.019188595081142422,0.09432425182761787
479,0.6026037993533996,0.16538452635396372,0.16734090486270262,0.3585695229975078,-0.01410038202723061,0.05150511634426697
596,0.6346838630360356,0.3176723387765359,0.13645481559212932,0.2232370624283593,0.015143808904081056,0.0788675166686815
15,0.3293369006926385,0.036873429474567024,0.017077334151228342,0.15778974184869973,0.0100241156832639,0.18423115305180268
269,0.34263699096971967,0.05689953095355077,0.03187373597083016,0.12917676175338158,0.013127309974460204,0.17400409076061665
568,0.6291950550793071,0.5129591389041068,0.21526794524905038,-0.049443741432035934,-0.008561024692024521,0.048593509009275525
317,0.30817375380333967,0.124824970272006,0.05526087440168931,0.12155786477985,0.029582435277848596,0.15754419654683743
340,0.6293695650496519,0.25208602321312734,0.1393844804866905,0.39124451628888324,0.0107615285461619,0.06114487928333905
345,0.3347624889725643,0.11161377569960465,0.11112740042300767,0.039526899440933766,0.021241209129902277,0.15124559116913538
233,0.30508500448813386,0.12790389134514585,0.04257921642408449,-0.0067513571568806035,0.0037771913625496496,0.19526764411111372
135,0.6194424811536943,0.3063266722907664,0.12693422182956413,0.29019159981618803,0.012127901748014787,0.0805980417246439
437,0.34529148437640633,0.08605975691202666,0.13062369739088073,-0.028260964850236745,0.00763446291138029,0.1704008038775421
377,0.33010650637983735,0.06973122206704525,0.01020075290914257,0.11506512724095921,0.007862888360772447,0.18783883376242816
610,0.3208781825243116,0.07707518331905895,0.0312603415697239,0.1257841910513378,0.04117431685626581,0.1783158287530361
490,0.3284324323629188,0.08086110875344772,0.09839470438756907,0.08524081711475148,0.02348591917586381,0.17114199436046876
532,0.7670171783653925,0.1615426599931932,0.10822085670635258,0.04118497992556665,0.027819760264195696,0.5411632251208623
554,0.6906570165353654,0.16091801310689513,-0.0074618444302126195,0.037349945430805255,0.07281726971414029,0.6470190237729646
108,0.6582810317821618,0.11798353965032886,0.04490915064955788,0.15948082962322832,0.04899750001929037,0.6303200678321242
574,0.6323092414410377,0.41498999278983656,0.12225578677805109,0.14080564257477468,0.015323929042043005,0.07866537380970148
251,0.6108668400192382,0.3223871032802391,0.22177113152419084,0.18882270284265665,0.010998929192076089,0.07886615029547966
104,0.3316803239686934,0.15878625657895323,0.04929121667442554,0.07144304656428412,0.01981345630049167,0.14795391775097758
514,0.5332139026705036,-0.006338176617292356,-0.04606788870799141,0.7412928805419023,-0.007546345235676277,0.041252012587351554
347,0.3601839491979225,0.12845100325014658,-0.0017196476536102464,0.12287400367281123,0.017181392847620488,0.15798781237970566
450,0.6640238758445789,0.04649572426996044,-0.1166645340528064,-0.08671205276193872,-0.016487543177392698,0.8985614983680684
358,0.6845730357018844,0.019356310693762032,0.03515573761004943,0.001457545123537388,0.20933791234464103,0.6638346304769597
227,0.3078201814286409,0.09779036555787916,0.04795243885292383,0.0820670804580555,0.013711153206122536,0.18291691636467144
25,0.3208955820814137,0.18643781898116374,0.012060627961546918,-0.00395401612984798,0.004788307531920788,0.1831186573491804
136,0.6171576994004669,0.39236001265422377,0.12399740356941703,0.21708854376980993,0.021687664875699807,0.07202595208884706
49,0.3565764153054373,0.057291278188011455,0.07270144949155916,0.10436634469555707,0.012026522214763611,0.16882660799085056
296,0.3141540831732263,0.18892362691817377,0.008317569137412354,-0.007923169531442125,0.00617549783137833,0.1860830709896787
241,0.5442360912853034,0.4424465656986532,0.020084801943400767,0.19424444491597723,0.12072097458953086,0.07736287185712735
174,0.614487761154106,0.3166173914981798,0.155827629930839,0.2394018200305384,0.015747665484405593,0.07282916519848531
46,0.3548004516426053,0.13876186976437957,0.007393927644591309,0.10389280261040511,0.011616690629101934,0.16109861549422202
404,0.6264940985537658,0.020158103846935668,0.13563493808775504,0.5027410518094427,0.011481044599278874,0.06694258832022039
203,0.3575602811706698,0.03940802497237264,0.12911240825473727,0.02318981806553284,0.007154196126744643,0.1802758241320155
303,0.3139705197747958,-0.025683984991542202,0.11022527261020794,0.1482651025497917,0.01270780660986,0.1664839745320895
548,0.763557984377692,0.1760652513397963,0.09106379066005149,0.03979548554580775,0.029750981431042038,0.5427595776867292
83,0.604881881055444,0.1997626636540018,0.1199334077926355,0.4660088410240319,0.03315271487102747,0.08979212587522904
118,0.5973360159258027,-0.03617625764204453,0.28825936056734835,0.43872413643070324,0.0040942167370109995,0.06196898986547593
462,0.3409822969472969,0.15138897998043593,-0.0026567921286615374,0.05837786638306135,0.01267102169993567,0.1744249872900501
166,0.6132919113278441,0.39982651882830156,0.1262178939805849,0.18800231629728537,0.016171214385348607,0.07590913114525011
564,0.8056074670205726,0.04664776677820603,0.052854878734646324,0.1951693724071061,0.021910222957813606,0.5111936507691556
189,0.31380997574607167,0.21042061575313653,0.024554556977869624,0.030794301141366505,0.04105790721779417,0.15616801760788893
557,0.2836273768463719,0.14039240845192394,0.04738906442765789,0.005679665108894144,0.007049440847935953,0.19308720718890207
509,0.34853229013150594,0.1331925325936273,0.016881246200946765,0.10044378194098301,0.012869815604989494,0.16686586244619184
92,0.3451070979390588,0.12898362088255508,0.07799346648559809,0.050144208635221475,0.018783103739768933,0.16632341228505615
261,0.32172000987646676,0.10458252636939547,0.0943531064146453,0.04588417849142127,0.02149548850360392,0.1677165235350552
138,0.7580884020956622,-0.01955314880972263,0.06229308823062939,0.20378323019626896,0.029367968268420856,0.5796285597504821
56,0.32789503939012793,0.08071989006429155,0.070492800981474,0.11627889531030713,0.022494709188629468,0.16362356600472058
464,0.7322912117447649,0.12138605004762519,0.09748995099489108,0.057544244771774174,0.036674394444830616,0.5866389651914552
88,0.3157326332358544,0.1374790060776282,0.020021707651432744,0.041680169648896766,0.00787553401079737,0.18860668191860672
401,0.6299291414932492,0.22851324556823588,0.19449883145620434,0.26949929763059116,0.05681578031376661,0.08854671688918739
528,0.3542800209874921,0.03526619950634834,0.10743776411190244,0.10098124885867663,0.015702414418956083,0.16410126079274082
139,0.6334447779466715,0.29033169325682545,0.052919178650027855,0.3664160148798578,0.010571897379049913,0.07635454201742274
291,0.7218623313091715,0.09610929785349773,0.06890569152844313,-0.020940874941808497,0.018665300936464332,0.6654457452317328
288,0.3417516582948174,0.06488547327738405,0.0150467696151179,0.1403932925757603,0.010914133678666895,0.17808426868276922
23,0.740670056558205,0.07340368494241752,-0.0814936323793797,-0.012601604582954996,-0.009047024885781437,0.757840919223017
164,0.3353167028032189,0.15942266499143973,0.022571735128929966,0.09092843933817395,0.049065979429171167,0.15633503663809187
578,0.29958346514815964,0.012164606283045,0.10613759303126097,0.13422459981876,0.019196846903616224,0.1707928726115796
559,0.3360336854396698,0.06039372231352828,0.0777082159859877,0.06402677469909791,0.009984731985092817,0.18821718518118438
128,0.7122015905227062,0.17410790833232637,0.04664806148615129,0.10775342311316179,0.0213814097370652,0.5506758081856366
346,0.7507821441706977,0.14421546708744576,-0.131040307259289,-0.006901175959719129,-0.013442379559828185,0.725847263910001
240,0.38599398667191326,0.1521825748943983,-0.01842404229562697,0.08255399156728041,0.004935956212615063,0.15622352986816812
319,0.606061604462928,0.3447430318181705,0.10316602602517637,0.23067093639538117,0.013439110980796845,0.07424845187237074
410,0.6221444021779663,0.11213358693219994,0.14011725839735464,0.43066821436562985,0.00943536958305385,0.06544000646428501
262,0.595016087838828,0.3149007712989187,0.2216899796726533,0.12149667269371238,0.05201648821296837,0.07882229239486319
98,0.3337124584944044,0.07514816843834383,0.018344042484240177,0.13936213626609534,0.02400806128039144,0.1740020010133668
482,0.3209628526528857,0.07352545290717079,0.17780555534122236,0.004708789969899209,0.023449777265093275,0.16224698519130087
443,0.3239803833818152,0.05456027324034731,0.011087957783247535,0.08647224086919776,0.0024140063648343956,0.1902014805698517
537,0.32388745714410616,0.06136392766173811,0.001955440801639991,0.10428538038543947,0.006781122659376044,0.1957884198424396
436,0.3303857223323892,-0.01146328174765434,0.09434975746071926,0.1539330597157601,0.01280187202773656,0.16404438215925982
202,0.6492555098597483,0.17983692362627565,0.08631767994759995,0.40538685401090013,-0.01232792806811333,0.06324360172975353
3,0.3501983009390358,0.04641315246195818,0.09711194786734324,0.1266332178506853,0.023292456805460274,0.1603314103371974
371,0.3139327114245515,0.08914124998178186,0.006142008292117144,0.10040169228803963,0.007912694003561475,0.18500146603807083
350,0.31236029557385075,0.1290528236664842,0.03228589842842438,0.027093492719963683,0.007267873018812566,0.19012866091568228
456,0.3387897984326251,0.0650179311030695,0.012417144200704982,0.1507878025632518,0.012281176671304921,0.1748058839137902
146,0.34517694050714604,0.14433546680452586,0.005733275163343274,0.06593503543782679,0.007530377423356839,0.17920064917194575
310,0.3239847043361289,0.11376838548913816,-0.016939142916421197,0.09184187321942819,0.009676306724313816,0.18415605610896363
19,0.35642640360285277,0.040366281252974014,0.11900834634334953,0.11559750374868512,0.023462021040647145,0.15741334621903644
501,0.35253749328065853,0.1425384449194067,-0.006474197729955656,0.09273703520806167,0.012391102734975607,0.16645396790491165
260,0.2701340138836376,0.02656216108586284,0.12984620424739513,0.05283108776595522,0.016533973074624883,0.20151430051551392
298,0.6510462110631858,0.31358321244949267,0.17187707635143412,0.08465196384801575,0.22394253966661815,0.11283764421399363
378,0.5814420156223069,0.04015730652798487,0.2169399573820161,0.06568579289083,0.38456305849834876,0.05891694079863946
190,0.3336508591754691,0.06656262940357988,0.01663302173594349,0.13059945096445588,0.007596231253359793,0.18234558482487714
384,0.6028941134713464,0.4252737461730838,0.13383472799849777,0.12184705364927757,0.01033580952307496,0.06257919606244487
576,0.6908614774062953,-0.07044612995955941,-0.007437222920947979,0.0333475971978954,-0.005264850279789963,0.8185453172943625
196,0.3451171415858415,0.08455371893563939,0.11734054049651527,0.04663664825117097,0.014699041031062033,0.1731703619828037
140,0.6222116341694889,0.3558813578684668,0.19652974428352324,0.1796588932355635,0.02205310272811724,0.09206861079604153
82,0.6371994300455494,0.4230943273328657,-0.00721804058439174,0.2915935255129205,-0.0053952987331200375,0.05650566718020868
502,0.3312157828000296,0.08014703140150682,0.09864405410109142,0.0632839499266553,0.016133518559956334,0.17837308246935685
382,0.31944186387450696,0.12115941963753733,0.011693904110822202,0.07650845993986675,0.010191268671623902,0.17911188849708815
84,0.3208347415014799,0.07464612005737287,0.028054320997180342,0.13773194586975923,0.03408506364405645,0.17890369072940981
334,0.3548845559319242,0.15706202755637189,0.05161804307065521,0.02695664106672721,0.020484586667284074,0.15782033789176883
575,0.3481149451007319,0.1304463903742172,-0.004635407691470102,0.09859735628754593,-0.009334445507536177,0.17033304784170908
179,0.7938405182058774,0.018226454013986888,-0.013547992170842148,-0.042584440792209126,0.11560095986913732,0.6466046644015949
99,0.33186762962219934,-0.04595078248710341,0.170445813818309,0.09128318732965879,0.013024162193536023,0.1688996687697025
451,0.33041833524947056,0.026022684795813707,0.053499780094289434,0.15494476530102225,-0.015296681952899826,0.16931925250919708
74,0.36391556906711087,0.16230206878547765,0.05526842964174651,0.01054598987147758,0.007501094170226903,0.16076213939535794
7,0.6901486742643441,-0.030175012581349827,-0.03551970192273879,0.05397334897107259,-0.004466272122385501,0.7883666074678781
402,0.3214188290728206,0.14279476045709547,0.0007257852948666626,0.0809132184765379,0.021270090508561004,0.17940731981663383
273,0.31978050580885403,0.05709792298413353,0.10386220656733618,0.05466760051577112,0.01889570896658051,0.17751620572200666
279,0.34129861395102373,0.06500547299446437,0.015506299677043013,0.13999816959574213,0.011281205820599993,0.1783542211608451
154,0.3547489345504019,0.11540889066356669,-0.0020149985982617718,0.11344474258171879,0.012098430953464932,0.16969179014393768
586,0.331127486156228,0.04367330627592917,0.07128248431725068,0.12782244478566274,0.018704229176901246,0.16529664980294223
191,0.656095657698114,0.3512074506026621,0.0801596770515317,0.26018845555032605,0.017724941465644024,0.09330812562317342
551,0.3205877655265003,0.10210325559044908,0.14872535598576478,-0.0073583751497115265,0.020055786606584934,0.16557367527171007
592,0.30959479479324975,0.16900016417911748,0.048327816400593596,-0.019488125520293362,0.006062892604566902,0.18655784548987545
555,0.404143910926613,0.10229682512737831,0.07978060225872736,0.07336837357222051,0.006876366909034611,0.14179733481137402
50,0.32798914874628,0.02816293427091205,0.08462597596554897,0.1347226294550197,0.016924246769358026,0.16590425721166424
38,0.3290418026609875,0.011873327666367714,0.054774579499986716,0.12112207210335316,0.009068511774172002,0.18821544372514282
208,0.34547225715850927,0.07772305854978852,-0.016307423039431116,0.1407521664784823,0.008527240444818333,0.17311243847569777
5,0.3532913583485721,0.09906527213010204,0.14185153428171407,-0.0895449998671133,-0.00047616766502987356,0.1803000437668091
75,0.6199580507352048,0.13098538441490107,0.1474902885694469,0.1834494268305546,0.3026665335658421,0.09341872147762942
248,0.34563411290550716,0.05702491578854434,0.07023552094505443,0.1543854364120991,-0.08516604167148903,0.17371535734892316
47,0.3621698006445421,0.18472915589643107,0.0019849115961897788,0.08842218938639883,0.01480703809727133,0.13903551948758974
302,0.3196465819450979,0.01813605904961315,0.01950039608747887,0.11714450612949667,0.006145276871149111,0.19996893242421843
70,0.33908970609794653,0.10683471128052001,0.1618448428038534,-0.0467728569052534,0.013033432098003488,0.16734103882085963
598,0.3304782241906566,0.1743781019350847,0.009062564031999152,0.031323167945377824,0.00676898605034786,0.1762319220787907
591,0.6691016916021733,0.13141994467635335,0.07807949441405213,0.43872909288251394,0.0036718466678500386,0.07290884351029536
225,0.6198533704729642,0.049248832313537085,0.1401287520072291,0.489146522574843,-0.008792986636762826,0.05646055007291619
286,0.5730894051743424,0.47389852101621327,0.068574654130755,0.014604091489349182,0.13425396344678436,0.045895270226824714
11,0.3517896981247571,0.07098769599685889,0.0784946575343641,0.10037222149348986,0.0195546759327132,0.16353108129309707
522,0.3709708515623591,0.10962144282151483,0.05177153232699677,0.09053237865105639,0.011702289891453332,0.15742684920126657
150,0.7093173020784298,0.17823392673581948,0.09528052552749514,-0.00463463073415909,0.0416720249929488,0.6112073734427633
397,0.3475919553089865,0.1118985439498497,0.04042934875331038,0.08833964437002811,0.016980000154319903,0.16986266716906348
115,0.32239756380480583,0.18758763542633863,0.023492697458610195,0.027167705538966344,0.03439651635918464,0.16489193541887975
281,0.3392520248043351,0.08691716949200519,0.05859474463931607,0.07434366933039796,0.011776851001664288,0.18406169598314148
253,0.3131304799602882,0.052161404147258957,0.17576831968889117,-0.006268116501158539,-0.03273050555165463,0.1691750599489545
195,0.5981251559272943,-0.030615574168237247,0.1184444628770871,0.597096006846655,-0.014644439686250434,0.05199052712213306
570,0.33221927299943643,0.07162327386877179,0.09258325124377463,0.030101121261924477,0.009975596038782425,0.18499455379716723
65,0.6110801742784904,0.12316455891544098,0.04008218279351415,0.505369284059022,-0.009676494265733469,0.05157260446378587
434,0.3315657286595008,0.10798107160524331,0.0190528686764249,0.0974571848296781,0.01263364737412019,0.1796553835318487
403,0.3350450099407667,0.0002718011006432669,-0.020789180724771355,0.18006283066231477,0.0007713846515245465,0.18031068004447853
219,0.3614151125377116,0.021281932409643895,0.05576640569474349,0.13459727141165748,0.007969545845411187,0.17405271757162377
362,0.3719730814834245,0.04037174674578146,0.06198203738997207,0.08369644031381789,0.0031228593486505867,0.17893042877755574
69,0.7507392432671552,0.09094864022825648,0.08463586207753884,0.08512223735413571,0.02653965611547959,0.5780954354347406
93,0.3415018788435271,0.0649302956767311,0.015100915502195262,0.14012111639227748,0.01116562672270205,0.17825418120916428
68,0.3485107753798194,0.14573741929288975,0.020383126759138573,0.1084551227313919,0.029526360393309865,0.15350310761491043
21,0.33392256489790434,0.13323711386829162,0.12026891939276863,-0.054364667539430644,0.007494342679111843,0.18114197078383318
77,0.6681409351265288,0.3889725859454106,0.29160662662067915,0.0188270152236483,-0.003225364130420505,0.06892833045698378
577,0.3593249151884113,0.12432000160321141,0.059144160624618046,0.08031857821741781,0.018171316836547175,0.1585100080674961
458,0.3173489144888283,0.0723888447362805,0.01359803893831412,0.08007450645528282,0.0063505811426353195,0.19448302439367332
236,0.605754006527727,0.05796299797069505,0.06095739144673954,0.5520386984754061,0.00026537110910510763,0.057759435155250116
457,0.6132965152017856,0.17346188172416416,0.22129525856710655,0.3738174173896122,0.02472816674939937,0.09335292123088901
314,0.6268812097643274,0.48972546293795777,-0.003484707122458671,0.1870034706950994,-0.02100664839691725,0.05263802727002291
125,0.33065687507555214,0.12109921884176153,0.01324278190583236,0.08121023050233679,0.011393623505991617,0.1830374787060114
228,0.3055523748530745,0.16068096075218918,0.003915838055090477,0.10185363796061254,-0.09740094919535076,0.1738597106589542
415,0.3526243753263218,0.11806099425673175,-0.0011747594540165193,0.10861397031401505,0.012443748290694091,0.17130121702593187
42,0.3212254020673706,-0.045279866453362246,-0.03329296906145257,0.1729472412764305,0.00464119468385458,0.18851047317021746
4,0.33138055776318576,0.10386660039488746,0.010686110103745825,0.1149763129828389,0.012574893326440564,0.17015659815725018
459,0.5803057203776717,0.2090856691349266,0.13876559380114528,0.3071112652165751,0.013764816843834557,0.06815804426234714
64,0.7218051429644314,0.06719606394498015,0.05556501300144276,-0.07988661674421209,0.007612761689939291,0.7336614986681347
