,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Default (y)
1978,3,21,23000,21250,0,72,1
4584,0,46,12500,11374,0,60,0
5598,1,28,7500,6193,0,60,0
169,2,24,7560,6592,0,60,0
1507,2,22,7990,7990,0,60,0
4577,20,49,11490,10086,0,36,0
6116,2,29,22850,22850,0,60,1
1410,1,21,9190,10723,0,48,0
4794,0,29,16730,11730,0,36,0
6966,6,25,7579,8541,0,96,1
7153,3,51,23100,18568,0,60,0
2351,5,36,13684,13927,0,12,0
3044,1,45,21000,22789,0,60,0
6133,7,60,5360,1948,1,36,0
1954,20,43,17000,17000,0,60,0
3182,30,61,9100,9100,0,72,0
2550,16,58,6000,6854,0,60,1
6538,1,28,2950,1900,0,72,0
3196,5,29,10220,7905,0,48,0
2199,28,51,16000,7250,0,48,0
2586,22,77,11800,3800,1,12,0
736,5,67,14488,11627,0,48,0
2937,23,42,7490,6773,0,48,0
6502,17,44,10900,5900,0,60,0
748,0,57,12990,14674,0,60,1
7227,32,62,3629,3629,0,12,0
1606,5,42,7430,8596,0,72,0
251,3,36,18470,20098,0,60,0
5812,1,21,21990,21990,0,60,0
576,6,28,9450,5794,0,24,0
4417,2,65,20900,15900,0,96,0
3208,9,69,13300,12300,0,96,0
5477,3,19,18990,20281,0,72,1
4829,19,59,13990,9990,0,60,1
3524,1,56,5000,4700,0,48,0
2794,2,40,10900,8900,0,48,0
2302,9,38,19880,13880,0,72,0
5537,0,26,19886,23192,0,72,0
1277,30,56,11050,11050,0,48,0
1009,10,58,24500,16329,0,48,0
7155,24,53,6019,3353,0,36,0
4825,1,51,6300,7200,0,60,0
429,0,38,11199,11510,0,12,0
6620,31,55,12669,13881,0,72,0
6332,3,65,6990,3790,0,48,0
3148,25,53,3700,3758,0,48,0
544,0,41,8490,9371,0,60,0
4687,27,54,13890,11390,0,60,0
2178,10,63,19890,21137,0,72,1
3221,19,78,13950,9895,0,60,0
7323,7,59,9035,9742,0,36,0
1144,27,46,6244,6244,0,36,0
3309,25,49,9250,10380,0,96,0
1320,20,58,7641,7903,0,24,0
1726,32,54,18990,13840,0,60,0
263,32,59,13700,12700,0,84,0
5842,3,45,12901,9990,0,84,0
3927,1,49,13750,13012,0,60,0
4626,5,48,9400,10502,0,96,0
3570,13,37,9950,10872,0,72,0
7104,17,48,17000,17000,0,84,0
2338,11,53,14440,15666,0,60,0
4084,29,46,16809,16939,0,72,0
7000,1,31,3950,2000,0,12,0
3626,7,49,16388,16388,0,60,0
2484,4,39,9590,9190,0,60,0
1964,36,59,7897,8173,0,24,0
6246,4,30,7990,8122,0,60,0
2732,22,57,2700,2700,0,12,0
1672,23,57,13500,13500,0,72,0
3885,10,32,17910,13410,0,48,0
79,0,44,5839,6067,0,24,0
3404,7,59,24585,21585,0,60,0
3995,1,55,6990,6990,0,72,1
3113,3,60,4016,4016,0,17,0
6804,4,34,12790,12790,0,48,0
5455,6,49,16250,10380,0,96,0
5609,5,50,7685,8342,0,60,0
3265,5,54,12690,11083,0,60,1
5266,0,21,6350,7254,0,60,0
2245,8,28,24900,12100,0,48,0
1544,1,26,5675,5675,0,49,1
230,2,65,7500,7499,0,96,0
6932,1,25,7825,8562,0,72,1
6876,2,27,8690,9427,0,48,1
2126,33,51,19990,22863,0,60,0
4952,7,47,18490,21146,0,60,1
5033,28,63,20310,21033,0,48,0
6425,2,31,8990,5500,0,48,0
6266,3,50,14200,9869,0,36,0
3779,6,38,16490,14490,0,60,0
6333,20,63,7000,7000,0,12,0
1760,1,19,22890,22890,0,60,1
6314,8,51,15900,12897,0,48,0
5184,4,36,9335,2394,1,12,1
4582,8,37,34829,13829,1,36,0
2406,1,32,7650,8305,0,96,0
3886,1,52,16800,17941,0,48,0
177,15,78,12540,12240,0,48,0
1616,8,67,8590,9071,0,72,0
5318,44,64,11884,7843,0,48,0
3307,0,37,5400,4346,0,60,0
2166,9,52,20204,3285,1,12,0
5856,28,55,17945,20863,0,72,0
5061,13,39,4600,3022,0,24,0
7025,14,79,11990,8282,0,48,0
7165,36,54,34705,11365,1,36,0
3937,0,30,10900,8900,0,60,0
1087,2,26,10360,10490,0,60,0
4076,2,63,20590,17590,0,60,0
4325,2,33,15990,17661,0,72,1
1501,3,23,4650,4650,0,60,0
1197,46,62,13699,14544,0,72,0
6764,4,57,7800,7800,0,48,0
676,5,39,19300,8500,1,36,0
503,14,77,10046,10046,0,36,1
4001,8,73,12750,9750,0,36,0
5629,6,50,5100,5100,0,72,0
6715,10,30,11689,5189,0,36,0
2132,7,29,17290,11928,0,60,0
957,20,53,26980,24203,0,60,0
2284,1,46,7105,4414,0,48,0
6977,2,68,8950,11055,0,60,0
3721,0,56,13300,14970,0,60,1
6847,17,42,10905,12401,0,60,0
4630,3,45,11290,2290,1,24,0
5375,11,54,9521,9479,0,96,0
6808,21,54,10989,9489,0,96,0
2298,19,54,7719,8230,0,36,0
3949,3,22,13333,11747,0,60,0
5386,1,35,23232,23232,0,72,0
3979,1,24,14050,15462,0,60,1
1193,2,55,7990,6508,0,24,0
1330,2,37,16110,18266,0,60,0
1487,4,36,8890,5890,0,36,0
7200,14,38,14950,16950,0,60,0
2746,1,50,15200,6200,0,24,0
5026,23,53,18881,17988,0,60,0
1281,22,40,6500,6980,0,36,0
6854,4,41,8990,4115,1,96,0
6534,19,47,19000,20835,0,72,0
4708,5,27,15150,13766,1,60,0
5480,14,30,20850,25599,0,72,0
5904,2,55,14290,4290,1,24,0
7264,23,83,6420,6420,0,48,1
1886,0,28,11500,11500,0,60,0
318,17,56,8390,8926,0,60,0
1916,6,24,13500,13500,0,60,0
5284,6,66,15125,12939,0,60,0
1600,14,73,7078,4000,1,48,0
7303,3,34,8900,3085,1,24,0
5700,1,26,5990,5649,0,48,0
6767,15,58,5037,5618,0,60,1
2208,29,56,4785,4785,0,12,0
41,21,40,6752,6752,0,36,0
3478,41,57,9200,7200,0,60,0
7093,39,56,10890,9390,0,72,0
3989,6,66,9085,9735,0,72,0
1595,1,64,13950,7309,1,36,0
3539,2,21,22950,22656,0,84,1
185,0,37,10120,11306,0,96,0
4063,9,40,16085,11085,0,48,0
3250,22,54,8203,8203,0,72,0
554,22,52,4000,4112,0,36,0
6671,1,55,7860,5990,0,60,0
2802,9,67,9485,7441,0,72,0
4994,6,32,8500,9941,0,72,0
87,8,47,9950,7950,0,48,0
2755,18,49,12950,11933,0,72,0
5901,5,23,10450,10841,0,60,0
6768,1,33,5490,5530,0,36,1
2275,2,42,24500,26201,0,48,1
4100,1,39,1600,1600,0,24,0
4395,5,59,9500,9937,0,36,1
1242,10,70,11990,6990,0,72,0
858,1,30,20600,19086,0,72,1
1871,0,26,11700,6108,0,36,0
3256,2,46,16908,18467,0,72,0
2439,7,39,12800,5877,1,60,0
1163,38,55,18939,17066,0,72,0
5168,7,55,13750,14551,0,48,1
7191,20,48,22250,11150,1,60,0
5404,3,25,18000,19599,0,60,1
2992,11,33,8250,9015,0,72,0
7064,6,42,14600,13100,0,48,0
6691,12,77,10000,5000,0,12,0
7014,3,67,12000,10000,0,72,0
5964,4,51,8750,10469,0,84,0
465,1,41,20950,21800,0,60,0
2926,2,44,5641,5851,0,48,0
6789,0,33,4500,4731,0,60,0
706,11,76,6900,7407,0,60,1
4382,2,49,8490,5631,0,36,1
1817,5,51,15040,10500,0,60,0
2860,7,30,5990,5888,0,72,0
6073,11,77,17460,5350,1,24,0
5071,3,46,7800,6800,0,60,0
5707,1,23,28400,26448,0,60,0
3032,18,45,9276,9276,0,48,1
4050,0,50,12490,12490,0,60,0
5302,0,29,19414,22300,0,72,0
4791,26,52,9950,12973,0,84,0
69,0,53,13200,14383,0,36,0
2225,18,51,16365,15461,1,72,0
5775,7,47,28190,19876,0,72,0
3438,13,52,8833,5190,0,36,0
3024,36,58,22487,14084,0,48,0
927,8,52,17945,17961,0,96,0
5245,3,26,23640,23640,0,60,0
7201,4,33,18390,11146,0,48,0
3753,41,59,19630,17830,0,72,0
2759,6,54,8990,3990,1,36,0
828,3,21,8299,6903,0,72,0
4121,3,23,23000,23000,0,60,1
1732,4,40,18087,18087,0,60,1
1650,0,27,10100,11696,0,72,0
6881,1,31,19286,19286,0,36,0
3903,3,27,9500,2695,1,24,1
3880,1,34,12790,8621,0,72,0
3908,0,22,10333,11181,0,60,1
1593,2,24,20000,19510,0,96,1
19,44,60,13800,11808,0,72,0
3197,4,62,4990,5447,0,60,0
2991,2,49,19179,22929,0,96,0
472,5,48,18985,13985,0,60,0
5804,16,77,5350,5350,0,36,0
3494,37,58,4450,4711,0,96,0
239,5,29,4467,4817,0,48,0
5857,18,36,14550,15828,0,60,1
4128,19,38,5890,6400,0,60,0
1728,7,66,9659,9758,0,12,1
2576,34,51,9500,9325,0,48,0
7079,7,29,5990,7196,0,96,0
4487,3,39,21475,20327,0,72,0
393,8,69,8021,8021,0,36,0
786,5,66,29990,28494,0,84,0
308,9,73,20000,20411,0,24,0
5368,1,28,14990,16254,0,60,0
2543,2,45,9090,6665,0,24,0
5364,8,39,5591,5199,0,48,0
2299,10,72,8990,7490,0,48,1
2954,0,32,4045,4468,0,36,0
5738,1,42,18485,18585,0,96,0
2306,4,62,34460,26960,0,72,0
3689,11,75,18300,18300,0,84,1
4625,7,45,8995,6995,0,48,0
2177,7,32,19968,19968,0,60,1
3698,5,24,19100,17990,0,48,0
3038,3,44,18500,18500,0,60,0
4122,1,48,11440,10181,0,72,0
6012,3,26,7650,9225,0,96,0
5219,3,37,10575,9434,0,60,0
6648,1,37,16810,18488,0,72,0
3824,15,54,6590,4506,0,36,0
1055,3,58,5628,4243,0,36,1
6704,3,26,13430,10089,0,72,0
7084,37,55,23622,25560,0,72,0
496,1,48,13000,10000,0,60,0
4019,0,37,16500,18798,0,60,1
2478,17,59,4300,2967,0,36,0
5261,5,36,13259,13803,0,72,0
3790,5,57,2500,2640,0,24,0
4030,1,23,8990,10088,0,96,1
6758,1,24,8069,3440,1,36,0
2781,1,44,10840,5719,0,36,0
6204,1,46,6409,7476,0,72,0
5360,4,31,12537,13594,0,60,0
222,23,62,8480,8725,0,72,1
3484,10,74,7990,4990,0,24,0
1393,4,55,19950,21988,0,84,0
2249,5,50,9900,9673,0,96,0
6209,6,55,10680,7680,0,60,0
2036,7,47,14800,13649,0,60,0
4947,11,44,14185,15583,0,72,1
2977,3,29,24900,26833,0,48,0
1317,12,71,5000,5205,0,48,0
2348,1,18,17964,17797,0,60,1
1041,32,57,5254,5547,0,24,0
5968,0,26,9900,9323,0,72,1
3386,1,31,29990,29990,0,24,1
3980,1,32,6598,1598,1,24,0
3929,12,47,13500,9800,0,60,0
1335,18,44,6300,6884,0,72,0
1215,34,57,6700,3825,0,24,0
789,9,48,7990,7990,0,60,0
509,0,21,13590,14830,0,72,1
7193,13,44,9000,4500,0,36,0
5141,0,52,12129,11562,0,60,0
6634,26,61,5000,5000,0,36,0
6605,8,27,15899,14665,0,60,0
4917,10,70,11985,2134,1,12,0
3668,0,25,21495,21495,0,72,0
3166,2,47,17975,16412,0,72,0
3399,0,36,35000,29750,0,60,0
2855,7,29,4780,5126,0,48,0
1263,3,20,6960,7729,0,60,1
2226,2,34,15840,15950,0,60,0
6075,11,41,13990,13534,0,96,0
5025,2,33,23500,23500,0,48,0
1451,26,56,8500,8891,0,36,0
1803,3,67,12705,12828,0,60,0
4401,15,53,8938,9711,0,60,0
6098,1,43,15890,15890,0,96,1
6651,12,44,31000,25000,0,96,0
7253,2,40,13980,15434,0,84,0
642,11,67,19190,19190,0,96,0
1740,5,32,9830,6830,0,36,0
457,0,63,19615,22096,0,72,0
2549,12,66,8900,7400,0,60,0
6430,11,28,8910,3889,0,24,0
2344,0,65,8999,6252,0,36,0
1807,0,48,7900,8331,0,36,0
6311,2,52,9290,3790,1,36,0
7229,10,51,26999,19897,0,60,0
2585,0,24,3600,3983,0,36,1
3181,1,56,8190,6040,0,60,0
1412,9,52,14410,17302,0,96,0
50,1,19,18990,20450,0,72,1
5096,4,45,8990,9958,0,72,0
877,8,26,18200,15200,0,60,0
245,14,60,11385,11485,0,96,0
3050,16,37,7430,5430,0,60,0
4705,0,22,8900,9826,0,84,1
5865,18,47,6220,3564,0,36,0
7083,39,56,5985,6004,0,48,0
6822,7,32,5750,6248,0,60,0
3656,26,55,18402,3500,1,36,0
7260,2,25,13900,13900,0,48,0
6539,1,38,8000,8710,0,60,1
4903,5,41,6340,5470,0,48,1
4326,2,40,23780,26125,0,96,1
5413,10,46,34960,28179,0,48,0
2628,9,39,10450,11636,0,72,1
2646,4,54,15180,14180,1,48,0
4925,42,59,16110,5854,1,36,0
3580,3,60,25990,27927,0,60,1
321,26,46,15300,17384,0,60,0
3904,36,61,7095,7330,0,24,0
1811,6,70,7930,8885,0,36,0
3053,1,27,14790,17249,0,72,0
2846,4,62,24980,26146,0,60,1
2405,15,41,4401,4401,0,36,0
6827,7,39,12100,6200,0,48,0
1509,16,55,23250,25080,0,72,0
3320,3,41,9000,9920,0,60,1
2523,1,29,2239,2239,0,15,0
7316,20,47,6900,6464,0,72,0
468,15,49,26290,14590,0,24,0
6153,1,25,10100,7700,0,60,0
4004,36,58,17165,6855,1,24,0
4987,0,25,11550,12537,0,60,0
4758,21,57,5490,5607,0,60,1
6520,4,67,8575,7662,0,72,0
6189,10,66,30970,19970,0,48,0
5950,3,60,13680,13612,0,96,0
233,0,27,3546,3809,0,36,1
65,9,36,19683,22848,0,72,0
4381,0,30,20950,22352,0,48,0
1729,1,55,8010,5113,0,36,0
7247,5,62,5200,5624,0,36,0
3383,2,26,14950,14950,0,72,1
5231,1,23,14269,15704,0,60,1
970,23,40,13970,13970,0,96,0
4607,4,34,10360,9990,0,48,0
381,2,62,28930,26930,0,60,1
800,1,30,9590,9590,0,72,1
1867,14,39,17090,17990,0,72,0
5905,1,35,13730,15520,0,60,1
3049,20,36,24990,24990,0,60,0
5094,27,49,16500,11500,0,36,0
217,1,64,22610,18874,0,48,1
2184,0,49,28975,28975,0,96,0
743,6,40,6999,7989,0,60,0
7423,22,43,23900,27815,0,72,0
6951,2,29,15730,14620,0,48,0
6470,0,52,10980,10980,0,72,1
1467,1,65,19690,9820,1,60,0
2318,3,20,8450,8874,0,72,1
2827,15,57,8900,5493,0,36,0
2310,25,42,15980,15980,0,48,0
4772,0,53,7800,7865,0,60,0
435,31,47,11400,5400,0,48,0
1656,0,63,19000,13000,0,48,0
4161,8,49,17600,3858,1,36,0
6057,11,38,15340,11340,0,36,0
7048,3,27,12890,17259,0,60,0
1869,19,51,18990,19027,0,84,0
3540,16,80,22450,15450,0,36,0
6479,10,32,8415,9429,0,48,1
6127,2,51,3640,3952,0,24,0
2881,1,27,15990,13490,0,60,0
6045,14,32,21657,18766,0,72,0
4015,33,57,5682,6365,0,60,0
3796,2,27,10500,8728,0,60,0
5780,0,32,4500,4500,0,24,0
1199,28,49,28000,18000,0,60,0
763,15,49,15000,10000,0,48,0
1649,2,42,13870,15366,0,84,0
2569,3,41,21990,20279,0,72,0
6286,2,20,10880,12638,0,72,0
996,37,57,15790,14590,0,72,1
7207,13,67,7900,9847,0,72,1
486,11,57,15800,10800,0,72,0
1582,19,51,11670,7270,0,36,0
2473,3,55,12390,4390,1,36,0
3043,19,58,6437,6635,0,36,0
1022,4,56,13500,7327,1,36,0
3768,23,41,10990,10990,0,72,0
2519,0,25,8000,8938,0,96,1
6347,10,35,5281,5281,0,48,0
5329,36,61,15947,15947,0,36,0
5620,4,38,6990,4990,0,48,0
4782,27,70,6850,6621,0,60,1
4706,2,39,13701,14958,0,72,1
4836,11,47,26797,26797,0,18,1
5516,25,46,13500,15118,0,96,0
7392,39,62,15995,10995,0,60,0
48,3,61,9710,9220,0,48,0
176,1,23,13000,11248,0,48,0
1536,0,60,13990,15355,0,60,0
6826,0,43,10420,10334,0,60,0
3308,38,57,11110,9110,0,60,0
5743,4,40,8440,5364,0,36,0
4336,0,48,22262,22469,0,60,0
2107,0,23,10990,11941,0,60,1
91,2,56,22129,17629,0,96,0
538,5,27,17877,19822,0,72,1
6900,33,55,6990,7658,0,72,0
742,13,46,15635,9035,0,48,0
3470,2,40,13980,4286,1,48,0
4828,4,31,13000,14793,0,60,0
1005,5,32,8450,8184,0,72,1
1499,18,57,20990,15923,0,60,0
6289,1,34,4900,5424,0,36,0
7015,11,43,4524,4524,0,48,0
106,6,28,20400,18900,0,60,0
4608,0,24,6950,7080,0,60,1
5330,5,56,15695,16911,0,36,0
3686,2,20,27500,27000,0,72,1
3132,4,42,23070,17703,0,72,0
5613,36,60,10379,8984,0,48,0
3439,9,35,9300,10084,0,60,0
3370,3,68,16990,4058,1,36,0
1061,1,52,10990,11917,0,60,0
2094,6,44,12300,6984,0,84,0
5584,0,20,11313,8490,0,48,0
5668,1,20,15334,15334,0,60,0
2088,7,72,9400,3593,1,24,0
2676,4,66,10940,5158,1,48,1
6762,0,46,15439,3939,1,12,0
3071,16,79,12950,7972,0,60,0
5406,10,34,11825,8311,0,48,0
167,0,25,16890,16153,0,60,0
5755,2,39,7862,7862,0,30,1
2462,1,32,6000,6000,0,48,0
1315,14,79,4552,4680,0,36,0
6321,0,39,21490,19290,0,60,0
5291,15,77,9259,3259,1,24,0
3651,0,26,14790,9437,0,48,1
1755,27,51,6040,6693,0,60,0
1858,22,46,23390,11869,1,36,0
4766,30,51,15901,15990,0,72,0
7145,1,25,12900,12400,0,36,1
6567,5,57,10850,7537,0,48,1
4467,5,36,8154,8622,0,36,0
6761,8,50,6194,6680,0,48,0
2287,12,43,15500,17684,0,60,0
4313,8,43,6850,5351,0,60,0
3379,28,45,22730,23480,0,60,0
5451,13,36,12639,12639,0,60,0
1385,3,25,11290,12337,0,60,1
3018,1,28,15200,11785,0,48,0
4355,7,36,18500,2500,1,24,0
5866,8,46,13850,13850,0,96,1
2333,1,21,4900,4900,0,48,0
1512,0,25,16750,18434,0,72,0
511,12,76,6711,7149,0,84,1
1174,1,35,9500,8800,0,72,0
997,5,44,22229,24339,0,72,0
3688,6,51,10205,10205,0,36,0
4861,16,56,10418,10418,0,60,0
7241,5,44,5489,5964,0,60,0
5643,1,19,21950,21950,0,60,1
1374,22,55,3990,1640,0,12,0
4195,0,36,14990,14580,0,72,0
3482,19,46,23950,11600,1,48,0
2684,29,52,10744,10744,0,48,0
4936,0,54,11890,12992,0,72,0
1883,22,50,10450,6570,0,24,0
1057,5,64,5199,5875,0,72,1
4291,2,26,20100,16100,0,48,0
1623,30,47,8469,9202,0,60,0
1934,0,51,22490,18990,0,60,0
1074,11,28,9970,4563,0,36,0
1480,26,56,9000,9739,0,96,0
7290,8,39,12510,13200,0,60,0
73,1,37,14700,7118,1,24,0
3871,4,59,11420,11420,0,54,0
6454,0,23,15990,15579,0,60,1
2389,18,46,29490,25813,0,36,0
2829,12,58,19199,20327,0,96,0
1820,1,56,10639,11396,0,60,0
3381,1,23,19990,19990,0,72,1
4525,20,80,6862,6862,0,48,0
6143,19,55,20590,16071,0,84,1
2517,1,39,11950,12100,0,84,0
179,1,20,16790,18821,0,60,1
2516,8,50,13485,10385,0,48,0
3125,0,27,14890,14890,0,60,0
4717,15,38,20790,24038,0,96,0
2885,19,46,22702,16951,0,48,0
1559,1,31,15000,14000,0,60,0
1042,5,49,11999,11999,0,60,0
1097,2,30,4704,4704,0,36,0
31,9,71,22830,12330,0,36,0
6548,2,54,4888,4888,0,60,0
3787,4,39,16700,12674,0,84,0
5121,4,39,10400,11432,0,72,1
168,2,27,26228,21368,0,72,0
2481,23,51,10980,6412,0,36,0
4371,25,49,14623,14623,0,48,0
1261,2,35,30070,27441,0,72,1
6903,0,40,13000,3000,1,12,0
7006,0,19,19900,21650,0,60,1
3896,9,63,11508,11508,0,96,1
2531,3,37,20922,24245,0,72,0
6599,0,30,9589,9202,0,60,0
7378,8,56,3490,3490,0,36,0
4664,18,56,7449,7449,0,36,0
3849,15,48,10000,11271,0,96,0
7060,2,58,19680,12825,0,60,0
3543,30,54,4598,4598,0,36,0
6123,5,22,14000,4000,1,36,0
5246,11,50,20780,19409,0,48,0
1383,10,59,6795,7154,0,48,0
5049,36,52,4322,4696,0,60,0
5746,23,46,6968,7503,0,48,0
1002,24,53,25530,16420,1,24,0
2091,26,47,7690,8660,0,48,0
7384,4,46,9000,8200,0,60,1
4974,23,88,4000,4000,0,12,0
683,11,45,27500,5312,1,24,0
5316,3,31,16900,16394,0,72,0
1328,0,18,10990,11955,0,60,1
1608,20,53,13785,13785,0,48,0
3286,1,24,11400,8400,0,60,0
2868,10,49,9950,9950,0,84,0
1103,4,28,6560,7140,0,48,0
1483,3,31,11149,9078,0,96,1
7138,0,24,10548,12423,0,72,0
1302,9,31,20880,22418,0,48,1
500,1,56,7950,6950,0,72,1
437,4,27,8990,9621,0,48,1
3601,8,67,10100,10501,0,48,0
1128,2,28,7200,7200,0,36,0
2850,22,54,11591,12649,0,96,0
2173,13,49,4700,3700,0,24,0
5994,0,42,7200,8025,0,72,1
80,16,38,14900,14900,0,48,0
1426,4,59,28180,19458,0,60,0
5681,34,51,9460,2009,1,12,0
6525,1,34,17809,16810,0,48,0
5296,5,44,6500,7231,0,96,0
2728,0,29,10980,13133,0,84,1
1543,2,36,8500,9197,0,60,0
3866,3,34,11400,11199,0,48,0
2115,30,57,6900,3050,1,24,0
2087,21,77,7600,8026,0,72,1
1561,11,76,4405,2997,0,36,0
7289,4,64,35200,25200,0,24,0
7076,14,55,7000,5000,0,60,0
3458,4,57,15655,19299,0,72,0
5039,1,18,21990,23346,0,72,1
1662,14,61,14900,12900,0,60,0
534,4,68,6600,8186,0,72,1
711,10,46,6800,2050,1,12,0
1075,10,51,9767,9767,0,48,0
585,1,23,12990,12623,0,72,1
6134,2,25,8990,9748,0,60,0
737,2,63,34700,24700,0,36,0
4220,31,59,16400,11923,0,48,0
1153,0,26,10950,11226,0,96,0
4328,2,56,13200,9122,0,72,0
4418,10,74,13990,14140,0,84,0
491,10,31,21593,11571,1,48,0
7301,2,52,16700,16700,0,96,0
4216,9,37,10890,9178,0,48,0
6049,8,45,8104,8104,0,60,0
1632,5,36,6900,7831,0,60,0
1430,28,46,17100,14300,0,48,0
6081,3,64,15115,8527,1,60,0
2921,31,48,5890,3890,0,60,0
6868,2,64,25800,21391,0,36,0
852,17,63,21380,21380,0,60,0
811,1,30,8490,7490,0,12,1
4091,5,29,5500,5500,0,36,0
3994,4,59,16950,15816,0,60,0
2499,3,46,13499,12137,0,48,0
1775,26,51,17000,19275,0,60,0
2436,7,28,11990,14322,0,60,0
1181,3,23,15317,11437,0,84,1
1786,29,54,4264,4535,0,24,0
4606,1,21,10800,11639,0,48,1
401,1,29,30968,29107,0,72,1
1244,0,36,15990,18984,0,84,1
157,15,57,26790,15790,0,48,0
4890,44,61,3490,2617,0,36,0
7216,24,53,22300,23627,0,36,0
1790,19,48,13500,13730,0,60,0
6834,11,76,10500,10500,0,36,0
6357,2,44,4990,4052,0,60,0
3715,6,33,13659,14449,1,72,1
994,4,62,9300,6869,0,60,0
6606,4,68,4342,3342,0,24,0
5380,18,51,13049,13853,0,72,0
2699,9,57,15000,10728,0,60,0
5686,23,58,8870,9000,0,60,0
573,17,74,24990,16990,0,48,0
3406,5,33,13000,8615,0,48,0
4367,15,42,4529,4864,0,36,0
6658,15,49,4490,4879,0,60,0
3128,6,35,17700,17700,0,60,0
1034,11,45,9990,7698,0,72,0
535,20,40,26000,11000,1,36,0
5888,5,36,24783,27112,0,72,0
1862,3,26,24962,24962,0,60,1
5969,19,49,11062,11062,0,60,0
7261,0,63,17150,3150,1,24,0
