,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Default (y)
3995,1,55,6990,6990,0,72,1
1432,2,47,12110,8710,0,48,0
5321,25,51,3608,3608,0,12,0
3207,5,52,5825,4825,0,24,0
4371,25,49,14623,14623,0,48,0
6382,24,45,7990,9447,0,72,0
3407,22,45,20970,10785,1,48,0
2550,16,58,6000,6854,0,60,1
4526,20,53,12300,10300,0,48,0
3276,28,51,14900,10000,0,72,0
7213,3,40,9180,7866,0,72,0
1357,15,66,5901,5901,0,48,0
5333,9,39,9510,3769,1,36,0
2333,1,21,4900,4900,0,48,0
3346,25,42,11490,6640,0,36,0
7212,5,38,8950,6935,0,48,0
7321,9,69,11885,12000,0,60,0
4733,13,49,5924,6368,0,36,0
2146,29,57,4990,4249,0,36,0
2798,0,32,9990,5990,0,48,0
4480,11,50,9700,5037,0,36,0
461,18,55,9331,10336,0,84,0
3641,1,55,18100,6100,1,24,0
1539,21,50,4750,4750,0,36,0
7223,17,62,12500,9125,0,60,0
4192,3,36,5990,6872,0,48,0
2602,27,52,9990,5990,1,48,0
1451,26,56,8500,8891,0,36,0
5613,36,60,10379,8984,0,48,0
1723,12,55,3696,3865,0,36,1
1526,0,63,5698,6358,0,48,0
4011,2,34,8115,8115,0,48,1
7199,8,35,9900,6050,0,36,0
1425,2,38,7500,6200,0,48,0
1847,16,35,5800,6255,0,48,0
3439,9,35,9300,10084,0,60,0
4213,2,64,10250,9109,1,72,0
6133,7,60,5360,1948,1,36,0
838,15,36,8048,8048,0,36,0
7265,7,32,4634,4998,0,48,1
5291,15,77,9259,3259,1,24,0
7014,3,67,12000,10000,0,72,0
1277,30,56,11050,11050,0,48,0
196,3,19,7990,4255,1,24,0
7183,2,45,12978,10963,0,48,1
5433,7,65,5490,5915,0,72,0
4707,1,42,9800,8500,0,48,0
3615,35,52,12000,13078,0,60,0
4504,16,38,5500,3500,0,60,0
3907,2,26,10700,6147,0,36,0
2266,18,49,14600,7086,0,36,0
1773,6,58,2791,2791,0,12,0
5839,1,32,12234,6635,1,36,0
2851,10,48,5895,5319,0,60,0
295,7,58,4643,4894,0,48,0
6923,2,41,7990,7081,0,60,1
500,1,56,7950,6950,0,72,1
2299,10,72,8990,7490,0,48,1
485,17,62,5890,6567,0,72,0
3536,4,54,12173,12173,0,48,0
3143,6,56,5037,5037,0,36,0
1587,9,75,19990,9990,1,36,0
2934,29,57,4940,5171,0,36,0
6460,3,50,7900,8469,0,48,0
6600,5,67,12990,9024,0,48,0
2955,5,28,10500,11280,0,48,1
2123,4,67,6500,3131,0,24,0
5823,15,45,16900,4400,1,48,0
3063,4,37,5400,4314,0,48,0
3164,23,54,7039,4792,0,60,0
5002,10,74,11800,12241,0,48,0
5038,7,49,5239,5693,0,60,0
2540,2,45,6250,4945,0,60,0
2570,17,54,9900,8008,0,60,0
5466,4,33,4600,3600,0,48,0
4877,15,58,11950,9795,0,60,0
7411,3,33,7500,6000,0,12,0
7071,8,59,10109,10238,0,60,0
2232,25,56,8375,9174,0,48,0
5681,34,51,9460,2009,1,12,0
4630,3,45,11290,2290,1,24,0
2100,19,62,14490,12105,0,60,0
1480,26,56,9000,9739,0,96,0
5624,5,69,9500,9500,0,84,1
1545,8,61,8238,8238,0,36,0
5013,28,82,6780,5280,0,24,1
41,21,40,6752,6752,0,36,0
3274,1,49,2718,2890,0,24,1
3075,2,43,14737,14876,0,24,0
3032,18,45,9276,9276,0,48,1
1095,3,33,5878,5878,0,36,0
4290,28,58,15069,11184,0,60,0
1700,0,31,9119,9119,0,60,1
5395,34,51,14990,4490,1,24,0
283,10,71,2775,2804,0,12,1
5219,3,37,10575,9434,0,60,0
1626,1,51,15305,15500,0,12,0
3656,26,55,18402,3500,1,36,0
706,11,76,6900,7407,0,60,1
4257,3,33,8866,8866,0,48,0
1313,2,38,7513,7513,0,48,0
1647,6,29,7078,6666,0,48,0
1334,1,26,7400,2157,1,48,1
354,1,27,3690,2009,0,24,0
544,0,41,8490,9371,0,60,0
1056,26,50,12850,9750,0,48,0
6203,1,36,9690,8936,0,60,1
1444,23,45,8990,9936,0,36,0
5461,33,54,12430,14009,0,48,0
5189,28,47,9380,9380,0,60,0
1803,3,67,12705,12828,0,60,0
3094,7,55,7990,7990,0,60,1
3289,1,60,5500,4500,0,36,0
4004,36,58,17165,6855,1,24,0
4407,4,33,9890,8227,0,60,0
1078,35,52,19025,9806,1,60,0
25,4,67,2986,2986,0,12,0
1201,18,39,14300,5800,1,24,0
1728,7,66,9659,9758,0,12,1
978,7,67,12200,12200,0,60,0
2492,2,29,6350,6500,0,60,0
4113,4,57,5012,5282,0,48,0
348,24,52,5990,3490,0,36,0
3809,5,78,11940,12676,0,72,1
1025,6,71,11990,9490,0,72,0
3955,3,24,8900,8922,0,60,0
1918,0,24,8800,1800,1,12,1
2646,4,54,15180,14180,1,48,0
211,24,43,23000,9000,1,12,0
2248,4,49,5300,4800,0,48,0
2897,8,51,10480,9778,0,48,0
2410,0,19,6290,5790,0,60,1
4103,9,50,4490,4490,0,48,0
4506,14,73,9750,10114,0,48,0
1535,22,47,11318,11318,0,48,0
7141,7,71,7950,7000,0,36,1
511,12,76,6711,7149,0,84,1
701,30,50,9990,4990,0,48,0
7271,13,60,8500,8500,0,60,0
1589,11,42,6390,6413,0,60,0
3666,6,28,8600,5370,0,36,0
5132,17,70,10500,10932,0,48,0
1873,1,23,4995,4995,0,36,0
3477,15,56,10650,8531,0,36,0
2166,9,52,20204,3285,1,12,0
736,5,67,14488,11627,0,48,0
2445,12,54,9990,11686,0,72,1
276,15,53,7000,6471,0,48,0
1322,1,32,4200,3759,0,36,0
4028,2,65,10895,11455,0,60,0
5349,17,76,8173,8173,0,48,0
4367,15,42,4529,4864,0,36,0
1096,50,70,15990,12990,0,36,0
4273,0,21,4500,1894,1,12,0
2676,4,66,10940,5158,1,48,1
7077,4,40,8500,8500,0,60,0
79,0,44,5839,6067,0,24,0
611,14,72,9540,7654,0,72,0
6904,9,28,5961,5961,0,36,0
658,6,45,8500,8191,0,72,0
1610,13,51,13990,4690,1,36,0
803,30,56,10403,10889,0,36,0
2805,6,26,9700,6700,0,36,0
3929,12,47,13500,9800,0,60,0
3473,4,51,12480,10422,0,60,0
5957,29,61,12844,14020,0,60,0
3545,3,27,4847,5227,0,48,0
5418,24,60,16500,13500,0,48,0
640,5,37,5789,5968,0,36,0
6567,5,57,10850,7537,0,48,1
6462,1,66,5287,5287,0,36,1
4110,0,58,8100,8567,0,60,0
2651,12,34,8500,9426,0,48,0
1740,5,32,9830,6830,0,36,0
4080,35,55,23723,12548,1,48,0
5110,1,64,9500,8500,0,60,0
1921,3,42,8140,8854,0,60,1
6589,30,53,9900,8400,0,36,0
5171,8,55,11395,8879,0,36,0
2972,15,49,11790,12564,0,48,0
6592,3,65,9990,8490,0,36,0
3685,2,65,4625,5006,0,96,0
1519,15,46,15284,5404,0,24,0
1482,2,30,10990,9490,0,48,0
2250,4,35,13000,10220,0,48,1
6299,2,54,11532,11532,0,48,0
203,1,62,7980,6480,0,36,0
6277,0,47,11288,12647,0,48,0
415,17,48,8000,3273,0,60,0
6062,26,54,13300,14149,0,36,0
397,16,52,17849,8446,0,48,0
1105,4,60,5300,5806,0,48,1
4251,9,31,10150,6168,0,36,0
6066,0,55,11299,8799,0,60,0
4085,33,49,19630,13532,1,24,0
4722,12,40,8990,9828,0,48,1
5804,16,77,5350,5350,0,36,0
599,14,52,14200,13945,0,36,0
1023,0,42,12290,8790,0,48,0
3592,10,68,9990,10482,0,72,0
4668,15,47,10800,9634,0,36,0
4303,9,55,4775,2575,0,12,0
1108,1,45,11233,8866,0,48,0
3210,1,47,10490,6490,0,24,0
2765,20,43,10990,5990,1,36,0
6658,15,49,4490,4879,0,60,0
1468,0,48,10800,12082,0,48,0
4302,5,55,5570,6350,0,48,0
621,19,46,10450,10237,0,60,0
5282,20,39,8395,5818,0,48,0
5967,13,68,6170,3859,0,24,0
59,28,48,29139,9139,1,36,0
6595,4,49,8990,9829,0,60,0
2323,16,44,10580,9580,0,60,0
3425,22,61,5500,2791,1,36,0
7391,1,25,7738,6803,0,48,0
4264,16,55,3032,3032,0,15,1
3043,19,58,6437,6635,0,36,0
3434,1,53,7748,1544,1,12,0
4306,1,18,6200,6845,0,36,1
3680,20,46,4810,2391,1,48,0
4625,7,45,8995,6995,0,48,0
2787,13,47,6715,6991,0,48,0
3001,8,50,11390,9390,0,60,0
7425,9,38,4502,4856,0,48,1
2767,3,21,6300,4800,0,36,0
3297,6,45,4490,4842,0,48,0
1767,26,48,8470,2470,1,12,0
3878,2,24,6300,4300,0,48,0
5243,42,60,9990,11641,0,84,0
3749,4,30,9970,11025,0,36,1
7067,5,41,9100,4415,0,48,0
4861,16,56,10418,10418,0,60,0
3218,5,65,8490,8521,0,60,0
6026,14,75,8300,5300,0,96,0
5281,37,57,13490,11990,0,60,0
3366,2,37,13402,11146,1,48,0
4053,0,34,4100,4100,0,36,0
2641,5,31,8700,4995,0,24,0
4917,10,70,11985,2134,1,12,0
4017,38,63,6200,5565,0,48,0
4525,20,80,6862,6862,0,48,0
4450,11,50,6500,6128,0,48,0
5780,0,32,4500,4500,0,24,0
5629,6,50,5100,5100,0,72,0
3107,45,65,7186,7769,0,36,0
2373,26,43,7200,6208,0,60,0
2781,1,44,10840,5719,0,36,0
3431,21,47,10500,3200,1,36,0
678,3,54,4790,2240,0,24,0
5746,23,46,6968,7503,0,48,0
469,18,77,7299,7299,0,24,1
5522,16,58,6000,6722,0,60,1
6244,2,45,5900,4296,0,36,1
4552,2,28,7529,8164,0,60,0
6952,25,59,13700,11461,0,60,0
3484,10,74,7990,4990,0,24,0
1671,3,35,11940,5435,1,48,0
972,8,57,11800,5800,1,60,0
339,0,21,8684,9259,0,48,1
1116,2,28,7990,5490,0,36,0
5151,0,56,9190,4834,1,36,0
6473,7,51,3981,3981,0,36,0
4329,37,54,11485,13358,0,72,0
3395,19,44,8490,5912,0,48,1
1777,12,72,7450,5603,0,24,0
4985,1,56,7900,8540,0,60,0
743,6,40,6999,7989,0,60,0
2997,5,57,13309,5294,1,12,0
58,15,56,11801,12500,1,60,0
5995,2,45,4500,4500,0,24,0
3313,7,43,7380,6677,0,48,0
2398,17,82,13995,10695,0,60,0
7378,8,56,3490,3490,0,36,0
4165,7,43,8950,7604,0,72,0
0,34,55,4875,3087,0,36,0
2957,8,53,7250,5750,0,60,0
676,5,39,19300,8500,1,36,0
3649,29,58,6680,6992,0,36,0
6922,2,67,14400,13400,0,48,0
6001,12,78,11155,11284,0,60,0
2670,3,66,10990,3990,1,24,0
3260,2,61,9950,10100,0,60,0
3932,16,48,10800,10800,0,60,0
4209,0,26,6700,3433,0,36,0
418,0,60,6415,2000,0,12,0
387,5,54,5900,6329,0,36,1
6274,22,62,9790,5480,1,36,0
1391,35,69,7838,7838,0,36,0
3181,1,56,8190,6040,0,60,0
6216,15,48,6850,4684,0,48,0
7180,3,27,6490,1539,1,12,0
6984,5,34,8250,8635,0,60,0
6652,4,47,7990,6105,0,60,0
3693,13,38,10990,6057,0,48,0
6479,10,32,8415,9429,0,48,1
318,17,56,8390,8926,0,60,0
2576,34,51,9500,9325,0,48,0
4545,0,40,3990,2213,0,24,1
4899,3,33,9018,9018,0,24,0
6048,1,22,10900,11934,0,36,0
6003,25,50,14990,3710,1,24,0
965,26,42,15250,7625,0,24,0
4002,0,66,15078,9548,1,60,0
6587,12,53,9850,6000,0,60,0
1215,34,57,6700,3825,0,24,0
5007,20,48,7990,9100,0,60,1
2510,11,75,12020,1510,1,12,0
7310,1,55,2681,2748,0,12,0
2377,2,25,5660,4090,0,36,0
4101,9,48,9130,3990,1,36,0
3805,11,44,17980,4180,1,24,0
5598,1,28,7500,6193,0,60,0
1287,14,79,4932,4932,0,36,0
5184,4,36,9335,2394,1,12,1
6789,0,33,4500,4731,0,60,0
4229,24,45,6790,4950,0,48,1
2705,22,57,15151,10000,0,36,0
4730,14,44,24390,7690,1,36,0
6159,2,68,5990,4490,0,24,0
5928,6,68,2948,3088,0,24,0
1703,3,51,8400,9127,0,60,1
2498,22,48,6825,7370,0,72,0
7252,5,43,9990,9990,0,60,0
6631,17,49,6150,6150,0,48,0
4771,17,40,16140,7886,1,48,0
4427,16,54,6502,6502,0,48,0
3196,5,29,10220,7905,0,48,0
2412,19,43,3990,4287,0,36,0
543,2,20,5990,5990,0,48,1
3534,33,63,5600,5600,0,36,0
4541,9,70,17750,10000,0,60,0
5185,12,32,7500,6565,0,72,0
1320,20,58,7641,7903,0,24,0
6290,4,29,4490,4827,0,36,0
7261,0,63,17150,3150,1,24,0
3784,6,46,12585,10285,0,60,0
2312,4,68,11100,8556,0,48,0
1501,3,23,4650,4650,0,60,0
6810,12,60,2900,3135,0,36,0
3003,2,48,5590,6370,0,60,0
2827,15,57,8900,5493,0,36,0
7173,7,55,10690,12184,0,60,0
5359,34,51,5870,6449,0,72,0
5269,0,60,3990,4105,0,96,0
1467,1,65,19690,9820,1,60,0
6519,7,34,14390,6325,1,36,0
1216,1,53,4390,4000,0,48,0
61,24,58,13500,11950,0,60,0
4546,40,56,13500,17013,0,60,0
668,1,47,12550,13099,0,24,0
1075,10,51,9767,9767,0,48,0
6914,2,67,15118,10394,0,36,0
7124,4,24,5990,6489,0,60,0
3505,27,60,9735,10877,0,48,0
3113,3,60,4016,4016,0,17,0
866,0,29,16600,6600,1,24,0
4847,17,47,5652,5652,0,72,0
2900,0,46,7940,8610,0,60,0
2001,4,36,5990,5990,0,60,0
5495,3,26,7000,7573,0,60,1
2450,1,51,7480,8127,0,60,1
2963,4,47,5250,6161,0,72,1
6081,3,64,15115,8527,1,60,0
1880,9,50,14351,14351,1,60,0
6447,23,45,10380,8548,0,60,0
2020,7,81,7590,7590,0,72,1
764,5,29,11600,8184,0,48,0
2182,0,54,7705,7705,0,48,0
5144,1,50,4990,3211,0,36,0
5112,2,18,7600,7600,0,60,0
5001,2,47,9250,10170,0,60,0
4248,2,30,5050,5164,0,48,0
3480,7,37,18970,1810,1,12,0
3319,37,54,9985,9985,0,72,0
3076,33,55,5990,6460,0,48,0
6780,2,32,4378,4490,0,12,0
4885,8,73,9500,9500,0,48,0
7095,36,65,14990,8364,0,48,0
641,15,58,6500,5500,0,36,1
6977,2,68,8950,11055,0,60,0
7076,14,55,7000,5000,0,60,0
3203,11,49,8100,7992,0,48,0
7204,6,51,15990,10404,0,48,0
3382,17,43,13490,8490,0,36,0
4666,24,56,8000,6000,0,48,0
5192,14,46,15900,8226,1,48,0
7295,0,40,8790,4983,1,24,0
5973,17,77,6990,6990,0,60,0
3616,0,35,7980,8593,0,48,1
2052,1,45,6700,4700,0,24,0
3856,10,39,4200,3330,0,36,1
5239,14,37,10690,10230,0,48,0
3601,8,67,10100,10501,0,48,0
6304,7,53,7990,8796,0,60,0
5470,19,51,13738,8738,0,48,0
2862,1,47,10795,3167,1,24,0
1582,19,51,11670,7270,0,36,0
7164,16,52,4246,4572,0,48,0
4147,21,54,4750,4750,0,24,0
1224,13,58,4401,4607,0,36,0
3501,31,50,11722,12641,0,48,0
7133,2,65,11500,11500,0,48,0
3820,2,45,3488,3488,0,38,0
3357,11,58,2787,2787,0,12,0
2213,2,32,5790,6442,0,48,0
7249,0,33,10500,8341,0,60,0
2375,1,31,11490,6518,0,24,0
2168,2,31,3730,4061,0,60,0
360,25,45,10206,11067,0,60,0
3328,5,51,4000,4433,0,36,0
5193,1,36,8147,8147,0,60,0
6993,5,52,10000,10866,0,60,0
7139,7,40,8675,9425,0,48,0
5568,8,72,5880,6302,0,60,1
3488,6,49,11235,7864,0,48,0
5437,4,51,13000,5800,0,36,0
4691,16,48,10390,9226,0,60,0
3846,21,56,14069,3335,1,36,0
2536,0,46,4250,4583,0,48,0
6056,6,47,11636,12539,0,48,0
5216,1,64,6100,5400,0,60,0
576,6,28,9450,5794,0,24,0
6366,14,77,13990,8990,0,72,1
3774,5,44,5500,5900,0,36,0
1281,22,40,6500,6980,0,36,0
2316,5,21,23000,6473,1,24,0
1658,3,33,6990,5990,0,60,0
6270,1,27,6300,4821,0,36,0
2819,17,63,18900,15400,1,60,0
2374,25,52,12000,6000,0,48,0
1258,38,59,11600,7182,0,60,0
3948,0,57,7300,7572,0,72,1
5406,10,34,11825,8311,0,48,0
566,23,46,14139,6650,1,60,0
4410,5,70,5425,5425,0,24,0
3246,3,48,4057,4057,0,24,0
373,23,55,5205,5590,0,36,0
2578,13,53,5388,5589,0,48,0
4108,24,79,4500,2500,0,24,1
5403,6,69,13300,5300,1,48,0
7305,5,41,6985,6736,0,48,1
4975,4,52,12500,13394,0,48,1
1634,20,57,4600,4812,0,36,0
4395,5,59,9500,9937,0,36,1
879,5,48,3331,3331,0,36,0
1963,27,59,8895,9264,0,84,0
7103,3,58,7795,7795,0,84,0
4074,21,56,6500,5869,0,60,1
3285,0,32,7590,4590,0,48,0
2663,0,66,12058,10674,0,60,0
4679,15,54,7790,7790,0,60,0
2280,2,52,10500,8992,0,48,0
7068,6,52,14990,6978,0,48,0
816,35,56,6945,7499,0,36,0
6234,6,49,7900,7900,0,48,0
1373,8,68,8990,8990,0,60,1
2627,5,36,3612,3907,0,48,0
6350,7,70,8209,8462,0,36,0
3684,6,55,12200,6737,0,60,0
48,3,61,9710,9220,0,48,0
1691,24,53,5130,5130,0,36,0
411,41,70,6200,6200,0,72,1
6533,6,49,5900,6499,0,72,0
1315,14,79,4552,4680,0,36,0
4575,24,61,20149,5264,1,36,0
5011,5,54,14780,10780,0,24,0
6209,6,55,10680,7680,0,60,0
7233,6,23,8990,8469,0,36,0
1770,30,58,15949,15949,0,48,0
1371,4,55,10470,4682,0,36,0
6347,10,35,5281,5281,0,48,0
5111,46,63,7650,9055,0,96,0
2684,29,52,10744,10744,0,48,0
6990,2,43,5924,6423,0,60,0
6464,42,59,4538,4538,0,36,0
1044,0,27,3500,3500,0,60,0
5294,2,51,8499,9206,0,60,0
73,1,37,14700,7118,1,24,0
5639,20,54,8000,9175,0,60,1
6123,5,22,14000,4000,1,36,0
5666,1,30,9200,2200,1,24,0
3133,58,78,4250,4340,0,12,0
6853,22,53,9700,5200,0,36,0
2346,4,63,6940,6458,0,96,0
3524,1,56,5000,4700,0,48,0
5329,36,61,15947,15947,0,36,0
5078,2,51,5300,5300,0,48,0
6900,33,55,6990,7658,0,72,0
1489,1,26,5150,3998,0,36,0
5345,22,52,15351,7490,1,60,0
679,29,47,4950,1550,1,12,0
6392,1,48,11990,3990,1,60,1
794,3,64,10700,10700,0,72,0
3437,4,26,8726,8726,0,57,0
1378,14,54,14500,11273,0,48,0
6107,0,50,10990,8329,0,36,0
829,14,41,15500,7500,0,36,0
102,3,22,6600,2764,1,24,0
5865,18,47,6220,3564,0,36,0
789,9,48,7990,7990,0,60,0
2754,3,29,10984,6426,1,36,0
5692,31,51,13528,10528,0,60,0
5519,0,26,10001,10001,0,48,0
3007,16,33,7990,7995,0,60,0
3782,27,52,9450,9450,0,60,0
4253,23,50,8650,5150,1,60,0
942,27,46,4114,4423,0,36,0
1507,2,22,7990,7990,0,60,0
2918,37,54,5970,5970,0,36,0
4586,24,51,13000,11000,0,60,0
3518,24,62,7625,4925,0,60,0
473,17,47,8300,8300,0,72,0
4813,1,27,10200,7753,0,48,0
888,5,61,9990,5915,0,36,0
5438,5,65,9990,7490,0,72,0
3149,25,57,13700,5896,1,24,0
5354,31,58,9068,9960,0,48,0
1511,10,74,3860,2663,0,24,0
5509,0,57,10300,9710,0,48,1
6597,1,51,16290,9557,1,48,0
2351,5,36,13684,13927,0,12,0
6266,3,50,14200,9869,0,36,0
3575,9,57,9519,10845,0,72,1
4129,24,51,4100,3500,0,48,0
1321,8,51,9540,7113,0,60,0
2860,7,30,5990,5888,0,72,0
208,21,46,8914,8914,0,30,0
5620,4,38,6990,4990,0,48,0
3336,8,54,10490,11367,0,60,0
3653,13,58,18900,8900,1,72,0
1128,2,28,7200,7200,0,36,0
209,4,25,7154,7749,0,60,0
4508,13,48,8839,8839,0,48,0
6150,1,55,6340,7455,0,36,1
6851,7,70,13690,13600,0,48,0
5828,24,72,16490,16490,0,48,0
6423,2,48,14500,4853,1,48,0
3106,15,35,8190,5890,0,72,0
4782,27,70,6850,6621,0,60,1
6486,13,42,14736,4856,1,12,0
5394,13,58,7900,6732,0,84,0
912,8,48,1501,1598,0,24,0
4176,18,46,12500,9653,0,48,1
6761,8,50,6194,6680,0,48,0
4879,13,49,7037,3037,0,24,0
1907,32,51,13950,12833,0,48,0
4880,25,58,7238,4427,0,36,0
4319,25,59,5546,5546,0,36,0
981,4,37,1643,1643,0,8,1
450,13,57,6077,6077,0,48,1
2617,12,33,15450,8350,0,48,0
834,4,70,11974,11974,0,48,0
1102,30,43,13500,8361,0,36,0
6498,19,45,5390,5845,0,60,0
5327,0,24,6114,6864,0,48,0
6621,0,37,6890,2890,1,24,0
4742,0,18,6000,2000,1,24,0
3734,4,49,5570,5570,0,60,0
7115,15,71,5990,6158,0,36,0
695,30,46,8485,6635,0,60,0
433,3,23,4490,4275,0,36,0
1349,4,36,6560,6690,0,60,0
2236,3,67,12990,11590,0,60,0
3527,16,45,7179,6438,0,48,1
2481,23,51,10980,6412,0,36,0
2582,5,49,10407,10582,0,12,0
5744,15,60,10500,6790,0,36,0
1973,9,55,8977,9470,0,48,0
5994,0,42,7200,8025,0,72,1
2691,1,26,11990,4501,1,24,0
1180,24,43,6800,6800,0,60,0
2795,7,68,13940,10513,0,48,0
3764,5,49,9690,9470,0,72,0
2600,1,21,16890,6890,1,24,0
4401,15,53,8938,9711,0,60,0
5202,3,35,6710,8228,1,72,0
7417,20,51,11300,5000,0,36,0
6146,32,54,9200,8694,0,60,0
5095,12,79,8441,8441,0,48,0
6826,0,43,10420,10334,0,60,0
3349,3,41,8968,9865,0,60,0
131,10,52,715,715,0,8,0
5574,3,44,4716,4716,0,96,0
6841,10,67,4475,4478,0,48,0
6999,30,58,24554,8737,1,60,0
4280,12,58,5098,5378,0,48,0
330,10,39,14000,12000,0,36,0
4793,4,41,9710,6800,0,48,0
212,3,22,3990,4290,0,36,1
1892,0,22,7600,2600,1,24,0
2231,7,37,7079,7276,0,84,0
2437,26,52,4835,4835,0,36,0
5879,13,42,8983,8983,0,36,0
1795,4,67,14950,7450,0,48,0
6424,17,53,13980,11980,0,60,0
5167,20,52,8676,8919,0,12,0
7237,6,47,12450,10924,0,48,0
432,3,68,7990,2190,1,24,0
1119,14,79,7490,2630,1,24,0
1807,0,48,7900,8331,0,36,0
6837,2,65,5254,5590,0,36,0
7029,1,29,3798,1911,1,24,0
5634,5,40,8990,8000,0,60,0
6762,0,46,15439,3939,1,12,0
428,7,29,6990,6636,0,84,0
1228,2,65,11600,10455,0,72,0
4288,4,47,14600,5412,1,36,0
3459,1,23,9900,9900,0,48,1
75,4,23,9000,8591,0,36,0
5166,32,57,5389,3783,0,48,0
1038,3,41,7890,8958,0,60,0
296,10,40,8475,9652,0,60,0
2018,1,26,11800,4298,1,24,0
3347,21,47,4990,3419,0,24,0
6854,4,41,8990,4115,1,96,0
604,28,59,6475,6475,0,36,1
5807,8,47,11490,5301,1,48,0
3968,0,52,8000,5364,0,36,0
5660,7,27,8160,9340,0,60,0
6478,3,65,12700,11200,0,60,0
516,0,33,6335,6822,0,48,0
2181,4,40,17400,10200,0,36,0
1242,10,70,11990,6990,0,72,0
6513,1,35,8802,7900,0,72,0
3879,0,64,4240,4832,0,48,1
3538,18,40,9300,6272,0,60,0
2415,5,30,12750,7005,1,60,0
2942,32,53,6500,7276,0,48,0
535,20,40,26000,11000,1,36,0
4235,4,45,8480,3795,1,36,0
1675,10,41,9850,9850,0,48,0
6985,1,65,9985,8485,0,72,0
4516,19,57,5566,5566,0,36,0
5027,2,45,5450,5450,0,60,0
2770,1,51,7990,4990,0,36,0
383,2,40,4700,5350,0,60,1
3573,3,56,8000,8374,0,36,0
3220,11,79,4990,4990,0,60,0
353,0,50,5850,6356,0,60,0
7134,37,59,10490,5902,1,24,0
3951,4,51,10950,9450,0,60,1
1731,5,70,14200,5000,1,24,0
3872,25,45,16950,8950,0,60,0
2341,8,62,11900,10079,0,48,0
5930,18,47,13500,12826,0,48,0
6142,1,27,10950,6465,0,60,0
1010,12,57,8490,7721,0,48,1
7034,33,49,9818,10429,0,36,0
6315,1,32,9990,9140,0,60,0
7087,0,61,6500,6500,0,36,0
