,Job tenure,Age,Car price,Default (y)
5628,9,70,21300,1
3592,10,68,9990,0
4668,15,47,10800,0
5643,1,19,21950,1
4303,9,55,4775,0
355,24,60,13040,0
2765,20,43,10990,0
2609,8,51,24740,0
6658,15,49,4490,0
6058,10,44,15990,0
4284,8,52,24711,1
621,19,46,10450,0
59,28,48,29139,0
5921,11,74,18740,1
2323,16,44,10580,0
3425,22,61,5500,0
2271,0,41,13425,1
4264,16,55,3032,1
3043,19,58,6437,0
996,37,57,15790,1
6365,1,38,14980,1
498,1,35,11850,1
4306,1,18,6200,1
3680,20,46,4810,0
4625,7,45,8995,0
2787,13,47,6715,0
3001,8,50,11390,0
7425,9,38,4502,1
2656,0,31,14290,1
1767,26,48,8470,0
5243,42,60,9990,0
3749,4,30,9970,1
4861,16,56,10418,0
5623,19,39,22930,0
5281,37,57,13490,0
192,36,56,21400,0
3306,23,50,21260,0
4017,38,63,6200,0
4434,8,24,13990,1
4450,11,50,6500,0
5629,6,50,5100,0
7200,14,38,14950,0
2373,26,43,7200,0
3431,21,47,10500,0
5356,13,42,20289,0
5746,23,46,6968,0
4726,23,49,21989,0
1111,6,47,17300,0
469,18,77,7299,1
1538,17,48,22300,0
5522,16,58,6000,1
2633,2,25,34500,1
6244,2,45,5900,1
6952,25,59,13700,0
1979,0,20,11365,1
972,8,57,11800,0
1163,38,55,18939,0
339,0,21,8684,1
4500,25,58,15617,0
6473,7,51,3981,0
4329,37,54,11485,0
3395,19,44,8490,1
4357,9,58,13990,0
5970,0,32,13600,1
5380,18,51,13049,0
58,15,56,11801,0
2094,6,44,12300,0
2916,7,58,10550,0
1429,18,49,20990,0
1234,1,39,17990,1
7378,8,56,3490,0
2687,0,24,26490,1
4165,7,43,8950,0
0,34,55,4875,0
2957,8,53,7250,0
5121,4,39,10400,1
3649,29,58,6680,0
1337,11,48,19479,0
3245,10,42,14525,0
1669,23,54,17990,0
3168,29,56,20000,0
3932,16,48,10800,0
3655,17,54,18889,1
387,5,54,5900,1
6274,22,62,9790,0
1391,35,69,7838,0
2103,6,47,15900,0
6216,15,48,6850,0
3570,13,37,9950,0
4951,19,49,13730,0
6870,2,34,25877,1
3693,13,38,10990,0
6479,10,32,8415,1
318,17,56,8390,0
5454,37,56,27500,0
2576,34,51,9500,0
142,0,38,24880,1
2126,33,51,19990,0
4545,0,40,3990,1
5168,7,55,13750,1
2575,0,64,23175,1
6003,25,50,14990,0
965,26,42,15250,0
6587,12,53,9850,0
1215,34,57,6700,0
5007,20,48,7990,1
747,1,22,25658,1
1261,2,35,30070,1
4101,9,48,9130,0
3805,11,44,17980,0
6995,3,35,11990,1
6651,12,44,31000,0
5184,4,36,9335,1
4229,24,45,6790,1
2559,1,25,20990,1
1430,28,46,17100,0
2705,22,57,15151,0
7258,2,25,27750,1
4730,14,44,24390,0
5928,6,68,2948,0
1703,3,51,8400,1
2498,22,48,6825,0
6631,17,49,6150,0
4771,17,40,16140,0
4427,16,54,6502,0
2412,19,43,3990,0
303,0,23,25280,1
3455,29,46,11240,0
543,2,20,5990,1
3534,33,63,5600,0
752,7,40,10990,0
1554,3,54,18930,1
2036,7,47,14800,0
3651,0,26,14790,1
2476,10,34,16900,1
1801,11,51,14330,0
3784,6,46,12585,0
6810,12,60,2900,0
139,15,42,11590,0
2827,15,57,8900,0
7173,7,55,10690,0
5359,34,51,5870,0
2910,13,39,13900,0
585,1,23,12990,1
157,15,57,26790,0
7421,8,44,17980,0
1009,10,58,24500,0
1971,23,63,19500,0
7297,40,59,39136,0
61,24,58,13500,0
7266,11,46,13900,0
4546,40,56,13500,0
6602,16,41,16300,0
3298,0,35,15000,1
6759,20,43,13620,0
1075,10,51,9767,0
2906,0,18,12800,1
1992,25,54,20450,0
3862,0,28,9950,1
3505,27,60,9735,0
439,32,49,12990,0
4847,17,47,5652,0
2093,14,50,10995,0
847,0,25,26000,1
5495,3,26,7000,1
2450,1,51,7480,1
2683,2,21,22040,1
960,21,54,12628,0
103,0,41,16379,1
2963,4,47,5250,1
861,2,24,15340,1
5929,20,51,27750,0
1880,9,50,14351,0
1270,20,48,18390,0
1499,18,57,20990,0
3559,2,20,13990,1
6447,23,45,10380,0
2020,7,81,7590,1
3621,2,55,9630,1
5958,17,49,22200,0
3319,37,54,9985,0
3076,33,55,5990,0
7095,36,65,14990,0
5389,12,55,15495,1
944,6,56,24100,0
641,15,58,6500,1
7259,10,42,19980,0
5789,26,52,15834,0
3011,1,53,23005,1
7076,14,55,7000,0
3203,11,49,8100,0
4791,26,52,9950,0
7204,6,51,15990,0
3382,17,43,13490,0
2318,3,20,8450,1
4666,24,56,8000,0
5192,14,46,15900,0
3616,0,35,7980,1
3856,10,39,4200,1
5239,14,37,10690,0
3601,8,67,10100,0
5470,19,51,13738,0
4955,11,33,10208,0
6398,8,73,22990,1
1582,19,51,11670,0
7006,0,19,19900,1
7164,16,52,4246,0
6487,6,52,20600,0
6801,16,41,19248,0
4147,21,54,4750,0
5786,1,24,28990,1
401,1,29,30968,1
1224,13,58,4401,0
810,23,52,23450,1
479,32,54,23990,0
3501,31,50,11722,0
52,30,58,35480,0
4905,2,33,19625,1
1018,1,22,15885,1
4766,30,51,15901,0
6982,31,48,25100,0
5413,10,46,34960,0
3357,11,58,2787,0
903,9,38,10200,0
6143,19,55,20590,1
2275,2,42,24500,1
3309,25,49,9250,0
360,25,45,10206,0
7203,7,55,21524,0
7047,20,47,26780,0
5568,8,72,5880,1
3488,6,49,11235,0
4691,16,48,10390,0
3846,21,56,14069,0
6056,6,47,11636,0
2654,4,31,15995,1
6366,14,77,13990,1
5118,10,28,20490,0
2170,10,40,20795,0
2828,29,46,10000,0
2819,17,63,18900,0
2374,25,52,12000,0
7238,9,44,19800,0
1258,38,59,11600,0
6182,25,61,17525,1
3948,0,57,7300,1
5406,10,34,11825,0
566,23,46,14139,0
2519,0,25,8000,1
373,23,55,5205,0
2578,13,53,5388,0
4108,24,79,4500,1
5403,6,69,13300,0
7305,5,41,6985,1
4975,4,52,12500,1
1634,20,57,4600,0
4395,5,59,9500,1
1775,26,51,17000,0
6645,0,33,9500,1
1963,27,59,8895,0
4074,21,56,6500,1
3785,2,25,17410,1
5979,15,58,15550,0
5041,0,18,11680,1
6966,6,25,7579,1
1295,24,49,25480,0
2727,1,44,11700,1
3172,1,56,27000,1
3388,0,21,8990,1
2880,2,18,14010,1
6264,0,19,6450,1
7068,6,52,14990,0
6000,5,31,21895,1
816,35,56,6945,0
1373,8,68,8990,1
657,8,60,24400,0
3684,6,55,12200,0
1691,24,53,5130,0
411,41,70,6200,1
6533,6,49,5900,0
4575,24,61,20149,0
6209,6,55,10680,0
1770,30,58,15949,0
6347,10,35,5281,0
2684,29,52,10744,0
6464,42,59,4538,0
5850,1,30,15985,1
3939,7,37,6237,1
416,26,51,31000,0
3379,28,45,22730,0
3442,0,24,12500,1
5639,20,54,8000,1
4458,7,63,14295,1
1362,16,52,17200,0
366,15,49,16771,0
5903,5,59,14023,1
6853,22,53,9700,0
3066,16,46,20859,0
5329,36,61,15947,0
6900,33,55,6990,0
2566,27,46,18078,0
5345,22,52,15351,0
679,29,47,4950,0
4712,4,68,15590,1
6392,1,48,11990,1
2846,4,62,24980,1
1378,14,54,14500,0
829,14,41,15500,0
6901,19,52,9995,0
5865,18,47,6220,0
5692,31,51,13528,0
7169,2,37,12490,1
2792,18,44,10990,1
5328,30,53,16300,0
1092,27,52,17000,0
6309,8,35,9250,0
3782,27,52,9450,0
4253,23,50,8650,0
942,27,46,4114,0
4141,19,40,13000,0
2918,37,54,5970,0
4586,24,51,13000,0
473,17,47,8300,0
1310,39,58,23990,0
6635,13,42,20700,0
3149,25,57,13700,0
5354,31,58,9068,0
7053,0,23,11890,1
5447,1,32,11300,1
6097,0,21,17990,1
5509,0,57,10300,1
2521,7,43,10700,0
3896,9,63,11508,1
4325,2,33,15990,1
852,17,63,21380,0
5451,13,36,12639,0
1599,12,42,13600,0
3575,9,57,9519,1
4129,24,51,4100,0
1321,8,51,9540,0
208,21,46,8914,0
3336,8,54,10490,0
3653,13,58,18900,0
4508,13,48,8839,0
4301,0,45,22390,1
6150,1,55,6340,1
7137,15,54,17500,0
3381,1,23,19990,1
3707,23,42,15547,0
6470,0,52,10980,1
2716,8,73,26839,1
210,12,32,20016,1
3857,0,29,22000,1
4782,27,70,6850,1
6486,13,42,14736,0
5570,0,19,11900,1
5218,6,42,9990,0
3429,5,22,10500,1
5711,4,22,8000,1
912,8,48,1501,0
4176,18,46,12500,1
4879,13,49,7037,0
1907,32,51,13950,0
2004,17,35,19900,0
1469,23,53,14990,0
4880,25,58,7238,0
4319,25,59,5546,0
981,4,37,1643,1
2776,7,48,21383,0
5650,6,57,15627,0
450,13,57,6077,1
4322,0,22,9990,1
1860,2,19,13990,1
183,0,34,28650,1
1102,30,43,13500,0
6498,19,45,5390,0
802,2,40,26490,1
695,30,46,8485,0
6805,2,21,24800,1
1424,18,36,16190,0
4561,0,33,9500,1
101,1,40,15990,1
3527,16,45,7179,1
2481,23,51,10980,0
380,0,19,9999,1
5744,15,60,10500,0
4084,29,46,16809,0
1973,9,55,8977,0
5994,0,42,7200,1
4060,16,49,30180,0
1180,24,43,6800,0
4776,10,54,16500,0
2795,7,68,13940,0
6284,15,43,14320,0
4907,1,45,22145,1
4401,15,53,8938,0
5284,6,66,15125,0
5936,2,37,17890,1
5612,8,53,13409,0
2417,11,55,22880,0
4993,24,58,13130,1
7417,20,51,11300,0
705,1,19,23990,1
4553,2,29,12800,1
6146,32,54,9200,0
131,10,52,715,0
6841,10,67,4475,0
6999,30,58,24554,0
4280,12,58,5098,0
4098,1,41,12500,1
212,3,22,3990,1
2437,26,52,4835,0
4461,33,58,22000,0
2244,23,43,17990,0
5879,13,42,8983,0
6424,17,53,13980,0
5167,20,52,8676,0
7237,6,47,12450,0
2829,12,58,19199,0
381,2,62,28930,1
1553,16,36,10000,0
1238,2,24,7990,1
3459,1,23,9900,1
1813,6,43,12300,0
5166,32,57,5389,0
4424,2,33,22500,1
3323,4,26,20770,1
2438,2,19,26980,1
3347,21,47,4990,0
2389,18,46,29490,0
604,28,59,6475,1
5807,8,47,11490,0
765,12,30,9999,1
5482,20,58,13990,0
2750,6,33,13000,1
3879,0,64,4240,1
3538,18,40,9300,0
7045,15,46,16700,1
6932,1,25,7825,1
4714,2,46,14080,1
2942,32,53,6500,0
1563,25,48,17900,0
1862,3,26,24962,1
3984,33,50,29800,0
1675,10,41,9850,0
4516,19,57,5566,0
7359,1,35,10522,1
1924,8,41,16500,0
4559,1,44,13000,1
4913,0,21,10985,1
383,2,40,4700,1
7134,37,59,10490,0
3951,4,51,10950,1
5631,9,40,22900,0
4063,9,40,16085,0
3872,25,45,16950,0
2341,8,62,11900,0
5930,18,47,13500,0
4755,15,49,9990,0
3571,1,39,14600,1
3558,4,60,25900,1
5026,23,53,18881,0
1010,12,57,8490,1
50,1,19,18990,1
3574,11,47,25870,0
7034,33,49,9818,0
6620,31,55,12669,0
643,0,59,16125,1
5065,26,65,9190,0
843,26,47,14970,0
447,4,47,6268,1
3017,11,54,13189,0
4960,40,63,12150,0
592,6,25,8500,1
1029,18,57,4200,0
4119,0,37,25400,1
7140,8,68,14400,0
4475,18,55,13000,0
5018,23,51,24900,1
2187,0,42,6690,1
4397,4,47,6717,1
3244,19,51,15000,0
2272,15,56,4471,0
6590,16,35,16990,0
5687,7,51,14490,1
4701,17,68,5771,0
6889,2,34,16480,1
1621,21,64,4335,0
4047,9,37,4000,0
135,38,55,15800,0
4194,20,53,5990,1
5120,0,34,15714,1
3692,3,36,15890,1
2145,30,47,5308,0
4590,27,56,20000,0
6119,19,42,12780,0
1339,15,74,14090,1
1502,21,48,9898,0
3881,3,23,6750,1
2155,13,60,8990,0
1732,4,40,18087,1
4984,9,48,9425,0
1741,36,54,13140,0
6553,1,36,13490,1
6088,29,45,5173,0
4172,2,20,13195,1
5944,24,54,10850,0
1825,21,60,6234,0
7114,32,48,21300,0
1305,16,33,21980,0
3877,18,53,12328,0
5566,22,45,12870,0
7121,8,55,4200,0
1411,8,69,3900,0
1776,13,37,10470,0
3717,5,46,9990,1
570,23,47,9880,0
1151,15,60,13980,0
4266,17,59,10950,0
5551,20,40,8800,0
1099,21,54,27450,0
2110,0,53,12480,1
263,32,59,13700,0
1684,17,44,30809,1
1027,20,56,29480,0
422,20,46,11000,0
6475,7,65,16000,0
1956,11,56,12690,0
1006,0,47,8564,1
3487,4,40,20990,1
817,0,21,20500,1
494,0,56,14990,1
3765,9,64,9900,0
5819,4,43,6900,1
1172,7,51,10689,0
3639,2,57,10690,1
6258,3,26,14030,1
5075,20,50,3990,0
6866,3,19,7990,1
2784,5,46,7990,1
1805,1,19,9900,1
4587,2,39,7190,1
710,7,40,6490,1
4750,10,41,13000,0
1086,8,30,10990,1
5381,5,41,5990,1
7147,1,25,3300,1
3199,29,63,27500,0
674,26,48,11900,0
2803,35,55,23596,1
2235,16,60,6990,0
2414,27,60,19646,0
582,2,42,7900,1
468,15,49,26290,0
5752,20,37,6495,0
696,13,53,16760,1
5477,3,19,18990,1
1259,8,32,11598,0
2893,21,60,8250,0
6268,15,62,4000,0
179,1,20,16790,1
5448,27,55,8102,0
1858,22,46,23390,0
3047,1,30,7990,1
3903,3,27,9500,1
6341,3,67,7233,1
4740,17,38,14000,0
6664,23,63,21950,0
5993,16,48,13870,0
7262,4,68,4720,1
47,3,49,6166,1
6721,12,57,5364,0
4071,1,24,25500,1
6536,27,61,14060,1
4075,33,49,13990,0
4914,10,69,8900,0
7404,8,69,4989,0
4035,15,50,14950,1
7023,10,39,5900,0
6445,26,60,18990,0
7113,7,43,11990,0
2925,12,48,8490,0
221,8,54,8999,0
6551,33,60,4400,0
3402,8,51,11130,0
7022,13,51,5480,0
5857,18,36,14550,1
777,9,55,26456,0
3438,13,52,8833,0
4915,10,63,11900,0
288,7,55,11390,0
1832,2,30,14700,1
2732,22,57,2700,0
3469,38,54,18590,0
6454,0,23,15990,1
1452,22,63,9500,0
2091,26,47,7690,0
5767,25,51,16750,0
5766,21,41,17305,1
5683,16,46,13100,0
2348,1,18,17964,1
1498,9,37,11007,0
7116,9,36,9470,0
857,0,22,13950,1
5080,28,54,10205,0
1883,22,50,10450,0
3024,36,58,22487,0
2903,8,55,13750,0
4919,9,55,10990,0
531,2,19,5000,1
6772,23,49,6990,1
3333,1,43,6000,1
4764,10,50,10590,1
7020,10,49,7450,0
5344,7,52,14200,1
7311,21,47,6412,0
5905,1,35,13730,1
1046,10,70,7190,1
6767,15,58,5037,1
6576,15,36,15040,1
5723,11,46,6900,0
7324,10,58,14980,1
1859,8,34,4000,0
7273,24,45,7250,0
719,11,53,12490,0
3520,25,45,4300,1
5199,28,47,16300,0
4800,12,61,10030,0
1702,1,28,7656,1
6329,35,54,11000,0
5816,26,45,16695,0
4046,19,50,21200,0
5086,27,51,20467,0
2119,26,59,11990,0
1064,13,57,6900,0
245,14,60,11385,0
2877,1,20,6400,1
4664,18,56,7449,0
7228,26,47,8900,0
3761,0,33,18990,1
3148,25,53,3700,0
1851,1,21,18500,1
6144,7,72,6900,1
5593,15,61,9890,0
2251,5,27,23999,1
6252,12,48,4440,0
2178,10,63,19890,1
4416,8,50,11990,0
4988,1,38,31000,1
945,7,59,32875,1
3414,35,52,9500,0
322,7,57,15990,1
6152,3,26,14990,1
3422,5,29,19293,1
4706,2,39,13701,1
1506,14,52,3990,0
812,33,50,9295,0
501,14,59,6000,0
4556,9,29,7990,1
2542,43,60,11990,0
2087,21,77,7600,1
1158,9,40,13990,0
2642,27,51,17900,0
779,11,74,10496,1
7158,36,55,4683,0
2628,9,39,10450,1
6429,21,57,3486,1
4996,14,46,12790,0
5087,15,60,11999,0
2937,23,42,7490,0
1173,13,33,12030,0
4829,19,59,13990,1
3513,3,27,11200,1
2876,0,38,19990,1
7264,23,83,6420,1
5241,10,51,18500,0
2932,12,55,11890,0
274,9,49,19400,0
6778,7,66,11950,0
1714,15,41,9800,0
2778,26,47,16490,0
7002,5,35,5500,1
3358,27,57,17790,0
2227,7,54,5031,0
3433,4,48,13680,1
4222,1,24,17970,1
4574,15,53,11895,0
3686,2,20,27500,1
5676,1,58,9900,1
4886,10,31,9990,0
2788,34,52,15550,0
2677,25,45,8500,0
2342,15,46,6095,0
5617,9,57,3260,0
6808,21,54,10989,0
408,9,43,10520,0
5100,6,35,17350,1
4550,31,66,13550,0
4482,11,48,14380,0
5006,28,60,13209,0
425,30,55,8900,0
2973,28,50,16490,1
3045,15,55,7890,1
4340,13,58,3290,0
6549,5,31,7790,1
746,1,23,24890,1
4842,7,52,11500,0
4015,33,57,5682,0
4789,16,40,3000,0
5107,8,55,11821,0
7229,10,51,26999,0
5735,18,37,21000,0
6978,36,56,4749,0
3755,34,52,25750,0
5058,45,62,7500,1
1233,1,42,4990,1
2673,30,54,17940,0
4102,14,78,12100,1
6008,16,42,19910,0
2589,14,39,22000,0
2845,17,48,11800,0
3838,28,46,8870,0
6404,0,24,7800,1
5831,3,38,11480,1
3026,3,19,18900,1
350,19,41,19921,0
5680,0,20,20000,1
4511,13,53,16000,0
5407,15,55,14890,1
5340,10,27,25858,1
3859,0,23,3200,1
3312,8,57,12400,0
5061,13,39,4600,0
6391,17,51,11576,0
4663,2,21,24000,1
4606,1,21,10800,1
5251,7,29,4300,1
6874,10,36,5540,0
5422,6,60,10900,0
3482,19,46,23950,0
3960,11,51,7400,0
1298,9,50,13090,0
949,23,44,12490,0
7313,4,52,17490,1
1423,25,51,6860,0
3625,16,47,19300,0
5493,14,37,3660,0
7246,1,22,5823,1
3240,10,48,18990,1
1397,21,45,15490,1
451,1,27,11984,1
893,0,35,10470,1
7080,20,45,9338,0
3563,25,51,19910,0
904,12,39,12500,0
3409,1,32,13495,1
652,27,61,1500,0
6025,27,53,11975,0
2225,18,51,16365,0
5818,23,54,13500,0
3611,1,49,32000,1
2229,1,60,8990,1
5039,1,18,21990,1
4669,3,53,12599,1
6983,1,27,9980,1
6961,3,38,15190,1
831,16,55,9300,0
6784,32,59,13900,0
1839,1,21,21690,1
5862,8,71,15980,1
3869,12,56,5000,0
6339,16,46,14790,0
7392,39,62,15995,0
763,15,49,15000,0
2031,6,64,3477,0
4890,44,61,3490,0
4963,43,64,5666,0
5662,1,38,7990,1
7129,22,65,9596,0
3317,23,55,6553,0
3101,37,59,6630,0
3235,18,50,22680,1
5810,9,45,8350,1
5969,19,49,11062,0
7422,10,64,11990,0
6405,37,54,7950,0
2099,12,48,14500,0
3258,1,37,13890,1
6608,9,42,14990,0
1737,13,53,12960,0
5484,7,57,20550,0
4796,18,65,17290,0
7227,32,62,3629,0
3802,12,33,10000,0
842,0,28,9500,1
2101,5,43,26990,1
647,14,55,20400,0
2291,30,56,12700,0
3822,21,80,10500,1
1328,0,18,10990,1
6060,1,25,10900,1
3492,35,56,9990,0
5840,4,37,17000,1
3882,3,31,11370,1
2574,22,61,8970,0
3731,18,56,6990,1
7013,3,68,17950,1
2215,3,20,24377,1
57,28,52,22990,0
6809,9,35,9600,0
3971,26,59,15500,0
3027,40,57,7106,0
4982,21,39,16500,0
503,14,77,10046,1
6687,1,29,8626,1
2515,18,56,15975,0
7107,1,46,16410,1
5452,5,65,3990,1
4650,17,62,5237,0
7242,35,59,26470,0
6212,16,43,15724,0
3689,11,75,18300,1
5014,34,51,3075,0
4483,7,55,15100,0
3715,6,33,13659,1
642,11,67,19190,0
3105,25,51,5149,0
527,0,46,8990,1
4051,6,33,15079,1
2338,11,53,14440,0
5686,23,58,8870,0
6208,40,59,4990,0
4623,13,52,10490,0
3997,9,51,4990,1
3626,7,49,16388,0
7232,15,66,8990,0
1161,10,48,23940,0
1461,31,51,7950,1
4925,42,59,16110,0
2587,27,53,8932,0
3002,9,54,5812,0
6962,26,61,11680,0
4025,3,52,13490,1
2369,36,60,25890,0
2764,7,56,2373,0
6282,18,43,19990,1
3055,0,18,6690,1
3025,22,43,26014,1
7418,26,49,19800,0
2350,0,34,5900,1
6451,4,23,12035,1
1870,15,75,6660,1
7106,0,27,11990,1
2850,22,54,11591,0
346,13,53,12500,0
4786,12,53,17120,0
3494,37,58,4450,0
4236,0,21,8900,1
7393,17,46,11400,0
859,3,50,13450,1
1379,2,19,16500,1
490,10,55,21189,0
5635,1,23,5666,1
2218,21,56,7300,0
4237,9,52,6990,0
5303,2,60,18000,1
6476,0,49,14900,1
3742,2,38,8500,1
6937,24,62,22990,0
233,0,27,3546,1
3799,17,53,13800,0
4038,2,63,13990,1
7364,9,46,5712,1
6198,26,48,1700,0
5678,26,53,15290,0
435,31,47,11400,0
4447,27,56,5490,0
1683,18,47,5582,0
1088,0,42,22000,1
434,23,45,11850,0
4154,0,31,17303,1
5094,27,49,16500,0
1188,7,50,13500,0
2339,19,51,6778,0
