,ID,Job tenure,Age,Car price,Default (y)
4545,4546,0,40,3990,1
5302,5303,0,29,19414,0
7221,7222,0,44,22000,0
5386,5387,1,35,23232,0
5245,5246,3,26,23640,0
6767,6768,15,58,5037,1
6179,6180,8,26,7970,0
5381,5382,5,41,5990,1
5377,5378,8,32,7940,0
6869,6870,4,39,12500,0
5865,5866,18,47,6220,0
6553,6554,1,36,13490,1
6606,6607,4,68,4342,0
6599,6600,0,30,9589,0
3966,3967,4,21,14950,0
7303,7304,3,34,8900,0
5993,5994,16,48,13870,0
4952,4953,7,47,18490,1
4195,4196,0,36,14990,0
6057,6058,11,38,15340,0
4812,4813,1,65,5800,0
7076,7077,14,55,7000,0
6499,6500,2,32,3500,0
6911,6912,3,60,6849,0
6391,6392,17,51,11576,0
7193,7194,13,44,9000,0
6332,6333,3,65,6990,0
1544,1545,1,26,5675,1
4421,4422,4,38,16985,0
5609,5610,5,50,7685,0
6569,6570,11,61,15900,0
6204,6205,1,46,6409,0
3383,3384,2,26,14950,1
2877,2878,1,20,6400,1
6762,6763,0,46,15439,0
4382,4383,2,49,8490,1
4355,4356,7,36,18500,0
2495,2496,1,30,15100,0
6754,6755,5,32,10390,0
5689,5690,4,47,22900,1
6470,6471,0,52,10980,1
6520,6521,4,67,8575,0
6453,6454,1,44,12950,0
5121,5122,4,39,10400,1
5904,5905,2,55,14290,0
5852,5853,10,74,4430,0
6338,6339,2,46,12189,0
4104,4105,3,32,13000,0
4313,4314,8,43,6850,0
4581,4582,0,23,9650,0
1385,1386,3,25,11290,1
5330,5331,5,56,15695,0
6715,6716,10,30,11689,0
3879,3880,0,64,4240,1
7145,7146,1,25,12900,1
3513,3514,3,27,11200,1
2781,2782,1,44,10840,0
5459,5460,2,24,14000,0
6156,6157,1,25,9385,0
4640,4641,1,54,15990,0
5969,5970,19,49,11062,0
4100,4101,1,39,1600,0
2523,2524,1,29,2239,0
2926,2927,2,44,5641,0
3866,3867,3,34,11400,0
6539,6540,1,38,8000,1
1650,1651,0,27,10100,0
2462,2463,1,32,6000,0
3286,3287,1,24,11400,0
1979,1980,0,20,11365,1
2284,2285,1,46,7105,0
7200,7201,14,38,14950,0
3927,3928,1,49,13750,0
5943,5944,1,30,13070,0
7288,7289,6,59,13880,0
1501,1502,3,23,4650,0
4936,4937,0,54,11890,0
4607,4608,4,34,10360,0
6106,6107,0,36,9890,1
6971,6972,3,42,5990,0
6237,6238,3,24,7790,1
3937,3938,0,30,10900,0
4325,4326,2,33,15990,1
5673,5674,3,31,18990,0
5659,5660,4,37,9900,0
4487,4488,3,39,21475,0
6425,6426,2,31,8990,0
4216,4217,9,37,10890,0
6847,6848,17,42,10905,0
7301,7302,2,52,16700,0
4331,4332,2,25,6990,0
4518,4519,14,39,5000,0
6454,6455,0,23,15990,1
5964,5965,4,51,8750,0
5888,5889,5,36,24783,0
5362,5363,3,22,18990,1
6822,6823,7,32,5750,0
6602,6603,16,41,16300,0
4556,4557,9,29,7990,1
6392,6393,1,48,11990,1
2543,2544,2,45,9090,0
5707,5708,1,23,28400,0
5231,5232,1,23,14269,1
3439,3440,9,35,9300,0
4671,4672,2,34,13980,0
1103,1104,4,28,6560,0
2572,2573,0,27,16140,0
5025,5026,2,33,23500,0
4055,4056,2,30,11387,0
3779,3780,6,38,16490,0
5404,5405,3,25,18000,1
5866,5867,8,46,13850,1
5187,5188,7,28,6701,0
6723,6724,5,31,19990,0
2095,2096,0,37,7000,0
4660,4661,0,25,9281,1
6502,6503,17,44,10900,0
5306,5307,0,50,7551,0
7203,7204,7,55,21524,0
6055,6056,0,58,5990,0
7255,7256,1,36,23490,0
4050,4051,0,50,12490,0
5547,5548,1,32,25030,0
5480,5481,14,30,20850,0
7015,7016,11,43,4524,0
4995,4996,0,39,9579,0
7423,7424,22,43,23900,0
6850,6851,1,64,9480,0
6815,6816,2,51,6500,0
1916,1917,6,24,13500,0
7000,7001,1,31,3950,0
5046,5047,0,37,9945,1
7153,7154,3,51,23100,0
6789,6790,0,33,4500,0
3956,3957,6,45,15490,0
7275,7276,19,49,19118,0
6357,6358,2,44,4990,0
4019,4020,0,37,16500,1
3406,3407,5,33,13000,0
3796,3797,2,27,10500,0
7048,7049,3,27,12890,0
2864,2865,0,20,22990,1
6134,6135,2,25,8990,0
7323,7324,7,59,9035,0
6548,6549,2,54,4888,0
6951,6952,2,29,15730,0
4603,4604,0,56,11895,0
1407,1408,1,21,15000,0
7253,7254,2,40,13980,0
6764,6765,4,57,7800,0
3995,3996,1,55,6990,1
5391,5392,2,46,5200,0
5296,5297,5,44,6500,0
7207,7208,13,67,7900,1
4373,4374,1,42,22600,0
5259,5260,6,53,6298,0
1410,1411,1,21,9190,0
6159,6160,2,68,5990,0
169,170,2,24,7560,0
4030,4031,1,23,8990,1
6671,6672,1,55,7860,0
811,812,1,30,8490,1
625,626,2,22,8900,1
6321,6322,0,39,21490,0
4828,4829,4,31,13000,0
2881,2882,1,27,15990,0
4947,4948,11,44,14185,1
1263,1264,3,20,6960,1
5406,5407,10,34,11825,0
4864,4865,20,42,7900,0
6347,6348,10,35,5281,0
3125,3126,0,27,14890,0
3018,3019,1,28,15200,0
2453,2454,7,27,11130,0
6996,6997,4,29,15980,0
5780,5781,0,32,4500,0
6634,6635,26,61,5000,0
7229,7230,10,51,26999,0
7290,7291,8,39,12510,0
6311,6312,2,52,9290,0
6966,6967,6,25,7579,1
6801,6802,16,41,19248,0
7138,7139,0,24,10548,0
5091,5092,17,49,5890,0
6854,6855,4,41,8990,0
1128,1129,2,28,7200,0
