,ID,Job tenure,Age,Car price,Default (y)
6620,6621,31,55,12669,0
960,961,21,54,12628,0
3149,3150,25,57,13700,0
3612,3613,6,47,5359,0
1144,1145,27,46,6244,0
1514,1515,30,52,6900,0
6045,6046,14,32,21657,0
4705,4706,0,22,8900,1
425,426,30,55,8900,0
6162,6163,1,24,7900,1
7084,7085,37,55,23622,0
5277,5278,14,49,16500,0
1047,1048,0,50,7990,0
3653,3654,13,58,18900,0
6430,6431,11,28,8910,0
4367,4368,15,42,4529,0
1197,1198,46,62,13699,0
1328,1329,0,18,10990,1
2585,2586,0,24,3600,1
1087,1088,2,26,10360,0
5613,5614,36,60,10379,0
1912,1913,12,76,16490,0
4525,4526,20,80,6862,0
1509,1510,16,55,23250,0
3590,3591,12,44,14990,0
1941,1942,10,31,10500,0
2440,2441,18,46,9900,0
712,713,12,73,12688,0
4922,4923,11,35,14689,0
4772,4773,0,53,7800,0
2929,2930,2,21,27000,1
4416,4417,8,50,11990,0
4004,4005,36,58,17165,0
3528,3529,14,32,6390,0
3979,3980,1,24,14050,1
245,246,14,60,11385,0
6314,6315,8,51,15900,0
3437,3438,4,26,8726,0
1662,1663,14,61,14900,0
932,933,8,68,3870,0
3438,3439,13,52,8833,0
4994,4995,6,32,8500,0
3651,3652,0,26,14790,1
7167,7168,6,34,7190,0
3942,3943,23,50,22670,0
2516,2517,8,50,13485,0
1760,1761,1,19,22890,1
472,473,5,48,18985,0
5345,5346,22,52,15351,0
1862,1863,3,26,24962,1
6179,6180,8,26,7970,0
1172,1173,7,51,10689,0
5377,5378,8,32,7940,0
3043,3044,19,58,6437,0
19,20,44,60,13800,0
6553,6554,1,36,13490,1
1467,1468,1,65,19690,0
3966,3967,4,21,14950,0
473,474,17,47,8300,0
5993,5994,16,48,13870,0
6057,6058,11,38,15340,0
1978,1979,3,21,23000,1
1582,1583,19,51,11670,0
743,744,6,40,6999,0
7076,7077,14,55,7000,0
6391,6392,17,51,11576,0
554,555,22,52,4000,0
1544,1545,1,26,5675,1
1721,1722,21,49,13550,0
6569,6570,11,61,15900,0
2549,2550,12,66,8900,0
752,753,7,40,10990,0
177,178,15,78,12540,0
3383,3384,2,26,14950,1
3768,3769,23,41,10990,0
2877,2878,1,20,6400,1
1281,1282,22,40,6500,0
4355,4356,7,36,18500,0
2578,2579,13,53,5388,0
6470,6471,0,52,10980,1
5904,5905,2,55,14290,0
4313,4314,8,43,6850,0
4918,4919,19,53,16500,0
773,774,17,77,5190,0
6253,6254,40,66,16150,0
5330,5331,5,56,15695,0
4852,4853,6,70,22290,0
1563,1564,25,48,17900,0
3182,3183,30,61,9100,0
1022,1023,4,56,13500,0
7145,7146,1,25,12900,1
2287,2288,12,43,15500,0
3513,3514,3,27,11200,1
4582,4583,8,37,34829,0
4126,4127,14,52,9400,0
4161,4162,8,49,17600,0
1181,1182,3,23,15317,1
5969,5970,19,49,11062,0
1600,1601,14,73,7078,0
4861,4862,16,56,10418,0
865,866,23,49,19990,0
3753,3754,41,59,19630,0
7083,7084,39,56,5985,0
3601,3602,8,67,10100,0
3656,3657,26,55,18402,0
3866,3867,3,34,11400,0
2112,2113,2,47,14000,0
6539,6540,1,38,8000,1
3478,3479,41,57,9200,0
1295,1296,24,49,25480,0
2755,2756,18,49,12950,0
5979,5980,15,58,15550,0
1034,1035,11,45,9990,0
1786,1787,29,54,4264,0
1061,1062,1,52,10990,0
1979,1980,0,20,11365,1
7297,7298,40,59,39136,0
7200,7201,14,38,14950,0
3927,3928,1,49,13750,0
4015,4016,33,57,5682,0
4935,4936,3,66,17900,0
3309,3310,25,49,9250,0
1009,1010,10,58,24500,0
4001,4002,8,73,12750,0
711,712,10,46,6800,0
1430,1431,28,46,17100,0
4607,4608,4,34,10360,0
6106,6107,0,36,9890,1
1623,1624,30,47,8469,0
6237,6238,3,24,7790,1
6518,6519,34,55,24190,0
5856,5857,28,55,17945,0
5286,5287,24,51,6749,0
789,790,9,48,7990,0
4518,4519,14,39,5000,0
6454,6455,0,23,15990,1
6492,6493,31,53,19480,0
5964,5965,4,51,8750,0
5888,5889,5,36,24783,0
3871,3872,4,59,11420,0
5362,5363,3,22,18990,1
6822,6823,7,32,5750,0
3194,3195,16,33,13490,0
6392,6393,1,48,11990,1
2576,2577,34,51,9500,0
2249,2250,5,50,9900,0
393,394,8,69,8021,0
5231,5232,1,23,14269,1
2155,2156,13,60,8990,0
3439,3440,9,35,9300,0
1883,1884,22,50,10450,0
4418,4419,10,74,13990,0
4671,4672,2,34,13980,0
1103,1104,4,28,6560,0
5681,5682,34,51,9460,0
4084,4085,29,46,16809,0
5025,5026,2,33,23500,0
3779,3780,6,38,16490,0
5404,5405,3,25,18000,1
2707,2708,3,61,15700,0
1429,1430,18,49,20990,0
5187,5188,7,28,6701,0
351,352,14,31,8950,0
601,602,16,79,10489,0
4660,4661,0,25,9281,1
4220,4221,31,59,16400,0
4679,4680,15,54,7790,0
3308,3309,38,57,11110,0
2268,2269,17,50,4812,0
5329,5330,36,61,15947,0
3824,3825,15,54,6590,0
2191,2192,32,51,4200,0
1480,1481,26,56,9000,0
5480,5481,14,30,20850,0
5413,5414,10,46,34960,0
1002,1003,24,53,25530,0
1867,1868,14,39,17090,0
1024,1025,4,26,20990,0
1277,1278,30,56,11050,0
573,574,17,74,24990,0
1916,1917,6,24,13500,0
733,734,8,82,25990,0
3956,3957,6,45,15490,0
7275,7276,19,49,19118,0
4019,4020,0,37,16500,1
2166,2167,9,52,20204,0
3989,3990,6,66,9085,0
4791,4792,26,52,9950,0
3406,3407,5,33,13000,0
4925,4926,42,59,16110,0
4253,4254,23,50,8650,0
2864,2865,0,20,22990,1
179,180,1,20,16790,1
87,88,8,47,9950,0
1074,1075,11,28,9970,0
1869,1870,19,51,18990,0
3404,3405,7,59,24585,0
4239,4240,10,74,8999,0
4129,4130,24,51,4100,0
1056,1057,26,50,12850,0
1321,1322,8,51,9540,0
101,102,1,40,15990,1
3540,3541,16,80,22450,0
1163,1164,38,55,18939,0
3071,3072,16,79,12950,0
3208,3209,9,69,13300,0
6764,6765,4,57,7800,0
476,477,12,76,11770,0
3185,3186,30,47,20190,0
1718,1719,3,37,19400,0
5259,5260,6,53,6298,0
199,200,5,50,10338,0
1075,1076,10,51,9767,0
263,264,32,59,13700,0
3263,3264,11,56,4450,0
4828,4829,4,31,13000,0
1790,1791,19,48,13500,0
1263,1264,3,20,6960,1
4864,4865,20,42,7900,0
1964,1965,36,59,7897,0
1393,1394,4,55,19950,0
106,107,6,28,20400,0
2338,2339,11,53,14440,0
6347,6348,10,35,5281,0
2157,2158,11,61,11900,0
1042,1043,5,49,11999,0
2002,2003,3,31,26490,0
7242,7243,35,59,26470,0
3543,3544,30,54,4598,0
3024,3025,36,58,22487,0
2453,2454,7,27,11130,0
381,382,2,62,28930,1
742,743,13,46,15635,0
6634,6635,26,61,5000,0
7229,7230,10,51,26999,0
2592,2593,7,72,9480,0
217,218,1,64,22610,1
3458,3459,4,57,15655,0
5091,5092,17,49,5890,0
318,319,17,56,8390,0
5006,5007,28,60,13209,0
5246,5247,11,50,20780,0
