,Job tenure,Age,Car price,Default (y)
790,1,29,12950,0
1425,2,38,7500,0
4213,2,64,10250,0
4739,1,31,16220,0
6104,2,22,14760,0
7265,7,32,4634,1
7014,3,67,12000,0
196,3,19,7990,0
7060,2,58,19680,0
4707,1,42,9800,0
1212,2,27,30061,0
1718,3,37,19400,0
2277,2,41,15000,0
7301,2,52,16700,0
3907,2,26,10700,0
4828,4,31,13000,0
5839,1,32,12234,0
5834,4,67,16359,0
5842,3,45,12901,0
2299,10,72,8990,1
5224,2,45,14697,0
3536,4,54,12173,0
2688,5,31,16190,0
6460,3,50,7900,0
6600,5,67,12990,0
4296,0,24,15700,0
2123,4,67,6500,0
3063,4,37,5400,0
3237,1,64,26500,0
6662,2,58,11490,0
2540,2,45,6250,0
721,1,41,15860,0
5466,4,33,4600,0
7411,3,33,7500,0
4269,2,43,14260,0
4630,3,45,11290,0
5013,28,82,6780,1
1515,0,25,12500,0
5465,3,21,10090,0
6257,0,44,11750,0
3075,2,43,14737,0
3032,18,45,9276,1
1095,3,33,5878,0
283,10,71,2775,1
5219,3,37,10575,0
1626,1,51,15305,0
5844,7,41,12010,1
1551,7,36,22739,1
706,11,76,6900,1
5552,4,42,29184,0
4257,3,33,8866,0
1313,2,38,7513,0
4567,19,43,12282,1
1578,1,40,17990,0
354,1,27,3690,0
544,0,41,8490,0
1803,3,67,12705,0
3094,7,55,7990,1
3289,1,60,5500,0
4581,0,23,9650,0
5998,8,33,25858,1
4407,4,33,9890,0
6362,2,33,13220,0
25,4,67,2986,0
5316,3,31,16900,0
1728,7,66,9659,1
2594,0,24,14400,0
2492,2,29,6350,0
1361,0,27,22390,0
4113,4,57,5012,0
3955,3,24,8900,0
2646,4,54,15180,0
4570,0,36,18990,0
2248,4,49,5300,0
185,0,37,10120,0
511,12,76,6711,1
6648,1,37,16810,0
3794,0,42,20719,0
231,1,41,23860,0
1965,6,36,19400,1
1873,1,23,4995,0
736,5,67,14488,0
2445,12,54,9990,1
1322,1,32,4200,0
4028,2,65,10895,0
4273,0,21,4500,0
2477,0,37,14700,0
7077,4,40,8500,0
2464,0,32,10900,0
79,0,44,5839,0
5459,2,24,14000,0
1817,5,51,15040,0
7018,1,41,22300,0
6317,6,39,16990,1
1488,2,50,14319,0
3473,4,51,12480,0
5653,3,27,20239,0
4152,4,37,18900,0
5885,1,46,11250,0
3545,3,27,4847,0
5799,0,44,30850,0
6200,0,38,19480,0
5673,3,31,18990,0
640,5,37,5789,0
4404,2,55,15487,0
6746,3,54,22000,0
4110,0,58,8100,0
6594,1,22,13000,0
1740,5,32,9830,0
3933,0,32,15600,0
5242,5,54,27377,0
5110,1,64,9500,0
6592,3,65,9990,0
3685,2,65,4625,0
6622,3,46,18459,0
1482,2,30,10990,0
2881,1,27,15990,0
6299,2,54,11532,0
203,1,62,7980,0
6277,0,47,11288,0
4376,1,40,17490,0
4127,9,77,19990,1
6247,1,28,8500,0
6066,0,55,11299,0
1436,4,42,14900,0
4722,12,40,8990,1
1023,0,42,12290,0
5628,9,70,21300,1
1108,1,45,11233,0
315,2,47,11490,0
3210,1,47,10490,0
4284,8,52,24711,1
1468,0,48,10800,0
4302,5,55,5570,0
5921,11,74,18740,1
3994,4,59,16950,0
6595,4,49,8990,0
4092,1,25,13210,0
4502,1,26,17950,0
7391,1,25,7738,0
4264,16,55,3032,1
3450,2,30,24500,0
4870,3,23,16109,0
2700,2,57,27280,0
7201,4,33,18390,0
996,37,57,15790,1
6140,5,57,15990,0
3905,2,65,16900,0
3434,1,53,7748,0
1569,1,21,25490,0
937,4,50,15800,0
1113,1,48,11835,0
4995,0,39,9579,0
7425,9,38,4502,1
1051,2,49,8651,0
2767,3,21,6300,0
5564,0,49,12190,0
2517,1,39,11950,0
7221,0,44,22000,0
3878,2,24,6300,0
5440,0,26,9600,0
7067,5,41,9100,0
3218,5,65,8490,0
2378,1,21,5595,0
2685,1,30,15900,0
3366,2,37,13402,0
4053,0,34,4100,0
62,4,23,19890,0
1426,4,59,28180,0
2641,5,31,8700,0
4434,8,24,13990,1
589,0,59,20500,0
2303,1,21,13890,0
5780,0,32,4500,0
7092,3,48,9841,0
2781,1,44,10840,0
6638,3,31,10990,0
678,3,54,4790,0
5798,1,44,16990,0
4774,0,49,12990,0
2288,2,35,14420,0
32,4,53,14900,0
469,18,77,7299,1
5054,3,25,14990,0
1575,5,70,20830,0
5522,16,58,6000,1
96,5,41,12968,0
4552,2,28,7529,0
1129,2,66,18198,0
1671,3,35,11940,0
6321,0,39,21490,0
1116,2,28,7990,0
5151,0,56,9190,0
5964,4,51,8750,0
3153,3,52,16400,0
3395,19,44,8490,1
4985,1,56,7900,0
2726,0,50,14985,0
626,5,21,18800,0
2997,5,57,13309,0
5995,2,45,4500,0
6912,4,27,17590,0
676,5,39,19300,0
194,2,29,15000,0
6922,2,67,14400,0
2670,3,66,10990,0
841,1,26,13064,0
3089,2,35,11200,0
2572,0,27,16140,0
3260,2,61,9950,0
4209,0,26,6700,0
418,0,60,6415,0
3655,17,54,18889,1
4240,5,34,20980,0
3181,1,56,8190,0
7180,3,27,6490,0
4122,1,48,11440,0
6984,5,34,8250,0
6652,4,47,7990,0
3770,5,22,8234,0
6479,10,32,8415,1
3296,2,52,11990,0
5538,3,30,9790,0
3021,3,29,13830,0
5168,7,55,13750,1
4899,3,33,9018,0
3475,0,29,13116,0
6048,1,22,10900,0
6942,1,36,15990,0
4002,0,66,15078,0
4291,2,26,20100,0
4731,2,31,14115,0
4087,1,26,15300,0
4698,2,28,15890,0
5007,20,48,7990,1
7310,1,55,2681,0
6134,2,25,8990,0
6751,1,40,14500,0
2377,2,25,5660,0
5598,1,28,7500,0
6789,0,33,4500,0
4229,24,45,6790,1
5636,1,31,12950,0
7222,2,39,12990,0
6159,2,68,5990,0
4105,5,30,16900,0
7252,5,43,9990,0
2619,1,35,12849,0
3196,5,29,10220,0
1094,0,27,12200,0
3000,4,30,16900,0
4629,5,29,12490,0
2476,10,34,16900,1
4751,0,35,14890,0
6290,4,29,4490,0
7261,0,63,17150,0
2662,2,48,10990,0
2312,4,68,11100,0
1501,3,23,4650,0
3003,2,48,5590,0
4987,0,25,11550,0
1036,2,47,7200,0
3262,1,21,8990,0
6654,2,26,11400,0
5269,0,60,3990,0
1467,1,65,19690,0
465,1,41,20950,0
1886,0,28,11500,0
1216,1,53,4390,0
1649,2,42,13870,0
668,1,47,12550,0
6914,2,67,15118,0
4441,0,45,11990,0
708,5,70,14690,0
7124,4,24,5990,0
3949,3,22,13333,0
5983,1,47,13200,0
3113,3,60,4016,0
866,0,29,16600,0
2900,0,46,7940,0
4055,2,30,11387,0
2001,4,36,5990,0
2319,4,66,22980,0
1894,1,27,14933,0
2533,2,54,18244,0
6081,3,64,15115,0
4487,3,39,21475,0
5557,4,32,8800,0
480,4,36,10990,0
764,5,29,11600,0
2182,0,54,7705,0
5144,1,50,4990,0
5112,2,18,7600,0
5001,2,47,9250,0
3698,5,24,19100,0
4248,2,30,5050,0
3733,1,48,12880,0
91,2,56,22129,0
6780,2,32,4378,0
7354,1,23,15500,0
1666,0,39,12990,0
979,2,53,18790,0
5389,12,55,15495,1
641,15,58,6500,1
6977,2,68,8950,0
5055,1,54,12490,0
5531,0,42,13600,0
871,0,56,12990,0
7295,0,40,8790,0
1393,4,55,19950,0
737,2,63,34700,0
2052,1,45,6700,0
1079,2,34,11715,0
3856,10,39,4200,1
6304,7,53,7990,0
6682,4,66,17877,0
1323,2,62,16600,0
2862,1,47,10795,0
6398,8,73,22990,1
111,0,42,9990,0
300,2,42,11990,0
633,5,24,10850,0
810,23,52,23450,1
12,2,48,13400,0
4462,6,77,17600,0
7133,2,65,11500,0
3820,2,45,3488,0
238,2,49,21145,0
5785,2,36,10389,0
6143,19,55,20590,1
2213,2,32,5790,0
5430,3,31,20990,0
7249,0,33,10500,0
2375,1,31,11490,0
2168,2,31,3730,0
3328,5,51,4000,0
5193,1,36,8147,0
5074,1,50,23500,0
6993,5,52,10000,0
5025,2,33,23500,0
6444,2,57,18900,0
1434,0,38,12028,0
3166,2,47,17975,0
453,2,30,32000,0
2144,3,53,13350,0
5437,4,51,13000,0
2536,0,46,4250,0
5216,1,64,6100,0
6366,14,77,13990,1
3774,5,44,5500,0
2316,5,21,23000,0
6723,5,31,19990,0
1658,3,33,6990,0
4816,0,33,10900,0
6270,1,27,6300,0
6182,25,61,17525,1
2622,0,37,9790,0
1830,1,23,7940,0
3254,5,33,21920,0
2960,1,38,10890,0
4410,5,70,5425,0
3246,3,48,4057,0
4108,24,79,4500,1
5227,2,39,14710,0
879,5,48,3331,0
6693,1,42,11990,0
7103,3,58,7795,0
4074,21,56,6500,1
5901,5,23,10450,0
3285,0,32,7590,0
2663,0,66,12058,0
334,0,39,13990,0
4149,0,49,16450,0
2280,2,52,10500,0
5960,2,32,16260,0
2258,0,28,15545,0
2648,1,28,23800,0
5537,0,26,19886,0
6234,6,49,7900,0
1373,8,68,8990,1
2627,5,36,3612,0
48,3,61,9710,0
2370,3,47,25000,0
411,41,70,6200,1
3535,0,22,14150,0
1330,2,37,16110,0
5302,0,29,19414,0
5011,5,54,14780,0
1371,4,55,10470,0
6990,2,43,5924,0
3939,7,37,6237,1
1656,0,63,19000,0
1044,0,27,3500,0
6726,1,21,25990,0
5294,2,51,8499,0
73,1,37,14700,0
5639,20,54,8000,1
4458,7,63,14295,1
6123,5,22,14000,0
3350,2,55,13900,0
5201,3,34,20500,0
5666,1,30,9200,0
1688,2,48,16000,0
4979,2,23,11820,0
2346,4,63,6940,0
3524,1,56,5000,0
5078,2,51,5300,0
2480,0,56,13462,0
1489,1,26,5150,0
2984,3,48,14777,0
794,3,64,10700,0
3437,4,26,8726,0
6107,0,50,10990,0
102,3,22,6600,0
2754,3,29,10984,0
5519,0,26,10001,0
2792,18,44,10990,1
4456,0,21,18300,0
3499,5,66,15990,0
1507,2,22,7990,0
2406,1,32,7650,0
4813,1,27,10200,0
888,5,61,9990,0
5438,5,65,9990,0
3834,0,49,13327,0
6597,1,51,16290,0
2351,5,36,13684,0
3896,9,63,11508,1
6266,3,50,14200,0
3575,9,57,9519,1
292,0,32,14900,0
5620,4,38,6990,0
1128,2,28,7200,0
209,4,25,7154,0
2858,5,49,15700,0
2707,3,61,15700,0
6423,2,48,14500,0
210,12,32,20016,1
2807,5,26,10200,0
2884,4,38,21180,0
4782,27,70,6850,1
2638,4,38,19100,0
122,5,31,16110,0
4176,18,46,12500,1
4013,4,53,11490,0
450,13,57,6077,1
834,4,70,11974,0
5327,0,24,6114,0
6621,0,37,6890,0
4742,0,18,6000,0
3734,4,49,5570,0
433,3,23,4490,0
1349,4,36,6560,0
2236,3,67,12990,0
637,0,44,11950,0
5521,4,27,10970,0
3527,16,45,7179,1
3668,0,25,21495,0
2582,5,49,10407,0
2691,1,26,11990,0
3764,5,49,9690,0
4787,4,44,16000,0
2600,1,21,16890,0
5202,3,35,6710,0
4993,24,58,13130,1
6826,0,43,10420,0
6727,2,34,17589,0
3349,3,41,8968,0
5574,3,44,4716,0
6957,2,43,19340,0
982,4,36,17140,0
2045,0,26,9325,0
4793,4,41,9710,0
1566,2,57,13744,0
1892,0,22,7600,0
4537,2,41,22329,0
1795,4,67,14950,0
6868,2,64,25800,0
432,3,68,7990,0
1807,0,48,7900,0
6837,2,65,5254,0
7029,1,29,3798,0
5634,5,40,8990,0
6762,0,46,15439,0
413,3,21,8990,0
1228,2,65,11600,0
1109,4,47,14950,0
4288,4,47,14600,0
75,4,23,9000,0
1038,3,41,7890,0
5701,5,61,14490,0
2018,1,26,11800,0
6854,4,41,8990,0
1988,3,35,11250,0
2879,1,28,20039,0
604,28,59,6475,1
765,12,30,9999,1
5888,5,36,24783,0
3968,0,52,8000,0
4381,0,30,20950,0
6478,3,65,12700,0
4043,2,57,9950,0
516,0,33,6335,0
2750,6,33,13000,1
2181,4,40,17400,0
5638,1,66,16500,0
6513,1,35,8802,0
2531,3,37,20922,0
7045,15,46,16700,1
1427,2,27,14250,0
2415,5,30,12750,0
251,3,36,18470,0
2775,0,63,18339,0
4235,4,45,8480,0
4295,1,26,11390,0
6985,1,65,9985,0
5027,2,45,5450,0
693,1,35,10900,0
6699,2,26,17650,0
3481,3,26,24800,0
2470,2,43,17900,0
2770,1,51,7990,0
1251,3,27,19390,0
5082,0,42,14500,0
7289,4,64,35200,0
3573,3,56,8000,0
353,0,50,5850,0
333,0,34,14160,0
1731,5,70,14200,0
4634,2,60,17067,0
6142,1,27,10950,0
1010,12,57,8490,1
6315,1,32,9990,0
7087,0,61,6500,0
3058,0,23,12600,0
4935,3,66,17900,0
2780,2,22,26000,0
592,6,25,8500,1
7409,2,22,7240,0
787,1,27,5980,0
5018,23,51,24900,1
2344,0,65,8999,0
5525,1,58,18390,0
6012,3,26,7650,0
756,2,67,13680,0
1729,1,55,8010,0
4694,1,44,29900,0
5687,7,51,14490,1
3660,0,48,13000,0
5153,1,54,9490,0
5471,0,39,17480,0
5220,4,21,12800,0
4194,20,53,5990,1
279,5,32,11490,0
3096,1,51,15990,0
700,0,53,13590,0
4614,1,42,18400,0
2500,0,47,26800,0
5918,5,58,17500,0
6754,5,32,10390,0
807,1,24,11289,0
6846,0,23,8800,0
1339,15,74,14090,1
107,0,45,16300,0
2905,2,31,26877,0
2228,1,60,8880,0
636,0,19,19248,0
1375,0,61,5653,0
3915,1,56,7975,0
1450,2,56,15560,0
487,3,43,18850,0
6364,3,20,10490,0
2314,0,21,8500,0
1739,2,24,20990,0
1456,3,39,8980,0
4619,0,62,14000,0
1226,2,33,6800,0
2706,1,27,15185,0
99,3,37,9990,0
1684,17,44,30809,1
3213,3,35,7490,0
3370,3,68,16990,0
6864,3,57,14990,0
2329,0,23,13400,0
4781,0,27,9700,0
2092,4,28,5500,0
5206,3,68,16289,0
5825,2,22,12150,0
6924,1,49,28365,0
1966,0,23,17495,0
2473,3,55,12390,0
5322,0,38,4550,0
6501,5,62,10400,0
4991,4,49,12840,0
710,7,40,6490,1
1086,8,30,10990,1
4022,2,50,11073,0
3142,2,68,6590,0
2803,35,55,23596,1
1905,4,34,16750,0
4379,1,44,12487,0
3551,1,44,11770,0
1595,1,64,13950,0
1359,4,33,16989,0
2422,0,29,11600,0
1473,1,46,17611,0
1183,0,54,8000,0
5665,1,40,10078,0
7110,2,26,12990,0
3504,2,40,9625,0
1922,4,55,18620,0
6403,0,33,5200,0
696,13,53,16760,1
5487,0,26,12000,0
7420,0,36,13900,0
4332,2,54,6500,0
896,0,51,15500,0
6201,2,38,25200,0
4241,5,34,9266,0
4603,0,56,11895,0
4391,4,34,8650,0
6536,27,61,14060,1
5180,5,49,4900,0
4761,1,63,16450,0
4035,15,50,14950,1
3184,2,39,18219,0
4747,3,30,12790,0
2952,2,67,8980,0
2640,3,39,12570,0
3614,0,32,6600,0
5857,18,36,14550,1
4472,1,67,11215,0
1479,2,40,9995,0
3886,1,52,16800,0
4881,2,34,21950,0
6675,5,54,7590,0
2796,0,55,10400,0
4267,3,53,13489,0
2008,5,57,15550,0
5140,1,58,15740,0
5119,0,43,9260,0
547,4,67,23900,0
5704,1,34,17500,0
5609,5,50,7685,0
4883,8,73,14914,0
564,3,25,9000,0
2114,0,31,17000,0
6147,0,25,10990,0
121,1,59,11650,0
6322,3,44,9250,0
5758,1,57,7900,0
5766,21,41,17305,1
5738,1,42,18485,0
2462,1,32,6000,0
2513,2,29,12590,0
2548,0,25,12105,0
2970,4,27,14990,0
3010,4,51,15450,0
6987,0,19,9000,0
3341,1,37,24900,0
2487,0,22,9600,0
5391,2,46,5200,0
45,1,22,8500,0
5498,1,23,7970,0
6772,23,49,6990,1
6273,0,21,8690,0
5594,3,40,12990,0
426,5,24,9490,0
4764,10,50,10590,1
1871,0,26,11700,0
429,0,38,11199,0
5344,7,52,14200,1
1046,10,70,7190,1
6767,15,58,5037,1
6576,15,36,15040,1
2222,0,46,15950,0
7347,1,35,21400,0
7324,10,58,14980,1
5579,4,54,15600,0
2650,2,68,20950,0
2306,4,62,34460,0
1175,1,50,6350,0
3520,25,45,4300,1
2836,4,62,21500,0
110,3,30,6012,0
1106,1,51,18747,0
6601,0,31,11729,0
5835,6,59,7500,0
3187,0,28,9300,0
3624,1,22,6008,0
4246,5,44,2229,0
4258,4,51,8237,0
7111,0,35,8850,0
5101,0,22,7900,0
2178,10,63,19890,1
5266,0,21,6350,0
6911,3,60,6849,0
945,7,59,32875,1
174,3,84,10800,0
322,7,57,15990,1
5252,1,36,13250,0
195,0,44,11389,0
3844,4,27,10000,0
6185,0,49,10750,0
199,5,50,10338,0
6100,3,49,5704,0
3014,1,58,9080,0
4556,9,29,7990,1
3091,0,50,3990,0
1297,0,31,12400,0
2941,5,55,8550,0
1174,1,35,9500,0
6943,1,41,6350,0
1195,6,73,12500,0
2087,21,77,7600,1
6623,1,26,8890,0
4148,0,44,11140,0
779,11,74,10496,1
2628,9,39,10450,1
6963,2,39,7625,0
4920,0,40,15990,0
6429,21,57,3486,1
1850,0,19,8700,0
4645,2,51,14365,0
4829,19,59,13990,1
2224,4,41,7950,0
2753,4,41,7300,0
4949,1,32,10040,0
3064,5,22,20000,0
868,4,29,5480,0
2249,5,50,9900,0
6187,0,39,5990,0
2239,3,47,6500,0
7264,23,83,6420,1
6357,2,44,4990,0
4942,3,27,19015,0
6077,4,58,11504,0
4250,1,20,13000,0
6477,3,44,9970,0
5846,5,48,21500,0
3396,1,26,8600,0
5330,5,56,15695,0
5272,5,69,1501,0
4532,4,64,12990,0
5597,4,48,14990,0
1520,0,51,10750,0
2016,3,31,14041,0
6899,8,73,4190,0
5337,3,23,6480,0
5100,6,35,17350,1
2973,28,50,16490,1
3045,15,55,7890,1
3578,2,48,13990,0
7185,0,18,5690,0
907,1,52,11500,0
2431,4,23,17090,0
1557,0,22,3870,0
2313,3,35,6900,0
1512,0,25,16750,0
2005,3,63,9990,0
4166,4,47,10400,0
5409,1,23,13000,0
5563,1,40,11950,0
6710,2,35,7990,0
5058,45,62,7500,1
4102,14,78,12100,1
3441,5,57,8800,0
5858,2,56,11900,0
3855,2,53,13600,0
805,0,33,16400,0
2127,1,27,20390,0
3470,2,40,13980,0
518,0,63,19300,0
4467,5,36,8154,0
4794,0,29,16730,0
6815,2,51,6500,0
4519,0,37,15150,0
3231,2,27,5990,0
4667,1,43,15110,0
5943,1,30,13070,0
2098,2,26,20500,0
471,0,66,10400,0
5407,15,55,14890,1
5340,10,27,25858,1
6342,3,21,13450,0
4050,0,50,12490,0
6625,1,32,11750,0
1087,2,26,10360,0
5096,4,45,8990,0
5719,1,53,14999,0
5251,7,29,4300,1
1783,5,58,20660,0
553,4,43,4875,0
5366,7,47,7860,0
739,1,62,3776,0
1022,4,56,13500,0
7142,2,26,16850,0
3240,10,48,18990,1
1397,21,45,15490,1
7024,4,69,14320,0
3781,1,37,15450,0
1543,2,36,8500,0
6067,0,31,5990,0
5410,2,37,11000,0
1548,5,51,14800,0
5306,0,50,7551,0
396,0,31,15869,0
497,0,26,16324,0
4315,3,23,22422,0
4210,3,23,14990,0
3550,0,63,11300,0
724,2,65,4000,0
2142,1,22,14000,0
2835,3,42,1501,0
1420,1,52,3750,0
4640,1,54,15990,0
3235,18,50,22680,1
5810,9,45,8350,1
5360,4,31,12537,0
4195,0,36,14990,0
2543,2,45,9090,0
586,1,28,10990,0
1746,5,42,20990,0
5860,4,45,16325,0
4224,2,68,10408,0
837,2,55,11950,0
6305,0,40,12390,0
5382,2,49,8298,0
181,4,52,3927,0
3822,21,80,10500,1
2499,3,46,13499,0
5044,1,28,10600,0
457,0,63,19615,0
1372,2,54,17021,0
4204,4,52,11990,0
6945,1,19,4400,0
2907,2,46,12980,0
1047,0,50,7990,0
2917,1,51,14519,0
3731,18,56,6990,1
776,1,39,6900,0
3606,0,26,14490,0
2579,4,20,8566,0
1615,0,60,6637,0
503,14,77,10046,1
4086,5,70,15740,0
1822,0,43,18950,0
5833,0,63,14990,0
29,2,29,8200,0
3689,11,75,18300,1
3715,6,33,13659,1
2794,2,40,10900,0
2968,8,71,20540,0
4051,6,33,15079,1
3836,4,44,12480,0
2758,1,58,11400,0
1945,2,20,7990,0
5812,1,21,21990,0
7132,1,46,7490,0
6885,1,24,3800,0
3053,1,27,14790,0
1253,5,38,11990,0
3204,2,58,9290,0
1606,5,42,7430,0
3997,9,51,4990,1
2751,3,38,11834,0
5515,0,51,18710,0
1461,31,51,7950,1
3100,0,33,10950,0
6527,4,43,26500,0
5972,5,31,9900,0
5165,1,20,8700,0
6869,4,39,12500,0
6282,18,43,19990,1
314,5,58,18950,0
6193,4,51,3810,0
3025,22,43,26014,1
219,0,19,13000,0
1870,15,75,6660,1
5880,3,32,9650,0
4140,3,32,10900,0
6156,1,25,9385,0
3378,3,51,11900,0
2206,4,29,22750,0
6112,1,49,9990,0
6246,4,30,7990,0
947,4,69,14450,0
6459,1,33,17690,0
3875,0,24,12890,0
2197,3,35,13500,0
2954,0,32,4045,0
6355,0,50,12990,0
6371,2,24,23900,0
7369,1,52,15800,0
6606,4,68,4342,0
1632,5,36,6900,0
897,3,66,16090,0
3038,3,44,18500,0
4446,1,41,25900,0
5079,0,40,13040,0
3125,0,27,14890,0
7364,9,46,5712,1
6248,4,41,9150,0
220,1,26,12490,0
6927,4,55,9490,0
3964,1,42,9576,0
5841,2,19,11853,0
4003,1,35,21080,0
2554,1,43,11602,0
3269,0,24,10500,0
1293,1,23,3490,0
952,3,59,16940,0
2561,3,47,22000,0
438,4,38,20590,0
2380,0,49,8905,0
3954,2,30,9246,0
4094,0,27,13550,0
1104,0,33,30069,0
6888,3,50,10000,0
4411,0,48,15000,0
2991,2,49,19179,0
6878,5,51,14390,0
1115,3,31,17205,0
3206,4,57,9000,0
76,0,34,16700,0
6538,1,28,2950,0
2260,0,55,8180,0
5400,13,82,13480,1
1897,8,73,12650,1
2217,5,64,5000,0
4959,5,34,17900,0
378,0,56,5648,0
5444,1,32,9990,0
596,2,21,13660,0
549,1,29,5850,0
4758,21,57,5490,1
6243,0,52,29500,0
5610,5,50,6200,0
4941,0,29,10990,0
5584,0,20,11313,0
6289,1,34,4900,0
6434,1,26,5151,0
2857,0,23,11950,0
1643,2,23,5550,0
6122,4,52,18100,0
5814,0,47,15990,0
5939,0,20,10120,0
7028,0,37,16885,0
1815,0,53,4243,0
2518,0,64,8248,0
1630,4,36,9680,0
6358,2,57,13000,0
6318,1,23,3888,0
3992,0,27,9750,0
2843,6,40,11900,1
1541,1,26,14686,0
3985,2,22,10900,0
6520,4,67,8575,0
7058,8,39,12990,1
15,1,30,18400,0
5904,2,55,14290,0
6971,3,42,5990,0
3121,17,45,13794,1
6094,5,31,9080,0
1121,2,45,19209,0
1162,0,38,16500,0
5887,0,42,16950,0
5076,0,28,14420,0
5412,5,31,8950,0
3620,6,34,6190,1
3165,36,61,13000,1
5771,3,68,7069,0
347,2,23,8875,0
5102,1,57,9600,0
2985,5,55,4400,0
5576,0,29,23000,0
3861,0,45,13500,0
3337,1,40,4680,0
4365,1,43,7669,0
4708,5,27,15150,0
257,4,35,12490,0
3980,1,32,6598,0
7030,1,22,9990,0
3589,6,34,13659,1
3458,4,57,15655,0
1837,0,52,11670,0
449,1,53,10990,0
2153,1,42,13990,0
4825,1,51,6300,0
6128,5,53,4250,0
4836,11,47,26797,1
1039,28,49,4800,1
2588,2,45,26159,0
6804,4,34,12790,0
4607,4,34,10360,0
2467,1,44,7990,0
2112,2,47,14000,0
4438,1,46,25590,0
3891,0,30,19590,0
759,0,63,21188,0
848,2,66,5990,0
786,5,66,29990,0
3966,4,21,14950,0
6570,2,32,17780,0
6416,2,50,5543,0
228,4,50,17460,0
6980,7,44,19400,1
926,3,59,7500,0
5935,3,43,23779,0
3305,2,41,10800,0
4392,2,35,11770,0
5130,1,51,16990,0
4162,0,21,7090,0
4320,0,43,15990,0
5071,3,46,7800,0
3555,4,21,15900,0
1416,2,32,13990,0
6881,1,31,19286,0
994,4,62,9300,0
5707,1,23,28400,0
2629,0,44,10950,0
1437,2,22,12990,0
2804,0,20,12300,0
7048,3,27,12890,0
7267,2,25,19303,0
2977,3,29,24900,0
5141,0,52,12129,0
2505,3,61,24990,0
4671,2,34,13980,0
5062,1,24,18380,0
2321,0,54,6985,0
6790,2,59,5349,0
3315,1,49,11990,0
4651,1,46,13410,0
268,5,28,16250,0
7250,2,56,4650,0
856,4,21,9985,0
1962,0,19,6780,0
6232,1,23,4184,0
2131,1,27,3700,0
7001,1,25,11000,0
3126,0,36,12717,0
2254,1,23,11990,0
655,4,55,5550,0
3973,4,47,22500,0
63,0,65,11490,0
3139,5,43,5980,0
7303,3,34,8900,0
2167,3,26,8490,0
5668,1,20,15334,0
6510,0,22,11485,0
3426,0,49,26450,0
6633,4,42,12990,0
3169,26,56,13050,1
5212,0,21,11950,0
6250,2,22,19085,0
7050,0,25,14900,0
2357,0,21,5000,0
5257,4,46,22618,0
6660,4,35,8900,0
4091,5,29,5500,0
6053,2,48,12000,0
169,2,24,7560,0
4316,2,67,13000,0
3282,1,50,9490,0
6194,2,32,12000,0
5238,4,42,10050,0
1756,2,38,10990,0
1565,25,52,8590,1
5559,4,49,7800,0
1654,5,42,13670,0
5304,2,54,12900,0
5103,1,25,15900,0
2495,1,30,15100,0
1879,0,21,20600,0
2874,3,28,8100,0
650,4,40,12990,0
3722,14,67,12030,1
6480,25,50,13600,1
883,2,19,12700,0
2163,3,47,23720,0
6858,2,67,9742,0
3819,1,34,3936,0
5655,8,67,18800,1
1902,0,53,9030,0
4812,1,65,5800,0
6348,1,43,19000,0
3154,2,35,5990,0
1752,35,52,14990,1
