,Job tenure,Age,Car price,Default (y)
2787,13,47,6715,0
937,4,50,15800,0
3001,8,50,11390,0
1051,2,49,8651,0
3297,6,45,4490,0
1767,26,48,8470,0
5243,42,60,9990,0
4861,16,56,10418,0
3218,5,65,8490,0
5623,19,39,22930,0
6026,14,75,8300,0
5281,37,57,13490,0
192,36,56,21400,0
1426,4,59,28180,0
3306,23,50,21260,0
4917,10,70,11985,0
4017,38,63,6200,0
4525,20,80,6862,0
589,0,59,20500,0
4450,11,50,6500,0
5629,6,50,5100,0
3107,45,65,7186,0
2373,26,43,7200,0
7092,3,48,9841,0
3431,21,47,10500,0
5356,13,42,20289,0
678,3,54,4790,0
5746,23,46,6968,0
32,4,53,14900,0
4726,23,49,21989,0
1111,6,47,17300,0
469,18,77,7299,1
1538,17,48,22300,0
1575,5,70,20830,0
5522,16,58,6000,1
1129,2,66,18198,0
6952,25,59,13700,0
3484,10,74,7990,0
972,8,57,11800,0
1163,38,55,18939,0
4500,25,58,15617,0
5151,0,56,9190,0
6473,7,51,3981,0
4329,37,54,11485,0
5964,4,51,8750,0
3153,3,52,16400,0
3395,19,44,8490,1
1777,12,72,7450,0
4357,9,58,13990,0
4985,1,56,7900,0
5380,18,51,13049,0
2997,5,57,13309,0
58,15,56,11801,0
3313,7,43,7380,0
2398,17,82,13995,0
2916,7,58,10550,0
1429,18,49,20990,0
7378,8,56,3490,0
4165,7,43,8950,0
0,34,55,4875,0
2957,8,53,7250,0
3649,29,58,6680,0
1337,11,48,19479,0
6922,2,67,14400,0
3245,10,42,14525,0
6001,12,78,11155,0
1669,23,54,17990,0
3168,29,56,20000,0
2670,3,66,10990,0
3260,2,61,9950,0
3932,16,48,10800,0
418,0,60,6415,0
3655,17,54,18889,1
387,5,54,5900,1
6274,22,62,9790,0
1391,35,69,7838,0
2103,6,47,15900,0
3181,1,56,8190,0
6216,15,48,6850,0
4951,19,49,13730,0
6652,4,47,7990,0
3296,2,52,11990,0
6189,10,66,30970,0
318,17,56,8390,0
5454,37,56,27500,0
2576,34,51,9500,0
2126,33,51,19990,0
5168,7,55,13750,1
2575,0,64,23175,1
6003,25,50,14990,0
965,26,42,15250,0
4002,0,66,15078,0
6587,12,53,9850,0
1215,34,57,6700,0
5007,20,48,7990,1
2510,11,75,12020,0
7310,1,55,2681,0
4101,9,48,9130,0
3805,11,44,17980,0
1287,14,79,4932,0
4229,24,45,6790,1
1430,28,46,17100,0
2705,22,57,15151,0
4730,14,44,24390,0
6159,2,68,5990,0
5928,6,68,2948,0
1703,3,51,8400,1
2498,22,48,6825,0
6631,17,49,6150,0
4771,17,40,16140,0
4427,16,54,6502,0
2412,19,43,3990,0
3455,29,46,11240,0
3534,33,63,5600,0
4541,9,70,17750,0
1554,3,54,18930,1
2036,7,47,14800,0
1320,20,58,7641,0
1801,11,51,14330,0
7261,0,63,17150,0
3784,6,46,12585,0
2662,2,48,10990,0
2312,4,68,11100,0
6810,12,60,2900,0
139,15,42,11590,0
3003,2,48,5590,0
2827,15,57,8900,0
7173,7,55,10690,0
5359,34,51,5870,0
1036,2,47,7200,0
157,15,57,26790,0
1009,10,58,24500,0
1971,23,63,19500,0
5269,0,60,3990,0
1467,1,65,19690,0
7297,40,59,39136,0
1216,1,53,4390,0
61,24,58,13500,0
7266,11,46,13900,0
4546,40,56,13500,0
6602,16,41,16300,0
6759,20,43,13620,0
1075,10,51,9767,0
6914,2,67,15118,0
1992,25,54,20450,0
708,5,70,14690,0
3505,27,60,9735,0
3113,3,60,4016,0
439,32,49,12990,0
4847,17,47,5652,0
2093,14,50,10995,0
2319,4,66,22980,0
2450,1,51,7480,1
960,21,54,12628,0
2533,2,54,18244,0
2963,4,47,5250,1
6081,3,64,15115,0
5929,20,51,27750,0
1880,9,50,14351,0
1270,20,48,18390,0
1499,18,57,20990,0
6447,23,45,10380,0
2020,7,81,7590,1
3621,2,55,9630,1
2182,0,54,7705,0
5144,1,50,4990,0
5958,17,49,22200,0
91,2,56,22129,0
3319,37,54,9985,0
3076,33,55,5990,0
4885,8,73,9500,0
979,2,53,18790,0
7095,36,65,14990,0
5389,12,55,15495,1
944,6,56,24100,0
641,15,58,6500,1
5789,26,52,15834,0
3011,1,53,23005,1
6977,2,68,8950,0
7076,14,55,7000,0
5055,1,54,12490,0
3203,11,49,8100,0
4791,26,52,9950,0
7204,6,51,15990,0
3382,17,43,13490,0
4666,24,56,8000,0
5192,14,46,15900,0
871,0,56,12990,0
5973,17,77,6990,0
1393,4,55,19950,0
737,2,63,34700,0
3856,10,39,4200,1
3601,8,67,10100,0
6304,7,53,7990,0
5470,19,51,13738,0
6682,4,66,17877,0
1323,2,62,16600,0
6398,8,73,22990,1
1582,19,51,11670,0
7164,16,52,4246,0
6487,6,52,20600,0
6801,16,41,19248,0
4147,21,54,4750,0
1224,13,58,4401,0
810,23,52,23450,1
479,32,54,23990,0
4462,6,77,17600,0
3501,31,50,11722,0
52,30,58,35480,0
4766,30,51,15901,0
6982,31,48,25100,0
7133,2,65,11500,0
3357,11,58,2787,0
6143,19,55,20590,1
3309,25,49,9250,0
360,25,45,10206,0
3328,5,51,4000,0
7203,7,55,21524,0
6993,5,52,10000,0
7047,20,47,26780,0
6444,2,57,18900,0
5568,8,72,5880,1
4852,6,70,22290,0
3488,6,49,11235,0
2144,3,53,13350,0
5437,4,51,13000,0
4691,16,48,10390,0
3846,21,56,14069,0
6056,6,47,11636,0
5216,1,64,6100,0
6366,14,77,13990,1
3774,5,44,5500,0
1281,22,40,6500,0
2828,29,46,10000,0
2819,17,63,18900,0
2374,25,52,12000,0
1258,38,59,11600,0
6182,25,61,17525,1
3948,0,57,7300,1
566,23,46,14139,0
4410,5,70,5425,0
3246,3,48,4057,0
373,23,55,5205,0
2578,13,53,5388,0
4108,24,79,4500,1
5403,6,69,13300,0
4975,4,52,12500,1
1634,20,57,4600,0
4395,5,59,9500,1
879,5,48,3331,0
1775,26,51,17000,0
1963,27,59,8895,0
7103,3,58,7795,0
4074,21,56,6500,1
5979,15,58,15550,0
2663,0,66,12058,0
4679,15,54,7790,0
1295,24,49,25480,0
2280,2,52,10500,0
3172,1,56,27000,1
7068,6,52,14990,0
816,35,56,6945,0
6234,6,49,7900,0
1373,8,68,8990,1
657,8,60,24400,0
6350,7,70,8209,0
3684,6,55,12200,0
48,3,61,9710,0
1691,24,53,5130,0
411,41,70,6200,1
6533,6,49,5900,0
1315,14,79,4552,0
4575,24,61,20149,0
5011,5,54,14780,0
6209,6,55,10680,0
1770,30,58,15949,0
1371,4,55,10470,0
5111,46,63,7650,0
2684,29,52,10744,0
6464,42,59,4538,0
416,26,51,31000,0
1656,0,63,19000,0
3379,28,45,22730,0
5294,2,51,8499,0
5639,20,54,8000,1
4458,7,63,14295,1
1362,16,52,17200,0
366,15,49,16771,0
3350,2,55,13900,0
5903,5,59,14023,1
3133,58,78,4250,0
6853,22,53,9700,0
2346,4,63,6940,0
3524,1,56,5000,0
3066,16,46,20859,0
5329,36,61,15947,0
5078,2,51,5300,0
2480,0,56,13462,0
6900,33,55,6990,0
2566,27,46,18078,0
5345,22,52,15351,0
679,29,47,4950,0
4712,4,68,15590,1
2846,4,62,24980,1
794,3,64,10700,0
1378,14,54,14500,0
6107,0,50,10990,0
829,14,41,15500,0
6901,19,52,9995,0
5865,18,47,6220,0
789,9,48,7990,0
5692,31,51,13528,0
6017,7,67,21250,0
2792,18,44,10990,1
3499,5,66,15990,0
5328,30,53,16300,0
1092,27,52,17000,0
3782,27,52,9450,0
4253,23,50,8650,0
942,27,46,4114,0
4141,19,40,13000,0
2918,37,54,5970,0
4586,24,51,13000,0
3518,24,62,7625,0
473,17,47,8300,0
1310,39,58,23990,0
888,5,61,9990,0
6635,13,42,20700,0
5438,5,65,9990,0
3149,25,57,13700,0
5354,31,58,9068,0
1511,10,74,3860,0
5509,0,57,10300,1
6597,1,51,16290,0
3896,9,63,11508,1
6266,3,50,14200,0
852,17,63,21380,0
1599,12,42,13600,0
3575,9,57,9519,1
4129,24,51,4100,0
1321,8,51,9540,0
208,21,46,8914,0
3336,8,54,10490,0
3653,13,58,18900,0
4508,13,48,8839,0
6150,1,55,6340,1
2858,5,49,15700,0
7137,15,54,17500,0
6851,7,70,13690,0
5828,24,72,16490,0
3707,23,42,15547,0
2707,3,61,15700,0
6470,0,52,10980,1
2716,8,73,26839,1
4782,27,70,6850,1
6486,13,42,14736,0
5394,13,58,7900,0
912,8,48,1501,0
4176,18,46,12500,1
6761,8,50,6194,0
4879,13,49,7037,0
1907,32,51,13950,0
1469,23,53,14990,0
4880,25,58,7238,0
4319,25,59,5546,0
2069,16,39,13870,0
4013,4,53,11490,0
2776,7,48,21383,0
5650,6,57,15627,0
450,13,57,6077,1
834,4,70,11974,0
1102,30,43,13500,0
6498,19,45,5390,0
3734,4,49,5570,0
7115,15,71,5990,0
695,30,46,8485,0
1424,18,36,16190,0
2236,3,67,12990,0
3527,16,45,7179,1
2481,23,51,10980,0
2582,5,49,10407,0
5744,15,60,10500,0
4084,29,46,16809,0
1973,9,55,8977,0
4060,16,49,30180,0
1180,24,43,6800,0
4776,10,54,16500,0
2795,7,68,13940,0
6284,15,43,14320,0
3764,5,49,9690,0
4401,15,53,8938,0
5284,6,66,15125,0
5612,8,53,13409,0
2417,11,55,22880,0
4993,24,58,13130,1
7417,20,51,11300,0
6146,32,54,9200,0
5095,12,79,8441,0
131,10,52,715,0
6841,10,67,4475,0
6999,30,58,24554,0
4280,12,58,5098,0
1566,2,57,13744,0
2437,26,52,4835,0
4461,33,58,22000,0
2244,23,43,17990,0
5879,13,42,8983,0
1795,4,67,14950,0
6424,17,53,13980,0
5167,20,52,8676,0
6868,2,64,25800,0
7237,6,47,12450,0
432,3,68,7990,0
1119,14,79,7490,0
6837,2,65,5254,0
2829,12,58,19199,0
381,2,62,28930,1
1553,16,36,10000,0
1228,2,65,11600,0
5166,32,57,5389,0
5701,5,61,14490,0
3347,21,47,4990,0
2389,18,46,29490,0
1448,18,85,18089,0
604,28,59,6475,1
5807,8,47,11490,0
3968,0,52,8000,0
6478,3,65,12700,0
3023,47,64,25099,0
5482,20,58,13990,0
4043,2,57,9950,0
1242,10,70,11990,0
5638,1,66,16500,0
3879,0,64,4240,1
3538,18,40,9300,0
7045,15,46,16700,1
2942,32,53,6500,0
2775,0,63,18339,0
535,20,40,26000,0
1563,25,48,17900,0
3984,33,50,29800,0
1675,10,41,9850,0
6985,1,65,9985,0
4516,19,57,5566,0
2770,1,51,7990,0
7289,4,64,35200,0
3573,3,56,8000,0
3220,11,79,4990,0
353,0,50,5850,0
7134,37,59,10490,0
3951,4,51,10950,1
1731,5,70,14200,0
3872,25,45,16950,0
2341,8,62,11900,0
4634,2,60,17067,0
5930,18,47,13500,0
4755,15,49,9990,0
3558,4,60,25900,1
5026,23,53,18881,0
1010,12,57,8490,1
3574,11,47,25870,0
7034,33,49,9818,0
6620,31,55,12669,0
643,0,59,16125,1
7087,0,61,6500,0
5065,26,65,9190,0
843,26,47,14970,0
447,4,47,6268,1
4935,3,66,17900,0
3017,11,54,13189,0
4960,40,63,12150,0
1029,18,57,4200,0
7140,8,68,14400,0
4475,18,55,13000,0
5018,23,51,24900,1
2344,0,65,8999,0
5525,1,58,18390,0
4397,4,47,6717,1
3244,19,51,15000,0
2272,15,56,4471,0
756,2,67,13680,0
7424,22,45,7900,0
1729,1,55,8010,0
5687,7,51,14490,1
4701,17,68,5771,0
1049,6,72,11700,0
1621,21,64,4335,0
5153,1,54,9490,0
135,38,55,15800,0
4194,20,53,5990,1
3096,1,51,15990,0
700,0,53,13590,0
5918,5,58,17500,0
2145,30,47,5308,0
4590,27,56,20000,0
6119,19,42,12780,0
1339,15,74,14090,1
1502,21,48,9898,0
2228,1,60,8880,0
1375,0,61,5653,0
3915,1,56,7975,0
2155,13,60,8990,0
4984,9,48,9425,0
1450,2,56,15560,0
1741,36,54,13140,0
6088,29,45,5173,0
5944,24,54,10850,0
1825,21,60,6234,0
7114,32,48,21300,0
332,48,64,13620,0
3877,18,53,12328,0
5566,22,45,12870,0
4619,0,62,14000,0
7121,8,55,4200,0
1411,8,69,3900,0
3717,5,46,9990,1
570,23,47,9880,0
3413,20,80,13940,0
1151,15,60,13980,0
4266,17,59,10950,0
5551,20,40,8800,0
1099,21,54,27450,0
2110,0,53,12480,1
263,32,59,13700,0
6333,20,63,7000,0
1684,17,44,30809,1
2298,19,54,7719,0
1027,20,56,29480,0
3370,3,68,16990,0
422,20,46,11000,0
6864,3,57,14990,0
3109,19,83,4455,0
1345,14,77,4939,0
6475,7,65,16000,0
5206,3,68,16289,0
1956,11,56,12690,0
1414,27,74,10985,0
494,0,56,14990,1
3765,9,64,9900,0
1172,7,51,10689,0
3639,2,57,10690,1
2473,3,55,12390,0
3467,6,50,8200,0
6501,5,62,10400,0
5075,20,50,3990,0
2784,5,46,7990,1
4991,4,49,12840,0
4022,2,50,11073,0
3142,2,68,6590,0
3199,29,63,27500,0
674,26,48,11900,0
2803,35,55,23596,1
1595,1,64,13950,0
2235,16,60,6990,0
1183,0,54,8000,0
1922,4,55,18620,0
2414,27,60,19646,0
468,15,49,26290,0
5752,20,37,6495,0
696,13,53,16760,1
4690,24,55,7500,0
4332,2,54,6500,0
896,0,51,15500,0
2893,21,60,8250,0
6268,15,62,4000,0
5448,27,55,8102,0
1858,22,46,23390,0
6341,3,67,7233,1
4740,17,38,14000,0
6664,23,63,21950,0
911,19,81,6995,0
5993,16,48,13870,0
4603,0,56,11895,0
7262,4,68,4720,1
47,3,49,6166,1
6721,12,57,5364,0
6536,27,61,14060,1
5180,5,49,4900,0
4075,33,49,13990,0
4914,10,69,8900,0
4761,1,63,16450,0
3509,15,78,11990,0
7404,8,69,4989,0
4035,15,50,14950,1
2952,2,67,8980,0
5469,12,77,17100,0
6445,26,60,18990,0
2925,12,48,8490,0
221,8,54,8999,0
6551,33,60,4400,0
3402,8,51,11130,0
7022,13,51,5480,0
5857,18,36,14550,1
4472,1,67,11215,0
777,9,55,26456,0
3438,13,52,8833,0
3886,1,52,16800,0
6675,5,54,7590,0
4915,10,63,11900,0
7148,11,76,6850,0
288,7,55,11390,0
2732,22,57,2700,0
3469,38,54,18590,0
2796,0,55,10400,0
4267,3,53,13489,0
2008,5,57,15550,0
5140,1,58,15740,0
1452,22,63,9500,0
2091,26,47,7690,0
547,4,67,23900,0
5609,5,50,7685,0
4883,8,73,14914,0
5767,25,51,16750,0
121,1,59,11650,0
5758,1,57,7900,0
5766,21,41,17305,1
5683,16,46,13100,0
3010,4,51,15450,0
5080,28,54,10205,0
1561,11,76,4405,0
1883,22,50,10450,0
3024,36,58,22487,0
2903,8,55,13750,0
4919,9,55,10990,0
6388,11,61,6630,0
6772,23,49,6990,1
4764,10,50,10590,1
7020,10,49,7450,0
1912,12,76,16490,0
5344,7,52,14200,1
7311,21,47,6412,0
1046,10,70,7190,1
6767,15,58,5037,1
4294,16,76,6885,0
5723,11,46,6900,0
7324,10,58,14980,1
5579,4,54,15600,0
2650,2,68,20950,0
2306,4,62,34460,0
7273,24,45,7250,0
1175,1,50,6350,0
719,11,53,12490,0
6219,8,54,6990,0
3520,25,45,4300,1
5199,28,47,16300,0
4800,12,61,10030,0
2836,4,62,21500,0
1106,1,51,18747,0
6329,35,54,11000,0
5835,6,59,7500,0
5816,26,45,16695,0
4046,19,50,21200,0
5086,27,51,20467,0
4246,5,44,2229,0
4258,4,51,8237,0
2119,26,59,11990,0
1064,13,57,6900,0
245,14,60,11385,0
4664,18,56,7449,0
7228,26,47,8900,0
3148,25,53,3700,0
6144,7,72,6900,1
5593,15,61,9890,0
6252,12,48,4440,0
2178,10,63,19890,1
4416,8,50,11990,0
3758,11,76,5552,0
6911,3,60,6849,0
945,7,59,32875,1
174,3,84,10800,0
3414,35,52,9500,0
322,7,57,15990,1
199,5,50,10338,0
1506,14,52,3990,0
812,33,50,9295,0
6100,3,49,5704,0
501,14,59,6000,0
3014,1,58,9080,0
3091,0,50,3990,0
2941,5,55,8550,0
3077,9,61,7700,0
70,13,73,14950,0
2542,43,60,11990,0
1195,6,73,12500,0
2087,21,77,7600,1
2642,27,51,17900,0
779,11,74,10496,1
7158,36,55,4683,0
4190,14,74,7980,0
6429,21,57,3486,1
4938,12,72,7780,0
4996,14,46,12790,0
5087,15,60,11999,0
2937,23,42,7490,0
4645,2,51,14365,0
4829,19,59,13990,1
2249,5,50,9900,0
2239,3,47,6500,0
7264,23,83,6420,1
622,6,49,7200,0
4624,14,78,15490,0
5241,10,51,18500,0
2932,12,55,11890,0
6077,4,58,11504,0
274,9,49,19400,0
6778,7,66,11950,0
1714,15,41,9800,0
2778,26,47,16490,0
3358,27,57,17790,0
2227,7,54,5031,0
3433,4,48,13680,1
1350,10,73,8150,0
4574,15,53,11895,0
5676,1,58,9900,1
5330,5,56,15695,0
5272,5,69,1501,0
2788,34,52,15550,0
326,8,50,6930,0
4532,4,64,12990,0
2677,25,45,8500,0
2342,15,46,6095,0
5617,9,57,3260,0
5597,4,48,14990,0
6808,21,54,10989,0
1520,0,51,10750,0
5259,6,53,6298,0
408,9,43,10520,0
6899,8,73,4190,0
573,17,74,24990,0
4550,31,66,13550,0
801,9,49,6479,0
4482,11,48,14380,0
5006,28,60,13209,0
425,30,55,8900,0
2973,28,50,16490,1
3045,15,55,7890,1
4340,13,58,3290,0
907,1,52,11500,0
4842,7,52,11500,0
4015,33,57,5682,0
4789,16,40,3000,0
5107,8,55,11821,0
2005,3,63,9990,0
4166,4,47,10400,0
7229,10,51,26999,0
5735,18,37,21000,0
6978,36,56,4749,0
3755,34,52,25750,0
5058,45,62,7500,1
2673,30,54,17940,0
4102,14,78,12100,1
3441,5,57,8800,0
6008,16,42,19910,0
5858,2,56,11900,0
3855,2,53,13600,0
2845,17,48,11800,0
3838,28,46,8870,0
518,0,63,19300,0
6815,2,51,6500,0
350,19,41,19921,0
5781,6,53,6000,0
4511,13,53,16000,0
471,0,66,10400,0
5407,15,55,14890,1
3312,8,57,12400,0
5061,13,39,4600,0
6391,17,51,11576,0
5719,1,53,14999,0
1783,5,58,20660,0
5422,6,60,10900,0
5366,7,47,7860,0
739,1,62,3776,0
3482,19,46,23950,0
3960,11,51,7400,0
1298,9,50,13090,0
949,23,44,12490,0
7313,4,52,17490,1
1022,4,56,13500,0
1423,25,51,6860,0
3625,16,47,19300,0
5493,14,37,3660,0
3240,10,48,18990,1
1397,21,45,15490,1
7024,4,69,14320,0
7080,20,45,9338,0
3563,25,51,19910,0
712,12,73,12688,0
3050,16,37,7430,0
652,27,61,1500,0
6025,27,53,11975,0
2225,18,51,16365,0
5818,23,54,13500,0
1548,5,51,14800,0
5306,0,50,7551,0
2229,1,60,8990,1
4669,3,53,12599,1
831,16,55,9300,0
6784,32,59,13900,0
5862,8,71,15980,1
4647,18,41,7490,0
1383,10,59,6795,0
3869,12,56,5000,0
6339,16,46,14790,0
7392,39,62,15995,0
763,15,49,15000,0
2031,6,64,3477,0
4890,44,61,3490,0
4963,43,64,5666,0
3550,0,63,11300,0
724,2,65,4000,0
7129,22,65,9596,0
1420,1,52,3750,0
4640,1,54,15990,0
3317,23,55,6553,0
3101,37,59,6630,0
90,19,71,14850,0
3235,18,50,22680,1
5810,9,45,8350,1
5969,19,49,11062,0
7422,10,64,11990,0
6405,37,54,7950,0
2099,12,48,14500,0
4224,2,68,10408,0
1737,13,53,12960,0
5484,7,57,20550,0
4796,18,65,17290,0
7227,32,62,3629,0
837,2,55,11950,0
647,14,55,20400,0
2291,30,56,12700,0
5382,2,49,8298,0
181,4,52,3927,0
3822,21,80,10500,1
6192,18,35,7500,0
3071,16,79,12950,0
1164,7,63,26000,0
3492,35,56,9990,0
457,0,63,19615,0
3238,8,60,7990,0
1372,2,54,17021,0
4204,4,52,11990,0
2586,22,77,11800,0
2574,22,61,8970,0
1047,0,50,7990,0
2917,1,51,14519,0
3731,18,56,6990,1
7013,3,68,17950,1
57,28,52,22990,0
